sum,category,donor,recipient
5859569.0,donor,Germany,Kuwait
5670274.0,donor,United Kingdom,Lithuania
5449188.0,donor,Luxembourg,Thailand
5349281.0,donor,Japan,Taiwan
5171801.0,donor,United Kingdom,Slovenia
5065189.0,donor,Luxembourg,Chile
4937529.0,donor,United Kingdom,Latvia
4513915.0,donor,Belgium,Romania
4506558.0,donor,Czech Republic,Romania
4397148.0,donor,Japan,Kuwait
4314669.0,donor,Ireland,Thailand
3979854.0,donor,Sweden,Slovenia
3969759.0,donor,Switzerland,Latvia
3937712.0,donor,United Kingdom,Estonia
3865408.0,donor,Canada,Korea
3854725.0,donor,Spain,Hungary
3776773.0,donor,Norway,Romania
3407449.0,donor,Netherlands,Slovenia
3400359.0,donor,Italy,Lithuania
3243556.0,donor,United Kingdom,Korea
3213545.0,donor,Spain,Slovak Republic
3184580.0,donor,Denmark,Brazil
3146117.0,donor,Denmark,Colombia
3141751.0,donor,Switzerland,Poland
3055532.0,donor,New Zealand,Brazil
3050875.0,donor,Japan,Qatar
2969663.0,donor,Sweden,Hungary
2745328.0,donor,Spain,Czech Republic
2504790.0,donor,Norway,Poland
2461052.0,donor,Norway,Lithuania
2322402.0,donor,Switzerland,Hungary
2179629.0,donor,Netherlands,Cyprus
2159916.0,donor,Ireland,Chile
2145296.0,donor,Austria,Saudi Arabia
2056065.0,donor,Czech Republic,India
2043144.0,donor,Belgium,Czech Republic
2040225.0,donor,Norway,Latvia
2004365.0,donor,Taiwan,Saudi Arabia
1935937.0,donor,Sweden,Czech Republic
1739810.0,donor,Greece,Poland
1635383.0,donor,Belgium,Slovak Republic
1595041.0,donor,Austria,United Arab Emirates
1561615.0,donor,Norway,Estonia
1544263.0,donor,United States,United Arab Emirates
1520246.0,donor,Austria,Lithuania
1500392.0,donor,Sweden,Slovak Republic
1446161.0,donor,Greece,Thailand
1433578.0,donor,Belgium,Hungary
1410195.0,donor,Canada,Cyprus
1400035.0,donor,Greece,India
1371917.0,donor,New Zealand,Colombia
1314983.0,donor,Belgium,Slovenia
1255166.0,donor,Italy,Latvia
1246375.0,donor,Norway,Cyprus
1245391.0,donor,Greece,Chile
1243350.0,donor,Portugal,Poland
1229361.0,donor,United Arab Emirates,South Africa
1222185.0,donor,Luxembourg,Czech Republic
1221440.0,donor,Portugal,Thailand
1219994.0,donor,Kuwait,Slovak Republic
1154173.0,donor,Greece,Cyprus
1146453.0,donor,Portugal,Chile
1091413.0,donor,Switzerland,Taiwan
984655.0,donor,Australia,Hungary
928893.0,donor,Czech Republic,Chile
899748.0,donor,Austria,Latvia
894384.0,donor,Finland,Czech Republic
849451.0,donor,Czech Republic,Lithuania
831789.0,donor,Greece,Saudi Arabia
810972.0,donor,Belgium,Taiwan
791968.0,donor,Liechtenstein,Italy
773129.0,donor,Brazil,Colombia
726817.0,donor,Liechtenstein,Romania
707340.0,donor,Spain,Slovenia
685941.0,donor,Spain,Korea
671150.0,donor,United Kingdom,Saudi Arabia
653165.0,donor,Norway,Slovak Republic
646128.0,donor,Belgium,Lithuania
637841.0,donor,Austria,Estonia
624435.0,donor,Norway,Hungary
607604.0,donor,Portugal,Romania
598482.0,donor,Spain,Lithuania
596536.0,donor,Portugal,Hungary
582639.0,donor,Norway,Czech Republic
565804.0,donor,Italy,Estonia
558965.0,donor,Portugal,Czech Republic
552779.0,donor,Australia,Taiwan
542810.0,donor,Monaco,South Africa
526284.0,donor,Spain,Estonia
519768.0,donor,Portugal,Cyprus
508081.0,donor,Greece,Colombia
505732.0,donor,Luxembourg,Slovak Republic
493120.0,donor,Liechtenstein,Hungary
491792.0,donor,Netherlands,Korea
480945.0,donor,Chile,Colombia
479423.0,donor,Belgium,Estonia
466742.0,donor,Liechtenstein,Poland
432959.0,donor,Germany,Qatar
425831.0,donor,Portugal,Colombia
422270.0,donor,Spain,Latvia
412017.0,donor,Greece,Slovenia
371519.0,donor,Switzerland,Slovenia
358894.0,donor,Liechtenstein,Austria
342761.0,donor,Liechtenstein,Czech Republic
338091.0,donor,Portugal,Korea
337871.0,donor,Switzerland,Estonia
335098.0,donor,Ireland,Romania
332552.0,donor,Slovak Republic,India
330974.0,donor,United Arab Emirates,Colombia
327910.0,donor,Italy,Kuwait
326783.0,donor,Liechtenstein,Switzerland
316243.0,donor,Japan,Slovenia
308185.0,donor,United Arab Emirates,Thailand
288892.0,donor,Liechtenstein,India
285519.0,donor,Monaco,Slovenia
280576.0,donor,Belgium,Latvia
277701.0,donor,Italy,Saudi Arabia
269084.0,donor,Hungary,Romania
249214.0,donor,Switzerland,Korea
239451.0,donor,Greece,Korea
229892.0,donor,Spain,Cyprus
227521.0,donor,Netherlands,Saudi Arabia
226778.0,donor,Greece,Czech Republic
226588.0,donor,Norway,Slovenia
205868.0,donor,Ireland,Korea
201889.0,donor,United Arab Emirates,Brazil
195375.0,donor,Norway,Saudi Arabia
191394.0,donor,Switzerland,Lithuania
181792.0,donor,Czech Republic,Latvia
181612.0,donor,Finland,Slovak Republic
175954.0,donor,Liechtenstein,Colombia
167923.0,donor,Korea,Saudi Arabia
158059.0,donor,Colombia,Chile
155108.0,donor,Czech Republic,Thailand
153763.0,donor,Brazil,South Africa
153669.0,donor,New Zealand,Kuwait
152043.0,donor,Iceland,South Africa
149740.0,donor,Belgium,Cyprus
138257.0,donor,Estonia,India
133449.0,donor,Luxembourg,Romania
132556.0,donor,Czech Republic,Colombia
130823.0,donor,Poland,India
128713.0,donor,Liechtenstein,Liechtenstein
124673.0,donor,Brazil,Japan
124190.0,donor,Austria,Kuwait
122835.0,donor,Poland,South Africa
113058.0,donor,Monaco,Portugal
112880.0,donor,Slovenia,Colombia
102967.0,donor,Greece,Latvia
96659.0,donor,Australia,Slovenia
94211.0,donor,Estonia,Czech Republic
78376.0,donor,Chile,Brazil
77208.0,donor,United Arab Emirates,Chile
73670.0,donor,Liechtenstein,Finland
69369.0,donor,Poland,Brazil
65097.0,donor,Italy,United Arab Emirates
64741.0,donor,Brazil,Saudi Arabia
64426.0,donor,United Kingdom,Taiwan
62166.0,donor,Greece,Slovak Republic
60706.0,donor,Ireland,Hungary
60454.0,donor,Netherlands,Kuwait
60164.0,donor,Liechtenstein,Germany
58202.0,donor,Liechtenstein,Lithuania
55468.0,donor,Hungary,Canada
54237.0,donor,Greece,Hungary
53968.0,donor,Greece,Estonia
52608.0,donor,Belgium,Korea
50843.0,donor,Poland,Thailand
46474.0,donor,Estonia,Poland
43746.0,donor,Czech Republic,Estonia
38710.0,donor,Finland,Saudi Arabia
34672.0,donor,Greece,Lithuania
34603.0,donor,Spain,United Arab Emirates
33776.0,donor,Liechtenstein,Slovak Republic
32178.0,donor,Czech Republic,Slovak Republic
30752.0,donor,Portugal,Slovenia
29314.0,donor,Poland,Colombia
27266.0,donor,Japan,Cyprus
26671.0,donor,Finland,Romania
25016.0,donor,Czech Republic,South Africa
24169.0,donor,Greece,Taiwan
21165.0,donor,Slovenia,South Africa
20992.0,donor,Thailand,South Africa
20705.0,donor,Portugal,Slovak Republic
20458.0,donor,Iceland,India
20249.0,donor,Colombia,Thailand
20232.0,donor,Spain,Kuwait
19072.0,donor,Czech Republic,Brazil
17723.0,donor,Slovak Republic,Thailand
16166.0,donor,Canada,Saudi Arabia
15983.0,donor,Slovenia,India
15001.0,donor,Ireland,Latvia
14990.0,donor,Liechtenstein,Latvia
14669.0,donor,Slovak Republic,Brazil
14214.0,donor,Spain,Saudi Arabia
14202.0,donor,Slovak Republic,Taiwan
14132.0,donor,Slovak Republic,Hungary
13999.0,donor,Ireland,Slovak Republic
13279.0,donor,Portugal,Estonia
11468.0,donor,Colombia,Colombia
11161.0,donor,Liechtenstein,Thailand
10404.0,donor,Liechtenstein,Slovenia
9907.0,donor,Brazil,Chile
9103.0,donor,Belgium,Saudi Arabia
8633.0,donor,Sweden,Taiwan
8227.0,donor,Brazil,France
7689.0,donor,Liechtenstein,Estonia
7575.0,donor,Australia,Saudi Arabia
6918.0,donor,Australia,Czech Republic
5937.0,donor,Spain,Taiwan
5599.0,donor,Cyprus,India
5324.0,donor,Italy,Taiwan
4920.0,donor,Chile,United States
4469.0,donor,Thailand,Cyprus
4039.0,donor,Greece,United Arab Emirates
3046.0,donor,Australia,Poland
2592.0,donor,Portugal,Latvia
2296.0,donor,Slovak Republic,Chile
1568.0,donor,Canada,Kuwait
1019.0,donor,Colombia,United States
387.0,donor,Portugal,Saudi Arabia
108.0,donor,Chile,Chile
