group,country,value,index,donor_growth,recipient_growth,category,total
1985-1988,Saudi Arabia,0.31981057519814815,1985-1988-Saudi Arabia,-0.575347810769202,-0.8688047244969259,net,87814220.5
1985-1988,Korea,-1.0,1985-1988-Korea,NA,-0.43186646119115557,net,487041189.75
1985-1988,Slovenia,0.0,1985-1988-Slovenia,NA,NA,net,0.0
1985-1988,Greece,-0.5,1985-1988-Greece,NA,1.8620597261394405,net,18636792.75
1985-1988,Spain,0.0,1985-1988-Spain,NA,NA,net,0.0
1985-1988,Cyprus,-1.0,1985-1988-Cyprus,NA,-0.3173872485101167,net,46463912.75
1985-1988,Italy,1.0,1985-1988-Italy,1.3585038969645153,NA,net,152882843.5
1985-1988,New Zealand,0.25,1985-1988-New Zealand,2.1333803279985526,NA,net,1207933.0
1985-1988,United Arab Emirates,-0.5,1985-1988-United Arab Emirates,NA,68.53717166617328,net,67005097.25
1985-1988,United Kingdom,1.0,1985-1988-United Kingdom,-0.45971051409709385,NA,net,284698990.75
1985-1988,France,1.0,1985-1988-France,-0.17380019862435603,NA,net,259307990.0
1985-1988,Germany,1.0,1985-1988-Germany,0.20471510837350748,NA,net,918719307.0
1985-1988,Iceland,0.0,1985-1988-Iceland,NA,NA,net,0.0
1985-1988,Belgium,0.25,1985-1988-Belgium,-0.9612445285148323,NA,net,1047959.75
1985-1988,Japan,0.8965007983139686,1985-1988-Japan,0.02573068653050159,0.5080328694327576,net,2470865716.0
1985-1988,Kuwait,0.14768971636579503,1985-1988-Kuwait,-0.806584738269497,393.5897099139305,net,39756987.25
1985-1988,United States,1.0,1985-1988-United States,-0.541399182630393,NA,net,1741916682.0
1985-1988,Finland,0.25,1985-1988-Finland,-0.45109665459218784,-0.1396856327039676,net,21365063.0
1985-1988,Austria,1.0,1985-1988-Austria,0.4609845082875146,NA,net,25907021.75
1985-1988,Ireland,0.0,1985-1988-Ireland,NA,NA,net,0.0
1985-1988,Canada,1.0,1985-1988-Canada,-0.3086609048366903,NA,net,254803649.75
1985-1988,Netherlands,1.0,1985-1988-Netherlands,0.3993800420704232,NA,net,326316376.75
1985-1988,Sweden,1.0,1985-1988-Sweden,0.01951597882903111,NA,net,145064754.0
1985-1988,Denmark,1.0,1985-1988-Denmark,-0.03445282833033614,NA,net,133545279.5
1985-1988,Australia,1.0,1985-1988-Australia,0.306633997006482,NA,net,13056877.0
1985-1988,Qatar,-0.25,1985-1988-Qatar,NA,NA,net,2284489.0
1985-1988,Switzerland,1.0,1985-1988-Switzerland,-0.4632298101487148,NA,net,52121213.0
1985-1988,Norway,1.0,1985-1988-Norway,0.37147147617070386,NA,net,90315776.5
1985-1988,Luxembourg,0.0,1985-1988-Luxembourg,NA,NA,net,0.0
1985-1988,Liechtenstein,0.0,1985-1988-Liechtenstein,NA,NA,net,0.0
1985-1988,Monaco,0.0,1985-1988-Monaco,NA,NA,net,0.0
1985-1988,Taiwan,-1.0,1985-1988-Taiwan,NA,-0.9228847132356954,net,23750668.75
1981-1984,India,-1.0,1981-1984-India,NA,0.2847795525011798,net,3441749233.75
1981-1984,Thailand,-1.0,1981-1984-Thailand,NA,0.34887797596258174,net,1268435914.0
1981-1984,Colombia,-1.0,1981-1984-Colombia,NA,3.35506822322522,net,430057418.0
1981-1984,South Africa,0.0,1981-1984-South Africa,NA,NA,net,0.0
1981-1984,Romania,-0.25,1981-1984-Romania,NA,4.905112769997712,net,65519353.5
1981-1984,Brazil,-1.0,1981-1984-Brazil,NA,0.9459623555591494,net,592557052.5
1981-1984,Latvia,0.0,1981-1984-Latvia,NA,NA,net,0.0
1981-1984,Poland,-0.75,1981-1984-Poland,NA,-0.9977464402180728,net,42254.5
1981-1984,Hungary,0.0,1981-1984-Hungary,NA,NA,net,0.0
1981-1984,Lithuania,0.0,1981-1984-Lithuania,NA,NA,net,0.0
1981-1984,Chile,-1.0,1981-1984-Chile,NA,4.408914818244941,net,99600720.25
1981-1984,Estonia,0.0,1981-1984-Estonia,NA,NA,net,0.0
1981-1984,Slovakia,0.0,1981-1984-Slovak Republic,NA,NA,net,0.0
1981-1984,Czech Rep.,0.0,1981-1984-Czech Republic,NA,NA,net,0.0
1981-1984,Portugal,-0.5,1981-1984-Portugal,NA,34.441525472902406,net,36647955.0
1981-1984,Saudi Arabia,0.09365149402827076,1981-1984-Saudi Arabia,-0.38323885159158055,5.560119674040901,net,357540351.75
1981-1984,Korea,-1.0,1981-1984-Korea,NA,-0.14105938217744185,net,857265337.25
1981-1984,Slovenia,0.0,1981-1984-Slovenia,NA,NA,net,0.0
1981-1984,Greece,-0.25,1981-1984-Greece,NA,-0.7742373360631006,net,6511671.5
1981-1984,Spain,-0.5,1981-1984-Spain,NA,-0.029267156769470448,net,69171235.25
1981-1984,Cyprus,-1.0,1981-1984-Cyprus,NA,1.196805404584735,net,68067748.0
1981-1984,Italy,-0.38116193921570646,1981-1984-Italy,NA,-0.2132173640527386,net,240767173.5
1981-1984,New Zealand,0.5006672108442689,1981-1984-New Zealand,NA,17.27493028709856,net,53856653.25
1981-1984,United Arab Emirates,-1.0,1981-1984-United Arab Emirates,NA,0.021278518171901073,net,963586.75
1981-1984,United Kingdom,0.7531830881306785,1981-1984-United Kingdom,-0.12324773169590963,0.39814089765172866,net,666473223.0
1981-1984,France,0.9241162155385756,1981-1984-France,0.926329354510061,0.03698604521770865,net,344086968.0
1981-1984,Germany,1.0,1981-1984-Germany,0.23528474949757827,NA,net,762602959.5
1981-1984,Iceland,0.0,1981-1984-Iceland,NA,NA,net,0.0
1981-1984,Belgium,0.40731872150629445,1981-1984-Belgium,0.09425503857746831,-0.753309643365558,net,36159737.75
1981-1984,Japan,0.9517017180658663,1981-1984-Japan,0.5189306529406972,1.3180698349410882,net,2336736302.0
1981-1984,Kuwait,0.9999343487722507,1981-1984-Kuwait,1.4257817068193015,NA,net,165573050.5
1981-1984,United States,1.0,1981-1984-United States,0.8379036400872188,NA,net,3798328777.5
1981-1984,Finland,-0.2381269498206805,1981-1984-Finland,NA,NA,net,25152289.25
1981-1984,Austria,0.5003912187311275,1981-1984-Austria,1.0342470713409577,-0.6272678575362911,net,32421225.0
1981-1984,Ireland,-0.25,1981-1984-Ireland,NA,0.9361899279809249,net,14651261.0
1981-1984,Canada,0.5841569731471135,1981-1984-Canada,3.1068151557634263,4.386004666656294,net,1084466238.25
1981-1984,Netherlands,1.0,1981-1984-Netherlands,-0.0848655580148776,NA,net,233186387.5
1981-1984,Sweden,0.9652377733120473,1981-1984-Sweden,-0.35320894154927174,-0.30633121887689396,net,148406488.5
1981-1984,Denmark,0.919695693093169,1981-1984-Denmark,1.2411388169723345,-0.4052895948317412,net,153815889.0
1981-1984,Australia,0.7062450218472145,1981-1984-Australia,-0.7390571233942291,12.76543752497603,net,197554621.5
1981-1984,Qatar,0.0,1981-1984-Qatar,NA,NA,net,0.0
1981-1984,Switzerland,1.0,1981-1984-Switzerland,0.7268007261321838,NA,net,97101541.75
1981-1984,Norway,0.4789533198573896,1981-1984-Norway,-0.32363648318821703,3.4487656537838616,net,114483908.75
1981-1984,Luxembourg,0.0,1981-1984-Luxembourg,NA,NA,net,0.0
1981-1984,Liechtenstein,0.5026988908396239,1981-1984-Liechtenstein,NA,NA,net,4815318.75
1981-1984,Monaco,0.0,1981-1984-Monaco,NA,NA,net,0.0
1981-1984,Taiwan,-1.0,1981-1984-Taiwan,NA,2.292046733580701,net,307989112.75
1977-1980,India,-1.0,1977-1980-India,NA,-0.044733956758104654,net,2678863644.0
1977-1980,Thailand,-1.0,1977-1980-Thailand,NA,1.4783689024727522,net,940363722.0
1977-1980,Colombia,-1.0,1977-1980-Colombia,NA,-0.6210543834563624,net,98748721.25
1977-1980,South Africa,0.0,1977-1980-South Africa,NA,NA,net,0.0
1977-1980,Romania,-0.25,1977-1980-Romania,NA,NA,net,11095360.25
1977-1980,Brazil,-1.0,1977-1980-Brazil,NA,0.5168749356087894,net,304505917.5
1977-1980,Latvia,0.0,1977-1980-Latvia,NA,NA,net,0.0
1977-1980,Poland,-0.25,1977-1980-Poland,NA,NA,net,18750112.75
1977-1980,Hungary,0.0,1977-1980-Hungary,NA,NA,net,0.0
1977-1980,Lithuania,0.0,1977-1980-Lithuania,NA,NA,net,0.0
1977-1980,Chile,-1.0,1977-1980-Chile,NA,-0.9150152494093481,net,18414178.0
1977-1980,Estonia,0.0,1977-1980-Estonia,NA,NA,net,0.0
1977-1980,Slovakia,0.0,1977-1980-Slovak Republic,NA,NA,net,0.0
1977-1980,Czech Rep.,0.0,1977-1980-Czech Republic,NA,NA,net,0.0
1977-1980,Portugal,-0.25,1977-1980-Portugal,NA,NA,net,1034040.0
1977-1980,Saudi Arabia,0.3701107291078688,1977-1980-Saudi Arabia,NA,2042.299061400679,net,259265522.25
1977-1980,Korea,-1.0,1977-1980-Korea,NA,-0.0161000155277925,net,998049596.75
1977-1980,Slovenia,0.0,1977-1980-Slovenia,NA,NA,net,0.0
1977-1980,Greece,-0.25,1977-1980-Greece,NA,NA,net,28842995.5
1977-1980,Spain,-0.25,1977-1980-Spain,NA,NA,net,71256716.75
1977-1980,Cyprus,-1.0,1977-1980-Cyprus,NA,0.9693916969427003,net,30984878.25
1977-1980,Italy,-0.25,1977-1980-Italy,NA,NA,net,223626204.0
1977-1980,New Zealand,-0.25,1977-1980-New Zealand,NA,NA,net,2925929.0
1977-1980,United Arab Emirates,-0.5,1977-1980-United Arab Emirates,NA,56.97565171974131,net,943510.25
1977-1980,United Kingdom,0.8967416554943076,1977-1980-United Kingdom,0.13304290905197957,NA,net,700811765.75
1977-1980,France,0.938875157718133,1977-1980-France,-0.34212983876522174,NA,net,192082165.75
1977-1980,Germany,1.0,1977-1980-Germany,-0.09685540933398618,NA,net,617349934.75
1977-1980,Iceland,-0.25,1977-1980-Iceland,NA,NA,net,4515011.25
1977-1980,Belgium,0.5,1977-1980-Belgium,-0.3737267776832597,NA,net,61678278.75
1977-1980,Japan,0.9683464081248864,1977-1980-Japan,-0.003606400207544991,NA,net,1503583783.0
1977-1980,Kuwait,1.0,1977-1980-Kuwait,0.322018034565694,NA,net,68247461.75
1977-1980,United States,1.0,1977-1980-United States,0.937836720966291,NA,net,2066663722.0
1977-1980,Finland,0.0,1977-1980-Finland,NA,NA,net,0.0
1977-1980,Austria,0.7542414514418508,1977-1980-Austria,-0.06036639686270773,NA,net,48125073.0
1977-1980,Ireland,-0.25,1977-1980-Ireland,NA,NA,net,7567057.75
1977-1980,Canada,0.8018914634346244,1977-1980-Canada,-0.49845410154313097,NA,net,222663540.0
1977-1980,Netherlands,1.0,1977-1980-Netherlands,-0.02303568159493352,NA,net,254811071.25
1977-1980,Sweden,0.8080874730741746,1977-1980-Sweden,0.5954789694720299,NA,net,228811134.25
1977-1980,Denmark,0.8702066202070557,1977-1980-Denmark,1.569258337573756,NA,net,87786592.0
1977-1980,Australia,0.8248327945692062,1977-1980-Australia,-0.1425571731172861,NA,net,51920374.5
1977-1980,Qatar,0.0,1977-1980-Qatar,NA,NA,net,0.0
1977-1980,Switzerland,1.0,1977-1980-Switzerland,-0.0020600462538880038,NA,net,56232048.25
1977-1980,Norway,0.8720937266047036,1977-1980-Norway,0.8927883210347802,NA,net,108294892.5
1977-1980,Luxembourg,0.0,1977-1980-Luxembourg,NA,NA,net,0.0
1977-1980,Liechtenstein,0.0,1977-1980-Liechtenstein,NA,NA,net,0.0
1977-1980,Monaco,0.0,1977-1980-Monaco,NA,NA,net,0.0
1977-1980,Taiwan,-0.5,1977-1980-Taiwan,NA,3251.7470447117726,net,93555510.5
1973-1976,India,-1.0,1973-1976-India,NA,NA,net,2804311597.75
1973-1976,Thailand,-1.0,1973-1976-Thailand,NA,NA,net,379428470.5
1973-1976,Colombia,-1.0,1973-1976-Colombia,NA,NA,net,260588108.0
1973-1976,South Africa,0.0,1973-1976-South Africa,NA,NA,net,0.0
1973-1976,Romania,0.0,1973-1976-Romania,NA,NA,net,0.0
1973-1976,Brazil,-1.0,1973-1976-Brazil,NA,NA,net,200745566.0
1973-1976,Latvia,0.0,1973-1976-Latvia,NA,NA,net,0.0
1973-1976,Poland,0.0,1973-1976-Poland,NA,NA,net,0.0
1973-1976,Hungary,0.0,1973-1976-Hungary,NA,NA,net,0.0
1973-1976,Lithuania,0.0,1973-1976-Lithuania,NA,NA,net,0.0
1973-1976,Chile,-1.0,1973-1976-Chile,NA,NA,net,216676261.0
1973-1976,Estonia,0.0,1973-1976-Estonia,NA,NA,net,0.0
1973-1976,Slovakia,0.0,1973-1976-Slovak Republic,NA,NA,net,0.0
1973-1976,Czech Rep.,0.0,1973-1976-Czech Republic,NA,NA,net,0.0
1973-1976,Portugal,0.0,1973-1976-Portugal,NA,NA,net,0.0
1973-1976,Saudi Arabia,-0.25,1973-1976-Saudi Arabia,NA,NA,net,16274.25
1973-1976,Korea,-1.0,1973-1976-Korea,NA,NA,net,1014381149.0
1973-1976,Slovenia,0.0,1973-1976-Slovenia,NA,NA,net,0.0
1973-1976,Greece,0.0,1973-1976-Greece,NA,NA,net,0.0
1973-1976,Spain,0.0,1973-1976-Spain,NA,NA,net,0.0
1973-1976,Cyprus,-1.0,1973-1976-Cyprus,NA,NA,net,15733222.75
1973-1976,Italy,0.5,1973-1976-Italy,NA,NA,net,50580134.5
1973-1976,New Zealand,0.0,1973-1976-New Zealand,NA,NA,net,0.0
1973-1976,United Arab Emirates,0.0,1973-1976-United Arab Emirates,NA,NA,net,16244160.75
1973-1976,United Kingdom,1.0,1973-1976-United Kingdom,NA,NA,net,530439865.25
1973-1976,France,1.0,1973-1976-France,NA,NA,net,247662402.25
1973-1976,Germany,1.0,1973-1976-Germany,NA,NA,net,683556034.25
1973-1976,Iceland,0.0,1973-1976-Iceland,NA,NA,net,0.0
1973-1976,Belgium,1.0,1973-1976-Belgium,NA,NA,net,39457465.0
1973-1976,Japan,1.0,1973-1976-Japan,NA,NA,net,1442594124.5
1973-1976,Kuwait,0.0,1973-1976-Kuwait,NA,NA,net,51705070.25
1973-1976,United States,1.0,1973-1976-United States,NA,NA,net,1066479801.75
1973-1976,Finland,0.0,1973-1976-Finland,NA,NA,net,0.0
1973-1976,Austria,0.5,1973-1976-Austria,NA,NA,net,9277044.5
1973-1976,Ireland,0.0,1973-1976-Ireland,NA,NA,net,0.0
1973-1976,Canada,1.0,1973-1976-Canada,NA,NA,net,178936397.0
1973-1976,Netherlands,1.0,1973-1976-Netherlands,NA,NA,net,260819219.75
1973-1976,Sweden,1.0,1973-1976-Sweden,NA,NA,net,137883652.0
1973-1976,Denmark,0.75,1973-1976-Denmark,NA,NA,net,24020304.75
1973-1976,Australia,1.0,1973-1976-Australia,NA,NA,net,44661647.75
1973-1976,Qatar,0.0,1973-1976-Qatar,NA,NA,net,0.0
1973-1976,Switzerland,1.0,1973-1976-Switzerland,NA,NA,net,56348128.0
1973-1976,Norway,1.0,1973-1976-Norway,NA,NA,net,51439249.0
1973-1976,Luxembourg,0.0,1973-1976-Luxembourg,NA,NA,net,0.0
1973-1976,Liechtenstein,0.0,1973-1976-Liechtenstein,NA,NA,net,0.0
1973-1976,Monaco,0.0,1973-1976-Monaco,NA,NA,net,0.0
1973-1976,Taiwan,-0.25,1973-1976-Taiwan,NA,NA,net,28762.0
