FATALITY_YEAR,FATALITY_MONTH,DEPLOYMENT_PROVINCE,count
1968,Mar,Kien Tuong,14
1968,Mar,Kon Tum,89
1968,Mar,Lam Dong,1
1968,Mar,Long An,21
1968,Mar,Long Khanh,9
1968,Mar,Ninh Thuan,2
1968,Mar,Offshore,11
1968,Mar,Phong Dinh,17
1968,Mar,Phu Bon,1
1968,Mar,Phu Yen,13
1968,Mar,Phuoc Long,15
1968,Mar,Quang Nam,155
1968,Mar,Quang Ngai,48
1968,Mar,Quang Tin,41
1968,Mar,Quang Tri,400
1968,Mar,Sa Dec,3
1968,Mar,Tay Ninh,21
1968,Mar,Thua Thien - Hue,299
1968,Mar,Unknown,20
1968,Mar,Vinh Long,6
1968,May,An Xugen,1
1968,May,Ba Ria - VTau|Ba Ria-Vung Tau,5
1968,May,Binh Dinh,87
1968,May,Binh Duong,113
1968,May,Binh Long,32
1968,May,Binh Thuan,6
1968,May,Binh Thuy,7
1968,May,Chau Doc,2
1968,May,Dinh Tuong,18
1968,May,Dong Nai,41
1968,May,Gia Lai,31
1968,May,Go Cong,1
1968,May,Ho Chi Minh City|Ho Chi Minh,119
1968,May,Hua Nghia,132
1968,May,Khanh Hoa,4
1968,May,Kien Hoa,39
1968,May,Kien Phong,1
1968,May,Kien Tuong,7
1968,May,Kon Tum,89
1968,May,Long An,44
1968,May,Long Khanh,15
1968,May,Ninh Thuan,2
1968,May,Offshore,4
1968,May,Phong Dinh,3
1968,May,Phu Yen,4
1968,May,Phuoc Long,4
1968,May,Quang Nam,305
1968,May,Quang Ngai,43
1968,May,Quang Tin,107
1968,May,Quang Tri,603
1968,May,Sa Dec,2
1968,May,Tay Ninh,45
1968,May,Thua Thien - Hue,320
1968,May,Tuyen Duc,2
1968,May,Unknown,19
1968,May,Vinh Binh,3
1968,May,Vinh Long,4
1968,Nov,An Giang,2
1968,Nov,An Xugen,1
1968,Nov,Ba Ria - VTau|Ba Ria-Vung Tau,7
1968,Nov,Binh Dinh,35
1968,Nov,Binh Duong,81
1968,Nov,Binh Long,14
1968,Nov,Binh Thuan,4
1968,Nov,Chau Doc,2
1968,Nov,Dak Lak|Dac Lac,1
1968,Nov,Dinh Tuong,22
1968,Nov,Dong Nai,16
1968,Nov,Gia Lai,27
1968,Nov,Go Cong,17
1968,Nov,Ho Chi Minh City|Ho Chi Minh,17
1968,Nov,Hua Nghia,29
1968,Nov,Khanh Hoa,12
1968,Nov,Kien Giang,3
1968,Nov,Kien Hoa,10
1968,Nov,Kien Tuong,2
1968,Nov,Kon Tum,16
1968,Nov,Lam Dong,2
1968,Nov,Long An,21
1968,Nov,Long Khanh,1
1968,Nov,Ninh Thuan,4
1968,Nov,Offshore,3
1968,Nov,Phong Dinh,1
1968,Nov,Phu Yen,10
1968,Nov,Phuoc Long,12
1968,Nov,Quang Nam,174
1968,Nov,Quang Ngai,30
1968,Nov,Quang Tin,20
1968,Nov,Quang Tri,63
1968,Nov,Tay Ninh,121
1968,Nov,Thua Thien - Hue,33
1968,Nov,Unknown,13
1968,Nov,Vinh Long,1
1968,Oct,Binh Dinh,15
1968,Oct,Binh Duong,63
1968,Oct,Binh Long,12
1968,Oct,Binh Thuan,2
1968,Oct,Dak Lak|Dac Lac,25
1968,Oct,Dinh Tuong,28
1968,Oct,Dong Nai,20
1968,Oct,Gia Lai,11
1968,Oct,Ho Chi Minh City|Ho Chi Minh,13
1968,Oct,Hua Nghia,45
1968,Oct,Khanh Hoa,4
1968,Oct,Kien Hoa,14
1968,Oct,Kien Phong,2
1968,Oct,Kien Tuong,1
1968,Oct,Kon Tum,7
1968,Oct,Lam Dong,5
1968,Oct,Long An,42
1968,Oct,Long Khanh,2
1968,Oct,Ninh Thuan,7
1968,Oct,Offshore,4
1968,Oct,Phong Dinh,10
1968,Oct,Phu Yen,4
1968,Oct,Quang Duc,13
1968,Oct,Quang Nam,126
1968,Oct,Quang Ngai,38
1968,Oct,Quang Tin,54
1968,Oct,Quang Tri,94
1968,Oct,Tay Ninh,45
1968,Oct,Thua Thien - Hue,62
1968,Oct,Tuyen Duc,4
1968,Oct,Unknown,13
1968,Oct,Vinh Long,2
1968,Sep,An Xugen,2
1968,Sep,Ba Ria - VTau|Ba Ria-Vung Tau,2
1968,Sep,Ba Xugen,2
1968,Sep,Binh Dinh,39
1968,Sep,Binh Duong,38
1968,Sep,Binh Long,47
1968,Sep,Binh Thuan,3
1968,Sep,Chau Doc,5
1968,Sep,Dak Lak|Dac Lac,23
1968,Sep,Dinh Tuong,14
1968,Sep,Dong Nai,12
1968,Sep,Gia Lai,24
1968,Sep,Go Cong,5
1968,Sep,Ho Chi Minh City|Ho Chi Minh,15
1968,Sep,Hua Nghia,74
1968,Sep,Khanh Hoa,4
1968,Sep,Kien Hoa,25
1968,Sep,Kien Phong,2
1968,Sep,Kien Tuong,9
1968,Sep,Kon Tum,24
1968,Sep,Lam Dong,5
1968,Sep,Long An,47
1968,Sep,Long Khanh,6
1968,Sep,Ninh Thuan,3
1968,Sep,Offshore,3
1968,Sep,Phong Dinh,5
1968,Sep,Phu Yen,3
1968,Sep,Phuoc Long,4
1968,Sep,Quang Duc,52
1968,Sep,Quang Nam,218
1968,Sep,Quang Ngai,88
1968,Sep,Quang Tin,40
1968,Sep,Quang Tri,220
1968,Sep,Tay Ninh,63
1968,Sep,Thua Thien - Hue,50
1968,Sep,Tuyen Duc,1
1968,Sep,Unknown,20
1968,Sep,Vinh Binh,2
1968,Sep,Vinh Long,4
1969,Apr,An Xugen,3
1969,Apr,Ba Ria - VTau|Ba Ria-Vung Tau,1
1969,Apr,Ba Xugen,1
1969,Apr,Binh Dinh,20
1969,Apr,Binh Duong,79
1969,Apr,Binh Long,28
1969,Apr,Binh Thuan,6
1969,Apr,Chau Doc,2
1969,Apr,Chuong Thien,3
1969,Apr,Dak Lak|Dac Lac,2
1969,Apr,Dinh Tuong,23
1969,Apr,Dong Nai,34
1969,Apr,Gia Lai,14
1969,Apr,Ho Chi Minh City|Ho Chi Minh,29
1969,Apr,Hua Nghia,46
1969,Apr,Khanh Hoa,8
1969,Apr,Kien Giang,4
1969,Apr,Kien Hoa,15
1969,Apr,Kien Phong,4
1969,Apr,Kien Tuong,4
1969,Apr,Kon Tum,27
1969,Apr,Lam Dong,13
1969,Apr,Long An,19
1969,Apr,Long Khanh,7
1969,Apr,Ninh Thuan,1
1969,Apr,Offshore,3
1969,Apr,Phong Dinh,3
1969,Apr,Phu Yen,3
1969,Apr,Phuoc Long,4
1969,Apr,Quang Duc,4
1969,Apr,Quang Nam,187
1969,Apr,Quang Ngai,47
1969,Apr,Quang Tin,28
1969,Apr,Quang Tri,116
1969,Apr,Sa Dec,1
1969,Apr,Tay Ninh,112
1969,Apr,Thua Thien - Hue,67
1969,Apr,Tuyen Duc,2
1969,Apr,Unknown,14
1969,Apr,Vinh Binh,1
1969,Apr,Vinh Long,2
1969,Aug,An Giang,1
1969,Aug,An Xugen,1
1969,Aug,Binh Dinh,39
1969,Aug,Binh Duong,69
1969,Aug,Binh Long,56
1969,Aug,Binh Thuan,12
1969,Aug,Binh Thuy,1
1969,Aug,Chuong Thien,2
1969,Aug,Dinh Tuong,9
1969,Aug,Dong Nai,19
1969,Aug,Gia Lai,9
1969,Aug,Ho Chi Minh City|Ho Chi Minh,14
1969,Aug,Hua Nghia,30
1969,Aug,Khanh Hoa,10
1969,Aug,Kien Hoa,4
1969,Aug,Kien Phong,2
1969,Aug,Kien Tuong,3
1969,Aug,Kon Tum,14
1969,Aug,Lam Dong,1
1969,Aug,Long An,10
1969,Aug,Long Khanh,14
1969,Aug,Ninh Thuan,2
1969,Aug,Offshore,3
1969,Aug,Phong Dinh,2
1969,Aug,Phu Yen,2
1969,Aug,Phuoc Long,15
1969,Aug,Quang Nam,218
1969,Aug,Quang Ngai,77
1969,Aug,Quang Tin,62
1969,Aug,Quang Tri,88
1969,Aug,Tay Ninh,75
1969,Aug,Thua Thien - Hue,51
1969,Aug,Tuyen Duc,1
1969,Aug,Unknown,19
1969,Aug,Vinh Binh,1
1969,Aug,Vinh Long,3
1969,Dec,An Xugen,2
1969,Dec,Ba Ria - VTau|Ba Ria-Vung Tau,6
1969,Dec,Bac Lieu,2
1969,Dec,Binh Dinh,19
1969,Dec,Binh Duong,40
1969,Dec,Binh Long,16
1969,Dec,Binh Thuan,15
1969,Dec,Binh Thuy,4
1969,Dec,Chau Doc,4
1969,Dec,Chuong Thien,4
1969,Dec,Dak Lak|Dac Lac,3
1969,Dec,Dinh Tuong,1
1969,Dec,Dong Nai,4
1969,Dec,Gia Lai,12
1969,Dec,Ho Chi Minh City|Ho Chi Minh,3
1969,Dec,Hua Nghia,26
1969,Dec,Khanh Hoa,6
1969,Dec,Kien Hoa,1
1969,Dec,Kien Phong,1
1969,Dec,Kon Tum,7
1969,Dec,Lam Dong,4
1969,Dec,Long An,9
1969,Dec,Long Khanh,18
1969,Dec,Ninh Thuan,2
1969,Dec,Offshore,1
1969,Dec,Phu Bon,1
1969,Dec,Phu Yen,1
1969,Dec,Phuoc Long,41
1969,Dec,Quang Duc,12
1969,Dec,Quang Nam,86
1969,Dec,Quang Ngai,20
1969,Dec,Quang Tin,34
1969,Dec,Quang Tri,15
1969,Dec,Tay Ninh,27
1969,Dec,Thua Thien - Hue,16
1969,Dec,Unknown,15
1969,Dec,Vinh Long,3
1969,Feb,An Xugen,2
1969,Feb,Ba Ria - VTau|Ba Ria-Vung Tau,4
1969,Feb,Binh Dinh,21
1969,Feb,Binh Duong,118
1969,Feb,Binh Long,19
1969,Feb,Binh Thuan,9
1969,Feb,Chau Doc,3
1969,Feb,Dak Lak|Dac Lac,6
1969,Feb,Dinh Tuong,37
1969,Feb,Dong Nai,27
1969,Feb,Gia Lai,28
1969,Feb,Ho Chi Minh City|Ho Chi Minh,13
1969,Feb,Hua Nghia,61
1969,Feb,Khanh Hoa,9
1969,Feb,Kien Hoa,39
1969,Feb,Kien Phong,1
1969,Feb,Kien Tuong,3
1969,Feb,Kon Tum,20
1969,Feb,Lam Dong,3
1969,Feb,Long An,23
1969,Feb,Long Khanh,21
1969,Feb,Ninh Thuan,4
1969,Feb,Offshore,1
1969,Feb,Phu Yen,11
1969,Feb,Phuoc Long,9
1969,Feb,Quang Nam,278
1969,Feb,Quang Ngai,57
1969,Feb,Quang Tin,31
1969,Feb,Quang Tri,216
1969,Feb,Sa Dec,1
1969,Feb,Tay Ninh,87
1969,Feb,Thua Thien - Hue,36
1969,Feb,Tuyen Duc,2
1969,Feb,Unknown,21
1969,Feb,Vinh Binh,3
1969,Feb,Vinh Long,8
1969,Jan,An Xugen,1
1969,Jan,Ba Ria - VTau|Ba Ria-Vung Tau,2
1969,Jan,Binh Dinh,23
1969,Jan,Binh Duong,71
1969,Jan,Binh Long,10
1969,Jan,Binh Thuan,2
1969,Jan,Binh Thuy,4
1969,Jan,Chau Doc,2
1969,Jan,Chuong Thien,4
1969,Jan,Dak Lak|Dac Lac,2
1969,Jan,Dinh Tuong,64
1969,Jan,Dong Nai,27
1969,Jan,Gia Lai,31
1969,Jan,Ho Chi Minh City|Ho Chi Minh,21
1969,Jan,Hua Nghia,34
1969,Jan,Khanh Hoa,9
1969,Jan,Kien Giang,5
1969,Jan,Kien Hoa,18
1969,Jan,Kien Phong,7
1969,Jan,Kien Tuong,10
1969,Jan,Kon Tum,16
1969,Jan,Lam Dong,1
1969,Jan,Long An,15
1969,Jan,Long Khanh,2
1969,Jan,Ninh Thuan,3
1969,Jan,Phong Dinh,12
1969,Jan,Phu Yen,3
1969,Jan,Phuoc Long,37
1969,Jan,Quang Duc,1
1969,Jan,Quang Nam,155
1969,Jan,Quang Ngai,99
1969,Jan,Quang Tin,14
1969,Jan,Quang Tri,31
1969,Jan,Tay Ninh,81
1969,Jan,Thua Thien - Hue,44
1969,Jan,Tuyen Duc,1
1969,Jan,Unknown,27
1969,Jan,Vinh Binh,2
1969,Jan,Vinh Long,3
1969,Jul,Ba Ria - VTau|Ba Ria-Vung Tau,5
1969,Jul,Binh Dinh,48
1969,Jul,Binh Duong,46
1969,Jul,Binh Long,25
1969,Jul,Binh Thuan,9
1969,Jul,Binh Thuy,2
1969,Jul,Chau Doc,4
1969,Jul,Chuong Thien,1
1969,Jul,Dinh Tuong,13
1969,Jul,Dong Nai,8
1969,Jul,Gia Lai,21
1969,Jul,Ho Chi Minh City|Ho Chi Minh,11
1969,Jul,Hua Nghia,38
1969,Jul,Khanh Hoa,4
1969,Jul,Kien Giang,2
1969,Jul,Kien Tuong,6
1969,Jul,Kon Tum,13
1969,Jul,Lam Dong,3
1969,Jul,Long An,23
1969,Jul,Long Khanh,17
1969,Jul,Ninh Thuan,1
1969,Jul,Offshore,3
1969,Jul,Phong Dinh,1
1969,Jul,Phu Yen,5
1969,Jul,Phuoc Long,21
1969,Jul,Quang Nam,119
1969,Jul,Quang Ngai,71
1969,Jul,Quang Tin,45
1969,Jul,Quang Tri,61
1969,Jul,Tay Ninh,47
1969,Jul,Thua Thien - Hue,75
1969,Jul,Unknown,20
1969,Jul,Vinh Binh,1
1969,Jul,Vinh Long,5
1969,Jun,An Xugen,1
1969,Jun,Ba Ria - VTau|Ba Ria-Vung Tau,4
1969,Jun,Ba Xugen,1
1969,Jun,Binh Dinh,32
1969,Jun,Binh Duong,76
1969,Jun,Binh Long,44
1969,Jun,Binh Thuan,11
1969,Jun,Binh Thuy,4
1969,Jun,Chau Doc,1
1969,Jun,Chuong Thien,1
1969,Jun,Dinh Tuong,23
1969,Jun,Dong Nai,22
1969,Jun,Gia Lai,21
1969,Jun,Go Cong,1
1969,Jun,Ho Chi Minh City|Ho Chi Minh,9
1969,Jun,Hua Nghia,39
1969,Jun,Khanh Hoa,6
1969,Jun,Kien Hoa,21
1969,Jun,Kien Phong,5
1969,Jun,Kien Tuong,7
1969,Jun,Kon Tum,58
1969,Jun,Lam Dong,1
1969,Jun,Long An,21
1969,Jun,Long Khanh,38
1969,Jun,Ninh Thuan,4
1969,Jun,Offshore,3
1969,Jun,Phong Dinh,2
1969,Jun,Phu Quoc Island,1
1969,Jun,Phu Yen,3
1969,Jun,Phuoc Long,8
1969,Jun,Quang Nam,167
1969,Jun,Quang Ngai,104
1969,Jun,Quang Tin,98
1969,Jun,Quang Tri,169
1969,Jun,Tay Ninh,132
1969,Jun,Thua Thien - Hue,62
1969,Jun,Tuyen Duc,1
1969,Jun,Unknown,13
1969,Jun,Vinh Binh,6
1969,Jun,Vinh Long,1
1969,Mar,An Giang,1
1969,Mar,Ba Ria - VTau|Ba Ria-Vung Tau,2
1969,Mar,Ba Xugen,2
1969,Mar,Binh Dinh,24
1969,Mar,Binh Duong,92
1969,Mar,Binh Long,37
1969,Mar,Binh Thuan,6
1969,Mar,Chau Doc,3
1969,Mar,Chuong Thien,4
1969,Mar,Dak Lak|Dac Lac,3
1969,Mar,Dinh Tuong,25
1969,Mar,Dong Nai,48
1969,Mar,Gia Lai,18
1969,Mar,Go Cong,2
1969,Mar,Ho Chi Minh City|Ho Chi Minh,21
1969,Mar,Hua Nghia,81
1969,Mar,Khanh Hoa,18
1969,Mar,Kien Giang,3
1969,Mar,Kien Hoa,25
1969,Mar,Kien Phong,8
1969,Mar,Kien Tuong,4
1969,Mar,Kon Tum,148
1969,Mar,Lam Dong,1
1969,Mar,Long An,19
1969,Mar,Long Khanh,8
1969,Mar,Ninh Thuan,1
1969,Mar,Offshore,1
1969,Mar,Phong Dinh,3
1969,Mar,Phu Bon,1
1969,Mar,Phu Yen,8
1969,Mar,Phuoc Long,8
1969,Mar,Quang Nam,204
1969,Mar,Quang Ngai,92
1969,Mar,Quang Tin,82
1969,Mar,Quang Tri,219
1969,Mar,Sa Dec,8
1969,Mar,Tay Ninh,123
1969,Mar,Thua Thien - Hue,64
1969,Mar,Tuyen Duc,1
1969,Mar,Unknown,16
1969,Mar,Vinh Binh,4
1969,Mar,Vinh Long,8
1969,May,An Giang,2
1969,May,An Xugen,2
1969,May,Ba Ria - VTau|Ba Ria-Vung Tau,3
1969,May,Ba Xugen,1
1969,May,Binh Dinh,34
1969,May,Binh Duong,70
1969,May,Binh Long,49
1969,May,Binh Thuan,6
1969,May,Chau Doc,1
1969,May,Chuong Thien,1
1969,May,Dinh Tuong,43
1969,May,Dong Nai,36
1969,May,Gia Lai,48
1969,May,Go Cong,2
1969,May,Ho Chi Minh City|Ho Chi Minh,6
1969,May,Hua Nghia,38
1969,May,Khanh Hoa,3
1969,May,Kien Giang,7
1969,May,Kien Hoa,27
1969,May,Kien Phong,2
1969,May,Kien Tuong,1
1969,May,Kon Tum,55
1969,May,Lam Dong,6
1969,May,Long An,30
1969,May,Long Khanh,24
1969,May,Ninh Thuan,7
1969,May,Offshore,1
1969,May,Phong Dinh,1
1969,May,Phu Yen,5
1969,May,Phuoc Long,15
1969,May,Quang Duc,1
1969,May,Quang Nam,217
1969,May,Quang Ngai,124
1969,May,Quang Tin,123
1969,May,Quang Tri,113
1969,May,Tay Ninh,97
1969,May,Thua Thien - Hue,151
1969,May,Tuyen Duc,1
1969,May,Unknown,18
1969,May,Vinh Binh,1
1969,May,Vinh Long,4
1969,Nov,An Xugen,3
1969,Nov,Ba Ria - VTau|Ba Ria-Vung Tau,1
1969,Nov,Binh Dinh,46
1969,Nov,Binh Duong,48
1969,Nov,Binh Long,18
1969,Nov,Binh Thuan,10
1969,Nov,Binh Thuy,1
1969,Nov,Chau Doc,6
1969,Nov,Dak Lak|Dac Lac,2
1969,Nov,Dinh Tuong,2
1969,Nov,Dong Nai,15
1969,Nov,Gia Lai,46
1969,Nov,Go Cong,2
1969,Nov,Ho Chi Minh City|Ho Chi Minh,5
1969,Nov,Hua Nghia,24
1969,Nov,Khanh Hoa,8
1969,Nov,Kien Giang,6
1969,Nov,Kien Phong,2
1969,Nov,Kien Tuong,1
1969,Nov,Kon Tum,5
1969,Nov,Long An,16
1969,Nov,Long Khanh,12
1969,Nov,Ninh Thuan,2
1969,Nov,Phong Dinh,2
1969,Nov,Phu Yen,1
1969,Nov,Phuoc Long,31
1969,Nov,Quang Duc,18
1969,Nov,Quang Nam,91
1969,Nov,Quang Ngai,22
1969,Nov,Quang Tin,23
1969,Nov,Quang Tri,32
1969,Nov,Sa Dec,4
1969,Nov,Tay Ninh,60
1969,Nov,Thua Thien - Hue,13
1969,Nov,Tuyen Duc,1
1969,Nov,Unknown,13
1969,Nov,Vinh Binh,2
1969,Nov,Vinh Long,2
1969,Oct,An Giang,1
1969,Oct,An Xugen,2
1969,Oct,Ba Ria - VTau|Ba Ria-Vung Tau,5
1969,Oct,Ba Xugen,1
1969,Oct,Bac Lieu,1
1969,Oct,Binh Dinh,51
1969,Oct,Binh Duong,37
1969,Oct,Binh Long,15
1969,Oct,Binh Thuan,4
1969,Oct,Binh Thuy,3
1969,Oct,Chau Doc,2
1969,Oct,Dak Lak|Dac Lac,1
1969,Oct,Dinh Tuong,2
1969,Oct,Dong Nai,12
1969,Oct,Gia Lai,25
1969,Oct,Ho Chi Minh City|Ho Chi Minh,10
1969,Oct,Hua Nghia,17
1969,Oct,Khanh Hoa,8
1969,Oct,Kien Giang,9
1969,Oct,Kien Hoa,3
1969,Oct,Kien Tuong,2
1969,Oct,Kon Tum,7
1969,Oct,Long An,6
1969,Oct,Long Khanh,2
1969,Oct,Ninh Thuan,2
1969,Oct,Offshore,1
1969,Oct,Phong Dinh,2
1969,Oct,Phu Yen,1
1969,Oct,Phuoc Long,23
1969,Oct,Quang Duc,6
1969,Oct,Quang Nam,77
1969,Oct,Quang Ngai,44
1969,Oct,Quang Tin,20
1969,Oct,Quang Tri,57
1969,Oct,Tay Ninh,37
1969,Oct,Thua Thien - Hue,21
1969,Oct,Unknown,43
1969,Sep,An Giang,1
1969,Sep,An Xugen,1
1969,Sep,Ba Ria - VTau|Ba Ria-Vung Tau,2
1969,Sep,Ba Xugen,1
1969,Sep,Bac Lieu,1
1969,Sep,Binh Dinh,28
1969,Sep,Binh Duong,43
1969,Sep,Binh Long,39
1969,Sep,Binh Thuan,4
1969,Sep,Binh Thuy,1
1969,Sep,Chau Doc,2
1969,Sep,Chuong Thien,1
1969,Sep,Dinh Tuong,3
1969,Sep,Dong Nai,24
1969,Sep,Gia Lai,29
1969,Sep,Ho Chi Minh City|Ho Chi Minh,9
1969,Sep,Hua Nghia,13
1969,Sep,Khanh Hoa,2
1969,Sep,Kien Giang,5
1969,Sep,Kien Tuong,1
1969,Sep,Lam Dong,1
1969,Sep,Long An,24
1969,Sep,Long Khanh,26
1969,Sep,Ninh Thuan,1
1969,Sep,Phong Dinh,2
1969,Sep,Phu Yen,1
1969,Sep,Phuoc Long,17
1969,Sep,Quang Nam,97
1969,Sep,Quang Ngai,54
1969,Sep,Quang Tin,38
1969,Sep,Quang Tri,68
1969,Sep,Tay Ninh,56
1969,Sep,Thua Thien - Hue,20
1969,Sep,Tuyen Duc,2
1969,Sep,Unknown,16
1969,Sep,Vinh Long,3
1970,Apr,Ba Ria - VTau|Ba Ria-Vung Tau,10
1970,Apr,Ba Xugen,3
1970,Apr,Binh Dinh,46
1970,Apr,Binh Duong,26
1970,Apr,Binh Long,14
1970,Apr,Binh Thuan,9
1970,Apr,Binh Thuy,15
1970,Apr,Chau Doc,6
1970,Apr,Con Son Island,1
1970,Apr,Dak Lak|Dac Lac,2
1970,Apr,Dinh Tuong,3
1970,Apr,Dong Nai,28
1970,Apr,Gia Lai,18
1970,Apr,Ho Chi Minh City|Ho Chi Minh,10
1970,Apr,Hua Nghia,3
1970,Apr,Khanh Hoa,7
1970,Apr,Kien Giang,1
1970,Apr,Kien Hoa,4
1970,Apr,Kien Phong,1
1970,Apr,Kien Tuong,3
1970,Apr,Kon Tum,15
1970,Apr,Long An,6
1970,Apr,Long Khanh,2
1970,Apr,Ninh Thuan,3
1970,Apr,Phong Dinh,3
1970,Apr,Phu Yen,6
1970,Apr,Phuoc Long,23
1970,Apr,Quang Nam,61
1970,Apr,Quang Ngai,60
1970,Apr,Quang Tin,21
1970,Apr,Quang Tri,33
1970,Apr,Tay Ninh,93
1970,Apr,Thua Thien - Hue,91
1970,Apr,Tuyen Duc,1
1970,Apr,Unknown,19
1970,Apr,Vinh Binh,1
1970,Aug,An Xugen,2
1970,Aug,Ba Ria - VTau|Ba Ria-Vung Tau,1
1970,Aug,Ba Xugen,6
1970,Aug,Binh Dinh,35
1970,Aug,Binh Duong,29
1970,Aug,Binh Long,2
1970,Aug,Binh Thuan,3
1970,Aug,Binh Thuy,7
1970,Aug,Chau Doc,1
1970,Aug,Dak Lak|Dac Lac,1
1970,Aug,Dinh Tuong,2
1970,Aug,Dong Nai,16
1970,Aug,Gia Lai,8
1970,Aug,Go Cong,2
1970,Aug,Ho Chi Minh City|Ho Chi Minh,6
1970,Aug,Hua Nghia,2
1970,Aug,Khanh Hoa,9
1970,Aug,Kien Hoa,2
1970,Aug,Kon Tum,4
1970,Aug,Lam Dong,3
1970,Aug,Long An,3
1970,Aug,Long Khanh,11
1970,Aug,Ninh Thuan,3
1970,Aug,Phu Yen,1
1970,Aug,Phuoc Long,20
1970,Aug,Quang Duc,4
1970,Aug,Quang Nam,72
1970,Aug,Quang Ngai,39
1970,Aug,Quang Tin,55
1970,Aug,Quang Tri,21
1970,Aug,Tay Ninh,21
1970,Aug,Thua Thien - Hue,35
1970,Aug,Unknown,7
1970,Aug,Vinh Binh,1
1970,Aug,Vinh Long,1
1970,Dec,An Xugen,6
1970,Dec,Ba Ria - VTau|Ba Ria-Vung Tau,2
1970,Dec,Ba Xugen,1
1970,Dec,Binh Dinh,15
1970,Dec,Binh Duong,8
1970,Dec,Binh Long,3
1970,Dec,Binh Thuan,5
1970,Dec,Binh Thuy,8
1970,Dec,Dak Lak|Dac Lac,1
1970,Dec,Dinh Tuong,2
1970,Dec,Dong Nai,14
1970,Dec,Gia Lai,3
1970,Dec,Ho Chi Minh City|Ho Chi Minh,6
1970,Dec,Khanh Hoa,18
1970,Dec,Kien Giang,2
1970,Dec,Kien Hoa,2
1970,Dec,Kon Tum,2
1970,Dec,Lam Dong,1
1970,Dec,Long Khanh,10
1970,Dec,Ninh Thuan,25
1970,Dec,Offshore,2
1970,Dec,Phu Yen,4
1970,Dec,Phuoc Long,9
1970,Dec,Quang Nam,22
1970,Dec,Quang Ngai,25
1970,Dec,Quang Tin,23
1970,Dec,Quang Tri,8
1970,Dec,Tay Ninh,5
1970,Dec,Thua Thien - Hue,32
1970,Dec,Tuyen Duc,3
1970,Dec,Unknown,13
1970,Dec,Vinh Long,6
1970,Feb,An Giang,9
1970,Feb,An Xugen,2
1970,Feb,Ba Ria - VTau|Ba Ria-Vung Tau,4
1970,Feb,Binh Dinh,38
1970,Feb,Binh Duong,25
1970,Feb,Binh Long,8
1970,Feb,Binh Thuan,9
1970,Feb,Binh Thuy,6
1970,Feb,Chuong Thien,2
1970,Feb,Dinh Tuong,1
1970,Feb,Dong Nai,15
1970,Feb,Gia Lai,7
1970,Feb,Go Cong,1
1970,Feb,Ho Chi Minh City|Ho Chi Minh,4
1970,Feb,Hua Nghia,9
1970,Feb,Khanh Hoa,10
1970,Feb,Kien Giang,4
1970,Feb,Kien Hoa,3
1970,Feb,Kien Phong,8
1970,Feb,Kien Tuong,3
1970,Feb,Kon Tum,2
1970,Feb,Long An,6
1970,Feb,Long Khanh,10
1970,Feb,Offshore,1
1970,Feb,Phong Dinh,2
1970,Feb,Phuoc Long,3
1970,Feb,Quang Duc,8
1970,Feb,Quang Nam,108
1970,Feb,Quang Ngai,48
1970,Feb,Quang Tin,43
1970,Feb,Quang Tri,13
1970,Feb,Sa Dec,1
1970,Feb,Tay Ninh,50
1970,Feb,Thua Thien - Hue,63
1970,Feb,Tuyen Duc,1
1970,Feb,Unknown,9
1970,Jan,Ba Ria - VTau|Ba Ria-Vung Tau,5
1970,Jan,Ba Xugen,1
1970,Jan,Bac Lieu,5
1970,Jan,Binh Dinh,36
1970,Jan,Binh Duong,25
1970,Jan,Binh Long,14
1970,Jan,Binh Thuan,4
1970,Jan,Binh Thuy,4
1970,Jan,Chau Doc,2
1970,Jan,Dong Nai,8
1970,Jan,Gia Lai,8
1970,Jan,Ho Chi Minh City|Ho Chi Minh,3
1970,Jan,Hua Nghia,10
1970,Jan,Khanh Hoa,9
1970,Jan,Kien Hoa,1
1970,Jan,Kien Phong,4
1970,Jan,Kien Tuong,1
1970,Jan,Kon Tum,2
1970,Jan,Lam Dong,1
1970,Jan,Long An,13
1970,Jan,Long Khanh,24
1970,Jan,Offshore,1
1970,Jan,Phong Dinh,1
1970,Jan,Phu Yen,2
1970,Jan,Phuoc Long,20
1970,Jan,Quang Duc,2
1970,Jan,Quang Nam,63
1970,Jan,Quang Ngai,38
1970,Jan,Quang Tin,44
1970,Jan,Quang Tri,14
1970,Jan,Sa Dec,2
1970,Jan,Tay Ninh,42
1970,Jan,Thua Thien - Hue,27
1970,Jan,Tuyen Duc,1
1970,Jan,Unknown,13
1970,Jan,Vinh Long,1
1970,Jul,An Xugen,1
1970,Jul,Ba Ria - VTau|Ba Ria-Vung Tau,2
1970,Jul,Binh Dinh,43
1970,Jul,Binh Duong,11
1970,Jul,Binh Long,6
1970,Jul,Binh Thuan,16
1970,Jul,Binh Thuy,5
1970,Jul,Chau Doc,3
1970,Jul,Dak Lak|Dac Lac,4
1970,Jul,Dinh Tuong,4
1970,Jul,Dong Nai,16
1970,Jul,Gia Lai,12
1970,Jul,Ho Chi Minh City|Ho Chi Minh,1
1970,Jul,Hua Nghia,4
1970,Jul,Khanh Hoa,5
1970,Jul,Kien Giang,2
1970,Jul,Kien Hoa,3
1970,Jul,Kien Phong,1
1970,Jul,Kien Tuong,3
1970,Jul,Kon Tum,13
