BusStopCode,RATIO,TOTAL,Description,Latitude,Longitude
43589,268.64295125164693,25182,Opp Blk 347,1.36227296946091,103.75153180716009
58049,268.3660130718954,5636,Opp Blk 590C,1.44919525191106,103.82703542333945
40231,268.1911776352261,92983,Raffles Town Club,1.32230868317131,103.82577145824762
10329,268.0825958702065,18717,Crescent Girls' Sch,1.29364671283262,103.81597460107542
24331,267.96875,2355,Opp Hong Hang Bldg,1.30854833300657,103.66868333299611
46761,267.6679646455281,59485,Blk 706,1.43964444400977,103.79740027801978
66119,267.6180021953897,10047,Summer Pl,1.35683000003038,103.86812666696963
27429,266.5649213430383,15612,Blk 711,1.34286500004293,103.69555805555355
11149,266.0777670216199,90758,Queenstown Stn Exit B/C,1.29506407111991,103.80596280094791
53349,266.01586333129956,53991,Bishan Pk Sec Sch,1.3637398272719,103.83379317461136
81149,265.92305205302296,22636,The Sunny Spring Condo,1.31212569246254,103.88966028743648
22419,265.84090283512245,13291,Jurong West Sub-Stn,1.34622597800485,103.70286134292765
54199,265.80331526936567,91802,BLK 163,1.37430000000968,103.83767277798232
63199,265.56876431453816,33519,Aft Serangoon Nth Ave 1,1.36327972197547,103.87383805598819
26321,265.3631284916201,654,Bef Tuas Sth St 2,1.30603953289231,103.63116893582946
97189,264.8723897911833,7863,SATS Maintenance Ctr 2,1.34674882374419,103.97146767080093
49099,264.3617021276596,685,AFT KRANJI WATER RECLAMATION PLANT,1.42763,103.7566
46809,264.1433670434265,24485,Opp W'Lands Mart,1.44649662319346,103.79808713932866
63301,264.11573236889694,50339,Paya Lebar Girls' Sch,1.35149473186732,103.88531199399267
59719,264.05205132839325,40286,Opp Blk 672C,1.41756544907262,103.84200497226853
31159,263.7073863636364,10242,Bef Lim Chu Kang Rd,1.37336600723318,103.69619726943306
54221,263.4300988375707,58465,Opp Ang Mo Kio Pr Sch,1.36995608006054,103.83959341119167
10051,263.21226967728194,34102,Blk 149,1.2774116353284,103.83214410914843
20029,262.59302781041913,27771,OPP NEWEST,1.31772833949651,103.75767989744158
25411,262.26415094339626,960,BEF TUAS TER,1.34387062081224,103.63830559259954
18331,262.2055674518201,20298,Kent Ridge Stn Exit A/NUH,1.2937072200211,103.78489139998855
66381,261.6974456334139,83827,Opp S'Goon Stn Exit F,1.35020472197618,103.87122527801795
58171,261.4404918752745,8230,Sembawang Corp Industries,1.45890580814381,103.82379883168399
21491,261.39130434782606,6234,Bef Boon Lay Way,1.3268635454851,103.71082676692178
90051,260.41666666666663,519,Opp S'pore Swim Club,1.297659444,103.8791731
21211,260.27799530148786,18403,Opp Lakepoint Condo,1.34004972199531,103.71606833298439
80011,259.5968448729185,36927,AFT PADANG JERINGAU,1.30972720802554,103.86737828692955
83121,259.54140610195185,18973,Bef Lor K Telok Kurau,1.31260836391216,103.91063424326731
55381,259.537110933759,4505,Bef Bullion Pk,1.3899041699795,103.83624640000222
28369,259.4940762087736,11227,Opp Jurong Lake,1.34449722197147,103.72747138899737
59541,259.4180704441041,2347,Opp Khatib Camp,1.42363018656288,103.83018072233915
59779,259.3023255813954,2781,Opp Yishun Street 43,1.42408305602704,103.85251851284276
46059,258.9255419415645,19041,Globalfoundries/Aft Bke,1.4387537800127,103.76656472079625
10389,258.5715368867996,47292,Blk 48,1.28875832991208,103.82573455047122
53359,258.4566439775081,48449,Opp Ai Tong Sch,1.36125666702141,103.83196166697407
95139,258.4365515544254,43697,Police Pass Off,1.38557240860116,103.99899787539849
66261,258.3727530747398,3788,S'Goon Gdns Country Club,1.36555110748973,103.86640982940798
67381,257.3380235602094,43681,Blk 326 CP,1.39459040201234,103.88844266691056
52289,256.9868995633188,21255,Blk 34,1.33501934336797,103.85386490982448
76059,256.56275534206554,144005,Opp Our Tampines Hub,1.35296163572491,103.94165154852797
65461,256.5264293419633,9915,Blk 312 CP,1.40985888889928,103.90129988103229
11261,256.0338779192142,71043,Holland Village,1.31223168432152,103.79444621838488
29099,256.01851851851853,7690,Bef Sia Huat,1.29938668393663,103.75207185742923
46379,255.94584705451885,9728,Blk 409,1.42911804399457,103.77294013114384
65289,255.7666517657577,47751,Opp Punggol Sec/Blk 195E,1.40173746082241,103.90762981656073
27309,255.74865519891233,60182,Blk 705,1.3410704693164,103.69426536144466
65329,255.64711585070285,14674,Kadaloor Stn Exit A,1.39988799999567,103.91612399998853
53389,255.59222156747202,181032,Opp Bishan Nth Shop Mall,1.35804473736933,103.84516933880761
12209,255.419554637959,24101,Opp Logishub @ Clementi,1.32653202760922,103.76429968220569
15041,255.18296830363215,104438,Aft PSA Bldg,1.27474059154052,103.80188920243768
52439,255.11111111111111,23970,Opp Blk 5,1.33825111098581,103.85541166702772
44021,254.90787840436147,145821,Bt Panjang Stn Exit B,1.37820722702851,103.76172178111382
14029,254.35592986331633,51332,Blk 105,1.27247333301883,103.82418777803016
54509,254.04797601199397,14169,Aft Blk 5000,1.37758835823729,103.86257049780349
54519,254.03225806451616,7024,Opp Blk 5023,1.37121805600151,103.86373555598497
77089,253.33333333333331,636,Bef Pasir Ris Dr 3,1.38005668836989,103.9426864870342
46741,253.18280086476096,14703,Seagate,1.44632701434368,103.80719269495765
54299,253.1677765445801,76369,Opp Blk 565,1.36890152697813,103.85832656880861
20319,252.34187349879903,17603,Blk T Pandan Light Ind Pk,1.31259468493848,103.75284421307401
68039,252.25505443234835,22650,Aft Abundant Grace Ch,1.39652972197871,103.87311388899468
60101,252.21604858508852,27258,Kwong Wai Shiu Hosp,1.31783421341306,103.86004042483177
65189,252.20680958385879,2793,Bef Punggol Ctrl,1.39682694447407,103.91793305556935
10021,251.5289821999087,15404,Blk 3,1.27744837946643,103.83838894560753
63399,251.38597341084022,65284,Blk 632,1.37022333300436,103.8802849999831
14049,251.09587363781068,28674,Opp Blk 55,1.27324166755337,103.81304231999674
59391,250.46409150571913,74761,Blk 342B,1.43021107363512,103.84523111093658
21611,249.70319965252642,24154,Blk 367,1.3383643422738,103.71931958855112
96151,249.49233095701015,16178,Blk 106,1.34232997550862,103.95121028080379
62079,249.48382656572608,10156,AFT BARTLEY STN EXIT B,1.34296635529936,103.87976646424752
20131,247.9908588840221,18273,S'pore Food Industries Bldg,1.3155936163792,103.7518511517015
52169,247.88602941176472,22710,Blk 117,1.34013183349101,103.84465978021645
84339,247.30310848998647,28267,Blk 416,1.32874469952532,103.93079062255664
10519,247.1589227582125,23461,Blk 4,1.29172303079906,103.82610949356565
81119,246.56340755082286,153940,Paya Lebar Stn Exit C,1.31856724602339,103.89169495502705
22461,246.11061438242433,27097,Opp Blk 653B,1.33596194443399,103.6962049999685
42051,246.0897879207008,120107,King Albert Pk Stn,1.33598305556873,103.78263611110306
70409,246.02510460251045,1654,BLK 3032A,1.33094654621155,103.89789906902672
76221,245.93806459792705,109140,TAMPINES EAST STN EXIT A,1.3563896244901,103.95390226733993
43991,245.63699825479932,7922,OPP BLK 635A,1.386207,103.7565
94069,245.46360917248253,10395,Opp Kew Green Condo,1.31809668590525,103.95085659912792
64551,245.41577825159914,8100,Blk 836,1.36988818748014,103.89033436772391
55209,245.0197175931815,27122,Anderson JC,1.37863166702811,103.84468444401317
46389,244.72838561591433,22528,Aft W'Lands Ind Pk D St 2,1.42930397640592,103.76660954719264
67051,244.5795023635136,66335,Opp Seletar Hills Est,1.3873944756683,103.87302341120069
44259,244.4738812417209,239244,Blk 183,1.38029564329691,103.76297124601712
58271,244.43710795642124,31299,Blk 335,1.44702783502401,103.81470654183288
65409,243.51735299406582,19103,Bef Blk 264,1.40624496856359,103.89957451783918
44229,243.25753569539924,116838,Bef Pending Stn,1.37656055754166,103.771459794786
82061,242.3583033154451,279426,Eunos Stn/ Int,1.31876162629115,103.9022689641617
59421,242.1376329787234,102915,Blk 624,1.41762836917061,103.8351341252188
46319,241.9830281375614,7657,Opp Blk 18,1.44229032785462,103.7802984405171
22469,241.97123751946506,37333,Blk 653B,1.33649062479414,103.69631873743737
21591,241.65629785604898,142785,Opp Blk 117,1.33476103645994,103.72242808341083
84121,241.26228501228502,22223,Aft Bedok Sth Ave 1,1.31848306586196,103.93156320282378
25719,240.69456812110417,3826,THE INDEX,1.289014,103.624893
58371,240.52065647990943,30085,Bet Blks 325/326,1.44449009584233,103.8190895319006
41081,240.3297432494513,66674,Sixth Ave Stn,1.33082323351422,103.79727250094409
27159,240.31067216415764,35491,Blk 924,1.34033777802121,103.69005138898682
59201,240.17832003754106,72492,Opp Chongfu Pr Sch,1.43871588444799,103.8403521964609
67519,240.15247776365945,2677,Opp Blk 121E,1.38565333297959,103.9062883329725
57071,239.72811310494833,31238,Opp Khatib Camp,1.42501608069549,103.82550580503441
58059,239.62677110931918,29483,Opp Blk 592C,1.45079007708143,103.82866296034206
16039,239.53536184210526,16515,S'pore Science Pk II,1.28799020188116,103.77872029260048
43681,239.41176470588235,10963,BT BATOK HME FOR THE AGED,1.36178500002853,103.74358000000312
65279,239.01015094935042,64456,Bet Blks 187/188,1.39929726136961,103.91103404530959
64311,238.93065998329158,4057,Blk 344,1.37014334916955,103.90023200745897
23069,238.7069689336692,8068,Bef Kian Teck Rd,1.32989950511553,103.68582019131013
93189,238.66666666666669,1016,Opp Victoria JC,1.30365171489985,103.91955288064976
26121,238.64734299516908,2804,Bef Tuas Amenity Ctr,1.31736840181558,103.65136419209274
59191,238.60156024270444,58595,Opp Northland Sec Sch,1.43649083301477,103.84212083297022
29059,237.9373848987109,1835,Caltex S'pore,1.3043728024167,103.74252500205836
10501,237.63118440779613,11260,Blk 104,1.28105845355429,103.82528065411316
50031,237.5455812955813,125891,Opp Novena Ch,1.32127307292791,103.84177172353408
58259,237.38886699075897,154072,Opp Sun Plaza,1.44777267175187,103.81895151565973
10481,236.77154093671794,18839,Opp Blk 73,1.28784195484767,103.81797160113335
25781,236.28383321141183,13791,OPP SLS,1.276398,103.635811
67551,236.01437055502603,45829,Blk 471A,1.39600529337669,103.87927293767908
66321,235.99348534201954,10315,Blk 128,1.36514638903186,103.87249027797797
19091,235.97021870637508,14440,S'pore Poly,1.30739277801307,103.78208222199827
10451,235.84738243123334,3785,Opp Blk 71,1.28762380319765,103.8172559639682
74029,235.83333333333334,806,Aft Tampines Ind Ave 4,1.3700705233294,103.92288994719686
97119,235.80620741862225,4436,Aft Toh Cl,1.36337227349683,103.96996378901376
93161,235.52631578947367,510,Bef CP E1,1.30651832392551,103.92790223080911
52329,235.52252834400517,57116,Opp Toa Payoh Stadium,1.33146817532374,103.85268688199498
25069,235.43758967001435,2338,Opp Kyocera Chemical,1.32751179627799,103.64551802153501
59579,235.11761283351342,80636,Blk 456,1.42026429997499,103.84389849997935
46419,235.10391269011959,57725,Evergreen Pr Sch,1.44356110989447,103.79409801518702
72079,234.96401524060397,71210,Blk 609,1.33201510811169,103.91201112281274
45179,234.9419124218052,3748,Sri Arasakesari Sivan Tp,1.40606366967223,103.75520214111529
42189,234.60821723311741,37707,The Hillford,1.34378853697493,103.76960174742553
66339,234.10317146993026,152331,Blk 101,1.37125183222903,103.87055805068519
65359,234.07407407407405,7216,Opp Punggol View Pr Sch,1.40552300002668,103.90435300000112
42209,233.91502276176027,4401,Aft Toh Tuck Rise,1.33914661405948,103.76363595867413
84301,233.60680190930788,44730,Opp Kg Chai Chee CC,1.32782140214678,103.92656628872025
78049,233.0364141666073,46735,Blk 612,1.3744627816256,103.94180578126523
21041,232.8271028037383,5698,Aft Jln Terusan,1.3209197220107,103.72012027797446
67249,232.3342318059299,30824,Blk 259C,1.39376571527248,103.89850423466406
17379,232.19178082191783,12125,Blk 304,1.32049089180327,103.76389432891798
31049,230.84795321637426,2263,Aft Chr Cemy Path 9,1.36939554385137,103.6942436921991
64449,230.57974959172563,24291,Opp Hougang G. Shop Mall,1.37973333296925,103.88860666697411
43139,230.521327014218,6974,Opp Bt Panjang Pr Sch,1.37322530507327,103.77029311221521
93171,229.89690721649484,320,Opp CP D3,1.30510333301496,103.9241758329893
25479,229.54128440366972,1796,S'pore Epson Ind,1.33552805597987,103.64162972197275
22359,229.48364888123925,38286,Blk 717,1.3425266670299,103.69727527800597
67621,229.45175438596493,15023,Opp Blk 558,1.38095802621952,103.89025132744938
28089,229.16145181476847,26300,Bef Yuhua CC,1.34016358625469,103.73634638831608
30011,229.0070156502968,12193,Tengah Air Base,1.37367799480239,103.71422567942253
71299,228.97698209718672,12863,EMPIRE TECHNOCENTRE,1.33675693078428,103.9040176205713
43631,228.95348837209303,2829,Ppis Bt Batok,1.34785920936647,103.7685845905285
46281,228.62787845755554,48236,Blk 825,1.43878695707764,103.79002589502426
43211,228.28933693618788,15794,Sbst Bt Batok Depot,1.34087277799084,103.75507916698768
60121,228.05632253003085,321984,Boon Keng Stn/Blk 102,1.32008815616383,103.86179781146463
59701,227.9802347127857,10620,Opp SAFRA Yishun,1.42548192920513,103.84020205228329
46861,227.92417938049007,49651,Opp Blk 624B,1.43515578551993,103.79998340500156
97039,227.26094326453284,32821,Bef Jln Bena,1.35535232677111,103.96894056406585
43699,227.2540875874034,62247,Blk 298,1.34475341160997,103.74628307427523
96281,226.9909460458241,70787,Opp Changi General Hosp,1.33941652681162,103.94850088671714
10161,226.66148196154677,378029,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231534
84421,226.26093039524312,46639,Blk 510,1.33232270053889,103.93032045625178
93139,225.7809694793537,18146,Eastern Lagoon II,1.31278641539067,103.9338525622476
94039,225.7539384846212,43423,Opp The Summit,1.31485363967239,103.94066333773824
44471,225.5997659449971,11129,Blk 234,1.3804703714721,103.7480231565411
27359,224.478390461997,34836,Blk 817,1.34441434989381,103.69601368907118
21141,224.17293233082708,17246,Aft Jln Buroh,1.31517431113868,103.71957368500223
54441,224.15201005025125,10321,Blk 507,1.37418169489017,103.85076922983178
77199,223.96444444444447,18223,Opp Blk 500A,1.37707803132455,103.94566567184114
28431,223.91688431402673,84335,Blk 134,1.33449626498358,103.73881557585635
78141,223.5484420228163,19002,Greenview Sec Sch,1.37005889868954,103.96366520875914
67259,223.53909465020578,62896,Compassvale Stn Exit B,1.39465386086721,103.90046238900585
44539,223.50270126943093,292812,Lot 1 Shoppers' Mall,1.38463078337388,103.74502387945829
47111,223.42997873054964,28892,Bef Senoko Way,1.46619184828781,103.81100178837575
82071,223.3891132910175,50439,Opp Tg Katong Girls' Sch,1.30725334418948,103.89541128171984
46391,223.1404958677686,78982,Blk 853,1.43921765358175,103.79299454006805
96371,221.760391198044,5264,STANDARD CHARTERED BANK,1.33433369984263,103.9664670131305
59269,221.18425479421327,28640,Opp Blk 174,1.43774971409693,103.8312528105951
46969,220.88676038930944,62313,Blk 532,1.43059181782407,103.79269972105995
28269,220.45680238331678,6454,Blk 118,1.33653242651923,103.73499280022457
65221,220.15754009680174,33735,BLK 303D,1.40402842836975,103.90480763848863
22551,220.10771992818673,1783,Blk 657,1.33498204269222,103.70065616150622
14491,219.81593890738202,16333,Opp Telok Blangah Mkt/FC,1.27278805556375,103.8079488888896
67349,219.51219512195124,12576,Blk 204 CP,1.38837810902521,103.8953369095349
59479,219.3258971871969,13169,OPP BLK 430B,1.42034812354505,103.84865147425622
16091,219.15654813529923,29439,Opp SIT Dover,1.29939666697351,103.7792311110139
28329,218.65294667913938,68128,Blk 246,1.3414709231345,103.74043571670437
64069,218.2486388384755,35071,Serangoon Sec Sch,1.37526504951859,103.90134716214978
80191,217.6595744680851,2986,Opp S'pore Indoor Stadium,1.30160887226464,103.87540590231113
20239,217.45680106335845,128970,Aft Hasanah Mque,1.32246879634748,103.73947011845992
40171,217.4193548387097,8856,Opp Env Bldg,1.3109517198906,103.83582101192815
58489,217.11987744159327,8280,Wellington Pr Sch,1.45285946613506,103.82251092163827
11179,216.75589110043467,69227,Blk 8,1.30627521395682,103.79427940117534
47019,216.73422119281992,5470,Aft W'Lands Waterfront Pk,1.45075155241442,103.77892930711522
50081,216.7170626349892,36660,Blk 41A,1.31663163574561,103.85024851239793
67151,216.69229079727648,14419,Kangkar Stn Exit B,1.38353305558266,103.90215499999188
52171,216.64277751234272,59646,Braddell Stn/Blk 107,1.3409498853794,103.8477798112237
61039,216.42367820129985,90070,Woodleigh Stn Exit A,1.33845332842129,103.87084881783568
59419,216.37566664453738,142967,Blk 413,1.42525968028764,103.84598027430432
92171,216.31962982737144,17774,Marshall Lane,1.30837865741776,103.90304313394574
28111,216.18497109826592,547,Aft Bt Batok Rd,1.34782896282217,103.73585443658877
28079,216.17647058823528,32035,Blk 210,1.33839906637569,103.7386009027093
43081,216.06922126081582,10228,Opp Assumption Eng Sch,1.36704277799302,103.76572777796798
44441,216.05099705786205,19336,Blk 239,1.37924285981093,103.74754322627454
99049,215.9640635798203,32004,Changi Golf Course,1.38749994542049,103.98573364026825
31059,215.8887317303159,6700,Aft Chr Cemy Path 3,1.37207574401713,103.69466807265977
65241,215.60667568786647,13994,Blk 196C,1.39917246521216,103.90767172209786
50071,215.59112028910684,6113,Bef Carlisle Rd,1.31572306955077,103.84707504887322
11051,215.4293628808864,56935,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481
67179,215.23088863019012,32494,Opp Blk 225A,1.38741393896265,103.8979957397525
66369,215.10061138481632,53085,Blk 238,1.35355301663986,103.86822572103661
84109,215.0481130143998,46164,Blk 50,1.32350836424044,103.9441209521673
20219,214.9561403508772,28724,Opp Blk 41,1.32205689998871,103.74143326706027
84269,214.89981161157732,18387,Blk 95,1.33402333297056,103.94185027798375
21389,214.79120178514503,19750,OPP ST. JOSEPH'S HME,1.34951439917835,103.70896455207209
14211,214.76216511755055,17271,ISS Intl Sch,1.28161168409316,103.80521877469815
46551,214.65222348916762,22076,Blk 101,1.4353272824077,103.78162336464779
66009,214.64897982125794,559792,S'Goon Int,1.35046610176969,103.87168992264617
80051,214.60826429375066,123037,Aft Lor 1 Geylang,1.31251499997324,103.87326194447365
76179,214.50758912813274,8910,Opp Blk 266,1.35172938925372,103.95069571840816
71101,214.3948220064725,24287,Blk 318,1.3283069439771,103.90283722202501
62239,214.13868736291545,18619,OPP S'PORE GIRLS' HME,1.34763066655635,103.88998897946436
10061,214.0977670488835,26023,Blk 140,1.27860472196885,103.82948638898173
27099,213.73353947859465,58847,Blk 271 CP,1.35023689448473,103.70360999821403
43461,213.69047619047618,3689,Aft Bt Batok West Ave 5,1.35504665794029,103.74749372345552
24701,213.6756332220695,31951,TUAS CRES STN EXIT B,1.321386,103.649116
96309,213.56201726487961,55212,EXPO STN EXIT E,1.33427655612286,103.96175810276951
17259,213.4284440481498,35151,Opp Blk 460,1.31092798217655,103.76746074010758
52241,213.06262230919765,6399,Opp Caldecott Stn,1.33804611111505,103.8389949999753
45221,213.01775147928996,1587,Aft W'Lands Rd,1.41185472198007,103.75786055597196
65539,212.9939266701657,41744,Blk 224A,1.402291,103.8937
10131,212.99002063244768,74332,Opp Blk 2,1.28619141382394,103.80686549059318
22369,212.9634364612631,12240,Blk 704,1.34033186393306,103.69511038795854
58381,212.91394061399097,31088,Blk 469B,1.44797049342873,103.81337787352544
20261,212.87441604836494,22771,Aft Pandan Gdns,1.3215997308483,103.74546423225033
53379,212.8198458887408,96214,Blk 245,1.36018670154842,103.84386020713477
46359,212.06491063029165,13269,Aft Blk 336,1.43082500006702,103.7829908333452
52029,211.89723320158103,7891,Blk 1004,1.34359918269745,103.84736537931644
92289,211.88888888888889,2807,Marine Cove,1.30179664907354,103.91282770401249
23079,211.53846153846155,6318,SAFTI Military Inst,1.33017908917854,103.68181544225693
67061,211.5203761755486,3975,Aft Jln Selaseh,1.38580333301583,103.8753413890144
21641,211.4250143650642,32519,Opp Lakeside Apt,1.3363012622323,103.7250086693193
17059,211.39574307779242,33064,Regent Pk,1.31694333299923,103.76170111103328
63231,211.34986747444148,32891,Bet Blks 210/211,1.35901223241231,103.88763070107527
66021,211.2442797995206,14283,New Tech Pk,1.35096671417894,103.86182938341672
77079,211.1899563318777,11402,Elias Mall,1.37728664750339,103.94145255170352
22531,211.03092783505156,6034,Opp Jurong West Pr Sch,1.33922673310366,103.6981437537688
40329,210.8673777420004,15447,Millennia Institute,1.35096917519706,103.73961904709157
72019,210.4734825071084,125571,Eunos Mans,1.32884628389091,103.90546507501655
47601,209.94943868369185,36168,Blk 793,1.44211880036977,103.80304911976373
22181,209.88649623422083,29213,S'pore Post,1.33301611112037,103.69637694442996
81109,209.61049957662996,29252,Opp CISCO Ctr,1.3209137166719,103.89117183414866
44051,209.35862691960253,17123,Opp Blk 632 CP,1.38440811744123,103.75801976703181
92109,209.1751797200151,16343,Opp Katong Shop Ctr,1.30356602776936,103.90145614778639
85089,209.17487684729065,10042,Bef Jln Chempaka Kuning,1.33338002405472,103.94880327361744
80289,208.96830748482805,22910,Sims Pl Ter,1.31607500002964,103.8793280559861
14471,208.82778581765558,17072,Blk 114,1.28201169102423,103.80664978771298
81169,208.71493299913237,32023,Opp Blk 56,1.31078371924435,103.88313174959588
44111,207.80357359912483,25323,Opp Blk 203,1.38094121398036,103.74975224203959
76351,207.74665117132548,100627,Blk 484,1.36213822350227,103.95309131019367
84621,207.7428057553957,34221,Opp Blk 716,1.33831497804809,103.9249204585602
11041,207.69465415999392,40348,Aft C'wealth Dr,1.29624499998226,103.79952333299494
65059,207.68304914744232,30676,St. Anne's Ch,1.39308440832899,103.90129355204087
27251,207.49545979858019,18625,Yunnan Gdn,1.34162269584125,103.68420609962317
77051,207.23427289950897,79460,Blk 115,1.36908504460753,103.95508527984948
81201,207.21709006928407,21284,Opp Geylang Meth Sec Sch,1.31869302203322,103.88300679740438
62151,207.09812108559498,1471,Rindu Terr,1.34568958726335,103.87754406103582
22091,206.95931477516058,2867,Aft Jln Samulun,1.30880721630907,103.6965558745042
22449,206.86294837238233,29600,Blk 685B,1.34276211470086,103.70380658858679
55181,206.76008442776737,52321,Opp Yio Chu Kang Stn,1.38143251435794,103.84389230276943
27529,206.5479056331247,6367,Opp Blk 987A,1.33629804819426,103.69406295180332
84059,206.3091615069787,145941,Blk 65,1.32493504095045,103.93953481204565
46251,205.66194837635305,3671,Riverside Sec Sch,1.4409223616912,103.78908630031805
43731,205.11163337250292,10386,Opp Blk 217,1.34630310628015,103.75421605015862
64169,204.85564304461943,6969,Opp Schenker,1.37131499866835,103.91146527121292
49131,204.59940652818995,2053,Tan Chiang Bros Marble,1.40812181907283,103.75361193086513
21029,204.5241143832693,7135,AFT CORP PL,1.32429728567538,103.72180766916203
55361,204.19580419580421,1305,Countryside Gdn P/G,1.38983685641152,103.83860500061255
65099,204.02621722846442,6494,BLK 604A,1.40446781720997,103.90711426733175
53021,204.01409103550571,32794,Opp Shunfu Est,1.34967996840542,103.83652457261991
44291,203.89171737240778,122362,Opp Cck Polyclinic,1.38151999999791,103.75140111097832
44559,203.735442759833,55292,Blk 483,1.37620955732727,103.73789066346548
16241,203.2710280373832,1298,Bef West Coast Pk,1.28910305603308,103.77352611096799
62041,203.2280518576525,34850,Opp Bethany Presby Ch,1.3483829232168,103.88018488884609
66401,203.00721732157177,7557,Golden Hts,1.34937635159369,103.86604085565898
84019,202.8403525954946,58748,Opp Chai Chee Ind Pk,1.32221972730517,103.92262015530929
46549,202.35169170080414,59784,Blk 347,1.43319818915334,103.7812567265195
44591,201.90852254030932,36700,Blk 490B,1.37543194866252,103.7419701443328
58419,201.4325037919218,53658,Blk 482A CP,1.4546446175566,103.81583789207467
41159,201.21107266435985,1741,Aft Lornie Wk,1.33870170002583,103.81989450001056
45349,201.2036108324975,3003,Opp Blk 604A,1.39731214160283,103.74554806071029
77269,201.15265673320212,10712,Opp Blk 717,1.38289337444624,103.9357870042478
22521,201.07233968954037,208887,Pioneer Stn Exit A,1.33741647896432,103.69776790191162
45231,201.006381934217,12263,Blk 432,1.38463054645747,103.74228933862295
43249,200.71568902610161,21429,Hillview Apts,1.35565052307818,103.76204709426311
58141,200.62197650310986,17400,Sembawang Camp,1.463365158306,103.81653183057891
28509,200.53847726807987,88184,Blk 422,1.35003470887569,103.72654009750788
22471,200.41273584905662,5095,Bef Jurong West St 93,1.33509047686273,103.6931453983202
84079,200.26797157171154,25772,Siglap Cc/Opp Blk 71,1.32099303797206,103.94325305782594
45461,200.16679748822605,30593,Blk 540,1.39267723795995,103.74330600001463
27451,200.07190106413577,41734,Bet Blks 272D/271A,1.35128613677034,103.7041505569119
98029,200.0,7059,Opp Blk 275,1.36438833297951,103.96545638898216
44199,199.59459459459458,2217,Blk 171,1.37888221944077,103.76672499902976
65259,199.55771305285867,55538,Punggol Stn/Int,1.405351944,103.9018719
65209,199.18450560652397,20545,Aft Punggol Rd,1.40040560689368,103.90387509832152
77019,198.83090040046505,46265,Blk 515,1.3737108000359,103.94351079998545
65309,197.63242375601925,7417,Damai Stn Exit A,1.40494388890828,103.90913500001737
77061,197.5,12495,Ris Grandeur,1.37377216806532,103.94041320097696
64469,197.12244794569128,58649,Opp Blk 579,1.3795683329839,103.88576472203239
62109,196.69631512071157,2335,Aft Upp Serangoon Rd,1.34374111656683,103.87380734555013
64519,196.49243466299862,4311,Blk 943,1.37380837246167,103.88110955631065
28601,196.3793103448276,13752,Yuhua Sec Sch,1.34733744665393,103.72316770207861
17041,196.33165765514795,234022,Blk 726 Clementi West Mkt,1.3042101570614,103.76455953939507
81211,195.9073691990269,96090,Geylang Polyclinic,1.31904666371972,103.88666750777982
58139,195.79030976965845,3724,Bef Assyafaah Mque,1.45637564424183,103.82074569870127
45009,195.61623975238814,619857,BT PANJANG INT,1.37812611932206,103.763286611367
23089,195.57344064386317,1469,S'pore Discovery Ctr,1.330433728881,103.67843466317231
45379,195.5651142094334,19927,Yew Mei Green Condo,1.39469439744859,103.75187309514442
45269,195.42453268855203,31767,Blk 544,1.39436168074215,103.74373102471621
67239,195.3869422737585,46872,Opp Rivervale Pr Sch,1.3930503019817,103.90373341553943
64071,195.37926705615374,61176,Opp Punggol Pk,1.37514056376267,103.89724811886428
64129,194.92226061204343,47801,Blk 988B,1.37995970749936,103.87686804999332
11091,194.77817039654494,15016,Tulip Gdn,1.31219444050072,103.80367378215983
65079,194.65201465201466,36198,Blk 102C,1.39893574516181,103.90474802293774
64149,194.59993414553836,8947,LP 137,1.36508805596971,103.90890305599302
46851,194.43228970199925,39027,Blk 664,1.43612666735899,103.79761267660548
55249,194.35957696827262,2505,Bef Yio Chu Kang Rd,1.38966405934167,103.84085200603315
96189,194.2944472745797,28885,Blk 166,1.3452978033151,103.95793622236005
96111,193.95035344402433,17881,Opp ITE Coll East Adm Blk,1.33365307929022,103.95337833802823
49229,193.87755102040816,432,Long Kuan Hung Crocodile Farm,1.44030777799976,103.7321016670081
28349,193.70174725721253,7228,Opp Chinese Gdn Stn,1.34255113741933,103.73318514055593
23419,193.563579277865,1870,Bef Shipyard Cres,1.30380777799126,103.6861461109867
67359,193.4844192634561,11396,Nan Chiau High Sch,1.39008740102191,103.89042014225743
64389,193.46443386080813,95508,Blk 522,1.37313809346006,103.89156818388481
59461,193.4223486921309,80430,Opp Blk 419,1.4233562505923,103.84695938114267
49039,193.29993738259236,4684,Asia Rattan Trading Co,1.41665386559511,103.75136638264014
84691,192.94199860237595,4192,Blk 171,1.32111805602717,103.94595750002355
84411,192.8235742410771,46108,Blk 526,1.33383806396564,103.92928425024714
81159,192.4972887705807,29668,Opp Kong Hwa Sch,1.31167873834387,103.8874161243355
54579,192.38348868175765,43916,Blk 540,1.37487817367914,103.85483080978989
46841,191.98541449620478,78474,Opp Blk 739A CP,1.44498571659794,103.79690162812369
53089,191.96449427703809,12499,Faber Gdn,1.36413164157937,103.82823689416603
57111,191.88151552516536,104155,Opp Blk 101,1.43123622644607,103.82654938929034
92079,191.80166745746627,86099,Blk 57,1.30684575808096,103.91574700260743
43571,191.7671582911194,130169,Opp Bt Gombak Stn,1.35920995233758,103.75150455211015
