PATH,TOTAL_TRIPS,BusStopCode
75009/75099,6748,75009
16011/16041,6746,16011
66351/67059,6746,66351
28009/28409,6745,28009
85099/84081,6743,85099
52009/60159,6742,52009
58309/46779,6741,58309
44281/44531,6738,44281
65149/65251,6738,65149
44009/45401,6736,44009
80071/81011,6736,80071
75351/65009,6734,75351
11161/11351,6732,11161
70269/81111,6730,70269
77169/77009,6730,77169
10161/14291,6727,10161
46529/46381,6727,46529
59639/59429,6726,59639
43571/44071,6722,43571
17171/20249,6720,17171
21581/22009,6715,21581
43571/43581,6711,43571
76141/75351,6710,76141
59111/58011,6709,59111
63301/62139,6708,63301
84041/85091,6706,84041
54248/54229,6704,54248
59111/46009,6703,59111
76039/76099,6703,76039
64389/64431,6698,64389
60261/61021,6695,60261
83062/84551,6690,83062
46779/46669,6689,46779
96129/96161,6684,96129
46359/46009,6683,46359
27461/22009,6683,27461
95029/76061,6682,95029
76031/98011,6681,76031
43009/43489,6674,43009
66351/66049,6672,66351
45071/45131,6668,45071
59631/59009,6667,59631
54009/66431,6664,54009
63249/75009,6661,63249
76199/75271,6661,76199
22009/27171,6654,22009
16891/17171,6650,16891
63099/63241,6644,63099
76069/95029,6644,76069
44269/44731,6638,44269
72069/83109,6637,72069
46009/46451,6637,46009
53339/53231,6629,53339
52009/52369,6628,52009
44269/44779,6628,44269
93029/92049,6626,93029
59569/59111,6626,59569
46009/46311,6622,46009
95129/76061,6622,95129
44531/30049,6622,44531
11191/17171,6619,11191
43341/22009,6619,43341
22431/22009,6617,22431
64479/55509,6613,64479
44471/44009,6613,44471
65199/77009,6612,65199
67409/67489,6609,67409
64481/64009,6597,64481
84121/84009,6587,84121
52479/52009,6586,52479
44121/44029,6586,44121
81111/81161,6586,81111
21441/28409,6579,21441
40011/40031,6576,40011
55201/55509,6566,55201
59719/59429,6561,59719
68111/95109,6561,68111
76189/76199,6557,76189
55231/55189,6556,55231
76031/78051,6553,76031
80279/90069,6553,80279
92041/93021,6551,92041
63371/64009,6550,63371
22021/22009,6549,22021
20341/17171,6544,20341
17379/17179,6543,17379
60229/60261,6542,60229
28469/28339,6539,28469
84009/67009,6538,84009
67591/67601,6538,67591
66371/63361,6537,66371
76211/76221,6536,76211
24009/23359,6536,24009
52361/52179,6532,52361
64129/66359,6532,64129
45359/45321,6531,45359
21599/21569,6526,21599
54009/54291,6524,54009
55151/55509,6515,55151
76081/76031,6512,76081
22009/22159,6511,22009
75009/76411,6511,75009
64009/64071,6509,64009
57129/75009,6509,57129
84009/84639,6506,84009
24709/26151,6502,24709
84021/84009,6495,84021
63391/64009,6494,63391
10481/10599,6493,10481
22289/22009,6490,22289
28409/28499,6490,28409
27261/22529,6490,27261
54621/53231,6489,54621
14141/14161,6487,14141
75031/75009,6485,75031
59119/75009,6484,59119
27429/22521,6477,27429
28009/28039,6476,28009
25421/26299,6476,25421
22009/44141,6470,22009
63241/54009,6469,63241
59059/75009,6469,59059
66351/63201,6468,66351
46069/46581,6465,46069
54209/54241,6464,54209
11169/10119,6462,11169
59051/59009,6460,59051
64429/64381,6459,64429
28091/21231,6459,28091
84021/84119,6459,84021
22011/22009,6457,22011
53121/53041,6452,53121
64019/63039,6450,64019
42151/43419,6450,42151
46179/46149,6446,46179
20039/17179,6440,20039
75009/77289,6436,75009
52059/52189,6436,52059
27369/22009,6436,27369
77331/65191,6433,77331
95129/59041,6432,95129
28461/22009,6430,28461
15169/14129,6430,15169
54659/54399,6430,54659
20299/17049,6426,20299
21259/22009,6425,21259
45329/45319,6423,45329
44399/44251,6422,44399
54009/53189,6421,54009
78081/78069,6419,78081
46911/46779,6418,46911
92049/83101,6418,92049
45269/44031,6417,45269
11141/11151,6413,11141
10329/10209,6405,10329
66429/54269,6404,66429
66381/54381,6404,66381
58251/58289,6399,58251
27231/22009,6398,27231
59429/59009,6396,59429
59439/59429,6396,59439
44261/40239,6395,44261
65009/65459,6389,65009
43669/43009,6389,43669
57129/59073,6389,57129
24269/24009,6388,24269
83101/71079,6386,83101
51059/51049,6384,51059
58371/58259,6384,58371
84231/84059,6383,84231
43579/43009,6383,43579
78069/95109,6375,78069
12109/17179,6375,12109
65199/77339,6371,65199
13139/10161,6371,13139
67009/65071,6370,67009
28009/28291,6369,28009
43009/43739,6368,43009
65009/65551,6367,65009
68029/55189,6366,68029
14141/11511,6364,14141
55509/54209,6363,55509
14141/17041,6362,14141
65199/75231,6355,65199
46771/47671,6355,46771
84009/93049,6354,84009
22009/21619,6354,22009
10161/10359,6350,10161
47521/46639,6342,47521
82099/92041,6342,82099
44101/44009,6339,44101
54531/53231,6334,54531
62271/64009,6330,62271
66331/64009,6326,66331
83101/63099,6325,83101
10391/10018,6325,10391
21449/22491,6323,21449
63099/63079,6322,63099
52009/60139,6322,52009
44021/45131,6321,44021
22599/22499,6320,22599
75279/76191,6318,75279
59049/55031,6313,59049
83062/84561,6309,83062
43231/43271,6309,43231
76329/75009,6306,76329
59261/46779,6305,59261
47069/46521,6296,47069
10379/14141,6292,10379
77351/77171,6290,77351
28401/28541,6286,28401
70051/66009,6285,70051
65191/65171,6282,65191
46009/75009,6275,46009
17259/17049,6270,17259
77009/78219,6270,77009
27451/27431,6264,27451
76101/76421,6263,76101
40011/50011,6262,40011
46289/46008,6259,46289
47589/46009,6259,47589
17211/17009,6259,17211
43279/43239,6258,43279
92041/84031,6258,92041
17171/43009,6256,17171
11511/10209,6255,11511
17179/19019,6254,17179
17239/17049,6254,17239
64009/64601,6247,64009
83101/71089,6246,83101
28651/17179,6242,28651
52201/52559,6241,52201
53201/54009,6239,53201
59009/59299,6238,59009
46471/58219,6238,46471
45009/45261,6235,45009
53121/53369,6228,53121
59041/59009,6227,59041
28009/21779,6226,28009
83081/84009,6226,83081
11161/11401,6226,11161
59009/60081,6224,59009
77321/77069,6217,77321
67449/46009,6214,67449
59131/59561,6214,59131
77269/77009,6212,77269
92071/84009,6209,92071
63301/66359,6199,63301
27439/27459,6193,27439
10201/10321,6191,10201
44539/44109,6190,44539
75239/65191,6185,75239
10599/10421,6184,10599
78141/77009,6182,78141
44619/44639,6181,44619
67141/67009,6179,67141
24581/23491,6177,24581
54609/53231,6176,54609
55509/55111,6175,55509
11169/10299,6163,11169
10041/14141,6162,10041
44131/44029,6159,44131
84009/75239,6157,84009
43389/43319,6156,43389
59041/59111,6153,59041
45411/44031,6150,45411
66009/66319,6149,66009
75009/75219,6149,75009
53381/54241,6148,53381
59239/59389,6148,59239
84009/75341,6147,84009
24709/25549,6147,24709
46779/46071,6145,46779
84249/84201,6145,84249
53041/53369,6144,53041
76141/76541,6140,76141
46571/46009,6139,46571
11519/14129,6138,11519
59079/58339,6138,59079
44691/44771,6137,44691
54621/54009,6134,54621
46009/46119,6134,46009
76101/76241,6128,76101
83062/84009,6128,83062
54309/54269,6127,54309
10089/10169,6126,10089
28401/21429,6125,28401
52559/52299,6123,52559
46561/46009,6116,46561
75009/84479,6115,75009
24009/23201,6114,24009
28511/21449,6114,28511
92049/92241,6113,92049
63109/62139,6109,63109
17179/17029,6109,17179
75009/76111,6105,75009
75009/46779,6102,75009
28399/21599,6099,28399
57111/46779,6098,57111
45061/46009,6096,45061
46008/46341,6083,46008
60159/60139,6081,60159
41051/41071,6080,41051
55509/67051,6077,55509
77289/77009,6076,77289
80279/91099,6076,80279
46229/46639,6074,46229
81119/70211,6073,81119
14009/14501,6073,14009
52151/52161,6072,52151
96309/96351,6067,96309
50221/60199,6067,50221
45259/44009,6066,45259
14199/10169,6066,14199
60121/60241,6064,60121
60051/60121,6063,60051
52189/52049,6060,52189
67009/67101,6060,67009
28039/17009,6059,28039
82029/81119,6055,82029
59073/65069,6055,59073
53121/53151,6054,53121
59479/59041,6053,59479
76109/76089,6052,76109
67601/64409,6051,67601
75009/59061,6050,75009
41071/41081,6050,41071
55039/59041,6050,55039
46529/46111,6048,46529
64409/64381,6044,64409
10091/11161,6042,10091
11519/15059,6041,11519
17171/43181,6037,17171
78069/76039,6036,78069
17369/16229,6034,17369
46771/46811,6033,46771
22009/22189,6033,22009
84409/84451,6030,84409
84039/84139,6029,84039
82081/81129,6028,82081
84031/84229,6026,84031
17009/17041,6024,17009
28401/28561,6022,28401
76089/75059,6022,76089
75009/98311,6013,75009
22009/22299,6011,22009
54009/56021,6007,54009
76031/76241,6007,76031
28099/28529,6007,28099
46008/46589,6004,46008
84499/84471,6000,84499
28009/43349,6000,28009
46009/46261,5999,46009
66479/55509,5997,66479
22181/22009,5997,22181
76359/76319,5997,76359
50031/50171,5995,50031
24009/27519,5994,24009
59231/59009,5993,59231
52099/50038,5991,52099
28501/22009,5990,28501
72079/71099,5990,72079
96309/65191,5989,96309
65191/68119,5989,65191
42091/42111,5985,42091
47599/47671,5984,47599
14141/28009,5983,14141
77281/63039,5982,77281
54579/54269,5979,54579
65191/65439,5970,65191
82061/83129,5969,82061
50209/52009,5966,50209
44259/22009,5965,44259
46009/47821,5964,46009
59009/59369,5963,59009
46481/58219,5961,46481
82061/83011,5960,82061
75009/59051,5960,75009
58211/46469,5959,58211
58091/58211,5958,58091
43009/40351,5957,43009
76109/96129,5955,76109
59072/59431,5955,59072
14399/14009,5953,14399
77029/76191,5949,77029
52009/60081,5940,52009
82071/81189,5940,82071
44009/44109,5937,44009
17009/20331,5936,17009
50031/50201,5935,50031
71091/72061,5933,71091
82061/83151,5930,82061
45009/44281,5930,45009
20331/17171,5926,20331
66009/52059,5926,66009
43191/43419,5924,43191
75009/76081,5921,75009
52009/52261,5921,52009
75231/75009,5919,75231
84031/96259,5915,84031
21529/22009,5915,21529
60159/52009,5909,60159
64009/62271,5908,64009
81149/81129,5907,81149
65009/65469,5906,65009
10009/14339,5906,10009
54261/64009,5904,54261
68111/65199,5899,68111
54181/54191,5896,54181
22009/21589,5896,22009
76181/76421,5896,76181
66009/67059,5893,66009
96219/84009,5892,96219
82061/71111,5892,82061
84009/92221,5891,84009
58331/59073,5890,58331
59009/59709,5887,59009
46009/67441,5887,46009
54241/54281,5886,54241
84241/85091,5885,84241
64009/63059,5884,64009
66009/66409,5882,66009
64549/63249,5881,64549
46009/45069,5881,46009
14159/14129,5880,14159
81119/80229,5880,81119
84349/84009,5876,84349
46649/46009,5871,46649
13121/40181,5867,13121
77331/75359,5866,77331
27441/22009,5859,27441
23219/24009,5855,23219
59091/59201,5854,59091
44041/46101,5853,44041
52009/52129,5846,52009
65009/65331,5844,65009
77331/75009,5844,77331
52389/52059,5838,52389
61101/61099,5835,61101
50221/60121,5835,50221
75009/95061,5834,75009
28009/28251,5833,28009
77009/77369,5831,77009
46771/46821,5830,46771
54261/63381,5830,54261
65461/65009,5829,65461
77319/77009,5829,77319
75329/75081,5827,75329
58219/59529,5826,58219
84031/75009,5825,84031
76101/76199,5818,76101
17279/17009,5818,17279
54009/54031,5817,54009
54589/66389,5816,54589
30031/44009,5814,30031
75009/76529,5813,75009
66381/54009,5809,66381
53239/53391,5807,53239
78211/77321,5804,78211
24461/24009,5803,24461
22151/22009,5803,22151
64409/63039,5794,64409
59461/59689,5793,59461
17009/12039,5793,17009
64231/64009,5792,64231
81081/70171,5788,81081
30041/44539,5786,30041
60121/70101,5784,60121
10181/10201,5784,10181
59073/57079,5783,59073
40329/43009,5781,40329
26261/25439,5781,26261
15159/14129,5775,15159
83101/63109,5775,83101
44739/44221,5772,44739
21211/28099,5771,21211
66009/63051,5770,66009
54231/54241,5766,54231
65009/65079,5764,65009
40181/50991,5762,40181
17121/17009,5761,17121
28391/28519,5760,28391
46101/46211,483302,46211
46219/46109,300406,46109
46109/45139,233941,45139
46069/46009,160764,46009
45139/46101,135547,46101
46008/46069,119445,46069
53389/53231,95824,53231
46009/46101,88099,46101
27389/22009,76061,22009
63059/63039,75689,63039
59009/59469,74781,59469
28091/21449,70729,21449
44009/44621,68399,44621
53281/53009,68127,53009
22599/22009,67710,22009
44629/44009,67473,44009
17201/17009,66883,17009
22009/27381,66860,27381
52331/52009,64929,52009
17009/17201,64773,17201
17041/17171,62083,17171
53009/53381,59314,53381
53009/53289,58550,53289
47619/46779,57535,46779
54261/66331,57120,66331
20239/28009,56090,28009
45321/45421,55582,45421
45421/45329,55485,45329
84011/84031,52929,84031
46799/46779,52408,46779
53239/53381,52345,53381
46189/46009,52282,46009
44509/44009,51588,44009
52481/52009,51263,52009
75131/75009,50822,75009
76351/75009,50643,75009
10169/10149,50403,10149
46529/46069,49942,46069
53379/53231,49653,53231
52009/52311,49596,52311
83062/84011,49424,84011
59079/59111,49281,59111
52009/52339,47988,52339
84049/84039,47794,84039
22009/21421,47569,21421
66339/54269,47540,54269
46109/46521,47348,46521
28009/20231,47236,20231
77009/78109,46805,78109
44291/44009,46487,44009
75009/76359,46182,76359
59239/59009,46114,59009
21591/28091,46081,28091
84059/84039,46015,84039
65009/65271,45377,65271
59091/59239,45361,59239
46779/46399,45223,46399
21429/22009,44794,22009
44009/44501,44526,44501
59009/59389,44516,59389
52009/52489,44317,52489
65279/65009,44309,65009
78101/77009,44143,77009
46779/46869,43793,46869
54261/54281,43775,54281
77009/77201,43747,77201
46009/46651,43682,46651
45321/45411,43571,45411
46009/46159,43500,46159
27279/22529,43276,22529
28399/28091,42919,28091
46771/46791,42866,46791
84031/84051,42759,84051
46009/46971,42709,46971
44009/44551,42661,44551
17151/17171,42572,17171
54009/54389,42212,54389
45131/46101,42207,46101
58351/58251,41809,58251
81111/92041,41405,92041
46009/46981,40808,46981
59419/59009,40637,59009
44531/30039,40518,30039
28639/28009,40409,28009
22009/22591,40266,22591
46009/46179,39440,46179
17069/17171,39424,17171
63031/63051,39389,63051
46659/46009,39245,46009
46541/46009,39020,46009
46841/46779,38889,46779
45411/45329,38433,45329
28499/28009,37997,28009
29031/28009,37989,28009
28091/21599,37794,21599
44539/44299,37602,44299
28009/28671,37048,28671
58259/58359,36817,58359
46009/46149,36779,46149
45321/45401,36678,45401
43009/43189,36600,43189
84009/84231,36316,84231
45439/45329,36291,45329
46009/46431,36114,46431
59391/59009,35977,59009
46009/47521,35854,47521
84021/84031,35783,84031
46151/46009,35753,46009
46009/47501,35723,47501
59181/59072,35674,59072
44559/44009,35598,44009
75169/75009,35582,75009
28091/21609,35579,21609
46211/46239,35393,46239
46009/46069,35346,46069
82029/81129,35243,81129
59009/59399,35141,59399
84009/84371,34760,84371
52009/52389,34706,52389
46109/46009,34588,46009
21449/22009,34467,22009
22349/22009,34417,22009
28009/28631,34332,28631
28009/28511,34203,28511
46969/46009,33937,46009
28009/28321,33848,28321
58531/59072,33776,59072
22009/27371,33588,27371
28009/29029,33576,29029
59009/59189,33469,59189
75009/75139,33432,75139
22009/22241,33320,22241
28009/28331,33307,28331
76361/75009,33252,75009
84391/84009,33063,84009
84009/84391,33060,84391
54009/54181,33024,54181
67009/67661,33023,67661
75009/59079,32910,59079
84379/84009,32901,84009
46861/46779,32858,46779
22009/28409,32719,28409
46009/46269,32531,46269
54009/54191,32518,54191
28009/28491,32469,28491
28511/28091,32381,28091
80031/80071,32152,80071
21379/22009,32120,22009
67661/67009,32119,67009
27379/22009,32115,22009
45139/45069,31964,45069
65399/65009,31807,65009
28329/28009,31804,28009
59201/59072,31662,59072
10141/10161,31648,10161
46008/46181,31475,46181
46831/46779,31468,46779
58419/58211,31410,58211
65199/95109,31307,95109
46009/67409,31296,67409
50038/40019,31269,40019
21441/28099,31243,28099
10169/10121,31198,10121
22009/22231,31121,22231
46009/46249,30935,46249
54009/54379,30915,54379
59579/59569,30912,59569
28401/22009,30832,22009
10009/10169,30704,10169
22009/27271,30680,27271
54289/54269,30668,54269
27099/22009,30664,22009
59009/59199,30423,59199
66359/62059,30323,62059
84061/85091,30282,85091
59119/59073,30139,59073
59009/59641,30046,59641
59079/59521,30019,59521
59009/59239,29881,59239
22259/22009,29862,22009
28649/28009,29806,28009
75009/75089,29803,75089
84231/84039,29795,84039
84031/84061,29734,84061
52071/52009,29723,52009
22239/22009,29706,22009
59079/58539,29695,58539
17159/19039,29655,19039
85099/84069,29648,84069
65009/65391,29608,65391
66009/66271,29309,66271
75081/75009,29294,75009
22009/27131,29265,27131
22009/27409,29257,27409
46779/46769,29126,46769
77009/78119,28797,78119
46079/46009,28770,46009
59439/59569,28634,59569
59073/75009,28626,75009
45321/45439,28608,45439
10161/10009,28543,10009
27399/22009,28431,22009
60121/60161,28421,60161
46439/46008,28399,46008
46141/46009,28361,46009
46009/46441,28334,46441
17171/20101,28314,20101
45009/44861,28219,44861
77209/77009,28185,77009
77009/78071,28080,78071
22009/22511,27974,22511
46521/46531,27956,46531
53271/53009,27948,53009
53009/53341,27866,53341
65289/65009,27821,65009
64059/64009,27805,64009
22009/27091,27790,27091
92049/81129,27724,81129
84369/84451,27705,84451
22009/28519,27702,28519
54371/54009,27592,54009
59009/59591,27556,59591
17179/17049,27481,17049
84031/84249,27466,84249
22009/27391,27460,27391
61039/70059,27446,70059
84421/84009,27434,84009
52279/52009,27433,52009
46391/46771,27328,46771
21601/28091,27292,28091
52009/52131,27283,52131
46171/46009,27261,46009
75009/75161,27186,75161
28679/28009,27131,28009
54379/53231,27124,53231
58161/58119,27113,58119
81211/81111,26903,81111
75141/75009,26892,75009
52009/50171,26829,50171
65539/65009,26700,65009
54261/54291,26699,54291
52009/52399,26665,52399
54009/54239,26626,54239
44021/45061,26579,45061
43181/43009,26563,43009
46979/46009,26518,46009
67401/46009,26507,46009
59171/59009,26475,59009
66051/66359,26449,66359
59211/59159,26368,59159
59159/59219,26234,59219
22009/27351,26231,27351
45069/44029,26207,44029
59009/59209,26180,59209
46039/45139,26167,45139
65269/65009,26088,65009
22009/21399,26085,21399
59181/59009,26064,59009
84031/84041,26042,84041
78111/77009,26028,77009
84009/84449,26016,84449
59641/59009,25980,59009
61101/60269,25961,60269
59561/59711,25961,59711
22249/22009,25961,22009
53009/53351,25954,53351
46009/65199,25919,65199
59191/59072,25890,59072
22009/21431,25779,21431
59249/59009,25758,59009
19039/19019,25737,19019
19011/19031,25707,19031
45009/44691,25703,44691
52391/52009,25642,52009
52089/52009,25615,52009
75009/76369,25591,76369
84219/84009,25581,84009
46449/46008,25501,46008
46008/46071,25497,46071
53009/53279,25318,53279
66351/66481,25241,66481
67009/67231,25201,67231
10161/10349,25148,10349
84411/84009,25146,84009
25421/26269,25119,26269
75009/75261,25062,75261
54289/54009,25049,54009
22009/27369,25033,27369
22009/27439,24952,27439
46009/46411,24948,46411
45061/45131,24933,45131
59119/59159,24911,59159
46521/46541,24865,46541
17079/17171,24822,17171
75009/76421,24819,76421
46779/46859,24727,46859
81111/82032,24682,82032
54311/54009,24634,54009
10361/10169,24566,10169
27309/22529,24546,22529
52319/52009,24540,52009
46519/46069,24501,46069
52009/52291,24494,52291
84541/84009,24483,84009
54299/54269,24364,54269
46419/46008,24278,46008
22521/27271,24265,27271
54009/54019,24244,54019
22009/21441,24244,21441
46671/46779,24230,46779
53399/53231,24205,53231
59761/59569,24182,59569
11521/10209,24156,10209
81111/82119,24145,82119
54231/54009,24043,54009
28099/28391,24038,28391
22009/22341,24010,22341
82049/81129,23995,81129
67409/67389,23990,67389
11179/11169,23986,11169
28009/28501,23960,28501
19031/17151,23895,17151
54389/53231,23895,53231
59091/59219,23852,59219
54189/54009,23849,54009
58539/58211,23826,58211
67379/67009,23818,67009
46851/46779,23787,46779
42311/43009,23786,43009
44009/45311,23783,45311
21581/28091,23686,28091
46009/65069,23632,65069
27401/22009,23627,22009
66369/66389,23527,66389
84539/84361,23490,84361
46009/46791,23477,46791
60121/60141,23444,60141
46521/46009,23437,46009
17009/17211,23419,17211
59561/59571,23397,59571
84351/84009,23372,84009
65199/75009,23248,75009
54009/54219,23226,54219
17009/17061,23213,17061
59349/59671,23210,59671
10299/10209,23199,10209
28009/28641,23113,28641
14029/14141,23042,14141
84009/84381,23021,84381
65439/65009,22987,65009
12091/42059,22971,42059
59459/59009,22913,59009
96219/85099,22882,85099
60161/60261,22854,60261
66351/64111,22852,64111
28009/28311,22772,28311
45261/45321,22770,45321
66359/63299,22735,63299
84009/84419,22642,84419
47521/46009,22579,46009
44689/44009,22491,44009
28319/28009,22428,28009
22009/27459,22405,27459
46399/46009,22403,46009
22009/21371,22385,21371
21431/28099,22282,28099
52381/52009,22252,52009
95109/65191,22181,65191
45401/45329,22164,45329
63291/66351,22157,66351
27279/22009,22142,22009
10161/10369,22139,10369
22009/27411,22132,27411
81111/82099,22126,82099
75009/65191,22112,65191
77009/78221,22102,78221
53009/53371,22091,53371
22359/22009,22084,22009
59009/59179,22006,59179
64579/67609,21977,67609
28511/22009,21947,22009
60261/61101,21935,61101
77009/78081,21906,78081
46009/46391,21833,46391
54261/54271,21791,54271
22519/22009,21778,22009
66429/66359,21761,66359
44261/46009,21714,46009
78089/77009,21656,77009
65191/46009,21636,46009
59009/59409,21598,59409
28339/28009,21555,28009
75009/76279,21546,76279
75009/98301,21543,98301
52009/52151,21543,52151
59561/59449,21499,59449
10371/10169,21484,10169
84031/84239,21479,84239
66359/62229,21449,62229
59409/59009,21428,59009
46771/46831,21385,46831
75009/59041,21348,59041
54009/54329,21339,54329
46429/46008,21336,46008
59419/59569,21326,59569
58361/58251,21323,58251
52009/52081,21308,52081
81099/81089,21256,81089
46129/46521,21225,46521
10129/10161,21189,10161
75121/75009,21173,75009
52429/52179,21171,52179
22009/21599,21154,21599
46009/44269,21142,44269
22009/27301,21063,27301
54261/54571,21047,54571
59073/59341,20917,59341
64119/66359,20906,66359
27329/22529,20887,22529
45009/30039,20805,30039
46009/76191,20803,76191
14381/10169,20757,10169
67009/67171,20753,67171
27211/22529,20742,22529
59441/59569,20735,59569
98309/75009,20701,75009
43009/43499,20689,43499
45009/44661,20672,44661
28689/28009,20668,28009
54261/54389,20649,54389
66359/63309,20646,63309
70019/81089,20603,81089
46539/46529,20584,46529
65061/46009,20569,46009
44009/44571,20558,44571
82221/82009,20524,82009
65009/65261,20443,65261
46761/46771,20428,46771
59009/59451,20402,59451
67009/65049,20393,65049
84521/84201,20391,84201
54321/54009,20370,54009
48131/54009,20368,54009
28671/17179,20312,17179
54381/54009,20259,54009
59009/59211,20257,59211
50038/50089,20247,50089
22529/22009,20245,22009
46531/46009,20232,46009
84361/84009,20224,84009
46009/46421,20220,46421
59009/59601,20219,59601
54489/55509,20208,55509
80069/80101,20081,80101
17179/12091,20053,12091
17171/17371,20050,17371
46009/46471,20044,46471
46279/46009,20016,46009
25691/25771,20002,25771
45009/44801,19984,44801
66351/63361,19972,63361
66009/64491,19962,64491
55509/54481,19938,54481
78079/77009,19932,77009
65009/65281,19932,65281
22009/22441,19895,22441
58529/58211,19882,58211
67611/67601,19858,67601
77071/77009,19851,77009
58341/58251,19847,58251
77009/77211,19828,77211
27199/22009,19790,22009
46009/46549,19773,46549
17009/17221,19697,17221
59079/47619,19664,47619
22009/27341,19625,27341
14031/10169,19594,10169
22009/27211,19590,27211
59639/59569,19569,59569
59601/59009,19562,59009
52009/52451,19467,52451
45131/46069,19451,46069
44579/44009,19442,44009
46779/46289,19434,46289
43009/43331,19386,43331
76189/75009,19378,75009
96169/96291,19366,96291
43841/43579,19364,43579
52269/52009,19355,52009
85091/96219,19355,96219
44539/44399,19348,44399
67119/67409,19344,67409
53241/53231,19344,53231
22009/27531,19314,27531
54009/54229,19309,54229
81089/80089,19281,80089
46241/46009,19281,46009
70051/61031,19270,61031
50038/50019,19269,50019
58409/58211,19233,58211
44809/45009,19223,45009
46009/46691,19192,46691
82009/82049,19178,82049
30031/44539,19151,44539
95129/65191,19143,65191
43009/43619,19106,43619
44261/46521,19088,46521
75009/75201,19042,75201
59079/59251,19013,59251
77291/77009,19000,77009
65199/75359,18999,75359
59381/59009,18999,59009
28521/28091,18991,28091
28459/28009,18974,28009
76511/75009,18923,75009
28009/28461,18922,28461
63031/63349,18901,63349
84209/84529,18874,84529
77051/77031,18771,77031
65191/65009,18750,65009
11521/11141,18728,11141
66351/64101,18715,64101
43009/43179,18697,43179
66339/54009,18680,54009
46009/46671,18665,46671
58521/59072,18661,59072
84551/84009,18660,84009
47039/46521,18623,46521
22009/22351,18620,22351
75009/76181,18539,76181
59421/59711,18537,59711
20109/17179,18526,17179
64049/64009,18486,64009
46008/46629,18475,46629
21561/28091,18472,28091
46009/47511,18462,47511
22009/22011,18458,22011
52361/52009,18443,52009
59079/58261,18427,58261
59009/59359,18427,59359
52159/52009,18414,52009
46009/46539,18405,46539
75009/75149,18375,75149
66009/66309,18341,66309
43171/43009,18296,43009
46989/46009,18282,46009
66359/66421,18270,66421
59009/59241,18258,59241
43491/43579,18250,43579
54199/54009,18241,54009
66351/63211,18218,63211
44281/44009,18218,44009
59079/59261,18193,59261
45301/44531,18167,44531
59591/59009,18161,59009
53009/54371,18145,54371
17179/12101,18134,12101
46009/46529,18108,46529
22009/28539,18107,28539
54261/54379,18106,54379
46009/46461,18102,46461
28009/28541,18075,28541
21459/28099,18052,28099
46549/46529,18042,46529
80101/60121,18019,60121
55509/55139,18018,55139
28511/28401,17973,28401
43009/42319,17935,42319
84579/84031,17933,84031
52321/52009,17916,52009
64009/64329,17888,64329
10341/10169,17833,10169
46069/46511,17825,46511
22009/22521,17784,22521
75279/75009,17774,75009
59409/59569,17770,59569
62251/64009,17764,64009
22009/22251,17732,22251
46779/46679,17714,46679
19039/19071,17705,19071
67409/67399,17662,67399
81119/81219,17639,81219
44879/44031,17639,44031
27411/22009,17636,22009
54019/53231,17632,53231
47049/46521,17602,46521
50059/50038,17572,50038
17009/17269,17568,17269
59009/59651,17560,59651
11161/11009,17512,11009
11149/11529,17507,11529
52009/52539,17501,52539
47561/47591,17499,47591
67369/67009,17484,67009
76219/75009,17484,75009
44189/44009,17481,44009
21249/22009,17472,22009
17179/17159,17464,17159
28509/28009,17456,28009
59231/59689,17419,59689
76391/75009,17418,75009
45319/44009,17409,44009
84401/84009,17408,84009
84009/84559,17402,84559
54261/66101,17351,66101
27531/22529,17348,22529
64241/64541,17347,64541
28079/28009,17345,28009
83321/83361,17304,83361
84009/84549,17290,84549
54011/54009,17283,54009
84409/84009,17267,84009
52009/60261,17258,60261
10169/13121,17218,13121
22009/27469,17203,27469
46771/47611,17180,47611
21651/28091,17169,28091
65191/59041,17154,59041
45009/44611,17133,44611
58129/58211,17129,58211
52059/52009,17123,52009
19071/11361,17108,11361
65009/65371,17045,65371
54009/54169,17045,54169
65229/65009,17040,65009
44499/44009,17027,44009
67239/67009,17001,67009
46681/46009,16977,46009
52009/52079,16964,52079
28009/21011,16943,21011
17171/12201,16933,12201
28531/22009,16914,22009
11169/10139,16841,10139
83062/84021,16836,84021
22009/27321,16793,27321
52009/52271,16765,52271
76271/75009,16764,75009
64009/64401,16762,64401
43571/43491,16758,43491
10169/10071,16742,10071
59461/59671,16740,59671
22009/21241,16707,21241
11009/11169,16670,11169
76051/75009,16598,75009
66351/66371,16591,66371
43009/43359,16571,43359
44551/44031,16534,44031
44539/44289,16527,44289
59049/75009,16486,75009
47551/47591,16473,47591
54231/54261,16472,54261
46009/47611,16434,47611
81089/80069,16428,80069
17009/17279,16395,17279
67179/67009,16389,67009
28469/28009,16387,28009
65009/65531,16358,65531
53009/53361,16324,53361
44569/44009,16284,44009
46979/46639,16271,46639
67409/67371,16252,67371
77009/78181,16234,78181
84239/84009,16225,84009
10161/14389,16148,14389
22449/22009,16132,22009
54221/54009,16112,54009
47671/46779,16107,46779
24009/26269,16099,26269
44031/44871,16086,44871
22009/21609,16082,21609
77279/77009,16078,77009
46469/46009,16076,46009
75009/76269,16058,76269
67409/67559,16015,67559
77289/77039,16014,77039
28541/28009,15997,28009
22009/30021,15987,30021
11369/19089,15942,19089
28091/21451,15922,21451
65549/65009,15919,65009
44009/48131,15914,48131
84009/84401,15876,84401
