TOTAL_TRIPS,BusStopCode,type,Description,Latitude,Longitude
341,10009,origin,Bt Merah Int,1.28210155945393,103.81722480263163
314,10017,origin,Aft Hosp Dr,1.27832046633393,103.83762574759974
923,10018,origin,Outram Pk Stn Exit F/SGH,1.27900819665099,103.83860360621959
140,10049,origin,OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772155
12,10101,origin,OPP BT MERAH SEC SCH,1.28506195168861,103.8137833011436
6,10189,origin,Blk 104A CP,1.28858805222806,103.82183192865197
33,10199,origin,Delta Swim Cplx,1.28875723330649,103.81936618662205
48,10209,origin,Redhill Stn,1.28954631749853,103.81672885450702
36,10211,origin,Porsche Ctr S'pore,1.29075499997303,103.81144166700754
27,10249,origin,Opp Gan Eng Seng Sec Sch,1.29088138899671,103.82407777797806
27,10269,origin,Opp Delta Sports Hall,1.29125331927458,103.82057583280772
18,10279,origin,Tanglin View,1.29151373164978,103.81757660887743
34,10289,origin,Opp SIS Bldg,1.2918699745378,103.81440639448375
103,10299,origin,Aft Dawson Rd,1.29233498466278,103.81146486767658
16,10339,origin,Aft Bt Merah Ctrl,1.28115835063292,103.81857250844851
104,10349,origin,Blk 116,1.2849833405097,103.82104149555396
8,10359,origin,Aft Tiong Bahru Rd,1.28723833324362,103.82259298997768
230,10391,origin,Opp Melati Blk 2,1.27627105343758,103.8312563936613
33,10429,origin,Blk 54,1.2892779060127,103.81404805422201
57,10439,origin,OPP ENABLING VILLAGE,1.28747956947939,103.81418936580334
52,10449,origin,Blk 44,1.28666552495266,103.81195378046979
28,10659,origin,Blk 1003,1.28362333298689,103.81472833301791
8,11139,origin,Blk 53A CP,1.2931986108138,103.80744694841283
14,11149,origin,Queenstown Stn Exit B/C,1.29506407111991,103.80596280094791
17,11159,origin,Aft Ch Of Our Saviour,1.29800440816386,103.80362656855579
33,11169,origin,C'Wealth Stn Exit B/C,1.30270500001823,103.79838166697326
9,11179,origin,Blk 8,1.30627521395682,103.79427940117534
89,11189,origin,Blk 43,1.30740138898924,103.79254222202354
5,11379,origin,Buona Vista Ter,1.30917002463976,103.79236323128613
117,13051,origin,Opp Valley Pt,1.29334305906356,103.8263656209055
66,13062,origin,STELLAR RV,1.29476674399435,103.82853268161283
34,13071,origin,Riva Lodge,1.29636199316259,103.8322512944371
60,13081,origin,St. Thomas Wk,1.2959113890106,103.83624277798825
226,13091,origin,AFT KIM YAM RD,1.29593138900491,103.83937805601917
73,13101,origin,Opp Mohd Sultan Rd,1.29414162678811,103.84231209757696
10,14011,origin,Bef Mt Faber Lodge,1.26795444401606,103.8255261109799
43,14049,origin,Opp Blk 55,1.27324166755337,103.81304231999674
40,14059,origin,Bef Telok Blangah Hts,1.27537485139506,103.81514365492288
24,14069,origin,Former Railway Stn,1.27261333297575,103.83694861102117
7,14089,origin,Opp Tg Pagar DP Blk F5,1.27046005041763,103.829792773326
7,14109,origin,Keppel DP Blk 517,1.26804601553507,103.82722490505579
372,14119,origin,Opp VivoCity,1.26592360897281,103.8222827803663
704,14129,origin,Harbourfront Stn Exit A,1.26607869101924,103.81977877391114
93,14139,origin,Bef Seah Im Rd,1.2686352773503,103.81546952380809
69,14159,origin,Bef Chr Community Chapel,1.26994046445496,103.81315419081787
52,14169,origin,Opp Telok Blangah Stn,1.27118550385957,103.80941810434497
7,14179,origin,Yeo's Bldg,1.27188454577735,103.80630000533797
14,14189,origin,Aft Alexandra Rd,1.27269303340787,103.80398363214624
75,14229,origin,St. Teresa's Ch,1.27370670186653,103.82857888915174
131,14239,origin,Opp Keppel DP Blk 519,1.27178138152481,103.8271423936315
60,14249,origin,Blk 1,1.27947405747082,103.81732991211003
22,15149,origin,Labrador Pk Stn/PSA Bldg,1.27341871854745,103.80055546758587
14,15159,origin,Mapletree Business City,1.27426303773784,103.79839350407595
67,15169,origin,Harbourside Ind Bldg 2,1.27481499269165,103.79673994290195
28,15199,origin,Opp Currency Hse,1.27604240853686,103.79318399639808
13,15209,origin,Bef Pasir Panjang Stn,1.27706561928684,103.79023432729963
4,15219,origin,Pasir View Pk,1.27818114088895,103.78701031206879
16,15229,origin,Bef Sth Buona Vista Rd,1.27937638961898,103.78572727156029
31,16019,origin,Haw Par Villa Stn,1.28278078585184,103.78217614858187
2,16029,origin,Gloria Man,1.28608472200879,103.78022138902949
7,16039,origin,S'pore Science Pk II,1.28799020188116,103.77872029260048
7,16049,origin,WHITEHAVEN,1.28910696351866,103.77738952047318
14,16059,origin,Jamiyah Halfway Hse,1.28967266173408,103.77594136139503
19,16069,origin,Heng Mui Keng Terr,1.29082972200391,103.7731166669843
10,16079,origin,Bef Pasir Panjang PO,1.29138264862382,103.77129836184207
16,16089,origin,Aft Clementi Rd,1.29201138346787,103.76908420716119
5,16209,origin,HORIZON RESIDENCES,1.28159092769912,103.78400650244838
8,17019,origin,Varsity Pk,1.2937974792702,103.76705176995323
7,17029,origin,Opp Waseda S Snr High Sch,1.29694570097768,103.76710295331488
5,17039,origin,Opp Kent Ridge Sec Sch,1.3015316464856,103.76606427132043
153,17049,origin,Blk 601,1.30470638200942,103.76459821893782
28,17069,origin,Opp Blk 701,1.3077663717505,103.76214066046377
23,17079,origin,Blk 512,1.30968304242083,103.75999360222924
4,17389,origin,Opp West Bay Resort Condo,1.29908138901268,103.76700194402241
10,20139,origin,Opp Angliss Bldg,1.31584166892255,103.75204376675156
6,20149,origin,Blk 408,1.31795969674094,103.74897266925451
13,20169,origin,Blk 35,1.31928347830225,103.74251246450982
30,20179,origin,Aft Teban Gdns Rd,1.32000211967899,103.73910069465363
17,20181,origin,Ayer Rajah CC,1.32048478912567,103.74745845796298
17,20191,origin,Blk 407,1.31924166701026,103.74845638901051
25,20201,origin,Teban Gdn PO,1.32127611097845,103.74340527799251
14,20211,origin,Blk 41,1.32177193921987,103.74184000241928
43,20231,origin,Bef Hasanah Mque,1.32234407286907,103.7394439595661
3,20269,origin,Bef Pandan Gdns,1.32151780618055,103.74580944947768
2,20289,origin,The Japanese Sec Sch,1.31248801817062,103.75503415636196
49,20299,origin,Opp Tanglin Sec Sch,1.3109280417106,103.75857544044081
20,21169,origin,Jurong JC,1.35074356093462,103.71275812568066
16,21361,origin,Blk 695,1.34302323304896,103.70767181671128
76,21371,origin,Blk 680C,1.34522722613512,103.70617873626036
59,21381,origin,ST. JOSEPH'S HME,1.34964653409442,103.70860707694338
593,22009,origin,Boon Lay Int,1.33932334709184,103.70545701843297
306,28009,origin,Jurong East Temp Int,1.3334081875974,103.74154249246223
11,28229,origin,German Ctr,1.32536675242565,103.74593185918442
5,28239,origin,Opp Jurong Town Hall,1.32980442518564,103.74307145172916
11,28249,origin,Jurong East Lib,1.33212287290362,103.73979174224014
82,28291,origin,Blk 303,1.34446090409168,103.73638303040048
12,28301,origin,Blk 131,1.33473899929823,103.74030301599491
292,28409,origin,Blk 454,1.35081149361542,103.71793769087185
21,28431,origin,Blk 134,1.33449626498358,103.73881557585635
52,28459,origin,Opp Parc Oasis,1.34440772894012,103.7343152870331
131,28469,origin,Blk 316,1.34612717332075,103.73193313637753
244,28499,origin,Jurong Polyclinic,1.34963044051902,103.73046199733298
120,28509,origin,Blk 422,1.35003470887569,103.72654009750788
270,28519,origin,Blk 425,1.35058416759245,103.72452492776075
88,28529,origin,Blk 441,1.35117921308914,103.7206511492765
102,28539,origin,Blk 538,1.34975477386966,103.71542393424821
717,40121,origin,Opp Newton Life Ch,1.31458164930261,103.84053190286843
165,40171,origin,Opp Env Bldg,1.3109517198906,103.83582101192815
378,40181,origin,Newton Stn Exit A,1.31243561231028,103.83798341278676
6,40251,origin,Aft Wallace Way,1.34054275997605,103.82231128179984
1,40261,origin,LP 52,1.34130384192273,103.82706642150467
179,41049,origin,Opp Coronation Plaza,1.32469500003392,103.81026249997407
204,41069,origin,Opp Tan Kah Kee Stn,1.32652777798065,103.80758583296918
95,41079,origin,Natl JC,1.32940305598521,103.80304777797754
44,41089,origin,Aft Jln Naga Sari,1.33044921085796,103.79993319513187
159,41121,origin,S'Pore Bible Coll,1.32554444399609,103.81350777801268
242,41131,origin,Opp The Japanese Assn,1.32973612368298,103.8145129140827
93,41141,origin,Aft Adam Dr,1.33489306619804,103.81796101152241
50,41151,origin,Aft Sime Rd,1.33799972901638,103.81931795640678
132,42019,origin,Opp Sixth Ave Stn,1.33170368135595,103.79657033601987
67,42029,origin,Aft Swiss Club Rd,1.33325151466609,103.79206171859214
86,42039,origin,Opp The Nexus,1.33474752657285,103.7877986922408
15,42049,origin,Hua Guan Gdns,1.33580349277905,103.7846322701164
200,42059,origin,Opp King Albert Pk Stn,1.33679896138996,103.78180146215335
123,42089,origin,Opp Bt Timah Plaza,1.34007090936874,103.77941451542826
128,42159,origin,Opp Beauty World Stn,1.34036805329812,103.77530898996658
