PATH,TOTAL_TRIPS,BusStopCode
98011/78089,641,98011
82121/84009,641,82121
98079/65191,641,98079
77211/84481,641,77211
10379/10059,641,10379
28009/14139,641,28009
46511/46621,641,46511
28059/21679,641,28059
14291/14159,641,14291
64009/60221,641,64009
54219/11119,641,54219
66529/54489,641,66529
83081/83271,641,83081
46008/46009,640,46008
75051/78079,640,75051
28461/21569,640,28461
64051/64369,640,64051
17009/42159,640,17009
50111/52129,640,50111
75009/75069,640,75009
62059/62019,640,62059
52009/71131,640,52009
52329/52399,640,52329
77179/67251,640,77179
13121/52071,640,13121
64619/64489,640,64619
11279/11419,640,11279
60039/80051,640,60039
46009/49169,640,46009
52271/62141,640,52271
43419/44141,640,43419
84669/85061,640,84669
10051/10009,640,10051
65259/68111,640,65259
60261/66361,640,60261
52289/52331,639,52289
54219/50059,639,54219
52451/52181,639,52451
10421/10651,639,10421
47659/47591,639,47659
44221/40239,639,44221
82151/84021,639,82151
59009/50019,639,59009
76231/97049,639,76231
64431/64119,639,64431
75009/70221,639,75009
46361/46088,639,46361
25449/25429,639,25449
64119/70279,639,64119
60039/80071,639,60039
59459/59061,639,59459
58109/57129,639,58109
76429/82049,639,76429
10151/14381,639,10151
46439/46289,639,46439
40011/56021,639,40011
59521/58169,639,59521
67141/67449,639,67141
67189/77039,639,67189
28649/43009,639,28649
10461/10169,639,10461
45071/46499,638,45071
43641/43701,638,43641
67139/65269,638,67139
77009/54269,638,77009
65009/76241,638,65009
75109/75151,638,75109
53009/53149,638,53009
12129/15139,638,12129
49181/46521,638,49181
64009/71179,638,64009
46009/76549,638,46009
62131/64399,638,62131
28461/28551,638,28461
76149/75109,638,76149
67481/67381,638,67481
44141/42089,638,44141
17141/20101,638,17141
40181/53369,638,40181
19019/11071,638,19019
96261/84069,638,96261
44259/43419,638,44259
65199/77049,638,65199
64421/65199,638,64421
80101/43449,638,80101
77319/78049,638,77319
71089/63339,638,71089
40011/51011,638,40011
59009/54339,638,59009
65009/63341,638,65009
17189/16991,638,17189
11091/11101,638,11091
46761/46921,638,46761
53341/53039,638,53341
59241/57089,638,59241
44029/10139,638,44029
83109/81029,637,83109
59741/65009,637,59741
44129/44469,637,44129
63241/65009,637,63241
54189/54411,637,54189
22449/28409,637,22449
54479/55201,637,54479
43041/44021,637,43041
54239/53049,637,54239
58051/58531,637,58051
46489/46809,637,46489
60121/64341,637,60121
66059/54109,637,66059
84029/71079,637,84029
11181/17121,637,11181
64359/63399,637,64359
58521/58531,637,58521
10341/10291,637,10341
84111/84121,637,84111
30029/27109,637,30029
75201/75349,637,75201
70211/81099,637,70211
82033/76081,637,82033
40191/52181,637,40191
47681/47591,637,47681
44099/44089,637,44099
76081/76411,637,76081
58111/58411,637,58111
76449/84009,637,76449
21171/28091,637,21171
43591/28211,637,43591
76249/76099,637,76249
54181/54311,637,54181
54459/56051,637,54459
80009/50081,636,80009
43111/46009,636,43111
49049/44009,636,49049
45051/46101,636,45051
76089/75139,636,76089
84339/76081,636,84339
11169/13201,636,11169
64491/63249,636,64491
21179/21591,636,21179
50211/50069,636,50211
50189/54009,636,50189
27459/28529,636,27459
65061/65209,636,65061
65541/65009,636,65541
67009/59251,636,67009
20019/15049,636,20019
24009/22519,636,24009
60209/60221,636,60209
71051/71091,636,71051
76089/84331,636,76089
53289/50038,636,53289
44229/45061,636,44229
51059/40019,636,51059
59761/59349,636,59761
58331/65009,636,58331
47051/59009,636,47051
84251/76241,636,84251
44251/46531,636,44251
84039/72011,636,84039
96109/84269,636,96109
76131/98011,636,76131
82029/70171,636,82029
76141/76231,636,76141
54248/53399,636,54248
64389/67259,636,64389
63271/81089,636,63271
76221/97161,636,76221
24009/23019,636,24009
95129/59061,635,95129
76061/76541,635,76061
66271/66201,635,66271
52279/40239,635,52279
43379/44251,635,43379
59109/59249,635,59109
59441/59439,635,59441
53021/53081,635,53021
44271/44391,635,44271
66271/64041,635,66271
22181/22359,635,22181
46331/46971,635,46331
54261/84031,635,54261
20309/17161,635,20309
81139/92041,635,81139
52361/52209,635,52361
66481/64619,635,66481
41169/41129,635,41169
59091/59579,635,59091
70211/70021,635,70211
12061/44731,635,12061
54019/60119,635,54019
54281/54301,635,54281
67189/77339,635,67189
78061/67441,635,78061
84031/76411,635,84031
21189/29021,635,21189
11419/17161,635,11419
40081/44359,635,40081
82061/84061,635,82061
44139/43641,635,44139
11111/41029,635,11111
10231/10071,635,10231
81139/81129,635,81139
81011/81119,634,81011
59429/57079,634,59429
66489/63369,634,66489
12029/42019,634,12029
82109/60121,634,82109
52369/76131,634,52369
84069/83101,634,84069
76061/46639,634,76061
43479/44251,634,43479
23491/22271,634,23491
27149/21441,634,27149
17179/11169,634,17179
64521/66009,634,64521
13121/13101,634,13121
64039/66489,634,64039
44551/44189,634,44551
53009/53239,634,53009
11061/11439,634,11061
10101/11021,634,10101
72019/84311,634,72019
54069/53029,634,54069
68111/75289,634,68111
11029/14169,634,11029
27381/22369,634,27381
65069/64049,634,65069
44269/44829,634,44269
63289/64399,634,63289
80251/82011,634,80251
54291/71091,634,54291
13139/10009,634,13139
22189/23429,634,22189
52181/52201,634,52181
80071/70281,634,80071
44009/43009,633,44009
44289/43491,633,44289
52509/70131,633,52509
95209/67759,633,95209
77321/65191,633,77321
49059/45049,633,49059
64019/71091,633,64019
63039/62019,633,63039
25121/23371,633,25121
43389/17179,633,43389
75059/60139,633,75059
84151/93079,633,84151
78051/77341,633,78051
76141/76201,633,76141
65179/65241,633,65179
52289/52501,633,52289
66489/64449,633,66489
72069/71149,633,72069
54241/65021,633,54241
59069/77339,633,59069
52441/52351,633,52441
75351/65401,633,75351
75281/67181,633,75281
75009/60079,633,75009
27369/28469,633,27369
80091/70061,633,80091
17229/44221,633,17229
14141/11041,633,14141
67389/54399,633,67389
84481/92049,633,84481
67529/59061,633,67529
42091/46521,633,42091
82061/71181,633,82061
28249/20029,633,28249
14121/20239,633,14121
63059/52279,633,63059
66419/53231,633,66419
71079/63329,633,71079
59389/59461,633,59389
45061/46541,633,45061
84371/84359,633,84371
84481/52321,633,84481
54531/53381,633,54531
75009/99021,633,75009
21429/21391,633,21429
28049/17189,633,28049
96389/92079,633,96389
15041/17121,633,15041
64071/65011,633,64071
66419/52279,632,66419
46091/45139,632,46091
78119/99181,632,78119
66341/63219,632,66341
63221/63231,632,63221
17079/16049,632,17079
43179/43149,632,43179
21179/21071,632,21179
59009/72019,632,59009
75129/75149,632,75129
46121/47051,632,46121
45009/43449,632,45009
76201/76231,632,76201
59073/71081,632,59073
95109/95159,632,95109
93061/85091,632,93061
28379/28359,632,28379
96289/92049,632,96289
92049/70379,632,92049
28431/28321,632,28431
17051/20019,632,17051
66339/54019,632,66339
59009/59171,632,59009
99009/76391,632,99009
41041/42091,632,41041
66499/64109,632,66499
17041/28241,632,17041
84029/63349,632,84029
71139/60119,632,71139
43049/42059,631,43049
84019/54009,631,84019
76369/76231,631,76369
44109/44089,631,44109
92049/60191,631,92049
10191/11561,631,10191
95029/75271,631,95029
82069/81161,631,82069
65061/95109,631,65061
85081/96169,631,85081
10221/11141,631,10221
95209/96049,631,95209
52059/52321,631,52059
50199/52071,631,50199
22009/23159,631,22009
66359/64481,631,66359
50021/52339,631,50021
42091/44469,631,42091
75461/75311,631,75461
56029/54211,631,56029
45009/44159,631,45009
40231/60081,631,40231
98031/98171,631,98031
72031/70089,631,72031
11409/11191,631,11409
52361/50059,631,52361
58179/46009,631,58179
15229/15149,631,15229
40111/41041,631,40111
78109/84009,631,78109
52499/50038,631,52499
53039/50037,631,53039
17009/11049,631,17009
28031/28639,631,28031
45069/45039,631,45069
67529/64071,631,67529
11361/10119,630,11361
76549/76139,630,76549
95039/75009,630,95039
62041/63031,630,62041
28391/28581,630,28391
10149/13091,630,10149
28071/28491,630,28071
84539/60079,630,84539
60141/80109,630,60141
46301/46179,630,46301
22351/22469,630,22351
53011/53121,630,53011
59049/77249,630,59049
96169/97129,630,96169
11511/11111,630,11511
12061/43009,630,12061
52071/64009,630,52071
97011/97141,630,97011
14391/10018,630,14391
20151/22009,630,20151
62059/62039,630,62059
67259/95109,630,67259
72031/52079,630,72031
66541/66561,630,66541
21779/21429,630,21779
65009/65809,630,65009
76059/84209,630,76059
28469/28279,630,28469
75051/46639,630,75051
54571/77009,630,54571
44021/44261,630,44021
28061/28321,630,28061
44441/42089,630,44441
17239/10099,630,17239
54031/68111,630,54031
59229/59072,630,59229
64119/64331,630,64119
54329/53381,630,54329
65329/67109,630,65329
84009/92289,630,84009
13139/10071,630,13139
53341/50037,630,53341
42041/43009,630,42041
65009/95029,629,65009
59251/59271,629,59251
64389/67189,629,64389
53381/53039,629,53381
44699/44819,629,44699
84009/82071,629,84009
46471/59619,629,46471
60089/42071,629,60089
96289/92079,629,96289
44109/44099,629,44109
59341/59451,629,59341
75231/84209,629,75231
40011/45051,629,40011
11511/11041,629,11511
44009/43371,629,44009
68011/68111,629,68011
22009/20149,629,22009
71099/63291,629,71099
76109/84491,629,76109
17021/17161,629,17021
21711/21449,629,21711
21079/21171,629,21079
64019/66339,629,64019
59073/68109,629,59073
58349/58251,629,58349
65431/75231,629,65431
81081/70291,629,81081
84029/63099,629,84029
65169/77339,629,65169
43089/43419,629,43089
63311/71081,629,63311
65009/76091,629,65009
10091/17161,629,10091
27279/22419,629,27279
21429/27331,629,21429
64371/63281,629,64371
70251/62031,629,70251
28009/44041,629,28009
46661/46861,629,46661
76071/96169,629,76071
17121/17059,629,17121
53039/51069,629,53039
46401/95109,629,46401
75079/75141,629,75079
71179/52089,629,71179
12071/42091,629,12071
64361/64059,629,64361
75051/76211,629,75051
91069/91091,629,91069
63011/63249,628,63011
40231/51021,628,40231
44709/44869,628,44709
28671/28101,628,28671
11521/11061,628,11521
44129/44459,628,44129
75051/76351,628,75051
42109/42059,628,42109
63079/59041,628,63079
71121/72019,628,71121
46069/46811,628,46069
20101/43009,628,20101
51071/54281,628,51071
64579/76139,628,64579
52209/52199,628,52209
28061/28081,628,28061
44121/28631,628,44121
13099/13069,628,13099
14329/14391,628,14329
44029/43619,628,44029
65011/67129,628,65011
75241/75221,628,75241
64359/66009,628,64359
21581/28469,628,21581
58301/65199,628,58301
59069/67051,628,59069
71211/70221,628,71211
61009/61101,628,61009
66379/62141,628,66379
78221/76239,628,78221
70211/70241,628,70211
29011/20271,627,29011
66339/54191,627,66339
44131/46521,627,44131
54319/81111,627,54319
53009/52279,627,53009
70361/70019,627,70361
59521/58339,627,59521
43431/52071,627,43431
53151/59041,627,53151
75039/84529,627,75039
10399/15041,627,10399
82089/92169,627,82089
11381/18051,627,11381
27469/28499,627,27469
75129/75099,627,75129
28211/43599,627,28211
44269/44041,627,44269
76081/78101,627,76081
13121/13141,627,13121
43059/42109,627,43059
93081/84119,627,93081
98301/97301,627,98301
67419/78069,627,67419
14249/14059,627,14249
75281/64541,627,75281
13199/13091,627,13199
58369/46009,626,58369
28451/28531,626,28451
82091/80229,626,82091
64389/67209,626,64389
92061/84119,626,92061
64229/64541,626,64229
67609/67579,626,67609
28009/28509,626,28009
75251/76081,626,75251
84121/84641,626,84121
43499/43679,626,43499
53061/53349,626,53061
43821/17009,626,43821
43579/43609,626,43579
66341/71091,626,66341
52081/60159,626,52081
59559/54009,626,59559
66381/54359,626,66381
62131/64049,626,62131
11039/15049,626,11039
99131/97039,626,99131
53051/56031,626,53051
43191/43171,626,43191
63249/63291,626,63249
66099/54089,626,66099
44591/44131,626,44591
52079/50221,626,52079
81119/52059,626,81119
14539/13011,626,14539
14339/14329,626,14339
17189/12091,626,17189
82049/70181,626,82049
27359/27469,626,27359
67409/64361,626,67409
93079/93019,626,93079
28289/18121,626,28289
11119/11231,625,11119
67191/67359,625,67191
63099/67209,625,63099
26399/25429,625,26399
65439/65349,625,65439
11181/19031,625,11181
59069/95109,625,59069
76249/96129,625,76249
64399/64009,625,64399
28491/27431,625,28491
92049/72049,625,92049
63331/84009,625,63331
92161/82109,625,92161
53359/54311,625,53359
53059/51079,625,53059
11179/15049,625,11179
46491/45069,625,46491
44221/46531,625,44221
53079/50038,625,53079
55051/67481,625,55051
20271/28439,625,20271
52129/52479,625,52129
75009/70211,625,75009
14009/16151,625,14009
43111/44021,625,43111
53041/56201,625,53041
63031/64051,625,63031
53009/66411,625,53009
12109/17151,625,12109
29011/28241,625,29011
45411/45309,625,45411
10139/10119,625,10139
43421/43431,625,43421
65261/65079,625,65261
67479/54489,625,67479
21431/17009,625,21431
44301/44659,625,44301
63299/77339,625,63299
11519/14329,625,11519
10379/10069,625,10379
52009/71021,624,52009
52369/53051,624,52369
78109/78149,624,78109
59701/59091,624,59701
58301/65069,624,58301
84041/95029,624,84041
70279/71151,624,70279
73019/71071,624,73019
65061/77209,624,65061
61031/66009,624,61031
76359/76079,624,76359
58449/46009,624,58449
67629/66351,624,67629
46009/49189,624,46009
75121/76071,624,75121
59409/59579,624,59409
95159/76089,624,95159
28499/28319,624,28499
52311/52529,624,52311
60061/75009,624,60061
54231/54391,624,54231
44051/46069,624,44051
96281/78051,624,96281
17239/14129,624,17239
93049/93029,624,93049
11489/11169,624,11489
80031/81081,624,80031
45311/45271,624,45311
92101/92131,624,92101
98069/76039,624,98069
64231/67009,624,64231
55309/55149,624,55309
52009/28401,624,52009
64201/64161,624,64201
67121/65321,623,67121
43171/21429,623,43171
17161/17181,623,17161
54241/64049,623,54241
14009/14161,623,14009
11239/11111,623,11239
46631/46779,623,46631
54281/64341,623,54281
60159/60251,623,60159
60199/81011,623,60199
76099/76339,623,76099
52271/53259,623,52271
85021/76051,623,85021
11401/11209,623,11401
84481/71079,623,84481
54359/54339,623,54359
60011/60229,623,60011
64119/64439,623,64119
43691/43381,623,43691
76431/76229,623,76431
11401/42071,623,11401
50221/60101,623,50221
59511/59129,623,59511
92181/81179,623,92181
11199/10099,623,11199
68021/59009,623,68021
64059/63049,623,64059
70289/84031,623,70289
28399/21109,623,28399
76059/76121,623,76059
43329/43061,623,43329
23161/22009,623,23161
21219/21599,623,21219
52369/54011,623,52369
52009/66011,623,52009
92209/92069,623,92209
66419/52059,622,66419
64619/66389,622,64619
59009/53159,622,59009
56251/54189,622,56251
78059/76089,622,78059
64009/77289,622,64009
63211/63311,622,63211
41121/51071,622,41121
14161/17311,622,14161
58181/59073,622,58181
11101/40231,622,11101
67009/64119,622,67009
17009/28101,622,17009
66059/66389,622,66059
17191/17161,622,17191
40231/44239,622,40231
27469/28291,622,27469
59189/57129,622,59189
80011/82061,622,80011
17081/17041,622,17081
84311/84341,622,84311
75341/75229,622,75341
10009/14379,622,10009
99009/53009,622,99009
63059/81089,622,63059
84569/82029,622,84569
59051/58309,622,59051
76249/76219,622,76249
11079/11049,622,11079
70251/62051,622,70251
18151/18201,622,18151
96061/97031,622,96061
54009/54079,622,54009
76241/63241,622,76241
59299/59449,622,59299
53009/63279,622,53009
46391/58019,622,46391
92111/84021,622,92111
14049/14119,621,14049
63039/62039,621,63039
28519/28049,621,28519
76149/52361,621,76149
65069/64571,621,65069
52099/50059,621,52099
63039/64059,621,63039
44861/44701,621,44861
66451/64419,621,66451
17121/28241,621,17121
27219/27179,621,27219
59159/59009,621,59159
43481/14009,621,43481
92041/84121,621,92041
52509/61061,621,52509
63071/63101,621,63071
53221/40019,621,53221
80071/70181,621,80071
28099/21679,621,28099
47091/57119,621,47091
44531/34009,621,44531
53009/52239,621,53009
76069/84209,621,76069
65009/96109,621,65009
65191/64619,621,65191
12119/11269,621,12119
52369/54391,621,52369
27359/21399,621,27359
21441/21579,621,21441
28359/43751,621,28359
58009/59259,621,58009
64201/75289,621,64201
66529/66009,621,66529
55081/60179,621,55081
28499/43189,621,28499
10171/10009,621,10171
95149/77179,621,95149
65531/65481,621,65531
51079/41041,621,51079
52301/52501,620,52301
55059/55309,620,55059
67489/67071,620,67489
66549/64009,620,66549
71159/66351,620,71159
67481/65041,620,67481
77029/75229,620,77029
75121/76069,620,75121
81109/54009,620,81109
59359/59369,620,59359
44029/43439,620,44029
62131/68021,620,62131
44619/44649,620,44619
55201/55181,620,55201
82141/82181,620,82141
22009/23451,620,22009
60121/42071,620,60121
95129/75139,620,95129
65199/75279,620,65199
21581/21591,620,21581
24009/26151,620,24009
76549/59041,620,76549
96111/76061,620,96111
14141/20011,620,14141
47081/57119,620,47081
46189/46299,620,46189
42221/42089,620,42221
43059/43019,619,43059
80119/80199,619,80119
15049/14139,619,15049
92049/91079,619,92049
60139/80091,619,60139
72061/72071,619,72061
76041/75089,619,76041
63071/84031,619,63071
53039/17171,619,53039
64021/65031,619,64021
63351/63341,619,63351
20059/11511,619,20059
63399/63221,619,63399
54169/54081,619,54169
40189/10081,619,40189
44739/12109,619,44739
14381/14129,619,14381
70121/71131,619,70121
63041/65011,619,63041
11181/11191,619,11181
28499/28621,619,28499
67611/64461,619,67611
76111/75079,619,76111
10369/14029,619,10369
77059/76051,619,77059
17179/43011,619,17179
40231/52081,619,40231
54041/55509,619,54041
14309/10079,619,14309
81031/64009,619,81031
28019/17009,619,28019
13199/14039,619,13199
81129/70281,619,81129
96151/76229,619,96151
27461/27351,619,27461
65159/77289,619,65159
63039/62189,618,63039
76149/76111,618,76149
57071/59331,618,57071
59479/59079,618,59479
81091/60139,618,81091
96151/76031,618,96151
10201/18131,618,10201
76089/65191,618,76089
24581/22009,618,24581
22009/24581,618,22009
78071/76109,618,78071
43699/28641,618,43699
14141/21601,618,14141
77191/75359,618,77191
43121/44259,618,43121
75009/76419,618,75009
46011/46509,618,46011
59069/68149,618,59069
84491/71149,618,84491
46009/43259,618,46009
45261/45421,618,45261
46069/46841,618,46069
71071/84219,618,71071
17239/11341,618,17239
14489/14379,618,14489
43691/43329,618,43691
77349/78181,618,77349
52099/50221,618,52099
92231/92271,618,92231
77021/77311,618,77021
28389/21599,618,28389
99131/76089,618,99131
53169/50038,618,53169
14009/28621,618,14009
10021/10051,617,10021
60119/80091,617,60119
75241/96401,617,75241
28409/28439,617,28409
28469/43499,617,28469
96429/96221,617,96429
44371/40239,617,44371
98069/98101,617,98069
54311/67481,617,54311
42129/11319,617,42129
84029/84569,617,84029
84301/96281,617,84301
28009/28309,617,28009
75341/65191,617,75341
65019/64079,617,65019
64239/84009,617,64239
95109/59031,617,95109
70101/70181,617,70101
15041/10009,617,15041
17049/15159,617,17049
64419/64371,617,64419
76069/76301,617,76069
45009/43811,617,45009
54351/64119,617,54351
11369/18281,617,11369
84211/71099,617,84211
60121/80109,617,60121
58009/58391,617,58009
52079/12109,617,52079
43179/11189,617,43179
64441/64119,617,64441
19039/11209,617,19039
84009/91099,617,84009
29019/17161,617,29019
44461/44571,617,44461
63241/54309,616,63241
80091/81091,616,80091
44301/44321,616,44301
54281/63311,616,54281
67391/67181,616,67391
71101/70221,616,71101
45079/40019,616,45079
43049/42109,616,43049
21079/21099,616,21079
18129/28401,616,18129
84439/84329,616,84439
76071/76411,616,76071
67209/67259,616,67209
59009/77019,616,59009
70221/70371,616,70221
20271/28491,616,20271
17009/42019,616,17009
10051/28009,616,10051
64009/54279,616,64009
58121/47089,616,58121
42319/72011,616,42319
83062/84521,616,83062
52079/28009,616,52079
76311/76471,616,76311
43581/30129,616,43581
10101/10449,616,10101
54247/55181,616,54247
82029/40011,616,82029
17239/20329,616,17239
54391/66461,616,54391
83119/83109,616,83119
16189/18309,616,16189
44141/46521,615,44141
96281/78169,615,96281
10291/11029,615,10291
10151/10171,615,10151
67191/95109,615,67191
57129/53059,615,57129
53061/53231,615,53061
62049/70299,615,62049
11169/10069,615,11169
21371/28469,615,21371
50159/50049,615,50159
63041/67139,615,63041
67439/67259,615,67439
70281/54289,615,70281
67381/65009,615,67381
77139/75239,615,77139
58291/58279,615,58291
20081/22009,615,20081
46549/46539,615,46549
64009/63291,615,64009
11211/11161,615,11211
43589/43339,615,43589
42161/43401,615,42161
59281/59101,615,59281
42311/44739,615,42311
63291/70309,615,63291
10169/10011,615,10169
65191/64499,615,65191
17149/17191,615,17149
16099/18079,615,16099
43701/28511,615,43701
20019/17191,615,20019
66351/65071,614,66351
59069/78069,614,59069
64489/66101,614,64489
71021/64009,614,71021
46088/46189,614,46088
65191/64601,614,65191
95129/82049,614,95129
12109/22009,614,12109
44099/44629,614,44099
96301/96179,614,96301
70021/70109,614,70021
43339/43409,614,43339
53059/52279,614,53059
64389/67521,614,64389
67769/67701,614,67769
76211/96149,614,76211
67271/64479,614,67271
65261/59009,614,65261
17009/27341,614,17009
12031/11369,614,12031
80069/60159,614,80069
28071/21449,614,28071
70371/92041,614,70371
83111/71111,614,83111
58011/58119,614,58011
28241/28291,614,28241
64381/72049,614,64381
81211/92229,614,81211
84009/92109,614,84009
78109/97049,614,78109
58011/46399,614,58011
57111/46489,614,57111
46391/47611,614,46391
64019/52279,614,64019
68049/67401,614,68049
64349/54289,614,64349
64121/67059,613,64121
65399/65229,613,65399
44029/44019,613,44029
43641/42159,613,43641
62151/66009,613,62151
65009/75369,613,65009
44029/43759,613,44029
76219/76551,613,76219
51101/52181,613,51101
52299/52321,613,52299
64549/64209,613,64549
61031/54311,613,61031
65809/67479,613,65809
54219/53079,613,54219
85091/96081,613,85091
76241/99139,613,76241
65049/63341,613,65049
64351/65011,613,64351
42051/16181,613,42051
11369/17131,613,11369
52291/52139,613,52291
15131/11361,613,15131
64359/66379,613,64359
67489/67039,613,67489
46119/45069,613,46119
83111/60079,613,83111
59069/68029,613,59069
64019/66109,613,64019
67289/67481,613,67289
70291/63289,613,70291
63301/70289,613,63301
56241/54241,613,56241
66489/66379,613,66489
71089/63329,613,71089
53211/52269,613,53211
95109/64209,613,95109
70281/64541,613,70281
64009/71051,613,64009
50021/52129,613,50021
28061/28451,612,28061
57129/59059,612,57129
54379/54609,612,54379
64381/63301,612,64381
51079/11079,612,51079
10079/10069,612,10079
54319/53351,612,54319
70211/70109,612,70211
40011/51081,612,40011
43169/44201,612,43169
43789/22009,612,43789
59589/59281,612,59589
20191/14129,612,20191
81111/83139,612,81111
43241/43261,612,43241
54059/40019,612,54059
43419/21391,612,43419
29019/20299,612,29019
44331/44699,612,44331
84061/85029,612,84061
72049/75231,612,72049
64489/66539,612,64489
80149/82121,612,80149
54391/65009,612,54391
44091/44259,612,44091
76081/96139,612,76081
59069/55189,612,59069
81091/70211,612,81091
67379/67391,612,67379
83099/92119,612,83099
76201/76241,612,76201
52449/52189,612,52449
63291/70149,612,63291
14051/14299,612,14051
59041/46479,612,59041
54339/52059,612,54339
43061/44129,612,43061
50251/50201,611,50251
66009/66019,611,66009
76191/76201,611,76191
13069/10519,611,13069
28391/44251,611,28391
28289/28069,611,28289
76221/78101,611,76221
58531/59529,611,58531
66191/62189,611,66191
75279/84009,611,75279
44399/44099,611,44399
58009/57139,611,58009
92061/93041,611,92061
54261/64021,611,54261
28249/16239,611,28249
41021/11019,611,41021
84549/82029,611,84549
85019/94039,611,85019
64101/64469,611,64101
44551/44259,611,44551
43499/43649,611,43499
11039/11019,611,11039
65321/65351,611,65321
64629/67279,611,64629
71169/66371,611,71169
93079/93069,611,93079
53069/50059,611,53069
15149/14241,611,15149
44009/30099,611,44009
92049/60089,611,92049
67219/67339,611,67219
22441/27439,611,22441
84049/81029,611,84049
46801/46901,611,46801
47559/47589,611,47559
55329/64549,611,55329
44539/24009,611,44539
53239/53361,611,53239
84481/82049,611,84481
28251/28281,610,28251
62071/66009,610,62071
91049/91091,610,91049
59099/59059,610,59099
64051/65061,610,64051
65029/70279,610,65029
44461/42089,610,44461
77009/77051,610,77009
96241/84069,610,96241
66339/54309,610,66339
44641/44301,610,44641
72031/63099,610,72031
15041/19031,610,15041
59141/47089,610,59141
28351/22009,610,28351
44029/43679,610,44029
58221/46479,610,58221
54049/54319,610,54049
92041/95129,610,92041
54081/54321,610,54081
93069/81189,610,93069
24511/25169,610,24511
64621/66351,610,64621
52201/52441,610,52201
77311/65191,610,77311
17389/16009,610,17389
55181/55241,610,55181
28009/11071,610,28009
52231/52271,610,52231
65199/78129,610,65199
44061/49051,610,44061
80141/80101,610,80141
28059/21641,610,28059
11381/11401,610,11381
84499/76141,610,84499
85079/84009,610,85079
42021/42051,610,42021
53051/58009,610,53051
97059/84039,610,97059
23099/22009,610,23099
65281/65179,610,65281
28499/11189,610,28499
84369/62139,609,84369
46009/49039,609,46009
67769/67361,609,67769
96039/84039,609,96039
27471/27431,609,27471
53381/53139,609,53381
11059/10089,609,11059
75009/97201,609,75009
59699/60081,609,59699
75281/64209,609,75281
70181/71119,609,70181
64041/64309,609,64041
93069/82049,609,93069
63071/71071,609,63071
63109/66109,609,63109
59031/59051,609,59031
14359/14139,609,14359
80279/91071,609,80279
76201/78061,609,76201
76069/85019,609,76069
47051/47071,609,47051
53251/52189,609,53251
55509/56199,609,55509
28301/20211,609,28301
67251/67181,609,67251
59049/63249,609,59049
60251/60161,609,60251
65049/66351,609,65049
44359/44259,609,44359
59461/59709,609,59461
46401/58019,609,46401
28531/27461,609,28531
55221/55509,609,55221
67769/67561,609,67769
92071/84131,609,92071
80119/80251,609,80119
66331/64361,609,66331
55119/54189,609,55119
80089/60161,609,80089
76109/84529,609,76109
75129/75039,609,75129
49051/46009,609,49051
47551/47541,609,47551
70279/71131,609,70279
63141/54009,609,63141
44619/44869,609,44619
53361/17171,609,53361
21371/27181,608,21371
28621/43421,608,28621
52189/41021,608,52189
42041/42171,608,42041
44019/43719,608,44019
53199/51019,608,53199
53389/52501,608,53389
10389/14009,608,10389
16159/16019,608,16159
62051/63361,608,62051
11079/11029,608,11079
43649/44281,608,43649
55101/66359,608,55101
43421/80109,608,43421
21609/20269,608,21609
52009/53061,608,52009
96109/84599,608,96109
71091/83081,608,71091
92271/60089,608,92271
65311/65289,608,65311
66481/65021,608,66481
43591/28051,608,43591
80051/82079,608,80051
64469/64381,608,64469
59049/71081,608,59049
82009/81119,608,82009
77009/75369,608,77009
59009/84021,608,59009
40181/51021,608,40181
92051/84031,608,92051
75249/84539,608,75249
64431/64461,607,64431
14491/14341,607,14491
72059/77339,607,72059
70301/52059,607,70301
96259/96269,607,96259
70119/60159,607,70119
53131/54241,607,53131
76259/76089,607,76259
75009/54359,607,75009
28509/28079,607,28509
52009/92071,607,52009
78069/99041,607,78069
58211/46399,607,58211
14009/43489,607,14009
70129/70109,607,70129
65041/77339,607,65041
76109/85079,607,76109
78121/65191,607,78121
54009/60159,607,54009
84009/92161,607,84009
43149/43511,607,43149
70191/82119,607,70191
22461/27389,607,22461
53009/77289,607,53009
81189/80141,607,81189
98239/76239,607,98239
82049/81179,607,82049
76061/67269,607,76061
81189/80101,607,81189
30121/43589,607,30121
78051/77011,607,78051
93079/92211,607,93079
64071/67409,607,64071
75259/60179,607,75259
78061/77051,607,78061
62059/63269,607,62059
65141/64461,607,65141
52129/52071,607,52129
54371/55181,607,54371
84061/96249,607,84061
64101/66429,607,64101
10141/10599,607,10141
67489/55039,606,67489
66371/64079,606,66371
80091/75051,606,80091
43491/28631,606,43491
54211/54201,606,54211
28431/15049,606,28431
67609/67341,606,67609
75009/95049,606,75009
59099/59072,606,59099
43009/43389,606,43009
22009/27441,606,22009
43379/44009,606,43379
43201/43419,606,43201
63371/64031,606,63371
50021/51011,606,50021
44131/44291,606,44131
17179/42029,606,17179
59479/59031,606,59479
54009/59091,606,54009
21581/28499,606,21581
75371/65009,606,75371
84029/82109,606,84029
19071/18019,606,19071
72061/75341,606,72061
77039/76249,606,77039
81081/62229,606,81081
72051/52161,606,72051
64201/73031,606,64201
28511/21069,606,28511
14161/17321,606,14161
43181/28491,606,43181
63349/65179,605,63349
72011/84009,605,72011
10361/10129,605,10361
70221/81111,605,70221
66009/70069,605,66009
97079/75009,605,97079
77251/75359,605,77251
54299/54239,605,54299
55309/55139,605,55309
