PATH,TOTAL_TRIPS,BusStopCode
11139/10299,1398,11139
54609/66389,1398,54609
28561/28509,1398,28561
31069/44539,1398,31069
57029/53029,1398,57029
80101/80299,1398,80101
17049/16229,1398,17049
21161/43411,1398,21161
59611/58011,1397,59611
77211/65191,1397,77211
75339/75071,1397,75339
27359/21431,1397,27359
43579/40379,1397,43579
64009/64041,1397,64009
17241/17009,1397,17241
95129/84069,1397,95129
14191/11511,1396,14191
19089/19059,1396,19089
54371/63249,1396,54371
58161/58211,1396,58161
81209/80229,1396,81209
67151/64409,1396,67151
71091/84021,1395,71091
46009/84219,1395,46009
50251/50071,1395,50251
54009/54391,1395,54009
71079/62139,1395,71079
52509/52399,1394,52509
95131/95051,1394,95131
76191/75089,1393,76191
67301/67211,1393,67301
23251/24009,1393,23251
59241/59261,1393,59241
84009/92069,1393,84009
18071/43611,1393,18071
28651/28039,1393,28651
75031/75141,1393,75031
65061/65161,1393,65061
71131/84499,1393,71131
97011/98101,1393,97011
52241/52139,1393,52241
46189/46771,1392,46189
66271/66051,1392,66271
58029/59073,1392,58029
28249/14129,1392,28249
40191/40221,1392,40191
46449/46419,1392,46449
27369/21431,1392,27369
53239/54241,1392,53239
59471/68119,1392,59471
83049/81129,1392,83049
77019/95109,1392,77019
44321/44619,1392,44321
14131/14351,1392,14131
46321/46619,1392,46321
43169/44251,1392,43169
75009/76231,1392,75009
60121/55089,1392,60121
28669/28649,1392,28669
28511/21711,1392,28511
43149/43699,1391,43149
57119/59181,1391,57119
54489/54289,1391,54489
53009/53041,1391,53009
71161/71151,1391,71161
45451/44579,1390,45451
71159/71169,1390,71159
54621/54071,1390,54621
54651/64119,1390,54651
62131/63041,1390,62131
81081/70161,1390,81081
81171/92179,1390,81171
19071/14129,1390,19071
84421/84331,1390,84421
76241/95131,1389,76241
55509/55371,1389,55509
66049/53231,1389,66049
71169/70261,1389,71169
64031/64079,1389,64031
78101/77179,1389,78101
84031/94009,1388,84031
70279/84031,1388,70279
64009/83109,1388,64009
78109/76039,1388,78109
58251/47549,1388,58251
84341/84251,1387,84341
44221/59119,1387,44221
59551/59059,1387,59551
76101/76261,1387,76101
75379/84481,1387,75379
43169/43301,1387,43169
22009/20139,1387,22009
14231/14121,1387,14231
25641/24709,1387,25641
66499/53231,1387,66499
72011/72049,1386,72011
67449/46639,1386,67449
44009/44141,1386,44009
52081/70279,1386,52081
10291/15049,1386,10291
75279/95109,1386,75279
17041/20281,1386,17041
46101/28009,1386,46101
55381/55509,1386,55381
54229/54191,1385,54229
67051/66379,1385,67051
20239/20261,1385,20239
10381/13051,1385,10381
52009/40129,1385,52009
80101/60099,1385,80101
11111/51071,1385,11111
46391/46791,1385,46391
65009/75131,1385,65009
76121/75349,1385,76121
77029/75239,1385,77029
53009/67491,1385,53009
28009/42221,1384,28009
19039/11179,1384,19039
72079/72069,1384,72079
12021/17009,1384,12021
66499/66551,1384,66499
63249/64201,1384,63249
14391/14279,1384,14391
59009/67391,1384,59009
67479/67041,1384,67479
28081/28401,1384,28081
75159/75349,1383,75159
11361/12141,1383,11361
54241/54581,1383,54241
43189/42089,1383,43189
77289/76249,1383,77289
27349/28519,1383,27349
59049/64119,1383,59049
52009/81011,1383,52009
81111/83299,1383,81111
96169/95061,1383,96169
12039/11419,1383,12039
65029/64429,1383,65029
80109/81171,1382,80109
82141/84009,1382,82141
53381/53059,1382,53381
52261/52039,1382,52261
96289/84269,1382,96289
44009/45031,1381,44009
92049/83111,1381,92049
60031/80109,1381,60031
72061/84511,1381,72061
46771/67009,1381,46771
75231/77021,1381,75231
54039/53129,1380,54039
55139/54219,1380,55139
43179/28651,1380,43179
24009/24699,1380,24009
95109/77041,1380,95109
10299/13051,1380,10299
45271/45411,1380,45271
46341/46361,1379,46341
72039/77279,1379,72039
22009/23179,1379,22009
96151/75009,1379,96151
50201/52129,1379,50201
64009/62241,1379,64009
44311/44639,1379,44311
75341/76289,1379,75341
83281/83321,1379,83281
11021/11441,1379,11021
52079/40239,1379,52079
77009/76109,1378,77009
22469/23101,1378,22469
10199/10381,1378,10199
64159/64209,1378,64159
84031/85081,1378,84031
96281/75151,1378,96281
22009/43499,1378,22009
10199/14129,1378,10199
95209/84039,1377,95209
65161/64071,1377,65161
60121/54009,1377,60121
54269/53389,1377,54269
77331/64209,1377,77331
19039/18111,1377,19039
75079/75151,1377,75079
27391/27361,1377,27391
22009/22031,1377,22009
66009/66131,1377,66009
17239/12039,1377,17239
40121/50031,1377,40121
75009/76429,1376,75009
29109/17171,1376,29109
28249/20139,1376,28249
26349/25439,1376,26349
42051/42161,1376,42051
28439/43691,1376,28439
53299/53009,1376,53299
63241/66349,1376,63241
42171/43419,1376,42171
66351/67029,1376,66351
65199/75141,1375,65199
54481/67481,1375,54481
66129/66009,1375,66129
52231/62131,1375,52231
59261/47619,1375,59261
65061/76069,1375,65061
52079/50161,1374,52079
21639/28009,1374,21639
27369/27399,1374,27369
77271/72031,1374,77271
75139/65009,1374,75139
76279/76109,1374,76279
64119/81111,1374,64119
14009/44251,1374,14009
54311/59009,1373,54311
14281/14191,1373,14281
27309/22519,1373,27309
59179/59211,1373,59179
14141/21591,1372,14141
72039/77339,1372,72039
21109/21591,1372,21109
59009/68029,1372,59009
84431/85099,1372,84431
10041/10399,1372,10041
17279/17229,1372,17279
63341/64009,1372,63341
97179/97019,1372,97179
28289/28039,1371,28289
64341/65061,1371,64341
59111/47119,1371,59111
10161/10419,1371,10161
44299/44241,1371,44299
21441/21569,1371,21441
42229/43009,1371,42229
59189/59119,1371,59189
95209/76239,1371,95209
24009/23259,1371,24009
11369/15079,1370,11369
53121/53379,1370,53121
72069/72029,1370,72069
46501/46591,1370,46501
11189/10209,1370,11189
63249/84009,1370,63249
76239/76079,1370,76239
40231/44009,1370,40231
46529/44731,1369,46529
54241/64341,1369,54241
44041/45361,1369,44041
71091/82221,1369,71091
64029/64411,1369,64029
43279/43371,1369,43279
46088/46571,1369,46088
28539/28469,1369,28539
67351/65031,1369,67351
70181/82119,1369,70181
56059/56029,1369,56059
98161/77009,1368,98161
67279/67449,1368,67279
60089/46521,1368,60089
96049/85099,1368,96049
44459/44509,1368,44459
77009/77079,1368,77009
28461/28481,1368,28461
59719/59009,1368,59719
84031/85051,1368,84031
53069/40019,1368,53069
64361/64079,1368,64361
53291/53369,1368,53291
83109/84009,1368,83109
77239/78069,1367,77239
28249/17329,1367,28249
77011/66351,1367,77011
14219/10169,1367,14219
50121/50991,1367,50121
17009/10099,1367,17009
10099/10369,1367,10099
62141/63309,1367,62141
53041/53379,1367,53041
47019/46009,1367,47019
27469/28519,1367,27469
67221/67141,1366,67221
43181/43171,1366,43181
66009/66331,1366,66009
46941/46809,1366,46941
64051/54269,1366,64051
65029/66351,1366,65029
52079/52401,1366,52079
46109/46239,1366,46109
85091/96021,1366,85091
59049/67441,1366,59049
24009/25239,1365,24009
59073/64129,1365,59073
54071/54081,1365,54071
99181/95051,1365,99181
66371/67059,1365,66371
11519/14219,1365,11519
44311/44619,1365,44311
68111/68131,1365,68111
42071/43171,1364,42071
76201/76109,1364,76201
46281/59073,1364,46281
64441/66499,1364,64441
43009/43341,1364,43009
76061/65069,1364,76061
62239/63099,1364,62239
42051/17109,1364,42051
84491/82069,1363,84491
66109/66421,1363,66109
84009/76061,1363,84009
76221/76109,1363,76221
20239/20159,1363,20239
72061/75051,1363,72061
66369/66009,1363,66369
59381/59241,1363,59381
75311/46639,1363,75311
78101/65069,1363,78101
28291/44151,1362,28291
76069/75349,1362,76069
62059/70299,1362,62059
75009/72029,1362,75009
40069/40049,1362,40069
82011/83101,1362,82011
60121/53381,1362,60121
20101/28061,1361,20101
59129/59249,1361,59129
54321/54247,1361,54321
70181/92041,1361,70181
64349/62139,1361,64349
54031/55261,1361,54031
80051/81081,1361,80051
76359/76109,1361,76359
81119/80239,1360,81119
50251/52009,1360,50251
53389/53249,1360,53389
11189/11049,1360,11189
45139/49059,1360,45139
11511/10169,1359,11511
17009/16199,1359,17009
57111/58291,1359,57111
66371/63181,1359,66371
84009/93059,1359,84009
46481/59073,1359,46481
75359/72041,1359,75359
15111/11361,1359,15111
52329/52311,1359,52329
43009/43599,1358,43009
53239/53341,1358,53239
77289/77171,1358,77289
54371/66101,1358,54371
75101/76051,1358,75101
14129/14381,1358,14129
57119/65199,1358,57119
11299/11269,1358,11299
98171/77009,1358,98171
92241/81119,1357,92241
59041/59251,1357,59041
60161/59041,1357,60161
64381/63039,1357,64381
84511/84361,1357,84511
67231/67009,1357,67231
65069/67201,1357,65069
46401/46461,1357,46401
43659/43009,1357,43659
60081/60179,1356,60081
28079/17009,1356,28079
65319/67409,1356,65319
52369/53381,1356,52369
43009/42211,1356,43009
84021/84249,1356,84021
59111/47809,1356,59111
82033/84021,1356,82033
65191/64029,1355,65191
76289/75169,1355,76289
59009/60159,1355,59009
28059/43691,1355,28059
95159/76199,1355,95159
91081/81171,1355,91081
80049/80051,1355,80049
76049/76199,1355,76049
64411/66541,1355,64411
84351/84429,1355,84351
75349/82049,1354,75349
11059/14129,1354,11059
91059/80169,1354,91059
67191/65029,1354,67191
65139/65099,1354,65139
54371/63311,1354,54371
47551/47621,1354,47551
67461/64419,1354,67461
11029/11019,1354,11029
59419/59459,1354,59419
66371/53009,1354,66371
92049/70221,1354,92049
75351/65439,1354,75351
78059/95129,1354,78059
93021/84031,1353,93021
59009/59511,1353,59009
66351/65009,1353,66351
10131/28009,1353,10131
59471/59231,1353,59471
11261/12071,1353,11261
19081/18129,1353,19081
53009/54481,1353,53009
63149/66009,1353,63149
21679/28391,1353,21679
59201/59171,1353,59201
82089/81189,1353,82089
17239/17101,1352,17239
10299/10149,1352,10299
76199/67269,1352,76199
60229/60251,1352,60229
96131/76051,1352,96131
63071/63091,1352,63071
84059/83101,1352,84059
52271/63031,1352,52271
58361/58351,1352,58361
41049/11119,1352,41049
65191/59141,1352,65191
75341/75239,1352,75341
28391/28621,1351,28391
44601/44301,1351,44601
44051/46101,1351,44051
84491/82049,1351,84491
57111/47609,1351,57111
82119/82079,1351,82119
54461/55509,1351,54461
14239/10391,1351,14239
63399/54289,1351,63399
17049/16079,1351,17049
27281/22009,1351,27281
64491/64439,1351,64491
28511/27361,1351,28511
66271/66421,1351,66271
66039/54311,1350,66039
63091/71061,1350,63091
63321/71091,1350,63321
63109/54269,1350,63109
66149/66271,1350,66149
64389/67609,1350,64389
17239/17369,1350,17239
82032/84499,1349,82032
43421/42159,1349,43421
55169/54209,1349,55169
47801/57119,1349,47801
67199/65199,1349,67199
22009/42159,1349,22009
92111/93071,1349,92111
28059/20109,1348,28059
46009/44009,1348,46009
70341/81081,1348,70341
77009/76239,1348,77009
41069/41131,1348,41069
58421/57119,1348,58421
10011/14221,1348,10011
11141/11061,1348,11141
12021/17171,1348,12021
82049/81069,1347,82049
63031/64489,1347,63031
92249/84009,1347,92249
44701/44261,1347,44701
84021/75009,1347,84021
21179/21149,1347,21179
14369/14209,1347,14369
54241/66341,1346,54241
24009/23049,1346,24009
46009/67009,1346,46009
52161/52009,1346,52161
52129/40189,1346,52129
76349/76231,1346,76349
50239/52009,1346,50239
71091/72021,1346,71091
84239/84219,1346,84239
84521/76141,1346,84521
77281/77331,1346,77281
70181/66009,1346,70181
24179/24009,1346,24179
63349/54289,1346,63349
28059/21561,1345,28059
64009/67219,1345,64009
95129/92049,1345,95129
66021/66009,1345,66021
66429/66379,1345,66429
65171/64039,1345,65171
98011/95131,1345,98011
84251/76071,1345,84251
81219/70181,1345,81219
82032/72071,1344,82032
28649/43379,1344,28649
76141/67241,1344,76141
50021/50161,1344,50021
43481/42159,1344,43481
75149/65009,1344,75149
76139/95151,1344,76139
54019/54101,1344,54019
65191/64489,1344,65191
54651/64549,1344,54651
52061/66009,1344,52061
44739/43129,1344,44739
75009/58309,1344,75009
81111/93199,1344,81111
46529/40019,1344,46529
52079/42071,1344,52079
98119/78051,1343,98119
59041/59091,1343,59041
59121/59321,1343,59121
64369/54248,1343,64369
17161/28659,1343,17161
66359/70309,1343,66359
75071/76051,1343,75071
56059/56191,1343,56059
43259/43009,1342,43259
15191/17311,1342,15191
20101/28041,1342,20101
81119/70281,1342,81119
76191/76099,1342,76191
58219/58111,1341,58219
75141/76069,1341,75141
77009/77301,1341,77009
75009/77181,1341,75009
63221/63131,1341,63221
76139/84009,1341,76139
84359/75229,1341,84359
65191/67361,1341,65191
76089/75239,1341,76089
84481/72079,1341,84481
67041/64119,1341,67041
21649/28009,1341,21649
77021/63039,1341,77021
84489/84309,1341,84489
11181/17161,1340,11181
61039/80069,1340,61039
81211/70281,1340,81211
63221/64049,1340,63221
63349/64441,1340,63349
76241/98011,1340,76241
52271/81111,1340,52271
57119/59191,1340,57119
96141/76089,1340,96141
58219/58061,1339,58219
96251/84049,1339,96251
67369/65199,1339,67369
63031/64479,1339,63031
59073/67561,1339,59073
22499/28519,1339,22499
84369/71099,1339,84369
50021/50211,1339,50021
84009/76141,1339,84009
17159/17099,1339,17159
42179/42159,1339,42179
14009/44021,1339,14009
44289/43411,1339,44289
46009/60061,1339,46009
96161/76089,1338,96161
22499/21421,1338,22499
43249/43009,1338,43249
72051/83109,1338,72051
51071/52361,1338,51071
71119/82069,1338,71119
14141/28439,1338,14141
95069/76199,1338,95069
40011/46521,1338,40011
53121/53161,1338,53121
16031/17041,1338,16031
78209/98099,1338,78209
71099/63349,1337,71099
27279/21421,1337,27279
28009/42159,1337,28009
63099/63339,1337,63099
52009/70181,1337,52009
95109/67371,1337,95109
42311/43611,1337,42311
76039/76189,1337,76039
46779/46011,1337,46779
57111/58111,1337,57111
28541/28449,1336,28541
62141/63011,1336,62141
75089/75179,1336,75089
10111/17171,1336,10111
10261/10291,1336,10261
62161/66009,1336,62161
65259/65199,1336,65259
44539/44231,1336,44539
57121/58211,1336,57121
63039/64201,1336,63039
17249/17269,1335,17249
75059/65009,1335,75059
28009/44141,1335,28009
75359/75231,1335,75359
98129/98049,1335,98129
10009/14059,1335,10009
76051/65081,1335,76051
64549/71071,1335,64549
81049/81029,1335,81049
92049/91069,1335,92049
44269/44669,1335,44269
66459/54269,1334,66459
84029/92119,1334,84029
44269/43529,1334,44269
84119/84079,1334,84119
75221/76101,1334,75221
44259/44589,1334,44259
77281/64209,1334,77281
49129/46521,1334,49129
16891/17161,1334,16891
65011/65009,1334,65011
58351/46009,1334,58351
64101/59009,1333,64101
40189/13119,1333,40189
53059/53009,1333,53059
14399/14329,1333,14399
67559/59061,1333,67559
10179/10149,1333,10179
11369/18089,1333,11369
67279/67009,1333,67279
60161/52321,1333,60161
11079/11161,1332,11079
24009/26461,1332,24009
55059/54009,1332,55059
46008/46331,1332,46008
83119/82029,1332,83119
52479/52071,1332,52479
46151/46279,1332,46151
28009/20019,1332,28009
59199/59119,1332,59199
50038/80051,1332,50038
59271/46009,1332,59271
44201/59009,1332,44201
10351/10191,1331,10351
28509/28449,1331,28509
75149/65191,1331,75149
44259/43161,1331,44259
46331/47539,1331,46331
46509/46009,1331,46509
97019/84049,1331,97019
24009/26369,1331,24009
55509/55311,1330,55509
53261/53381,1330,53261
76159/76051,1330,76159
59009/67541,1330,59009
28519/28621,1330,28519
28099/21629,1330,28099
67401/65061,1330,67401
83101/84511,1329,83101
52441/52341,1329,52441
14189/14129,1329,14189
63381/64031,1329,63381
59269/59049,1329,59269
21399/21421,1329,21399
76059/96139,1329,76059
54009/57071,1329,54009
67221/67661,1329,67221
18201/11361,1328,18201
75159/75071,1328,75159
63031/64351,1328,63031
57071/59159,1328,57071
83081/84021,1328,83081
84069/84029,1328,84069
11369/18301,1328,11369
28651/15209,1328,28651
60219/60179,1328,60219
42229/28009,1328,42229
93079/92119,1328,93079
76061/67181,1328,76061
18269/15131,1327,18269
59009/71081,1327,59009
84559/83099,1327,84559
14121/14051,1327,14121
63391/64079,1327,63391
65191/64349,1327,65191
54219/59079,1327,54219
64119/64449,1327,64119
83101/52079,1327,83101
52009/51049,1326,52009
52009/52061,1326,52009
11169/11209,1326,11169
76421/76449,1326,76421
43161/43731,1326,43161
14119/13051,1326,14119
59129/59099,1326,59129
75009/52009,1326,75009
63099/66339,1326,63099
20259/15169,1326,20259
70221/80089,1326,70221
82032/75051,1326,82032
92079/82009,1326,92079
28411/28519,1326,28411
65141/67601,1325,65141
41079/41029,1325,41079
44399/45009,1325,44399
11361/11259,1325,11361
63281/70299,1325,63281
60249/80109,1325,60249
70031/54009,1325,70031
84549/84119,1325,84549
85099/84229,1325,85099
43801/43641,1324,43801
84139/84119,1324,84139
28401/22459,1324,28401
16189/11361,1324,16189
12101/44731,1324,12101
83171/84009,1324,83171
81119/70301,1324,81119
70211/81211,1324,70211
11009/11059,1324,11009
44311/44679,1324,44311
77241/77281,1324,77241
73041/71179,1324,73041
11381/19011,1324,11381
81091/61031,1324,81091
55089/59041,1324,55089
64349/46009,1324,64349
28529/28249,1323,28529
94009/85099,1323,94009
59009/58169,1323,59009
21141/21171,1323,21141
52239/52171,1323,52239
66511/64471,1323,66511
22009/22469,1323,22009
14009/43379,1323,14009
63039/62219,1323,63039
24719/25689,1323,24719
84009/92181,1323,84009
77341/77171,1323,77341
54381/54289,1323,54381
95109/76039,1323,95109
27359/21421,1322,27359
59049/78069,1322,59049
27381/22521,1322,27381
21591/28469,1322,21591
58299/59009,1322,58299
59009/71091,1322,59009
64309/63031,1322,64309
76191/95151,1321,76191
24009/27411,1321,24009
63329/54269,1321,63329
73049/71179,1321,73049
59069/59039,1321,59069
25691/25711,1321,25691
54451/54039,1321,54451
43009/28651,1321,43009
83329/83251,1321,83329
59141/44269,1321,59141
22009/22429,1321,22009
66569/64559,1321,66569
67269/67479,1321,67269
14281/14349,1321,14281
46489/46399,1321,46489
60089/44261,1320,60089
44451/44561,1320,44451
21559/22009,1320,21559
14169/14501,1320,14169
63211/64101,1320,63211
44641/44651,1320,44641
78251/77009,1320,78251
28571/28469,1320,28571
84521/76061,1319,84521
44029/11019,1319,44029
28281/45009,1319,28281
17249/17279,1319,17249
76101/78079,1319,76101
44291/44391,1319,44291
80101/60119,1319,80101
84451/84511,1319,84451
59031/59111,1319,59031
59041/58339,1319,59041
42991/44379,1319,42991
46009/47051,1319,46009
76239/76341,1319,76239
77321/77021,1319,77321
22009/25129,1319,22009
12199/11369,1319,12199
81181/82171,1319,81181
46009/47621,1319,46009
43419/43379,1319,43419
21179/21069,1318,21179
59111/59431,1318,59111
52241/52149,1318,52241
53051/54009,1318,53051
72041/63099,1318,72041
66351/54109,1318,66351
46009/46979,1318,46009
27531/27501,1318,27531
14399/14159,1318,14399
43699/28399,1318,43699
61101/60089,1318,61101
46359/46329,1317,46359
17041/20141,1317,17041
76059/84479,1317,76059
92111/84011,1317,92111
27109/21379,1317,27109
54009/62049,1317,54009
75009/63061,1317,75009
53219/53009,1317,53219
64609/66009,1317,64609
59009/64109,1317,59009
11169/13051,1317,11169
28519/18079,1317,28519
95029/77011,1316,95029
65199/95141,1316,65199
54248/52009,1316,54248
64201/78069,1316,64201
60031/62131,1316,60031
63311/64341,1316,63311
75089/75251,1316,75089
63221/63089,1316,63221
14129/10381,1316,14129
21379/22481,1316,21379
52239/52341,1316,52239
58029/59009,1315,58029
67071/62189,1315,67071
95139/98101,1315,95139
53229/53271,1315,53229
70121/70279,1315,70121
81111/84021,1315,81111
44321/44669,1314,44321
16991/17161,1314,16991
14039/14291,1314,14039
11361/11059,1314,11361
44009/44111,1314,44009
40181/50041,1314,40181
14259/14241,1314,14259
55129/54049,1313,55129
21429/24009,1313,21429
52039/51079,1313,52039
44099/44559,1313,44099
22191/22451,1313,22191
95139/77179,1313,95139
75089/75121,1312,75089
60161/52089,1312,60161
76081/76421,1312,76081
76179/75009,1312,76179
21589/21569,1312,21589
28241/28501,1312,28241
59389/59581,1312,59389
28201/46009,1312,28201
22009/21489,1312,22009
66371/63201,1311,66371
52081/92049,1311,52081
46429/46559,1311,46429
67441/67271,1311,67441
28099/21639,1311,28099
24701/26221,1311,24701
20239/20209,1311,20239
68111/95151,1311,68111
59073/56099,1311,59073
72029/71099,1311,72029
28469/43691,1311,28469
80289/81211,1310,80289
11119/11519,1310,11119
67551/67761,1310,67551
81201/81211,1310,81201
84221/84061,1310,84221
72069/82221,1310,72069
72041/92049,1310,72041
46951/46699,1310,46951
65199/99181,1310,65199
59069/67441,1310,59069
59009/55029,1310,59009
51071/59009,1310,51071
57119/59149,1310,57119
54071/54311,1310,54071
84479/72029,1310,84479
84051/84239,1310,84051
21011/28091,1309,21011
44311/44869,1309,44311
64561/66009,1309,64561
44259/44159,1309,44259
14009/43499,1309,14009
46009/44149,1309,46009
76229/76209,1309,76229
21379/21421,1309,21379
66351/64421,1309,66351
13099/10201,1309,13099
84529/84049,1309,84529
28431/20269,1309,28431
43379/43359,1309,43379
65061/77339,1308,65061
12091/42151,1308,12091
96049/96019,1308,96049
75289/95109,1308,75289
66461/64549,1308,66461
64039/64441,1308,64039
77289/98019,1308,77289
54019/52009,1308,54019
28081/28511,1308,28081
28009/20149,1308,28009
67601/67711,1307,67601
92099/91091,1307,92099
59111/44731,1307,59111
76439/76109,1307,76439
67449/59041,1307,67449
59249/59409,1307,59249
11519/18041,1307,11519
92049/83159,1307,92049
17009/28021,1307,17009
44291/45321,1307,44291
98019/95151,1306,98019
67579/59671,1306,67579
61039/70171,1306,61039
46631/68111,1306,46631
59061/47079,1306,59061
66331/63311,1306,66331
52191/52341,1306,52191
10291/11589,1306,10291
44251/44221,1305,44251
67409/54399,1305,67409
82069/80069,1305,82069
66439/54289,1305,66439
52099/50211,1305,52099
42071/43041,1305,42071
43029/42099,1305,43029
96189/96251,1305,96189
53009/52159,1305,53009
75009/84209,1305,75009
96119/96301,1305,96119
54241/64619,1305,54241
43529/43411,1305,43529
59411/59689,1304,59411
78111/77281,1304,78111
93151/84009,1304,93151
80249/60119,1304,80249
63241/54299,1304,63241
24009/22231,1304,24009
42071/28679,1303,42071
83101/71211,1303,83101
59231/59511,1303,59231
54271/54379,1303,54271
28099/21579,1303,28099
60121/70321,1303,60121
59073/95151,1303,59073
65191/59031,1303,65191
75341/46009,1303,75341
54239/55169,1303,54239
46539/47041,1302,46539
60211/70321,1302,60211
44261/48011,1302,44261
64431/64491,1302,64431
43369/40339,1302,43369
76069/84479,1302,76069
63059/63049,1302,63059
54659/54489,1302,54659
84009/82109,1302,84009
52361/52501,1302,52361
59009/54319,1302,59009
98099/76249,1301,98099
81181/82091,1301,81181
63341/71081,1301,63341
83062/84211,1301,83062
63039/63221,1301,63039
92169/92249,1301,92169
66039/53009,1301,66039
11021/51071,1300,11021
28009/21059,1300,28009
44269/43641,1300,44269
63101/71081,1299,63101
21429/27351,1299,21429
82061/73041,1299,82061
82091/84009,1299,82091
76131/67269,1299,76131
84351/84409,1299,84351
93079/92129,1299,93079
10261/11141,1299,10261
24009/27369,1299,24009
76099/76089,1299,76099
92189/84009,1298,92189
80141/80049,1298,80141
95129/76089,1298,95129
65179/65169,1298,65179
83031/84009,1298,83031
28461/28531,1298,28461
11119/11049,1297,11119
65271/65239,1297,65271
64009/66489,1297,64009
59079/46289,1297,59079
40231/52231,1297,40231
28359/44141,1297,28359
58219/58149,1296,58219
50229/50199,1296,50229
85091/96121,1296,85091
20241/21011,1296,20241
85091/76061,1296,85091
52071/72039,1296,52071
59069/67561,1296,59069
42161/43191,1296,42161
60121/70181,1296,60121
75341/76101,1296,75341
57119/59251,1296,57119
46069/46561,1295,46069
59449/59429,1295,59449
44261/40279,1295,44261
10379/10091,1295,10379
10071/14191,1295,10071
53041/59041,1295,53041
52071/60211,1295,52071
59059/60179,1295,59059
17009/84009,1295,17009
66211/62189,1294,66211
84031/84419,1294,84031
85061/85071,1294,85061
47559/47579,1294,47559
67499/67041,1294,67499
66131/66009,1294,66131
66351/63041,1294,66351
43379/43499,1294,43379
50209/50179,1293,50209
67009/65279,1293,67009
28511/21379,1293,28511
65009/65419,1293,65009
42111/43009,1293,42111
77021/77011,1293,77021
84031/95181,1293,84031
70101/70171,1293,70101
28009/21151,1293,28009
13109/10161,1293,13109
60161/66371,1292,60161
43181/21429,1292,43181
84009/75351,1292,84009
12091/41029,1292,12091
14211/15049,1292,14211
22009/27041,1292,22009
59421/59171,1292,59421
46659/46289,1292,46659
44539/48131,1292,44539
14009/14389,1292,14009
54451/55201,1292,54451
11521/10199,1291,11521
82071/81119,1291,82071
22469/23061,1291,22469
46121/47111,1291,46121
65079/75359,1291,65079
17279/17241,1291,17279
13199/10519,1291,13199
84549/82049,1291,84549
14291/14059,1291,14291
54109/54009,1290,54109
62131/64361,1290,62131
84221/84039,1290,84221
51069/40019,1290,51069
64009/82029,1290,64009
54247/55111,1290,54247
96171/96309,1290,96171
50037/40129,1290,50037
28469/28089,1290,28469
84009/76131,1290,84009
77129/77009,1290,77129
50991/52419,1289,50991
71201/70379,1289,71201
75009/55509,1289,75009
49119/46521,1289,49119
54241/63381,1289,54241
28539/28499,1289,28539
84489/75291,1289,84489
50229/50169,1289,50229
43701/28331,1289,43701
77331/59009,1288,77331
52009/61089,1288,52009
63031/65021,1288,63031
67401/65231,1288,67401
91061/92041,1288,91061
44351/40189,1288,44351
52151/53009,1288,52151
52509/52291,1287,52509
63379/54248,1287,63379
42319/52071,1287,42319
24009/24641,1287,24009
98091/78061,1287,98091
66371/66099,1287,66371
44131/46009,1287,44131
12101/52071,1287,12101
76069/96119,1287,76069
96309/75151,1287,96309
58341/59119,1287,58341
54231/54281,1287,54231
83101/62249,1286,83101
58521/59259,1286,58521
11519/18131,1286,11519
92231/82029,1286,92231
28009/29109,1286,28009
98091/78201,1286,98091
66351/64021,1286,66351
75009/76089,1286,75009
84031/95129,1286,84031
63239/63349,1285,63239
66009/63061,1285,66009
81169/81119,1285,81169
81159/81119,1285,81159
52329/52489,1285,52329
21599/20269,1285,21599
44699/44619,1285,44699
47571/47601,1285,47571
19091/17171,1285,19091
78049/77029,1285,78049
14129/52009,1285,14129
77049/95029,1285,77049
14281/14339,1285,14281
48019/44269,1284,48019
52009/70171,1284,52009
75259/84459,1284,75259
81051/84031,1284,81051
16141/17171,1284,16141
50331/80109,1284,50331
60101/59009,1283,60101
65171/64409,1283,65171
52081/83109,1283,52081
67189/77289,1283,67189
64549/64019,1283,64549
30029/27129,1283,30029
28409/43349,1283,28409
92131/84009,1282,92131
76311/75009,1282,76311
83101/72039,1282,83101
76071/76241,1282,76071
10209/10069,1282,10209
14201/11511,1282,14201
42291/17009,1282,42291
18019/14009,1282,18019
52429/52449,1281,52429
58411/59119,1281,58411
16009/16019,1281,16009
42071/44021,1281,42071
65249/65069,1281,65249
78159/78101,1281,78159
43149/28061,1281,43149
76141/76199,1281,76141
17009/20101,1280,17009
44269/52081,1280,44269
83119/82221,1280,83119
14129/91091,1280,14129
67239/67241,1280,67239
58371/58019,1280,58371
14389/10009,1280,14389
71179/52009,1280,71179
11161/28659,1280,11161
67409/66489,1280,67409
43341/28461,1280,43341
46088/46621,1280,46088
10369/14009,1280,10369
10121/14269,1280,10121
67209/67189,1280,67209
64541/66459,1279,64541
46009/46088,1279,46009
59401/59171,1279,59401
60141/60089,1279,60141
81029/52009,1279,81029
45421/45239,1279,45421
28391/28459,1279,28391
54281/66101,1279,54281
64209/63281,1279,64209
82069/81119,1279,82069
50038/80071,1279,50038
85099/84351,1279,85099
81211/70271,1279,81211
75339/76051,1279,75339
44009/45399,1279,44009
60161/70101,1278,60161
84359/46009,1278,84359
95109/67591,1278,95109
10101/11111,1278,10101
78061/78079,1278,78061
78109/98099,1278,78109
64039/54248,1278,64039
84521/75239,1278,84521
92179/84009,1278,92179
67599/95029,1278,67599
59079/46749,1277,59079
14129/82033,1277,14129
10201/11589,1277,10201
