TOTAL_TRIPS,BusStopCode,type,Description,Latitude,Longitude
300,10009,origin,Bt Merah Int,1.28210155945393,103.81722480263163
269,10081,origin,Opp Blk 120,1.2822783541702,103.82241744338572
565,10091,origin,Bt Merah Town Ctr,1.28394108576437,103.81783962251122
134,10101,origin,OPP BT MERAH SEC SCH,1.28506195168861,103.8137833011436
539,10111,origin,Opp Blk 28,1.28592835098556,103.80935410958449
486,10131,origin,Opp Blk 2,1.28619141382394,103.80686549059318
137,10149,origin,Blk 1,1.28606797463712,103.83283384311112
291,10169,origin,Tiong Bahru Stn,1.28599961406266,103.82748123930962
11,10179,origin,Tiong Bahru Pk,1.28722333302937,103.82395833301354
87,10341,origin,Opp Blk 116,1.28484639603431,103.82059301467888
27,10351,origin,Bef Tiong Bahru Rd,1.28675501760897,103.82204990181914
186,10361,origin,Cendex Ctr,1.28038092060065,103.82353025808791
646,11021,origin,Aft Queenstown NPC HQ,1.28941805603102,103.80228694398484
63,11031,origin,Opp Queen's Cl,1.29119666696879,103.80045500000118
94,11041,origin,Aft C'wealth Dr,1.29624499998226,103.79952333299494
395,11051,origin,Opp Queenstown Polyclinic,1.29872166703909,103.8002979755481
82,11061,origin,Opp Queensway Sec Sch,1.30265777802206,103.80118694402536
212,11071,origin,Blk 97,1.30621305601609,103.80170944396954
20,11081,origin,Viz Holland,1.30851972202313,103.80258027799627
104,11091,origin,Tulip Gdn,1.31219444050072,103.80367378215983
128,11101,origin,Farrer Rd Mkt,1.31614971080385,103.80596012189226
123,11111,origin,Farrer Rd Stn Exit B,1.31780157259006,103.80771866952543
1416,14009,origin,HarbourFront Int,1.26703502614245,103.81901469907409
20,14011,origin,Bef Mt Faber Lodge,1.26795444401606,103.8255261109799
27,14021,origin,The Pearl @ Mt Faber,1.27132972198996,103.82478361101728
111,14031,origin,St. Theresa's Convent,1.27624277802151,103.82306027800865
192,14119,origin,Opp VivoCity,1.26592360897281,103.8222827803663
298,14129,origin,Harbourfront Stn Exit A,1.26607869101924,103.81977877391114
110,14379,origin,Blk 40,1.27243833303297,103.82379361102515
351,40011,origin,LITTLE INDIA STN EXIT A,1.30606411522588,103.84908751469008
10,40041,origin,Newton Stn Exit C,1.3137222313328,103.83809742560602
5,40051,origin,Balmoral Plaza,1.31652526011987,103.83570789921559
9,40071,origin,Leng Kwang Baptist Ch,1.31918027796911,103.829213610999
13,40081,origin,Stevens Stn,1.32012951912406,103.82605259642706
16,40091,origin,Bef Lewis Rd,1.32101807290903,103.82350944419166
671,40101,origin,KK Women & Child Hosp,1.31036186651665,103.84779148902439
5,40111,origin,City Twrs,1.31806499998598,103.83262555597635
3,40171,origin,Opp Env Bldg,1.3109517198906,103.83582101192815
10,40181,origin,Newton Stn Exit A,1.31243561231028,103.83798341278676
11,40251,origin,Aft Wallace Way,1.34054275997605,103.82231128179984
1,40261,origin,LP 52,1.34130384192273,103.82706642150467
12,41011,origin,NUS Bt Timah Campus,1.32235611101422,103.81891666700089
33,41021,origin,Botanic Gdns Stn,1.32264999998361,103.81554000003177
2,41031,origin,Bef Crown Ctr,1.3230683576264,103.811977237669
9,41041,origin,Coronation Plaza,1.32398472197176,103.8102991670086
108,41049,origin,Opp Coronation Plaza,1.32469500003392,103.81026249997407
3,41051,origin,Tan Kah Kee Stn,1.32612500001248,103.80715333299845
