,BusStopCode,RoadName,Description,Latitude,Longitude
1182,31171,Old Choa Chu Kang Rd,Opp Jln Berseri,1.37240788349149,103.70418696765007
1183,31179,Old Choa Chu Kang Rd,Aft Jln Berseri,1.37234403223499,103.70355081890855
1184,31191,Old Choa Chu Kang Rd,B26 Old Choa Chu Kang Rd,1.37161444444711,103.70991083335727
1185,31199,Old Choa Chu Kang Rd,B25 Old Choa Chu Kang Rd,1.37097558139998,103.70931539839594
1186,31201,Lim Chu Kang Rd,Aft Chinese Cemy Path 13,1.38044981963514,103.69659409681319
1187,31211,Lim Chu Kang Rd,Aft Muslim Cemy Path 17,1.38283900023768,103.6969997018249
1188,32031,Lim Chu Kang Rd,Opp Ama Keng Rd,1.40270299424992,103.70078174769526
1189,32039,Lim Chu Kang Rd,Aft Ama Keng Rd,1.40251788786303,103.70081478116067
1190,32041,Lim Chu Kang Rd,Opp LP 160,1.40436104392726,103.70166157203701
1191,32049,Lim Chu Kang Rd,Aft LP 161,1.40452254375654,103.70187031633597
1192,32051,Lim Chu Kang Rd,Aft Track 11,1.40929365504034,103.70097942080086
1193,32059,Lim Chu Kang Rd,Opp Track 11,1.40903140804682,103.70120779053055
1194,32061,Lim Chu Kang Rd,Opp LP 173,1.41146307596912,103.70006004261607
1195,32069,Lim Chu Kang Rd,B26 Lim Chu Kang Rd,1.41103257931936,103.7003812106999
1196,32071,Lim Chu Kang Rd,Aft Track 13,1.4160246040166,103.70056776202736
1197,32079,Lim Chu Kang Rd,Opp Track 13,1.41512827700833,103.70026822968337
1198,32081,Lim Chu Kang Rd,Sg Gedong Camp,1.41744631606558,103.70120361125713
1199,32089,Lim Chu Kang Rd,Aft Sg Gedong Camp,1.41681891211204,103.7010851003633
1200,32101,Lim Chu Kang Rd,Aft Murai Farmway,1.38541382998394,103.69744470002844
1201,32109,Lim Chu Kang Rd,Bef Lor Serambi,1.3857176700282,103.69770270003046
1202,32111,Lim Chu Kang Rd,Aft LP 93,1.39837200000575,103.69964580001103
1203,32119,Lim Chu Kang Rd,Aft LP 96,1.39858000001944,103.699882699978
1204,33011,Lim Chu Kang Rd,B19 Lim Chu Kang Rd,1.41959108645842,103.70222963088568
1205,33019,Lim Chu Kang Rd,B20 Lim Chu Kang Rd,1.41920159190274,103.70215656491881
1206,33021,Lim Chu Kang Rd,Opp Neo Tiew Rd,1.42179012512071,103.70324459408172
1207,33029,Lim Chu Kang Rd,Aft Neo Tiew Rd,1.42080314827393,103.70292186217569
1208,33031,Lim Chu Kang Rd,Aft Jln Bahtera,1.42397958326967,103.70422572285418
1209,33039,Lim Chu Kang Rd,Opp Jln Bahtera,1.42329599233546,103.70408030420536
1210,33041,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 3,1.42761911626678,103.70594344849181
1211,33049,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 3,1.42621743469097,103.70543799603165
1212,33051,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 3A,1.43024937289974,103.70683437257524
1213,33059,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 3A,1.42935991121752,103.70662973279376
1214,34009,Lim Chu Kang Rd,Police Coast Guard,1.44482656088302,103.70756734461297
1215,34011,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 4,1.43318199595331,103.7078231906078
1216,34019,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 4,1.43253416698475,103.70773805599093
1217,34021,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 5,1.43518649812518,103.70804760933633
1218,34029,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 5,1.43497194397025,103.70818333298028
1219,34031,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 6,1.4376660533385,103.70795650853267
1220,34039,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 6,1.43659170251147,103.70811753153625
1221,34041,Lim Chu Kang Rd,B03 Lim Chu Kang Rd,1.43886508618445,103.70790669860943
1222,34049,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 8,1.43837406233239,103.70802408979871
1223,34051,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 8,1.4427555864767,103.70775406469974
1224,34059,Lim Chu Kang Rd,Yishun Dairy Farm,1.44234338763128,103.7078689605441
1225,34101,Lor Rusuk,Aft Old Lim Chu Kang Rd,1.38440683002823,103.69790380001842
1226,34109,Lor Rusuk,Aft Lim Chu Kang Rd,1.38430083002772,103.69811219997105
1227,40011,Bt Timah Rd,LITTLE INDIA STN EXIT A,1.30606411522588,103.84908751469008
1228,40019,Bt Timah Rd,Little India Stn,1.30664404460339,103.84920416709382
1229,40029,Bt Timah Rd,Aft Makepeace Rd,1.31142305600915,103.84265999998345
1230,40031,Bt Timah Rd,Newton FC,1.31178509472011,103.84098359641321
1231,40039,Bt Timah Rd,Opp Newton FC,1.31230305602353,103.8407255559936
1232,40041,Bt Timah Rd,Newton Stn Exit C,1.3137222313328,103.83809742560602
1233,40049,Dunearn Rd,Opp Newton Stn Exit C,1.31402305600959,103.83884638900086
1234,40051,Bt Timah Rd,Balmoral Plaza,1.31652526011987,103.83570789921559
1235,40059,Dunearn Rd,Chancery Ct,1.31662138896806,103.83634361100417
1236,40069,Dunearn Rd,Anglo-Chinese Sch,1.31830398893217,103.83435129198834
1237,40071,Bt Timah Rd,Leng Kwang Baptist Ch,1.31918027796911,103.829213610999
1238,40079,Dunearn Rd,SCGS PR,1.3197216415795,103.8299145659947
1239,40081,Bt Timah Rd,Stevens Stn,1.32012951912406,103.82605259642706
1240,40089,Dunearn Rd,Opp Stevens Stn,1.32051115982554,103.82739799064892
1241,40091,Bt Timah Rd,Bef Lewis Rd,1.32101807290903,103.82350944419166
1242,40099,Dunearn Rd,Aft Dunkirk Ave,1.32185235205471,103.82344007494515
1243,40101,Kg Java Rd,KK Women & Child Hosp,1.31036186651665,103.84779148902439
1244,40109,Kg Java Rd,Opp KK Women & Child Hosp,1.30949131269895,103.84770747833439
1245,40111,Bt Timah Rd,City Twrs,1.31806499998598,103.83262555597635
1246,40119,Dunearn Rd,Bef Goldhill Ave,1.31889734253426,103.83249521257974
1247,40121,Newton Rd,Opp Newton Life Ch,1.31458164930261,103.84053190286843
1248,40129,Newton Rd,Newton Life Ch,1.31453779264106,103.84082845008946
1249,40171,Scotts Rd,Opp Env Bldg,1.3109517198906,103.83582101192815
1250,40179,Scotts Rd,Env Bldg,1.31133173990881,103.83686949960516
1251,40181,Scotts Rd,Newton Stn Exit A,1.31243561231028,103.83798341278676
1252,40189,Scotts Rd,Newton Stn Exit B,1.31223181292182,103.83816095637219
1253,40191,Stevens Rd,Raffles Girls' Sch,1.31268555601325,103.8304269440197
1254,40199,Stevens Rd,Opp Raffles Girls' Sch,1.31258333303153,103.83191222199584
1255,40201,Stevens Rd,Chelsea Gdns Condo,1.31358972201496,103.82743055599407
1256,40209,Stevens Rd,NOVOTEL MERCURE @ STEVENS,1.31388805600649,103.82738777802837
1257,40211,Stevens Rd,Opp Met YMCA,1.31655331624558,103.825862990405
1258,40219,Stevens Rd,Bef Met YMCA,1.31703698010115,103.82605954338264
1259,40221,Stevens Rd,Opp Stevens Stn,1.31902531287493,103.82545561296305
1260,40229,Stevens Rd,Aft Stevens Stn,1.31980673102836,103.82570665178494
1261,40231,Whitley Rd,Raffles Town Club,1.32230868317131,103.82577145824762
1262,40239,Whitley Rd,Aft Tanglin CC,1.32255443038995,103.82620193736967
1263,40249,Whitley Rd,St. Joseph'S Instn,1.3249247219882,103.82735055603025
1264,40251,Lornie Rd,Aft Wallace Way,1.34054275997605,103.82231128179984
1265,40259,Lornie Rd,Bef Wallace Way,1.34031250739109,103.82256277806692
1266,40261,Lornie Rd,LP 52,1.34130384192273,103.82706642150467
1267,40269,Lornie Rd,LP 57,1.34105638903249,103.82660805601813
1268,40271,Bt Timah Rd,Opp KK Women & Child Hosp,1.30880664936794,103.8463464537845
1269,40279,Bt Timah Rd,KK Women & Child Hosp,1.30981925741503,103.8460393043403
1270,40301,Bt Batok West Ave 6,Blk 451A,1.35332581027753,103.74287381027882
1271,40309,Bt Batok West Ave 6,Opp Blk 451A,1.35367643079374,103.74299081028306
1272,40311,Bt Batok West Ave 6,Blk 439C,1.35730456918268,103.73890781029746
1273,40321,Bt Batok West Ave 8,Dulwich College,1.35174487949103,103.73947152056856
1274,40329,Bt Batok West Ave 8,Millennia Institute,1.35096917519706,103.73961904709157
1275,40339,Bukit Batok West Avenue 9,Blk 448B,1.35347432348291,103.74087652056193
1276,40341,Bt Batok West Ave 8,Bef Blk 440A,1.3546236109849,103.73889587967264
1277,40349,Bt Batok West Ave 8,Blk 461,1.35497444398167,103.73939913984925
1278,40351,Bt Batok West Ave 6,Blk 461C,1.35499656917814,103.7410021897397
1279,40359,Bt Batok West Ave 6,Opp Blk 461C,1.35540218970451,103.74090581028908
1280,40361,Bt Batok West Ave 8,Blk 438A,1.35715418971956,103.74085618975258
1281,40369,Bt Batok West Ave 8,Opp Blk 438A,1.3576342194572,103.74139552039492
1282,40371,Bt Batok West Ave 5,OPP BLK 465A,1.35813308018627,103.74305344718294
1283,40379,Bt Batok West Ave 5,Blk 467 Cp,1.35754268986546,103.74357270089524
1284,41011,Bt Timah Rd,NUS Bt Timah Campus,1.32235611101422,103.81891666700089
1285,41019,Dunearn Rd,Aft Kheam Hock Rd,1.32267444098276,103.82025232877241
1286,41021,Bt Timah Rd,Botanic Gdns Stn,1.32264999998361,103.81554000003177
1287,41029,Dunearn Rd,Opp Botanic Gdns Stn,1.32333331915013,103.81630566925632
1288,41031,Bt Timah Rd,Bef Crown Ctr,1.3230683576264,103.811977237669
1289,41041,Bt Timah Rd,Coronation Plaza,1.32398472197176,103.8102991670086
1290,41049,Dunearn Rd,Opp Coronation Plaza,1.32469500003392,103.81026249997407
1291,41051,Bt Timah Rd,Tan Kah Kee Stn,1.32612500001248,103.80715333299845
1292,41061,Bt Timah Rd,Chinese High Sch,1.32705333303352,103.80572472199289
1293,41069,Dunearn Rd,Opp Tan Kah Kee Stn,1.32652777798065,103.80758583296918
1294,41071,Bt Timah Rd,Opp Natl JC,1.328988333013,103.80266277802423
1295,41079,Dunearn Rd,Natl JC,1.32940305598521,103.80304777797754
1296,41081,Bt Timah Rd,Sixth Ave Stn,1.33082323351422,103.79727250094409
1297,41089,Dunearn Rd,Aft Jln Naga Sari,1.33044921085796,103.79993319513187
1298,41101,Farrer Rd,St. Margaret's Sec Sch,1.31908138967253,103.80921733406133
1299,41109,Farrer Rd,Opp St. Margaret's Sec Sch,1.31944666701923,103.81052861101583
1300,41111,Farrer Rd,Lutheran Twrs,1.32081170217365,103.81185140010722
1301,41119,Farrer Rd,Opp Lutheran Twrs,1.32074221277671,103.81245374678939
1302,41121,Adam Rd,S'Pore Bible Coll,1.32554444399609,103.81350777801268
1303,41129,Adam Rd,Opp S'Pore Bible Coll,1.32542946413096,103.81399869920736
1304,41131,Adam Rd,Opp The Japanese Assn,1.32973612368298,103.8145129140827
1305,41139,Adam Rd,Aft The Japanese Assn,1.32962999996746,103.81485527800427
1306,41141,Adam Rd,Aft Adam Dr,1.33489306619804,103.81796101152241
1307,41151,Lornie Rd,Aft Sime Rd,1.33799972901638,103.81931795640678
1308,41159,Lornie Rd,Aft Lornie Wk,1.33870170002583,103.81989450001056
1309,41169,Lornie Highway,Bef Kheam Hock Rd,1.33507722199373,103.82011297432192
1310,42011,Bt Timah Rd,Sixth Ave Ctr,1.33161452117352,103.79503057628676
1311,42019,Dunearn Rd,Opp Sixth Ave Stn,1.33170368135595,103.79657033601987
1312,42021,Bt Timah Rd,Aft Maple Ave,1.33254537683925,103.79237058676013
1313,42029,Dunearn Rd,Aft Swiss Club Rd,1.33325151466609,103.79206171859214
1314,42031,Bt Timah Rd,The Tessarina,1.33332611108217,103.78997500000864
1315,42039,Dunearn Rd,Opp The Nexus,1.33474752657285,103.7877986922408
1316,42041,Bt Timah Rd,The Nexus,1.33442500001261,103.78689111113574
1317,42049,Dunearn Rd,Hua Guan Gdns,1.33580349277905,103.7846322701164
1318,42051,Bt Timah Rd,King Albert Pk Stn,1.33598305556873,103.78263611110306
1319,42059,Dunearn Rd,Opp King Albert Pk Stn,1.33679896138996,103.78180146215335
1320,42061,Bt Timah Rd,King Albert Pk,1.33687567142278,103.78038743713434
1321,42071,Upp Bt Timah Rd,Pei Hwa Presby Pr Sch,1.33876225175982,103.77694915592028
1322,42089,Jln Anak Bt,Opp Bt Timah Plaza,1.34007090936874,103.77941451542826
1323,42091,Upp Bt Timah Rd,Beauty World Stn Exit B,1.34278636864291,103.77539033846315
1324,42099,Upp Bt Timah Rd,Beauty World Stn Exit A,1.34160317659437,103.77579384383286
1325,42109,Jln Anak Bt,Opp Beauty World Ctr,1.343246111,103.7769164
1326,42111,Upp Bt Timah Rd,WOH HUP BLDG,1.34584805601375,103.77262861101015
1327,42119,Upp Bt Timah Rd,Southaven II,1.34582513057916,103.77330275765884
1328,42129,Sixth Ave,Sixth Ave Ville,1.33016133420747,103.79515526101162
1329,42131,Sixth Ave,Aft Lantana Ave,1.32858335781449,103.79421797943384
1330,42139,Sixth Ave,Ave Villa,1.32877805376848,103.7944440268283
1331,42141,Clementi Rd,Bef Dunearn Rd,1.33608648972914,103.77817465012919
1332,42149,Clementi Rd,Aft Bt Timah Rd,1.33607426889198,103.77862313710679
1333,42151,Jln Jurong Kechil,Beauty World Stn Exit C,1.34009254981171,103.77531978477353
1334,42159,Jln Jurong Kechil,Opp Beauty World Stn,1.34036805329812,103.77530898996658
1335,42161,Jln Jurong Kechil,Blk 18,1.34027669212035,103.77264625507586
1336,42169,Jln Jurong Kechil,Opp Blk 19,1.34038575681297,103.77366130505683
1337,42171,Jln Jurong Kechil,Signature Pk Condo,1.34261833302181,103.77026361103131
1338,42179,Jln Jurong Kechil,Aft Chun Tin Rd,1.34197833300345,103.77100805601951
1339,42181,Jln Jurong Kechil,Opp The Hillford,1.3436280559857,103.76943333300858
1340,42189,Jln Jurong Kechil,The Hillford,1.34378853697493,103.76960174742553
1341,42191,Jln Jurong Kechil,Bef Bt Batok East Ave 6,1.34642944402637,103.76696388898718
1342,42199,Jln Jurong Kechil,Aft Bt Batok East Ave 6,1.34607666698124,103.76760722200575
1343,42201,Toh Tuck Rd,Bef Toh Tuck Rise,1.33939353535638,103.76383096590918
1344,42209,Toh Tuck Rd,Aft Toh Tuck Rise,1.33914661405948,103.76363595867413
1345,42211,Toh Tuck Rd,Highgate Pk,1.33974260070464,103.76559520495253
1346,42219,Toh Tuck Rd,Opp Highgate Pk,1.3395991670039,103.76535388898161
1347,42221,Toh Tuck Rd,Goodluck Gdn,1.33957381292395,103.7679072102881
1348,42229,Toh Tuck Rd,Aft Toh Tuck Terr,1.33943222197209,103.76827388898352
1349,42231,Toh Tuck Rd,Bef Jln Jurong Kechil,1.34056805598593,103.7706058329681
1350,42239,Toh Tuck Rd,Aft Jln Jurong Kechil,1.34027047980738,103.77016055707928
1351,42241,Lor Kismis,Aft Eng Kong Pl,1.33711750136148,103.76708487597254
1352,42249,Lor Kismis,Bef Eng Kong Pl,1.33696603683043,103.76697148211271
1353,42259,Jln Jurong Kechil,Goh & Goh Bldg,1.34106160633217,103.7770788000345
1354,42291,Toh Tuck Rise,Opp Toh Tuck Cres,1.33769605916429,103.76430234507968
1355,42299,Toh Tuck Rise,Aft Toh Tuck Cres,1.3373703046187,103.76447557607713
1356,42301,Toh Tuck Terr,Opp Hse No. 19,1.33874676722579,103.76866950533451
1357,42309,Toh Tuck Terr,Hse No. 45,1.3380616700805,103.76890878569641
1358,42311,Bt Batok East Ave 3,Opp Burgundy Hill,1.33865749997067,103.76028055601957
1359,42319,Bt Batok East Ave 3,Burgundy Hill,1.33915373900693,103.76043841269879
1360,42991,Upp Bt Timah Rd,BEF HILLVIEW STN EXIT B,1.36164,103.766952
1361,43009,Bt Batok Ctrl,Bt Batok Int,1.34999354306126,103.75106190953444
1362,43011,Upp Bt Timah Rd,Bt Regency,1.34742333297015,103.77118138899144
1363,43019,Upp Bt Timah Rd,Aft Bt Timah Fire Stn,1.348201944,103.7710775
1364,43021,Upp Bt Timah Rd,Aft Old Jurong Rd,1.35132007773328,103.76979529427526
1365,43029,Upp Bt Timah Rd,Opp The Hillside,1.35218580086883,103.77000849173528
1366,43041,Upp Bt Timah Rd,Hume Pk Condo,1.35582940983395,103.76845331635313
1367,43049,Upp Bt Timah Rd,Opp Hume Pk Condo,1.3556996199834,103.76885141403912
1368,43051,Upp Bt Timah Rd,Opp The Rail Mall,1.35910148170791,103.76705036241354
1369,43059,Upp Bt Timah Rd,The Rail Mall,1.359408611,103.7674364
1370,43061,Upp Bt Timah Rd,Hillview Stn,1.36301133873589,103.76739148459211
1371,43069,Upp Bt Timah Rd,HILLVIEW STN EXIT A,1.36296778241046,103.76768583722071
1372,43071,Upp Bt Timah Rd,Opp Dairy Farm Rd,1.36511351504744,103.76698012950051
1373,43081,Upp Bt Timah Rd,Opp Assumption Eng Sch,1.36704277799302,103.76572777796798
1374,43089,Upp Bt Timah Rd,Aft Assumption Eng Sch,1.36705664197789,103.76608527288596
1375,43091,Upp Bt Timah Rd,Bef Cashew Stn,1.36863253283887,103.76474109358477
1376,43099,Upp Bt Timah Rd,Assumption Pathway Sch,1.36872205121157,103.76498636840047
1377,43109,Upp Bt Timah Rd,Cashew Stn,1.37043731031208,103.76391083181434
1378,43111,Upp Bt Timah Rd,Min Of Defence,1.37229972154626,103.76298146518725
1379,43119,Upp Bt Timah Rd,Bef Hazel Pk Terr,1.37337830995776,103.76300821940876
1380,43121,Cashew Rd,Aft Cashew Terr,1.37118669285497,103.76669327756966
1381,43129,Cashew Rd,Cashew Pk Condo,1.37162881663563,103.76760246505873
1382,43131,Cashew Rd,Bt Panjang Pr Sch,1.37331749997168,103.7700624999975
1383,43139,Cashew Rd,Opp Bt Panjang Pr Sch,1.37322530507327,103.77029311221521
1384,43141,Bt Batok East Ave 6,Opp Blk 291A,1.34421891680123,103.75586020801809
1385,43149,Bt Batok East Ave 6,Blk 291A,1.34399483001027,103.7561003299722
1386,43151,Hillview Ave,Opp Glendale Pk Condo,1.36363608446232,103.76489101192684
1387,43159,Hillview Ave,Bef Glendale Pk Condo,1.36439838852488,103.76517947881914
1388,43161,Bt Batok East Ave 4,Blk 272,1.34883190699072,103.75766163401367
1389,43169,Bt Batok East Ave 4,Blk 254,1.34931074950483,103.7578877455261
1390,43171,Bt Batok East Ave 3,Blk 229,1.34859644473183,103.75460496382075
1391,43179,Bt Batok East Ave 3,Blk 231,1.3489707828044,103.75430345301592
1392,43181,Bt Batok East Ave 3,Keming Pr Sch,1.34648944401178,103.75681722199707
1393,43189,Bt Batok East Ave 3,Blk 283,1.34694984968785,103.75681389918313
1394,43191,Bt Batok East Ave 6,Blk 288C,1.34638492790435,103.75931336284916
1395,43199,Bt Batok East Ave 6,Ch Of St. Mary,1.34663409083885,103.75920055445125
1396,43201,Bt Batok East Ave 6,Opp Autobacs,1.34694499998204,103.76464638897035
1397,43209,Bt Batok East Ave 6,Autobacs,1.34697997431974,103.76384248905434
1398,43211,Bt Batok St 23,Sbst Bt Batok Depot,1.34087277799084,103.75507916698768
1399,43219,Bt Batok St 23,Opp Sbst Bt Batok Depot,1.3413740257309,103.75446757134857
1400,43221,Bt Batok East Ave 2,Blk 267,1.34885995836966,103.76067444562183
1401,43229,Bt Batok East Ave 2,Opp Blk 266,1.34904928626369,103.76096016466906
1402,43231,Hillview Ave,Opp The Petals Condo,1.35393625714127,103.76006304222618
1403,43239,Hillview Ave,The Petals Condo,1.35308576389352,103.76002837789773
1404,43241,Hillview Ave,Opp Hillview Apts,1.35584392851879,103.76188709548238
1405,43249,Hillview Ave,Hillview Apts,1.35565052307818,103.76204709426311
1406,43251,Hillview Ave,Hillbrooks,1.35859534411792,103.76319656643706
1407,43259,Hillview Ave,Opp Hillbrooks,1.35757277797812,103.76266305599302
1408,43261,Hillview Ave,Opp Hillview Hts,1.3614550000211,103.76436750000349
1409,43267,Hillview Ave,Hillview Hts,1.36131333302001,103.76453111102046
1410,43268,Hillview Ave,Hillington Green Condo,1.36036935442362,103.76427530511685
1411,43271,Hillview Rd,Glendale Pk Condo,1.36222569232805,103.76588123664067
1412,43279,Hillview Rd,Aft Hillview Stn,1.36203855984679,103.76591020179649
1413,43289,Jln Remaja,Hillview Hse,1.35736881542526,103.76144116190218
1414,43291,Jln Batu Nilam,Aft Jln Remaja,1.35796167034005,103.7613803711349
1415,43301,Jln Batu Nilam,Opp Hillbrooks,1.35900254167529,103.76206438472947
1416,43309,Jln Batu Nilam,Hillbrooks,1.35871024095534,103.7619941010074
1417,43311,Bt Batok St 23,Midview Bldg,1.339803833761,103.75695468286781
1418,43319,Bt Batok St 23,Opp Midview Bldg,1.33972179277053,103.7574111060431
1419,43321,Bt Batok West Ave 6,Opp Blk 144,1.34990599565613,103.74510884287126
1420,43329,Bt Batok West Ave 6,Blk 146,1.34976204246765,103.74483998148368
1421,43331,Bt Batok St 11,Opp Bt Batok Presby Ch,1.34893916700858,103.74323444400876
1422,43339,Bt Batok St 11,Blk 148,1.34907250002611,103.74377833982919
1423,43341,Bt Batok West Ave 3,Princess E Pr Sch,1.34972199038423,103.74139303669513
1424,43349,Bt Batok West Ave 3,Opp Princess E Pr Sch,1.34989138902216,103.74073750002215
1425,43351,Bt Batok West Ave 8,Blk 168,1.34701122644751,103.7411014207074
1426,43359,Bt Batok West Ave 8,Blk 169,1.34689882191148,103.74106453897556
1427,43361,Bt Batok West Ave 8,Blk 154A,1.3469143511774,103.74343203545553
1428,43369,Bt Batok West Ave 8,Blk 183,1.34687447962614,103.7435830555251
1429,43371,Bt Batok West Ave 6,Blk 109,1.34682313984594,103.74590277613717
1430,43379,Bt Batok West Ave 6,Blk 185,1.34716553724092,103.74518662694207
1431,43381,Bt Batok Ave 1,Blk 102,1.34696555762849,103.74766049075139
1432,43389,Bt Batok Ave 1,Opp Blk 102,1.34760499094973,103.74834299093746
1433,43391,Bt Batok Ctrl,Bt Batok CC,1.34989395166691,103.7477975366473
1434,43399,Bt Batok Ctrl,Opp Blk 120,1.35066714575721,103.74808875836682
1435,43401,Bt Batok West Ave 3,Bt Batok Polyclinic,1.35226498779767,103.74681637316733
1436,43409,Bt Batok West Ave 3,Opp Blk 127,1.35235542005389,103.74623591627208
1437,43411,Bt Batok Ctrl,Opp Blk 628,1.35176519952681,103.75019891787089
1438,43419,Bt Batok Ctrl,Blk 628,1.35155523613685,103.74998784769572
1439,43421,Bt Batok East Ave 2,Blk 503,1.35109278850869,103.75362047618977
1440,43429,Bt Batok East Ave 2,Blk 240,1.35108692530475,103.75389074656302
1441,43431,Bt Batok East Ave 2,Opp Blk 242,1.35138376789986,103.75644264494997
1442,43439,Bt Batok East Ave 2,Blk 242,1.35118101224765,103.75622664327469
1443,43441,Bt Batok East Ave 2,Opp Blk 258,1.35173000550557,103.75897289147882
1444,43449,Bt Batok East Ave 2,Blk 258,1.35150377570255,103.7590516971924
1445,43452,Bt Batok Rd,AFT BT BATOK WEST AVE 3,1.348526111,103.7385769
1446,43453,Greenbank Pk,BEF PIE,1.3479,103.7385
1447,43459,Bt Batok Rd,Aft PIE,1.34808666498981,103.73807456781998
1448,43461,Bt Batok West Ave 2,Aft Bt Batok West Ave 5,1.35504665794029,103.74749372345552
1449,43469,Bt Batok West Ave 2,Bef Bt Batok West Ave 5,1.35546802880026,103.74730862146369
1450,43471,Bt Batok West Ave 2,Blk 306,1.35796999999619,103.74730694399486
1451,43479,Bt Batok West Ave 2,Opp Blk 305,1.35765247384472,103.74723575988492
1452,43481,Bt Batok West Ave 2,Blk 315,1.35992912103835,103.74637905142735
1453,43489,Bt Batok West Ave 2,Opp Blk 315,1.35978620558748,103.74635170320164
1454,43491,Bt Batok West Ave 4,Blk 331,1.36395398644152,103.74714799810218
1455,43499,Bt Batok West Ave 4,Blk 419,1.36259558126251,103.74686723054008
1456,43501,Bt Batok St 23,Opp Blk 291E,1.34376366037202,103.75423776871699
1457,43509,Bt Batok St 23,Blk 291E,1.34359093090915,103.75436398130816
1458,43511,Bt Batok East Ave 6,Bt Batok Swim Cplx,1.34497394208663,103.74849870531534
1459,43519,Bt Batok East Ave 6,Opp Bt Batok Swim Cplx,1.34527424103226,103.74835776931137
1460,43521,Bt Batok West Ave 5,Bt Batok Driving Ctr,1.36756037490262,103.750164221858
1461,43529,Bt Batok West Ave 5,Opp Bt Batok Driving Ctr,1.36769649857951,103.7502379581868
1462,43531,Bt Batok West Ave 3,Blk 140,1.35154868659228,103.7437763360561
1463,43539,Bt Batok West Ave 3,Opp Blk 140,1.35142277800259,103.7433686110311
1464,43541,Bt Batok East Ave 5,Blk 510,1.35283067935634,103.75505166565658
1465,43549,Bt Batok East Ave 5,Regent Hts,1.35254074739712,103.75549198596346
1466,43561,Bt Batok East Ave 5,Opp Bt Gombak Stadium,1.35745163479028,103.75287425796093
1467,43569,Bt Batok East Ave 5,Bt Gombak Stadium,1.35741203899294,103.75311063706323
1468,43571,Bt Batok West Ave 5,Opp Bt Gombak Stn,1.35920995233758,103.75150455211015
1469,43579,Bt Batok West Ave 5,Bt Gombak Stn,1.35911715344895,103.75166771394562
1470,43581,Bt Batok West Ave 5,Blk 347,1.36251939522797,103.75138384429646
1471,43589,Bt Batok West Ave 5,Opp Blk 347,1.36227296946091,103.75153180716009
1472,43591,Bt Batok East Ave 6,Opp Bt View Sec Sch,1.3447586640008,103.7521198162659
1473,43599,Bt Batok East Ave 6,Bt View Sec Sch,1.34513161798285,103.75190146961904
1474,43601,Bt Batok West Ave 5,Opp Blk 532,1.35664340859556,103.74950528201234
1475,43609,Bt Batok West Ave 5,Blk 531,1.35653561927142,103.74992425404375
1476,43611,Bt Batok East Ave 3,Blk 290H,1.3440783607984,103.75829172450743
1477,43619,Bt Batok East Ave 3,Blk 289E,1.34406411828167,103.75861329619691
1478,43621,Bt Batok East Ave 3,Opp Parkview Apts,1.34169275195642,103.75908187494267
1479,43629,Bt Batok East Ave 3,Yusof Ishak Sec Sch,1.34240810773422,103.75915813592935
1480,43631,Old Jurong Rd,Ppis Bt Batok,1.34785920936647,103.7685845905285
1481,43639,Old Jurong Rd,Opp Ppis Bt Batok,1.34810218754524,103.76845262919154
1482,43641,Bt Batok West Ave 7,Opp HomeTeamNS,1.36530401539571,103.75026447996078
1483,43649,Bt Batok West Ave 7,HomeTeamNS,1.36545844046425,103.7506020069351
1484,43659,Bt Batok St 34,St. Anthony's Pr Sch,1.36376864242438,103.74933550929673
1485,43669,Bt Batok West Ave 7,Blk 406,1.36548561348564,103.7461454769507
1486,43671,Bt Batok Rd,Opp Dunearn Sec Sch,1.36459985984635,103.743456828696
1487,43679,Bt Batok Rd,Blk 402,1.36506686600259,103.74421935477038
1488,43681,Bt Batok West Ave 2,BT BATOK HME FOR THE AGED,1.36178500002853,103.74358000000312
1489,43691,Bt Batok Ave 1,Blk 190,1.34490189049397,103.74605567060456
1490,43699,Bt Batok Ave 1,Blk 298,1.34475341160997,103.74628307427523
1491,43701,Bt Batok Ctrl,Blk 225,1.34847060052694,103.75201666213025
1492,43709,Bt Batok Ctrl,Blk 644,1.3486867689202,103.75207088829217
1493,43719,Gombak Dr,MINDEF CP,1.36903972225026,103.76123388888554
1494,43721,Gombak Dr,Blk 319,1.37076302526768,103.7626491371365
1495,43731,Bt Batok St 21,Opp Blk 217,1.34630310628015,103.75421605015862
1496,43739,Bt Batok St 21,Blk 217,1.34646078257571,103.75454805492608
1497,43741,Bt Batok St 21,Bt View Sec Sch,1.34650419288551,103.75185667801935
1498,43749,Bt Batok St 21,Opp Bt View Sec Sch,1.34661217154358,103.75163638787585
