,BusStopCode,RoadName,Description,Latitude,Longitude
0,14041,Henderson Rd,Blk 54,1.2732727805917,103.81247079301698
1,14049,Henderson Rd,Opp Blk 55,1.27324166755337,103.81304231999674
2,14051,Henderson Rd,Aft Telok Blangah Hts,1.27581500000367,103.81507555599188
3,14059,Henderson Rd,Bef Telok Blangah Hts,1.27537485139506,103.81514365492288
4,14061,Keppel Rd,Opp Former Railway Stn,1.27231269789239,103.83862035734883
5,14069,Keppel Rd,Former Railway Stn,1.27261333297575,103.83694861102117
6,14071,Keppel Rd,Keppel Workshop,1.27220342411953,103.8339025862589
7,14081,Keppel Rd,Tg Pagar DP Blk F5,1.27067760623796,103.83061367871179
8,14089,Keppel Rd,Opp Tg Pagar DP Blk F5,1.27046005041763,103.829792773326
9,14101,Keppel Rd,Opp Keppel DP Blk 517,1.26837500002503,103.82825805600972
10,14109,Keppel Rd,Keppel DP Blk 517,1.26804601553507,103.82722490505579
11,14119,Telok Blangah Rd,Opp VivoCity,1.26592360897281,103.8222827803663
12,14121,Telok Blangah Rd,Harbourfront Stn Exit B,1.26591350024271,103.81925660621779
13,14129,Telok Blangah Rd,Harbourfront Stn Exit A,1.26607869101924,103.81977877391114
14,14131,Telok Blangah Rd,Caribbean at Keppel Bay,1.26740130257465,103.81675441150337
15,14139,Telok Blangah Rd,Bef Seah Im Rd,1.2686352773503,103.81546952380809
16,14141,Telok Blangah Rd,VivoCity,1.26552421466644,103.82211326846237
17,14151,Telok Blangah Rd,Opp Chr Community Chapel,1.26964765905364,103.8129359412343
18,14159,Telok Blangah Rd,Bef Chr Community Chapel,1.26994046445496,103.81315419081787
19,14161,Telok Blangah Rd,Telok Blangah Stn,1.27075866533548,103.81009913005327
20,14169,Telok Blangah Rd,Opp Telok Blangah Stn,1.27118550385957,103.80941810434497
21,14171,Telok Blangah Rd,Opp Yeo's Bldg,1.27145959833005,103.80654857059398
22,14179,Telok Blangah Rd,Yeo's Bldg,1.27188454577735,103.80630000533797
23,14189,Telok Blangah Rd,Aft Alexandra Rd,1.27269303340787,103.80398363214624
24,14191,Depot Rd,Blk 105 CP,1.28121833300943,103.81211444400743
25,14199,Depot Rd,Blk 118,1.28131676735406,103.81275056370772
26,14201,Depot Rd,Blk 110,1.28167307267242,103.80914683892263
27,14209,Depot Rd,Aft Hewlett Packard,1.28176397706369,103.80958869712056
28,14211,Depot Rd,ISS Intl Sch,1.28161168409316,103.80521877469815
29,14219,Depot Rd,Opp Blk 114,1.28218647936578,103.80684961252827
30,14221,Kg Bahru Rd,Opp St. Teresa's Ch,1.27359332247784,103.82893371728431
31,14229,Kg Bahru Rd,St. Teresa's Ch,1.27370670186653,103.82857888915174
32,14231,Kg Bahru Rd,Keppel DP Blk 519,1.27100999999332,103.82667222202473
33,14239,Kg Bahru Rd,Opp Keppel DP Blk 519,1.27178138152481,103.8271423936315
34,14241,Henderson Rd,Opp Blk 1,1.27914353103301,103.8168725087535
35,14249,Henderson Rd,Blk 1,1.27947405747082,103.81732991211003
36,14259,Telok Blangah Cres,Blk 11,1.27784501068205,103.81865821941
37,14269,Telok Blangah Cres,Blk 10,1.27758480623244,103.81999451121168
38,14271,Telok Blangah Way,Al-Amin Mque,1.27568194286532,103.81914854048932
39,14279,Telok Blangah Way,Blk 25,1.27591552267791,103.81920892602811
40,14281,Telok Blangah Way,Safra Mt Faber,1.27699671573899,103.81804377490617
41,14291,Telok Blangah Way,Blk 27,1.27468440821038,103.82132649422054
42,14299,Telok Blangah Way,Opp Blk 27,1.27488820445716,103.82127132943862
43,14309,Telok Blangah Rise,Blk 41,1.27128899958763,103.82302593897191
44,14319,Telok Blangah Rise,Blk 28,1.27340685178245,103.82071832142381
45,14329,Telok Blangah St 32,Blk 67,1.27434961469084,103.8094536607413
46,14331,Telok Blangah Hts,Opp Blk 70B,1.27694611110347,103.8110680555484
47,14339,Telok Blangah Hts,Blk 70A,1.276660654539,103.81124504785828
48,14341,Telok Blangah Hts,Opp Blk 59,1.2759338888633,103.81347388887318
49,14349,Telok Blangah Hts,Blk 59,1.27579029839825,103.81339813671549
50,14351,Telok Blangah Dr,Aft Blk 48,1.27275000000424,103.81036111111034
51,14359,Telok Blangah Dr,Blk 50,1.27289055599998,103.81035027797056
52,14369,Depot Rd,The Interlace,1.28153635758335,103.80365927155157
53,14379,Lower Delta Rd,Blk 40,1.27243833303297,103.82379361102515
54,14381,Bt Purmei Ave,Blk 109,1.27413014152159,103.82554290547176
55,14389,Bt Purmei Ave,Opp Blk 109,1.27428160509375,103.82500895193466
56,14391,Telok Blangah Hts,Opp Blk 85,1.27790999999895,103.80858611110148
57,14399,Telok Blangah Hts,Blk 85,1.27763662023223,103.80858552939208
58,14471,Depot Rd,Blk 114,1.28201169102423,103.80664978771298
59,14489,Telok Blangah Rise,Blk 36 Mkt/FC,1.2721852066614,103.82170108549552
60,14491,Telok Blangah Dr,Opp Telok Blangah Mkt/FC,1.27278805556375,103.8079488888896
61,14499,Telok Blangah Dr,Telok Blangah Mkt/FC,1.27291305557456,103.8078211111249
62,14501,Telok Blangah St 31,OPP BLK 91A,1.27687216148362,103.80648081848618
63,14509,Telok Blangah St 31,BLK 92B,1.275651111,103.8068061
64,14519,Sentosa Gateway,Resorts World Sentosa,1.25352193438281,103.82570322127442
65,14521,Artillery Ave,Merlion Plaza,1.256432,103.820911
66,14529,Artillery Ave,Opp Merlion Plaza,1.253226,103.821217
67,14539,Beach View,Beach Station Bus Terminal,1.251427,103.818545
68,15041,Alexandra Rd,Aft PSA Bldg,1.27474059154052,103.80188920243768
69,15049,Alexandra Rd,Bef PSA Bldg,1.274590541032,103.80216344738955
70,15051,Alexandra Rd,Alexandra Pt,1.27718388886974,103.80248500000464
71,15059,Alexandra Rd,Opp Alexandra Pt,1.27686194443878,103.80270111113056
72,15071,Sth Buona Vista Rd,Opp Lor Sarhad,1.28142472197061,103.78701416697068
73,15079,Sth Buona Vista Rd,Aft Lor Sarhad,1.28077893732919,103.78682778221345
74,15091,Sth Buona Vista Rd,Opp Natl Leadership Inst,1.28290732015735,103.78781105381566
75,15099,Sth Buona Vista Rd,Natl Leadership Inst,1.28305620100972,103.78789349372825
76,15101,Sth Buona Vista Rd,Opp LP 31,1.28617611097876,103.78562083299963
77,15109,Sth Buona Vista Rd,LP 30,1.28591970870508,103.78581066082835
78,15111,Sth Buona Vista Rd,Sci Pk 2/The Galen,1.28676277798099,103.78484166701072
79,15119,Sth Buona Vista Rd,Opp Sci Pk 2/The Galen,1.28703802671813,103.78501111787651
80,15121,Sth Buona Vista Rd,Sci Pk 2/The Gemini,1.2889414210404,103.78373044277906
81,15129,Sth Buona Vista Rd,Opp Sci Pk 2/The Gemini,1.28916467783169,103.78401870729115
82,15131,Sth Buona Vista Rd,Kent Ridge Stn,1.29254343742409,103.78448903561744
83,15139,Sth Buona Vista Rd,Kent Ridge Stn Exit B,1.29241000003008,103.7845849999835
84,15141,Pasir Panjang Rd,Labrador Pk Stn,1.27275860463579,103.80095947823813
85,15149,Pasir Panjang Rd,Labrador Pk Stn/PSA Bldg,1.27341871854745,103.80055546758587
86,15151,Pasir Panjang Rd,Opp Mapletree Biz City,1.27389192906939,103.79822208982421
87,15159,Pasir Panjang Rd,Mapletree Business City,1.27426303773784,103.79839350407595
88,15161,Pasir Panjang Rd,Pasir Panjang Ctr,1.27443806198132,103.79666055940478
89,15169,Pasir Panjang Rd,Harbourside Ind Bldg 2,1.27481499269165,103.79673994290195
90,15181,Science Pk Dr,PSB S'pore,1.29108496444522,103.78541356072027
91,15189,Science Pk Dr,DNV Technology Ctr,1.29079779477822,103.78550255759306
92,15191,Pasir Panjang Rd,Pasir Panjang Stn/Fc,1.27581227029734,103.79263571257981
93,15199,Pasir Panjang Rd,Opp Currency Hse,1.27604240853686,103.79318399639808
94,15201,Pasir Panjang Rd,Aft Pasir Panjang Stn,1.27680819120105,103.78970861437152
95,15209,Pasir Panjang Rd,Bef Pasir Panjang Stn,1.27706561928684,103.79023432729963
96,15211,Pasir Panjang Rd,Opp Pasir View Pk,1.27792442096507,103.78642808592167
97,15219,Pasir Panjang Rd,Pasir View Pk,1.27818114088895,103.78701031206879
98,15221,Pasir Panjang Rd,Aft Sth Buona Vista Rd,1.27949923466491,103.78548955401584
99,15229,Pasir Panjang Rd,Bef Sth Buona Vista Rd,1.27937638961898,103.78572727156029
100,16009,Clementi Rd,Kent Ridge Ter,1.29425341056334,103.76988323197696
101,16011,Pasir Panjang Rd,Opp Haw Par Villa Stn,1.28277766355314,103.78186930413443
102,16019,Pasir Panjang Rd,Haw Par Villa Stn,1.28278078585184,103.78217614858187
103,16021,Pasir Panjang Rd,Opp Gloria Man,1.28625793147796,103.77981027693801
104,16029,Pasir Panjang Rd,Gloria Man,1.28608472200879,103.78022138902949
105,16031,Pasir Panjang Rd,Opp S'pore Science Pk II,1.28800629048399,103.77846479413628
106,16039,Pasir Panjang Rd,S'pore Science Pk II,1.28799020188116,103.77872029260048
107,16041,Pasir Panjang Rd,OPP LUXE VILLE,1.2893086506189,103.77660095143266
108,16049,Pasir Panjang Rd,WHITEHAVEN,1.28910696351866,103.77738952047318
109,16051,Pasir Panjang Rd,The Crystal Tabernacle Ch,1.29014861601908,103.77426036615236
110,16059,Pasir Panjang Rd,Jamiyah Halfway Hse,1.28967266173408,103.77594136139503
111,16061,Pasir Panjang Rd,Opp Heng Mui Keng Terr,1.29046257201356,103.77356171611027
112,16069,Pasir Panjang Rd,Heng Mui Keng Terr,1.29082972200391,103.7731166669843
113,16071,Pasir Panjang Rd,Opp Pasir Panjang PO,1.29129940835907,103.77117221155989
114,16079,Pasir Panjang Rd,Bef Pasir Panjang PO,1.29138264862382,103.77129836184207
115,16081,Pasir Panjang Rd,Aft Palm Green Condo,1.29195777797363,103.76866138900287
116,16089,Pasir Panjang Rd,Aft Clementi Rd,1.29201138346787,103.76908420716119
117,16091,AYE,Opp SIT Dover,1.29939666697351,103.7792311110139
118,16099,AYE,SIT Dover,1.30061249997689,103.77815138886747
119,16101,Science Pk Rd,Inst Of Micro-Electronics,1.28923831874246,103.77969239279669
120,16109,Science Pk Rd,The Alpha,1.28911169277414,103.77950843257454
121,16111,Science Pk Rd,Aries,1.28700981956328,103.7828311158184
122,16119,Science Pk Rd,Teletech Pk,1.28697650703193,103.78260551222012
123,16121,Science Pk Rd,Galen,1.28651130049582,103.78345136824991
124,16131,Clementi Rd,Opp Kent Ridge Ter,1.29487639088562,103.76935201010454
125,16139,Clementi Rd,Bef Kent Ridge Ter,1.29537944399618,103.76974861100446
126,16141,Clementi Rd,Tentera Diraja Mque,1.29786833526113,103.76959523650599
127,16149,Clementi Rd,NUS Fac Of Architecture,1.29781833402646,103.76994027003138
128,16151,Clementi Rd,The Japanese Pr Sch,1.30076138899694,103.76993555602371
129,16159,Clementi Rd,NUS Fac Of Engrg,1.30060333385651,103.77017032679849
130,16161,Kent Ridge Cres,Nus Museums,1.30107500001488,103.77369416698464
131,16169,Kent Ridge Cres,NUS Raffles Hall,1.30098333297992,103.77270416701658
132,16171,Kent Ridge Cres,Yusof Ishak Hse,1.29890150201437,103.77438231319462
133,16179,Kent Ridge Cres,Opp Yusof Ishak Hse,1.29898164227099,103.7741773272528
134,16181,Kent Ridge Cres,Ctrl Lib,1.29656572408064,103.77254247664239
135,16189,Kent Ridge Cres,Information Technology,1.29736100001827,103.77284799997702
136,16191,Kent Ridge Cres,Opp NUS Fac Of Architect,1.29614307417349,103.7703702141818
137,16199,Kent Ridge Cres,NUS Fac Of Design & Env,1.29639303583424,103.77072917887465
138,16201,Pasir Panjang Rd,Barossa Gdns,1.28130063164133,103.78410758834183
139,16209,Pasir Panjang Rd,HORIZON RESIDENCES,1.28159092769912,103.78400650244838
140,16211,West Coast Highway,Wharves Bldg,1.27941861098854,103.78357583299086
141,16219,West Coast Highway,Opp Wharves Bldg,1.28015833301245,103.78362361100768
142,16221,West Coast Highway,Opp Haw Par Villa Stn,1.28297585453544,103.78118424868649
143,16229,West Coast Highway,Haw Par Villa Stn,1.2830090731877,103.78159959377587
144,16231,West Coast Highway,Wholesale Ctr,1.28635947284714,103.77852933168337
145,16239,West Coast Highway,Opp Wholesale Ctr,1.28643527800393,103.77893444397212
146,16241,West Coast Highway,Bef West Coast Pk,1.28910305603308,103.77352611096799
147,16249,West Coast Highway,Bef Wholesale Ctr,1.28928277099215,103.77400682988979
148,16891,Clementi Ave 1,Opp Blk 420A,1.30982186660782,103.76816139829276
149,16991,Clementi Ave 1,Opp Nan Hua High Sch,1.30777929773028,103.76988582423061
150,17009,Clementi Ave 3,Clementi Int,1.31491572870629,103.76412225438476
151,17011,West Coast Rd,Opp Varsity Pk,1.29386900823232,103.76688187253777
152,17019,West Coast Rd,Varsity Pk,1.2937974792702,103.76705176995323
153,17021,West Coast Rd,Waseda S Snr High Sch,1.29673702633957,103.76691201794645
154,17029,West Coast Rd,Opp Waseda S Snr High Sch,1.29694570097768,103.76710295331488
155,17031,West Coast Rd,Kent Ridge Sec Sch,1.30172305827699,103.76567633935802
156,17039,West Coast Rd,Opp Kent Ridge Sec Sch,1.3015316464856,103.76606427132043
157,17041,West Coast Rd,Blk 726 Clementi West Mkt,1.3042101570614,103.76455953939507
158,17049,West Coast Rd,Blk 601,1.30470638200942,103.76459821893782
159,17051,Clementi Ave 6,Opp Regent Pk,1.31726409983754,103.76240145648879
160,17059,Clementi Ave 6,Regent Pk,1.31694333299923,103.76170111103328
161,17061,West Coast Rd,Blk 701,1.30775834752765,103.76180505768346
162,17069,West Coast Rd,Opp Blk 701,1.3077663717505,103.76214066046377
163,17071,West Coast Rd,Blk 513,1.30891781912545,103.76044433406533
164,17079,West Coast Rd,Blk 512,1.30968304242083,103.75999360222924
165,17081,West Coast Link,Aft West Coast Highway,1.299503055534,103.76457888891022
166,17091,Clementi Rd,Aft Clementi Ave 1,1.30904805161426,103.77157783850733
167,17099,Clementi Rd,YALE-NUS COLLEGE,1.3078304704809,103.77165274445558
168,17101,Clementi Rd,Blk 352,1.31487473157856,103.77179195235537
169,17109,Clementi Rd,Opp Blk 352,1.31552714122807,103.77218311911328
170,17111,Clementi Rd,Blk 343,1.31779809827118,103.77124639148465
171,17119,Clementi Rd,Opp Blk 343,1.31728446989719,103.77193266319905
172,17121,AYE,Blk 610,1.30476410258543,103.76944539352431
173,17129,AYE,Aft NUS High Sch,1.30514136653386,103.76985839745124
174,17131,AYE,Clementi Flyover,1.3080413890204,103.76591111102081
175,17139,AYE,Aft Clementi Swim Cplx,1.30903304650021,103.7658699915105
176,17141,AYE,Clementi Stadium,1.3109950000148,103.76349999999258
177,17149,AYE,Blk 426,1.31171515103681,103.76346179699715
178,17151,C'wealth Ave West,Blk 410,1.31169519353522,103.76960993525367
179,17159,C'wealth Ave West,Blk 365,1.311975556,103.7698144
180,17161,C'wealth Ave West,Blk 455,1.31240993603605,103.76685476875124
181,17169,C'wealth Ave West,Blk 329,1.31284527799656,103.76679666702314
182,17171,C'wealth Ave West,Clementi Stn,1.31497399268611,103.76502698264449
183,17179,C'wealth Ave West,Clementi Stn,1.31528191560846,103.76536000516927
184,17181,C'wealth Ave West,Opp Blk 317,1.31749570803723,103.7638854582427
185,17189,C'wealth Ave West,Blk 317,1.31790502165515,103.76406408827933
186,17191,Clementi Rd,NUS High Sch,1.305669444,103.7698914
187,17201,Clementi Ave 4,Blk 308,1.32055715133061,103.76734890374861
188,17211,Clementi Ave 4,Bet Blks 315/318,1.31828806129678,103.7658972301256
189,17219,Clementi Ave 4,Blk 376,1.31820000002277,103.76615861100824
190,17221,Clementi Ave 5,Blk 377,1.31735631283972,103.76790022594946
191,17229,Clementi Ave 5,Blk 335,1.31728402491862,103.76824211745355
192,17239,Clementi Ave 3,NTUC Fairprice,1.312440556,103.7658489
193,17241,Clementi Ave 2,Blk 334,1.31519114798349,103.76905503649127
194,17249,Clementi Ave 2,Blk 355,1.315171111,103.7693364
195,17251,Clementi Ave 2,Blk 460,1.31148,103.76744
196,17259,Clementi Ave 2,Opp Blk 460,1.31092798217655,103.76746074010758
197,17269,Clementi West St 2,Blk 730,1.30513563161538,103.76274177899958
198,17279,Clementi West St 2,Blk 723,1.30292494255611,103.76319287727786
199,17289,Clementi West St 2,West Coast CC,1.30232494247638,103.7647147428673
200,17291,West Coast Highway,West Coast Pk,1.29035140506061,103.7696982607242
201,17299,West Coast Highway,Opp West Coast Pk,1.29060555603074,103.77005055601747
202,17301,West Coast Highway,Opp West Coast View,1.29495361097608,103.76516694401265
203,17309,West Coast Highway,West Coast View,1.29537083302023,103.7652455560114
204,17311,West Coast Highway,Emerson Process,1.30101698629873,103.76229444678326
205,17319,West Coast Highway,Blk 716,1.30183915639239,103.76229972130764
206,17321,West Coast Highway,Tien Wah Press Bldg,1.30483416696998,103.76035361097789
207,17329,West Coast Highway,Blk 705,1.30505055600585,103.76058388902574
208,17331,West Coast Highway,Opp Blk 518,1.30758833300768,103.75833111102287
209,17339,West Coast Highway,Blk 518,1.30785722199073,103.75850472198644
210,17351,West Coast Highway,Aft Clementi Rd,1.29358000003179,103.76576444402885
211,17359,West Coast Highway,Bef Clementi Rd,1.29333722200355,103.76621750002619
212,17361,West Coast Highway,Opp West Coast Link,1.29859750001329,103.76346250000067
213,17369,West Coast Highway,Aft West Coast Link,1.29840583296856,103.76386861099263
214,17371,Clementi Ave 6,Blk 201,1.32058194734278,103.76356592222618
215,17379,Clementi Ave 6,Blk 304,1.32049089180327,103.76389432891798
216,17381,West Coast Rd,West Bay Resort Condo,1.29907638900012,103.76686444402534
217,17389,West Coast Rd,Opp West Bay Resort Condo,1.29908138901268,103.76700194402241
218,17399,Sunset Way,Opp Freesia Woods Condo,1.32394751696915,103.76724759997172
219,17409,Sunset Way,Hse No. 90,1.32513458297883,103.76582910002257
220,17419,Sunset Way,Sunset Way P/G,1.32618917574472,103.76590915525553
221,17429,Sunset Way,Aft Sunset Vale,1.32990598614923,103.76714299050866
222,17439,Sunset Way,LP 36,1.32990598614923,103.76714299050866
223,18011,Alexandra Rd,Aft Hortpark,1.28087089714667,103.8021033300325
224,18019,Alexandra Rd,Bef Telok Blangah Hill Pk,1.28091055556275,103.80252305556165
225,18021,Ayer Rajah Cres,Opp GEMPLUS,1.29645297711413,103.7889243029247
226,18029,Ayer Rajah Cres,Tempco Mfg,1.29609811481527,103.78918045190079
227,18041,AYE,Normanton Pk,1.28836025261771,103.7931740283919
228,18049,AYE,Opp Normanton Pk,1.29018147748939,103.79208093037771
229,18051,Ayer Rajah Ave,One-North Stn,1.29863776004531,103.7873441662514
230,18059,Ayer Rajah Ave,Opp One-North Stn,1.29849138898115,103.78720666698497
231,18061,Ayer Rajah Cres,Blk 71,1.29671588928647,103.78738045694247
232,18069,Ayer Rajah Cres,Opp Blk 71,1.29649064143644,103.7875521182857
233,18071,Buona Vista Flyover,NUH,1.29540809825612,103.7844750019296
234,18079,Buona Vista Flyover,Opp NUH,1.2964817739742,103.78455389999202
235,18081,Ayer Rajah Cres,Blk 55,1.29478519265463,103.78733754155819
236,18089,Ayer Rajah Cres,S'pore Post,1.29480675923682,103.78757357729762
237,18099,Ayer Rajah Cres,Ayer Rajah Bus Pk,1.29393169432811,103.78953616896972
238,18101,Buona Vista Flyover,PSB Science Pk Bldg,1.29282473128738,103.78636181453894
239,18109,Buona Vista Flyover,Opp PSB Science Pk Bldg,1.29403436577434,103.78672599789039
240,18111,Dover Rd,Fairfield Meth Pr Sch,1.30059305599352,103.78448416698873
241,18119,Dover Rd,Opp Fairfield Meth Pr Sch,1.30004638896912,103.78466749999943
242,18121,Buona Vista Flyover,Opp Ayer Rajah Ind Est,1.29751168042934,103.7854209482613
243,18129,Buona Vista Flyover,Ayer Rajah Ind Est,1.29776225378985,103.78570767644749
244,18131,AYE,Science Pk,1.28950073498414,103.7918327963467
245,18141,Nth Buona Vista Rd,Aft Anglo-Chinese JC,1.30418279677397,103.78788091438994
246,18149,Nth Buona Vista Rd,Opp Anglo-Chinese JC,1.30253001117245,103.78724143833315
247,18151,Portsdown Rd,Opp One-North Stn/Galaxis,1.30051083054497,103.78864286195989
248,18159,Portsdown Rd,One-North Stn/Galaxis,1.3003468994065,103.78858368998314
249,18171,Portsdown Rd,Bef Weyhill Cl,1.29905478616662,103.79412910351343
250,18179,Portsdown Rd,Opp Weyhill Cl,1.29988107543841,103.79304547568137
251,18181,Portsdown Rd,Opp Tanglin Trust Sch,1.29714585347396,103.79369361976173
252,18189,Portsdown Rd,Tanglin Trust Sch,1.29839662957663,103.79390316193482
253,18191,Portsdown Rd,Bef Whitchurch Rd,1.29445611099682,103.79594388899301
254,18199,Portsdown Rd,Aft Whitchurch Rd,1.29544342826531,103.79407617440387
255,18201,Media Circle,Mediacorp Campus,1.29498098725808,103.7932287526945
256,18211,Portsdown Rd,Infinite Studios,1.29161816867907,103.79522263706237
257,18221,Lower Kent Ridge Rd,NUH,1.29630067771211,103.78346553393848
258,18239,Lower Kent Ridge Rd,Opp NUH,1.29678943404486,103.78318782626637
259,18241,Science Pk Dr,PSB Science Pk Annex,1.29092304543197,103.78707861052065
260,18249,Science Pk Dr,Aft The Pasteur,1.29072399998624,103.78712700002762
261,18251,Science Pk Dr,Opp Reuters,1.29068138903164,103.78845361097359
262,18261,Science Pk Dr,Opp DSO Natl Laboratories,1.29015996757499,103.78933806183707
263,18269,Science Pk Dr,Bef Reuters,1.29010333301913,103.78918694399599
264,18271,Science Pk Dr,Blk 85,1.28840699998743,103.78992778459765
265,18279,Science Pk Dr,Opp Blk 85,1.28840636755823,103.78976622482348
266,18281,Science Pk Dr,The Rutherford,1.28752556916883,103.7912122154174
267,18289,Science Pk Dr,Opp The Rutherford,1.28738105702672,103.7912059790003
268,18301,Lower Kent Ridge Rd,Lim Seng Tjoe Bldg (LT 27),1.29738521493261,103.7809269856724
269,18309,Lower Kent Ridge Rd,Blk S17,1.29752011664987,103.78134198615086
270,18311,Lower Kent Ridge Rd,Blk S12,1.29743814797617,103.77792133383952
271,18319,Lower Kent Ridge Rd,Opp University Hall,1.29752638901257,103.77813111102236
272,18321,Lower Kent Ridge Rd,Opp University Health Ctr,1.29879333297449,103.77561916702605
273,18329,Lower Kent Ridge Rd,University Health Ctr,1.2989244439988,103.77611416701255
274,18331,Lower Kent Ridge Rd,Kent Ridge Stn Exit A/NUH,1.2937072200211,103.78489139998855
275,18339,Lower Kent Ridge Rd,Opp Kent Ridge Stn Exit A,1.29379302903228,103.78507910002646
276,19011,C'wealth Ave West,Blk 19A CP,1.30781638901709,103.78423666696615
277,19019,C'wealth Ave West,Opp Blk 19A CP,1.30807305598128,103.78475916699466
278,19021,C'wealth Ave West,SP SMA,1.30965490194051,103.7812018067838
279,19029,C'wealth Ave West,Opp SP SMA,1.3095609201372,103.78201879388226
280,19031,C'wealth Ave West,Dover Stn,1.31123416666912,103.77838361113201
281,19039,C'wealth Ave West,Dover Stn,1.31167951129602,103.77868390552867
282,19041,C'wealth Ave West,Opp Sch Of Science & Tech,1.31235972197855,103.77552750001337
283,19049,C'wealth Ave West,Sch Of Science & Tech,1.31266302174215,103.77479215922537
284,19051,Dover Rd,New Town Sec Sch,1.30896444398008,103.77392333299538
285,19059,Dover Rd,University Town,1.30894500001531,103.7727225000061
286,19061,Dover Rd,Ayer Rajah Telecoms,1.30752442673366,103.77782122462926
287,19069,Dover Rd,Opp Ayer Rajah Telecoms,1.30778758326419,103.77671170466877
288,19071,Dover Rd,Opp Acs Independent,1.30515500002931,103.78108305597279
289,19079,Dover Rd,Bef Dover Ct Prep Sch,1.30610305600543,103.78012972199127
290,19081,Dover Rd,Opp ACS Boarding Sch,1.30256972202724,103.78282472199413
291,19089,Dover Rd,Acs Independent,1.30370305599194,103.78184388900041
292,19091,Dover Ave,S'pore Poly,1.30739277801307,103.78208222199827
293,19099,Dover Ave,Opp S'pore Poly,1.30697118032996,103.78191236221397
294,20011,AYE,Blk 506,1.31308624553797,103.76128731220228
295,20019,AYE,Blk 431,1.31357611099308,103.7615108330155
296,20021,AYE,NEWEST,1.31675923723731,103.75788959223745
297,20029,AYE,OPP NEWEST,1.31772833949651,103.75767989744158
298,20031,AYE,The Infiniti,1.32055987103977,103.75464677812963
299,20039,AYE,Opp The Infiniti,1.32102499760642,103.75471510655738
300,20051,AYE,Cycle & Carriage,1.32258708167298,103.74754428861822
301,20059,AYE,Opp Cycle & Carriage,1.32332108750232,103.74769351004639
302,20061,Jln Ahmad Ibrahim,Aft Jurong Town Hall Rd,1.32380614051658,103.74298566424717
303,20069,Jln Ahmad Ibrahim,Bef Jurong Town Hall Rd,1.32405636523113,103.74418793943124
304,20081,Jln Ahmad Ibrahim,Carrier S'pore,1.32660472912447,103.73879228035435
305,20089,Jln Ahmad Ibrahim,Opp Carrier S'pore,1.32702967705527,103.7392229529496
306,20101,C'wealth Ave West,Nan Hua Pr Sch,1.31993714188512,103.76221926730373
307,20109,C'wealth Ave West,Blk 203,1.32085220079341,103.76206999856427
308,20121,West Coast Rd,Opp Blk 51,1.32023972200054,103.73707999997312
309,20129,West Coast Rd,Bet Blks 50/51,1.32034555007728,103.73754105423453
310,20131,West Coast Rd,S'pore Food Industries Bldg,1.3155936163792,103.7518511517015
311,20139,West Coast Rd,Opp Angliss Bldg,1.31584166892255,103.75204376675156
312,20141,West Coast Rd,Opp Blk 408,1.31771999750607,103.7487710528033
313,20149,West Coast Rd,Blk 408,1.31795969674094,103.74897266925451
314,20151,West Coast Rd,Opp Blk 411,1.31829668687275,103.74631047251557
315,20159,West Coast Rd,Blk 411,1.31851137522994,103.74640166581365
316,20161,West Coast Rd,Opp Blks 34/35,1.31915476642967,103.74213695526599
317,20169,West Coast Rd,Blk 35,1.31928347830225,103.74251246450982
318,20171,West Coast Rd,Opp Blk 47,1.31967681449311,103.73984434693502
319,20179,West Coast Rd,Aft Teban Gdns Rd,1.32000211967899,103.73910069465363
320,20181,Pandan Gdns,Ayer Rajah CC,1.32048478912567,103.74745845796298
321,20189,Pandan Gdns,Opp Ayer Rajah CC,1.32030501410074,103.74727299945995
322,20191,Pandan Gdns,Blk 407,1.31924166701026,103.74845638901051
323,20199,Pandan Gdns,Blk 410,1.31908111097886,103.74819972197395
324,20201,Teban Gdns Rd,Teban Gdn PO,1.32127611097845,103.74340527799251
325,20209,Teban Gdns Rd,Bef Jurong Town Hall Rd,1.32043333301332,103.7440744439939
326,20211,Teban Gdns Rd,Blk 41,1.32177193921987,103.74184000241928
327,20219,Teban Gdns Rd,Opp Blk 41,1.32205689998871,103.74143326706027
328,20231,Teban Gdns Rd,Bef Hasanah Mque,1.32234407286907,103.7394439595661
329,20239,Teban Gdns Rd,Aft Hasanah Mque,1.32246879634748,103.73947011845992
330,20241,Penjuru Rd,Opp Blk 51,1.32116277513743,103.73638362986378
331,20249,Penjuru Rd,Blk 54,1.32162000001571,103.73670359829424
332,20251,Jurong Town Hall Rd,Bef Teban Gdns Rd,1.31975500989852,103.74447102076279
333,20259,Jurong Town Hall Rd,C'wealth Sec Sch,1.31962187605788,103.74477002532701
334,20261,Jurong Town Hall Rd,Aft Pandan Gdns,1.3215997308483,103.74546423225033
335,20269,Jurong Town Hall Rd,Bef Pandan Gdns,1.32151780618055,103.74580944947768
336,20271,Jurong Town Hall Rd,Opp German Ctr,1.32527553308365,103.74550887325397
337,20281,West Coast Highway,Opp The Japanese Sec Sch,1.31234219524906,103.75484214400765
338,20289,West Coast Highway,The Japanese Sec Sch,1.31248801817062,103.75503415636196
339,20291,West Coast Rd,Tanglin Sec Sch,1.31095062259154,103.75771430804498
340,20299,West Coast Rd,Opp Tanglin Sec Sch,1.3109280417106,103.75857544044081
341,20309,Pandan Loop,Blk L Pandan Light Ind Pk,1.31062303116794,103.75403766163392
