TOTAL_TRIPS,BusStopCode,type,Description,Latitude,Longitude
51,10011,origin,BEF NEIL RD,1.2777380589964,103.83749709165197
160,10021,origin,Blk 3,1.27744837946643,103.83838894560753
332,10041,origin,BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671
398,10051,origin,Blk 149,1.2774116353284,103.83214410914843
319,10061,origin,Blk 140,1.27860472196885,103.82948638898173
620,10071,origin,Blk 111,1.28045309423663,103.82638920754815
520,10081,origin,Opp Blk 120,1.2822783541702,103.82241744338572
1248,10091,origin,Bt Merah Town Ctr,1.28394108576437,103.81783962251122
370,10101,origin,OPP BT MERAH SEC SCH,1.28506195168861,103.8137833011436
868,10111,origin,Opp Blk 28,1.28592835098556,103.80935410958449
839,10131,origin,Opp Blk 2,1.28619141382394,103.80686549059318
24,10221,origin,Ganges Ctr,1.29032906602668,103.83111793441608
68,10231,origin,Blk 51 CP,1.29041850946952,103.82788100149519
19,10241,origin,Gan Eng Seng Sec Sch,1.2906166672167,103.82362326803131
15,10261,origin,Delta Sports Hall,1.29090335842692,103.82047232884216
14,10271,origin,Opp Tanglin View,1.29115999997607,103.81757666701353
27,10281,origin,SIS Bldg,1.29153833298318,103.81445166697797
50,10291,origin,Bef Dawson Rd,1.29215855273858,103.81065866068086
10,10399,origin,Melati Blk 2,1.27588166292683,103.83019454205221
199,10501,origin,Blk 104,1.28105845355429,103.82528065411316
32,11029,origin,Blk 166,1.29013472201419,103.80202111098815
5,11039,origin,Blk 19,1.29245762862665,103.79998683928974
11,11049,origin,Opp Blessed Sacrament Ch,1.2954609366563,103.79952549937242
41,11059,origin,Queenstown Polyclinic,1.29882892782979,103.80097389222824
13,11069,origin,Queensway Sec Sch,1.30236853162324,103.80161762237655
24,11079,origin,Opp Blk 95,1.305441389003,103.80185250000659
9,11089,origin,Opp Holland Hill Lodge,1.30946135492693,103.80334087354639
6,11131,origin,Queens Condo,1.2928849988829,103.80706694417339
60,11141,origin,Queenstown Stn Exit A/D,1.29463705145492,103.80582510668431
24,11151,origin,Blk 42,1.29863585845076,103.80247592925552
251,11161,origin,C'Wealth Stn Exit A/D,1.30213305598263,103.79839083302141
37,11171,origin,Opp Blk 7B,1.30535666699303,103.79479722196947
97,11181,origin,Opp Blk 43,1.30722333300814,103.79227638896938
220,11191,origin,Buona Vista Stn,1.30801640815091,103.7883731546267
24,11201,origin,CSC Dempsey Clubhse,1.30692642897557,103.81186453577433
