TOTAL_TRIPS,BusStopCode,type,Description,Latitude,Longitude
26,17131,origin,Clementi Flyover,1.3080413890204,103.76591111102081
170,17141,origin,Clementi Stadium,1.3109950000148,103.76349999999258
335,17151,origin,Blk 410,1.31169519353522,103.76960993525367
67,17161,origin,Blk 455,1.31240993603605,103.76685476875124
781,17171,origin,Clementi Stn,1.31497399268611,103.76502698264449
29,17181,origin,Opp Blk 317,1.31749570803723,103.7638854582427
36,17381,origin,West Bay Resort Condo,1.29907638900012,103.76686444402534
113,18129,origin,Ayer Rajah Ind Est,1.29776225378985,103.78570767644749
14,18149,origin,Opp Anglo-Chinese JC,1.30253001117245,103.78724143833315
79,20011,origin,Blk 506,1.31308624553797,103.76128731220228
307,20021,origin,NEWEST,1.31675923723731,103.75788959223745
261,20031,origin,The Infiniti,1.32055987103977,103.75464677812963
257,20051,origin,Cycle & Carriage,1.32258708167298,103.74754428861822
180,20061,origin,Aft Jurong Town Hall Rd,1.32380614051658,103.74298566424717
536,20081,origin,Carrier S'pore,1.32660472912447,103.73879228035435
942,20121,origin,Opp Blk 51,1.32023972200054,103.73707999997312
635,20131,origin,S'pore Food Industries Bldg,1.3155936163792,103.7518511517015
308,20141,origin,Opp Blk 408,1.31771999750607,103.7487710528033
434,20151,origin,Opp Blk 411,1.31829668687275,103.74631047251557
1159,20201,origin,Teban Gdn PO,1.32127611097845,103.74340527799251
713,20211,origin,Blk 41,1.32177193921987,103.74184000241928
3135,20231,origin,Bef Hasanah Mque,1.32234407286907,103.7394439595661
419,20241,origin,Opp Blk 51,1.32116277513743,103.73638362986378
61,20269,origin,Bef Pandan Gdns,1.32151780618055,103.74580944947768
119,20271,origin,Opp German Ctr,1.32527553308365,103.74550887325397
794,20281,origin,Opp The Japanese Sec Sch,1.31234219524906,103.75484214400765
523,20291,origin,Tanglin Sec Sch,1.31095062259154,103.75771430804498
2504,21011,origin,Aft Jurong Lake,1.32534328766029,103.72866849877529
143,21021,origin,Bef Jurong Port Rd,1.32419322170223,103.72379008890384
49,21029,origin,AFT CORP PL,1.32429728567538,103.72180766916203
1011,21041,origin,Aft Jln Terusan,1.3209197220107,103.72012027797446
825,21059,origin,Aft Penjuru Rd,1.311953889,103.7301381
2923,21079,origin,Opp Jurong Abattoir,1.31342751032359,103.72279763377816
3327,21141,origin,Aft Jln Buroh,1.31517431113868,103.71957368500223
1649,21151,origin,CWT Distripark,1.3169920318205,103.71988944330612
2674,21161,origin,Opp Jurong JC,1.35043949411648,103.7127413228723
1687,21171,origin,OPP CORP PL,1.3258163890121,103.71906611098208
14,21179,origin,CORP PL,1.32586166697514,103.71929527796603
786,21181,origin,Opp Blk 161,1.3302374752438,103.72100725398151
1245,21191,origin,Jurong Stadium,1.33290982216515,103.72044541450344
616,21201,origin,Sime Rengo Packaging Ltd,1.33683396424463,103.71778639139953
2254,21211,origin,Opp Lakepoint Condo,1.34004972199531,103.71606833298439
250,21231,origin,Blk 203,1.34359535075913,103.71599040338819
13,21239,origin,Opp Blk 203,1.34450482589547,103.71633035405124
11452,21249,origin,Blk 213,1.34958421982025,103.71249318123603
5443,21259,origin,Opp Sime Darby,1.33604134949327,103.71043700168366
3849,21261,origin,AFT CHIN BEE AVE,1.33393514008105,103.71025085451481
1,21269,origin,Bef Chin Bee Ave,1.33418183646412,103.71049761773749
1769,21271,origin,Opp Assyakirin Mque,1.33465896770641,103.71947315443572
4363,21291,origin,Aft Jln Buroh,1.31585422996408,103.70943351671639
3,21299,origin,Bef Jln Buroh,1.31587034933081,103.70994575591939
3711,21301,origin,Opp Jln Pesawat,1.31849721492889,103.70997054139839
8,21309,origin,Aft Jln Pesawat,1.3191903081711,103.71054697877872
1973,21311,origin,Bef Tractor Rd,1.32320514106483,103.70956380845345
4,21319,origin,Opp Tractor Rd,1.32377340235344,103.70980422080449
2362,21321,origin,UTOC ENGRG,1.32624055798556,103.70885429370763
2758,21331,origin,Opp Premier Milk Pte Ltd,1.33029049207675,103.70796785261548
2,21339,origin,Premier Milk Pte Ltd,1.33042465634522,103.70832322685169
664,21341,origin,Opp Beecham Pte Ltd,1.33517345758852,103.70895825573741
1,21349,origin,Beecham Pte Ltd,1.33506459808859,103.70924473268514
248,21351,origin,BEF BOON LAY WAY,1.33882138642125,103.70956429008974
1,21359,origin,AFT ST KINETICS,1.33867010260834,103.7099597309989
2174,21369,origin,Opp Blk 695,1.34309123717886,103.70800310705765
112,21371,origin,Blk 680C,1.34522722613512,103.70617873626036
22057,21379,origin,Blk 263,1.34534855216089,103.70648912988919
9026,21389,origin,OPP ST. JOSEPH'S HME,1.34951439917835,103.70896455207209
5047,21391,origin,River Valley High Sch,1.34485064221938,103.70847936082643
45,21409,origin,Blk 191,1.34338969264048,103.71207059648545
1,21411,origin,Opp Blk 188,1.34393270141852,103.71033048575686
7732,21419,origin,Blk 188,1.34388060681347,103.71057645840757
16,21421,origin,Blk 176,1.34720307776277,103.71032595632526
26478,21429,origin,Blk 185,1.34740203306581,103.71059149459593
10,21431,origin,Blk 210,1.34765638897246,103.71241055602675
4429,21439,origin,Boon Lay CC,1.34842277796612,103.71165888901649
33,21441,origin,Blk 207,1.34638242521451,103.71326229185901
20936,21449,origin,Boon Lay Shop Ctr,1.34639805597018,103.71306138901696
2744,21451,origin,Blk 206,1.34524833302487,103.71473000001441
34,21459,origin,Blk 209,1.3455804550235,103.71491332975407
1102,21461,origin,BEF TUKANG INNOVATION DR,1.32731972199567,103.71799361099863
1,21469,origin,Bef Chia Ping Rd,1.32747500002724,103.71808527797025
458,21471,origin,AFT TUKANG INNOVATION DR,1.32673138898791,103.71542666702132
1317,21481,origin,GRUNDFOS,1.32600145997044,103.71208836146995
3241,21491,origin,Bef Boon Lay Way,1.3268635454851,103.71082676692178
6308,21501,origin,Bef Meiji Seika,1.3304277146486,103.71000208357827
1,21509,origin,Opp Meiji Seika,1.33115639068272,103.70998723220183
4786,21519,origin,Amoy Canning,1.33295908040191,103.71129155158583
4857,21529,origin,Opp Grandluxe,1.3340830392462,103.71509707566638
3309,21539,origin,Opp Kaily Packaging,1.33136152392518,103.71633089417061
1399,21549,origin,Automotive Technology,1.33088280586201,103.71899585412747
2160,21551,origin,Blk 151,1.3266610431866,103.7209862100987
842,21559,origin,CISCO Recall,1.326626598883,103.72063909698713
2805,21561,origin,Blk 158,1.32889315236799,103.72274321247575
837,21569,origin,Opp Blk 158,1.32857203912272,103.72289813113439
2080,21571,origin,Opp Jurong Sec Sch,1.33056719470166,103.72307005592994
132,21579,origin,Jurong Sec Sch,1.33013472279057,103.72318086110512
4457,21581,origin,Blk 65,1.33243350969467,103.72328639029729
202,21589,origin,Opp Blk 65,1.33246568746472,103.72345805167676
9878,21591,origin,Opp Blk 117,1.33476103645994,103.72242808341083
442,21599,origin,Blk 117,1.33468356164521,103.72268493639599
6612,21601,origin,Blk 357,1.33727029608815,103.72109770581518
20,21609,origin,Opp Blk 364,1.33775166774993,103.72102625466782
3731,21611,origin,Blk 367,1.3383643422738,103.71931958855112
216,21621,origin,Blk 354,1.3392149977089,103.72205929003123
3,21629,origin,Blk 334,1.33954476976732,103.7227567243868
1451,21631,origin,Blk 115/Opp Japanese Gdn,1.33363626085559,103.72493610114242
2965,21641,origin,Opp Lakeside Apt,1.3363012622323,103.7250086693193
1994,21651,origin,Opp Chinese Gdn,1.33873014874255,103.72402172321266
11,21659,origin,Chinese Gdn,1.33896010542304,103.72410808486939
1188,21661,origin,Yuan Ching Sec Sch,1.34176560473259,103.72141430185464
7,21669,origin,Opp Blk 134D,1.34134214489014,103.7220951930324
4,21671,origin,Blk 331,1.33806500003375,103.72376166703002
268,21679,origin,Blk 329,1.3377621978639,103.72358362464975
6390,21681,origin,Opp Blk 200,1.34228732259066,103.71466298692037
1,21689,origin,Blk 200,1.34241984576482,103.71442338427325
1907,21691,origin,OPP SUMMERDALE,1.34107859811695,103.71138811111824
1490,21751,origin,Jurong Sec Sch,1.33089333300685,103.72480472198433
1334,21761,origin,Blk 138B,1.32831333299986,103.72476805601295
1787,21771,origin,AFT CORP DR,1.3265799244816,103.72373023682435
481,21779,origin,Aft Yuan Ching Rd,1.32643572160288,103.72425774502393
3567,22011,origin,Jurong Bird Pk,1.32129797964322,103.7077550377112
7436,22019,origin,Opp Jurong Bird Pk,1.32202402246272,103.7071133033833
5426,22021,origin,Givaudan,1.32168245080395,103.70369314086494
612,22029,origin,Opp Givaudan,1.32244971744256,103.70268212142697
665,22031,origin,Bef Pioneer Circus,1.32216806047952,103.69855176773174
57,22039,origin,Markono Holdings,1.32284076507861,103.69861624674222
1207,22041,origin,Aft Tg Kling Rd,1.31463499997457,103.69873083298778
8,22049,origin,Bef Tg Kling Rd,1.3144663889863,103.69788888900642
4361,22051,origin,Opp Buroh St,1.31386916701697,103.7020447220124
32,22059,origin,Aft Buroh St,1.3136061110111,103.70126249997799
4000,22061,origin,Ceva Logistics,1.31427617763344,103.70464097156747
75,22069,origin,Opp Ceva Logistics,1.31365447950552,103.70379462205501
2683,22071,origin,Bef Jurong Pier Rd,1.31433636827053,103.70695129035255
37,22079,origin,Aft Jurong Pier Rd,1.31394399203055,103.70804979014268
2709,22081,origin,Opp Natsteel,1.30599555710248,103.70037593299399
50,22089,origin,Natsteel,1.30589277802592,103.70087805599307
1199,22091,origin,Aft Jln Samulun,1.30880721630907,103.6965558745042
31,22099,origin,Bef Jln Samulun,1.30879764761052,103.69688960154522
6034,22141,origin,Aft Jln Buroh,1.3173330063793,103.6959517251446
16,22149,origin,Bef Jln Buroh,1.3173196040118,103.69631182452453
4188,22151,origin,Hitachi,1.32095233702714,103.69627164313702
14,22159,origin,Opp Hitachi,1.32095243330175,103.69663318172152
1815,22161,origin,Aft Lok Yang Way,1.32551656861142,103.69643109025226
8,22169,origin,Aft Intl Rd,1.32624542877841,103.6966157738775
1410,22171,origin,Opp Secura S'pore,1.32954166703099,103.69637694399475
5,22179,origin,Secura S'Pore,1.33000472340216,103.6966590690515
4305,22181,origin,S'pore Post,1.33301611112037,103.69637694442996
25,22189,origin,Pioneer Junction,1.33369710730493,103.69666289847902
13,22219,origin,Aft Neythal Rd,1.32764556072381,103.70260743188996
2302,22221,origin,Aft Pioneer Rd Nth,1.32790916071437,103.69785686002558
7,22229,origin,Bef Pioneer Rd Nth,1.32764334311,103.69887468380779
166,22231,origin,Blk 639,1.34079486676221,103.69717899290252
19288,22239,origin,Blk 624,1.34081972201603,103.69742194398371
32,22241,origin,Opp Blk 622,1.34012270744787,103.69938392223636
16586,22249,origin,Blk 622,1.34016007378301,103.69865436006683
20,22251,origin,Blk 665A,1.34073333303053,103.70265666700926
20317,22259,origin,Blk 668D,1.34089136412278,103.7025463831608
2627,22271,origin,Bef Kwong Min Rd,1.32924582821916,103.7001114570651
2,22281,origin,Aft Soon Lee Rd,1.32849264291843,103.70375258407391
4562,22289,origin,Bef Fan Yoong Rd,1.32926333300758,103.70284000001512
9,22299,origin,Bef Soon Lee Rd,1.33068833434452,103.70177410483808
9,22309,origin,Aft Fan Yoong Rd,1.33326999997395,103.7033808329889
4768,22319,origin,Bef Enterprise Rd,1.33198138900019,103.70545250001828
1788,22329,origin,Opp Sam Mccoy Engrg,1.33024346855102,103.70501590196446
3561,22331,origin,Jurong Shipyard,1.30485847664917,103.70317916961058
269,22341,origin,Blk 673C,1.34491616105023,103.70103326346653
22511,22349,origin,Blk 734 CP,1.34520537289138,103.7007962851633
13624,22359,origin,Blk 717,1.3425266670299,103.69727527800597
132,22361,origin,Blk 641,1.34077805602959,103.69587277801652
4608,22369,origin,Blk 704,1.34033186393306,103.69511038795854
8668,22391,origin,Bef Jln Buroh,1.31342749923518,103.6957230721563
13,22399,origin,Aft Jln Buroh,1.31345707127095,103.69601603244551
5428,22401,origin,Aft Shipyard Rd,1.31007875279152,103.69714966993958
27,22409,origin,Bef Shipyard Rd,1.31014256556667,103.69741989860339
116,22411,origin,Blk 676B,1.34626796042608,103.70380100924208
1550,22419,origin,Jurong West Sub-Stn,1.34622597800485,103.70286134292765
455,22421,origin,Natl Oxygen Pte Ltd,1.30775500000365,103.69872388898081
10,22429,origin,Opp Natl Oxygen Pte Ltd,1.30725749703402,103.69908070609895
5470,22431,origin,Opp Four Leaves,1.33308242562379,103.70742208599415
2,22439,origin,Aft Four Leaves,1.33311257526168,103.70680944659455
38,22441,origin,Blk 669 CP,1.3426698715623,103.7036274900942
10801,22449,origin,Blk 685B,1.34276211470086,103.70380658858679
177,22451,origin,Opp Blk 643,1.33817022625307,103.69561280580359
1155,22459,origin,Blk 643,1.33856290426228,103.69572041924057
2860,22461,origin,Opp Blk 653B,1.33596194443399,103.6962049999685
243,22471,origin,Bef Jurong West St 93,1.33509047686273,103.6931453983202
1197,22481,origin,Blk 691A CP,1.3424622384747,103.70554089546958
13,22489,origin,Blk 683A,1.34258460261,103.70536833792208
304,22491,origin,Blk 662D,1.33721274298352,103.70478201670083
1,22499,origin,Opp Blk 662C,1.33752755300605,103.70488157561539
20,22501,origin,Blk 662A,1.33769199118033,103.70297133237953
741,22509,origin,Blk 664C,1.33799405073941,103.70323491142737
49,22511,origin,Blk 658C,1.33746181720219,103.70029665103546
14258,22519,origin,Blk 608,1.33773359608761,103.6999522210238
126,22521,origin,Pioneer Stn Exit A,1.33741647896432,103.69776790191162
12911,22529,origin,Pioneer Stn Exit B,1.33777262767008,103.69728617102128
1105,22531,origin,Opp Jurong West Pr Sch,1.33922673310366,103.6981437537688
3160,22541,origin,Blk 655,1.33496804809618,103.69761016575693
11,22549,origin,Opp Blk 655 CP,1.33463563122766,103.69795361380136
733,22551,origin,Blk 657,1.33498204269222,103.70065616150622
1,22559,origin,Opp Blk 657 CP,1.33465462202129,103.70101403397047
8,22561,origin,Blk 660,1.33497038465954,103.704144267721
5,22569,origin,Opp Blk 660 CP,1.33464939590143,103.70458203446965
60,22591,origin,Blk 670A,1.34425833334291,103.70329583335823
46535,22599,origin,Blk 678D,1.34484038298879,103.70308100001235
1954,23049,origin,Jurong Camp,1.33410764081742,103.69061140570352
637,23059,origin,Aft Kian Teck Rd,1.33071284667323,103.68813759846915
1110,23069,origin,Bef Kian Teck Rd,1.32989950511553,103.68582019131013
353,23079,origin,SAFTI Military Inst,1.33017908917854,103.68181544225693
497,23099,origin,Bef First Lok Yang Rd,1.32467117178875,103.69286142759196
962,23109,origin,Aft Third Lok Yang Rd,1.32468138902865,103.69068388898825
243,23119,origin,Aft Fourth Lok Yang Rd,1.32467561470377,103.68847743952205
225,23129,origin,Leroy-Somer,1.32468096678984,103.68558762196439
813,23139,origin,Bef Lok Yang Way,1.32517166702255,103.68414777801725
241,23149,origin,Varco,1.32683034567488,103.68416474851742
384,23151,origin,Containers Printers,1.32788229015066,103.68483459543562
1,23159,origin,Aft Fifth Lok Yang Rd,1.32766374044406,103.68563350571777
443,23161,origin,Aft Kian Teck Rd,1.3278839556405,103.68869472049072
2,23169,origin,Bef Kian Teck Rd,1.32768833297607,103.68867638901021
779,23171,origin,SKK (S) Pte Ltd,1.32789603640425,103.69118969248986
2,23179,origin,Aft Second Lok Yang Rd,1.32767284372911,103.69102029335356
3631,23181,origin,Aft Kian Teck Rd,1.32790305599387,103.69448861100467
9,23189,origin,Bef First Lok Yang Rd,1.32764459746447,103.69397532297509
139,23259,origin,Bef Shipyard Rd,1.31139556205987,103.6836649596919
742,23269,origin,Exxon Mobil,1.312406285462,103.6857799047387
58,23279,origin,Bef Benoi Sector,1.3149287594586,103.69162853660083
238,23371,origin,Bef Joo Koon Int,1.32595445317751,103.6790814673288
1233,23389,origin,PEC Ltd,1.30755644701044,103.69377301234816
870,23399,origin,Keppel Offshore & Marine,1.30533638898993,103.69237083299343
1188,23409,origin,Mobil Marine Ter,1.30352138897737,103.68933638897875
453,23419,origin,Bef Shipyard Cres,1.30380777799126,103.6861461109867
1722,23429,origin,Opp EMAS Marine Base,1.30456833652112,103.68472051252805
8,23439,origin,Opp SML Shipyard Ltd,1.30774277950908,103.68468656882482
590,23451,origin,Jurong Shipyard,1.30402666700212,103.6972844439932
1186,23461,origin,Tanoto Shipyard,1.30546916761511,103.69643466903611
438,23469,origin,Opp Tanoto Shipyard,1.3050852014562,103.69683459275382
108,23481,origin,Molex,1.32791691676156,103.68174669439477
171,23491,origin,Joo Koon Stn Exit B,1.32792408366339,103.67780864699097
60,23499,origin,Joo Koon Stn Exit A,1.32755092355685,103.67805103515069
127,23509,origin,Hoe Keng Motor,1.32468013030892,103.69561678727867
29,24019,origin,Liang Huat Ind Cplx,1.32288721900936,103.67728206793541
478,24029,origin,Mazak S'pore,1.3224709639188,103.67132658072524
131,24129,origin,Opp Yeow San Pte Ltd,1.32614180600676,103.66987144292962
58,24139,origin,Opp Toyo Ink,1.32733592150747,103.67193012673827
8,24149,origin,Aft Joo Koon Cres,1.32754011144327,103.67466321781171
53,24159,origin,Aft Joo Koon Rd,1.3268422233348,103.67664244711858
80,24489,origin,Aft Joo Koon Way,1.32574395668742,103.67111058135133
43,24499,origin,Panasonic Ind Devices,1.32598700998791,103.67439565139507
179,24519,origin,GUL CIRCLE STN EXIT B,1.319071944,103.6598081
10,24529,origin,Aft Tuas Ave 5,1.31721248927948,103.65816649904158
174,24571,origin,Seng Heng Engrg,1.32367555849755,103.6690675022225
387,24581,origin,Opp ESAB,1.3249613889807,103.666995833031
177,24599,origin,Bef Joo Koon Way,1.32562284433654,103.66926644008088
105,24711,origin,TUAS WEST RD STN EXIT B,1.329871,103.639994
83,25009,origin,Tuas Ter,1.34499542766088,103.63920357507963
119,25069,origin,Opp Kyocera Chemical,1.32751179627799,103.64551802153501
38,25079,origin,Nissin Trspt,1.32944568983893,103.64347153803386
419,25091,origin,Aft Tuas Ave 7,1.33443305603142,103.64520499998908
267,25101,origin,Opp SMC Mfg,1.33428472907824,103.64783751324052
303,25111,origin,Aft Tuas Ave 10,1.33239888543698,103.64981610844488
522,25121,origin,Aft Tuas Ave 8,1.33060763294167,103.65169663523501
360,25151,origin,Mercedes-Benz Logistics,1.32913728132074,103.65325524319752
368,25161,origin,Toyochem Ink,1.32735422944929,103.65510623174903
372,25171,origin,Becton Dickinson Med,1.32546645428693,103.65711196773577
394,25181,origin,MAN Diesel,1.32385296919519,103.65881324089645
68,25191,origin,Asiatic Engrg,1.32129979633271,103.6596844024505
93,25209,origin,Bef Tuas Rd,1.31930805600666,103.65880916700371
33,25329,origin,Mapletree Logistics,1.31779138900842,103.65646249999054
151,25339,origin,Asia Steel Welded Mesh,1.32018179763398,103.65396888287178
83,25349,origin,Times Printers,1.32159222133434,103.65248184445197
124,25359,origin,Opp Hart Engrg Pte Ltd,1.32365000001897,103.6529238890272
108,25361,origin,Yan San Metals Pte Ltd,1.32495846442648,103.65112458286887
44,25379,origin,Aft Tuas Ave 6,1.3242164088822,103.64900097889706
76,25389,origin,Aft Tuas Ave 8,1.32595623010711,103.64720536104248
2,25391,origin,Bef Pioneer Rd,1.32896999391116,103.63704332757345
56,25421,origin,OPP TUAS LINK STN,1.3414665264837,103.63745040018382
43,25431,origin,Super Continental,1.33897644927954,103.63658739973077
34,25441,origin,Bef Pioneer Rd,1.33483211759061,103.6351235369854
35,25451,origin,Aft Tuas West St,1.3322832999168,103.63410305264573
21,25461,origin,Aft Tuas West Ave,1.32944826490136,103.63291879027565
35,25511,origin,MICHELMAN,1.32981500001918,103.64080472198735
60,25681,origin,BEF TUAS WEST AVE,1.332541,103.637033
57,25811,origin,SIEM SENG HING,1.332261,103.643199
5,26201,origin,Opp MSD,1.32695291537121,103.63192950215767
441,27011,origin,Blk 55,1.35586334559449,103.68610938870162
2156,27021,origin,Hall 15,1.35324138896679,103.68192916699402
2756,27031,origin,Hall 12,1.35186815681876,103.68051749839925
785,27041,origin,CP 7,1.35071936245692,103.67864247139183
515,27051,origin,NIE Lib,1.34845333297072,103.67665805600423
1310,27061,origin,Opp Blk 41,1.34984722128218,103.68387082088056
533,27069,origin,Blk 41,1.35008972199881,103.68418444402793
2217,27071,origin,Nanyang Crescent Hall,1.35507533539502,103.68452767084537
45,27091,origin,Opp Blk 271 CP,1.34910999998031,103.70388500000492
21038,27099,origin,Blk 271 CP,1.35023689448473,103.70360999821403
11,27101,origin,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962
9909,27109,origin,Westwood Sec Sch,1.35309472199852,103.70082305601869
3,27121,origin,Bef Nanyang Ave,1.35682305601032,103.69521277798744
1022,27129,origin,Opp Nanyang Ave,1.35733217246828,103.69516041986128
6115,27131,origin,Blk 932,1.34193999997072,103.6885297219715
5450,27141,origin,Blk 920,1.33967546710179,103.68779973857258
4954,27159,origin,Blk 924,1.34033777802121,103.69005138898682
1552,27169,origin,Bef Jln Bahar,1.35693103245165,103.69424464254188
55,27171,origin,Bef Lor Danau,1.35604565059158,103.6916825448322
2725,27179,origin,Aft Lor Danau,1.35618418171977,103.6917825773122
22,27181,origin,PUB Sub-Stn,1.35587588807417,103.68903620638115
1297,27189,origin,Opp PUB Sub-Stn,1.35607204234326,103.68903921690323
13709,27199,origin,Hall 11,1.35434216792763,103.68685754938303
2622,27209,origin,Hall 8,1.35150701703353,103.68569234331088
11773,27211,origin,Lee Wee Nam Lib,1.34793140650697,103.68050066497821
2003,27219,origin,Blk 2,1.34793269501118,103.68025240016884
2747,27221,origin,Sch Of CEE,1.34623151653928,103.67851763727317
5716,27231,origin,Sch Of Comm And Info,1.34207972361937,103.67922271593845
1269,27241,origin,Hall 7,1.33998726585628,103.68089382456998
4187,27251,origin,Yunnan Gdn,1.34162269584125,103.68420609962317
3051,27261,origin,Hall 4,1.34332011366726,103.68632093846232
1706,27271,origin,Blk 962,1.34199989028017,103.69132051378558
13593,27279,origin,Blk 953,1.34210239034142,103.69119289371211
1043,27281,origin,Hall 1,1.34565500002282,103.68780555602468
1851,27291,origin,Opp Hall 6,1.34772267411254,103.68649929145208
1878,27301,origin,Blk 978,1.34045284969365,103.69439784182157
6934,27309,origin,Blk 705,1.3410704693164,103.69426536144466
1829,27311,origin,Hall 2,1.34902211051484,103.68539285058924
63,27321,origin,Blk 949,1.34403944399659,103.6917308330011
3046,27329,origin,Blk 840,1.34404250003243,103.69186499999779
1102,27331,origin,West Grove Pr Sch,1.34537305600812,103.69941138898014
5544,27341,origin,Blk 729,1.34663703411498,103.69778819793345
7911,27351,origin,Blk 715,1.34423200986065,103.69613170622605
6440,27361,origin,Blk 710,1.34294490356227,103.6945223808434
3739,27369,origin,Blk 834,1.34285373346865,103.6941039562493
79,27371,origin,Opp Blk 755,1.34751384306624,103.700994411555
22920,27379,origin,Blk 755,1.34805042142493,103.70087385175057
481,27381,origin,Blk 749,1.3481478303518,103.69863834523142
51008,27389,origin,Gek Poh Shop Ctr,1.34845180903204,103.69810437813979
565,27391,origin,Blk 857,1.34842706557746,103.6963119899037
20252,27399,origin,Bet Blks 859/860,1.34866469760279,103.69640367719292
16724,27401,origin,Pioneer Sec Sch,1.34736600563095,103.6941379590552
3579,27409,origin,Blk 821,1.34719000000045,103.69416749997193
