PATH,TOTAL_TRIPS,ORIGIN_PT_CODE,DESTINATION_PT_CODE
42051/12099,13133,42051,12099
42189/42159,13133,42189,42159
46009/46761,13132,46009,46761
10209/10189,13128,10209,10189
80199/90029,13119,80199,90029
84009/84409,13119,84009,84409
43509/17179,13100,43509,17179
54009/55111,13092,54009,55111
42319/17179,13086,42319,17179
67201/67601,13082,67201,67601
59291/59671,13073,59291,59671
59561/59411,13069,59561,59411
53231/53211,13068,53231,53211
21389/22009,13067,21389,22009
60219/52009,13064,60219,52009
70041/61031,13052,70041,61031
84211/84201,13051,84211,84201
28009/28451,13040,28009,28451
44269/44259,13030,44269,44259
58219/58019,13027,58219,58019
46529/47031,13022,46529,47031
43191/43009,13013,43191,43009
52009/60211,13007,52009,60211
55119/54009,13007,55119,54009
76459/75009,13003,76459,75009
19089/19031,12982,19089,19031
64541/64411,12977,64541,64411
58251/58379,12957,58251,58379
58261/58211,12935,58261,58211
46771/46801,12934,46771,46801
19081/11361,12926,19081,11361
78259/77009,12912,78259,77009
43009/40301,12894,43009,40301
59009/59111,12884,59009,59111
58011/58211,12850,58011,58211
47659/46779,12834,47659,46779
27351/22009,12816,27351,22009
27451/22009,12804,27451,22009
53359/53009,12801,53359,53009
59351/59009,12801,59351,59009
27141/22529,12798,27141,22529
14249/14129,12792,14249,14129
10049/10018,12781,10049,10018
92041/92239,12781,92041,92239
62131/63011,12775,62131,63011
54339/54319,12774,54339,54319
46219/47711,12774,46219,47711
55509/55149,12737,55509,55149
46009/47539,12718,46009,47539
64009/64411,12709,64009,64411
53009/53249,12707,53009,53249
17091/17171,12707,17091,17171
50081/50021,12697,50081,50021
22521/27301,12695,22521,27301
59719/59569,12693,59719,59569
77361/77171,12689,77361,77171
53009/54381,12671,53009,54381
84009/84251,12654,84009,84251
84009/84649,12646,84009,84649
75009/75281,12626,75009,75281
59561/59431,12614,59561,59431
46009/46661,12606,46009,46661
85069/85099,12603,85069,85099
42041/42051,12594,42041,42051
59041/59611,12572,59041,59611
81111/92249,12569,81111,92249
44009/44879,12564,44009,44879
77259/77009,12562,77259,77009
70039/81089,12557,70039,81089
59073/65199,12552,59073,65199
92079/92049,12551,92079,92049
28091/21589,12545,28091,21589
65149/65009,12538,65149,65009
15059/14129,12534,15059,14129
84569/84031,12520,84569,84031
76351/76199,12514,76351,76199
54009/55169,12508,54009,55169
78241/77009,12507,78241,77009
46551/46009,12459,46551,46009
59761/59429,12457,59761,59429
10209/10349,12441,10209,10349
44091/44031,12440,44091,44031
84499/84009,12412,84499,84009
60121/52009,12410,60121,52009
83062/83081,12407,83062,83081
46989/46639,12385,46989,46639
66301/66359,12373,66301,66359
84669/85091,12371,84669,85091
29011/28009,12364,29011,28009
77009/77291,12353,77009,77291
96169/76101,12345,96169,76101
78049/77039,12344,78049,77039
64541/64489,12344,64541,64489
46921/46779,12341,46921,46779
46009/46641,12337,46009,46641
28009/28401,12337,28009,28401
75009/76211,12333,75009,76211
45009/45469,12325,45009,45469
75009/76439,12316,75009,76439
28009/28411,12301,28009,28411
71111/71169,12298,71111,71169
82061/72061,12294,82061,72061
45379/45321,12290,45379,45321
63219/66359,12284,63219,66359
46009/46281,12280,46009,46281
55129/54009,12271,55129,54009
64331/64549,12256,64331,64549
59201/59161,12256,59201,59161
75009/76401,12253,75009,76401
28089/28009,12244,28089,28009
44621/44031,12241,44621,44031
10201/10291,12225,10201,10291
84009/84491,12215,84009,84491
75009/75159,12215,75009,75159
65071/65009,12214,65071,65009
19019/11169,12212,19019,11169
76061/75009,12211,76061,75009
76439/75009,12192,76439,75009
46309/46009,12191,46309,46009
84009/84451,12188,84009,84451
40041/40051,12187,40041,40051
58519/58211,12171,58519,58211
64029/64381,12163,64029,64381
96299/96161,12163,96299,96161
52009/52401,12163,52009,52401
54009/56259,12161,54009,56259
75009/76301,12159,75009,76301
62051/66351,12152,62051,66351
76101/75009,12144,76101,75009
10161/14039,12133,10161,14039
84559/84031,12115,84559,84031
78181/77171,12114,78181,77171
46479/46779,12107,46479,46779
65009/65341,12098,65009,65341
46869/46008,12091,46869,46008
52009/50211,12086,52009,50211
52009/70101,12085,52009,70101
75009/96289,12075,75009,96289
17171/21011,12056,17171,21011
64419/64549,12055,64419,64549
44261/40229,12047,44261,40229
28009/28661,12044,28009,28661
52371/52009,12037,52371,52009
76101/76031,12032,76101,76031
46009/46481,12029,46009,46481
46489/46009,12021,46489,46009
28091/21429,12015,28091,21429
63019/66351,12002,63019,66351
54589/54269,11987,54589,54269
62221/66351,11983,62221,66351
52009/50191,11977,52009,50191
85099/84661,11969,85099,84661
54209/54009,11951,54209,54009
66351/66271,11906,66351,66271
44289/44251,11901,44289,44251
44091/44009,11895,44091,44009
22521/27321,11895,22521,27321
10131/11161,11891,10131,11161
47619/46009,11887,47619,46009
43009/40341,11887,43009,40341
52009/52329,11884,52009,52329
59009/59579,11873,59009,59579
54339/54329,11858,54339,54329
43009/43801,11853,43009,43801
54371/54269,11852,54371,54269
54248/54191,11846,54248,54191
85099/84071,11836,85099,84071
63039/63019,11835,63039,63019
42151/28679,11826,42151,28679
84229/84009,11820,84229,84009
44259/44291,11815,44259,44291
75231/75051,11814,75231,75051
47501/46009,11811,47501,46009
52539/52009,11806,52539,52009
59579/59429,11805,59579,59429
46009/47571,11802,46009,47571
28099/28519,11786,28099,28519
63049/63039,11775,63049,63039
77009/78069,11775,77009,78069
43611/43009,11766,43611,43009
11521/10299,11755,11521,10299
55509/54651,11749,55509,54651
46771/46881,11741,46771,46881
22009/22399,11738,22009,22399
21419/22009,11733,21419,22009
72019/83109,11708,72019,83109
44619/45009,11695,44619,45009
83291/83101,11682,83291,83101
63399/62139,11666,63399,62139
63291/66359,11664,63291,66359
54248/54181,11662,54248,54181
40129/40189,11648,40129,40189
77009/77251,11636,77009,77251
44391/44009,11636,44391,44009
59129/59009,11620,59129,59009
46008/46559,11619,46008,46559
44299/44251,11606,44299,44251
45009/45321,11605,45009,45321
64109/66359,11603,64109,66359
77009/78171,11589,77009,78171
53009/53401,11573,53009,53401
54011/54261,11571,54011,54261
60269/60221,11561,60269,60221
90079/80199,11550,90079,80199
67009/65039,11539,67009,65039
20199/28009,11531,20199,28009
75009/76399,11516,75009,76399
65009/65201,11499,65009,65201
28461/28491,11497,28461,28491
66351/66059,11493,66351,66059
28491/28511,11492,28491,28511
81181/82131,11479,81181,82131
58259/58349,11472,58259,58349
10111/11161,11459,10111,11161
46111/46009,11456,46111,46009
25771/24719,11442,25771,24719
65191/59079,11429,65191,59079
80031/80119,11425,80031,80119
56251/54009,11422,56251,54009
54009/54319,11411,54009,54319
64361/64381,11402,64361,64381
27309/22009,11391,27309,22009
78059/76039,11385,78059,76039
70109/52009,11383,70109,52009
22009/21411,11376,22009,21411
17171/28659,11360,17171,28659
84089/85091,11353,84089,85091
46699/46009,11345,46699,46009
84009/84369,11335,84009,84369
59259/59073,11330,59259,59073
46119/46069,11327,46119,46069
10351/10169,11321,10351,10169
44031/44559,11318,44031,44559
60159/60119,11316,60159,60119
96259/96169,11316,96259,96169
65019/64381,11314,65019,64381
11161/11171,11312,11161,11171
17171/28649,11308,17171,28649
55509/55239,11305,55509,55239
67009/67201,11302,67009,67201
54199/54241,11293,54199,54241
54221/54261,11264,54221,54261
77019/77039,11250,77019,77039
47681/46779,11244,47681,46779
84009/84201,11243,84009,84201
22391/22009,11241,22391,22009
46649/46008,11234,46649,46008
77009/78209,11231,77009,78209
16069/16019,11228,16069,16019
75269/75009,11227,75269,75009
20189/28009,11227,20189,28009
46059/45139,11224,46059,45139
84359/84201,11222,84359,84201
54009/54081,11215,54009,54081
22511/22521,11211,22511,22521
44539/45309,11187,44539,45309
92041/83101,11174,92041,83101
45009/45301,11169,45009,45301
10161/10081,11168,10161,10081
22009/22451,11153,22009,22451
10009/14329,11151,10009,14329
84009/84359,11151,84009,84359
44529/44539,11149,44529,44539
66579/64009,11135,66579,64009
43499/43009,11133,43499,43009
63301/66351,11129,63301,66351
84209/84219,11118,84209,84219
84079/85091,11106,84079,85091
46008/46199,11101,46008,46199
24009/23239,11099,24009,23239
66041/66359,11098,66041,66359
28499/28469,11098,28499,28469
53409/53009,11079,53409,53009
44569/44459,11072,44569,44459
84641/84009,11068,84641,84009
70181/81111,11066,70181,81111
43539/43411,11064,43539,43411
52009/52529,11062,52009,52529
53349/53231,11050,53349,53231
58059/58211,11049,58059,58211
52299/52009,11048,52299,52009
67601/67731,11041,67601,67731
96169/96181,11033,96169,96181
59073/59059,11027,59073,59059
82061/83299,11013,82061,83299
10209/14249,11010,10209,14249
43549/43009,11006,43549,43009
44009/44689,10998,44009,44689
90021/80199,10976,90021,80199
28461/28511,10969,28461,28511
43579/43549,10960,43579,43549
65009/65539,10950,65009,65539
46789/46779,10942,46789,46779
81111/82089,10941,81111,82089
70059/81089,10916,70059,81089
58369/58251,10912,58369,58251
78269/77009,10906,78269,77009
76191/76359,10899,76191,76359
76229/75009,10893,76229,75009
14279/10169,10880,14279,10169
70279/81111,10877,70279,81111
16011/16031,10869,16011,16031
53231/52051,10866,53231,52051
21601/22009,10863,21601,22009
21019/17179,10861,21019,17179
67391/67009,10857,67391,67009
10071/10091,10833,10071,10091
80199/90079,10832,80199,90079
84561/84009,10807,84561,84009
67381/67009,10785,67381,67009
44031/44599,10785,44031,44599
75051/76081,10775,75051,76081
45321/45301,10766,45321,45301
64491/64549,10764,64491,64549
27469/22009,10751,27469,22009
84529/84009,10740,84529,84009
67051/66359,10738,67051,66359
43279/43259,10727,43279,43259
58219/58521,10713,58219,58521
59009/59349,10707,59009,59349
59079/59091,10706,59079,59091
84009/84479,10699,84009,84479
59241/59689,10697,59241,59689
53239/54011,10682,53239,54011
43429/43009,10681,43429,43009
27431/22009,10679,27431,22009
54261/66481,10675,54261,66481
70181/70371,10664,70181,70371
77199/77009,10661,77199,77009
11161/11389,10650,11161,11389
85091/85019,10638,85091,85019
43809/43009,10627,43809,43009
44009/45309,10626,44009,45309
81111/82079,10626,81111,82079
10209/10339,10620,10209,10339
43659/43579,10620,43659,43579
46009/46851,10617,46009,46851
60119/80109,10599,60119,80109
63031/63041,10589,63031,63041
63069/63039,10586,63069,63039
65451/65009,10583,65451,65009
22009/22149,10571,22009,22149
43481/43009,10566,43481,43009
22009/21381,10565,22009,21381
47511/46009,10560,47511,46009
52009/52281,10558,52009,52281
84009/84261,10556,84009,84261
44469/44009,10549,44469,44009
58009/58411,10539,58009,58411
59009/59379,10534,59009,59379
92041/84009,10531,92041,84009
45249/44009,10521,45249,44009
43571/43841,10520,43571,43841
50991/52129,10513,50991,52129
59121/59561,10501,59121,59561
96041/97011,10497,96041,97011
59219/59072,10497,59219,59072
28561/28009,10488,28561,28009
23491/23181,10480,23491,23181
58259/58369,10474,58259,58369
10201/11519,10473,10201,11519
59181/59161,10470,59181,59161
54009/54439,10465,54009,54439
75009/75129,10456,75009,75129
53231/52361,10436,53231,52361
76061/76141,10430,76061,76141
44009/45421,10430,44009,45421
30121/43579,10426,30121,43579
17171/20239,10414,17171,20239
82061/72011,10413,82061,72011
66439/66359,10411,66439,66359
85099/84059,10406,85099,84059
43571/43641,10405,43571,43641
54189/54241,10401,54189,54241
14141/14131,10399,14141,14131
84031/96219,10398,84031,96219
52439/52179,10396,52439,52179
54009/53199,10395,54009,53199
54161/54009,10395,54161,54009
44699/44639,10395,44699,44639
84669/84039,10394,84669,84039
76039/76109,10386,76039,76109
17059/17179,10382,17059,17179
65069/67009,10381,65069,67009
58219/58401,10379,58219,58401
63221/63281,10378,63221,63281
75071/75009,10368,75071,75009
58119/58211,10364,58119,58211
20209/28009,10360,20209,28009
50029/40019,10359,50029,40019
59009/59621,10351,59009,59621
40279/40019,10350,40279,40019
28009/20211,10340,28009,20211
46009/46951,10335,46009,46951
28491/28401,10333,28491,28401
65021/67009,10328,65021,67009
46008/46569,10318,46008,46569
44539/44279,10305,44539,44279
22009/28529,10296,22009,28529
43009/43149,10289,43009,43149
84009/84089,10286,84009,84089
16169/17171,10285,16169,17171
50159/50038,10281,50159,50038
60269/60139,10280,60269,60139
47569/46009,10270,47569,46009
43619/17179,10268,43619,17179
14039/14141,10266,14039,14141
77031/77011,10263,77031,77011
84009/84501,10249,84009,84501
84009/92049,10236,84009,92049
43009/43199,10227,43009,43199
44009/44099,10212,44009,44099
54479/55509,10210,54479,55509
58381/58219,10196,58381,58219
10161/14381,10195,10161,14381
28461/28401,10189,28461,28401
65139/65009,10184,65139,65009
40011/40101,10180,40011,40101
24049/24009,10163,24049,24009
16049/16019,10159,16049,16019
21571/28091,10151,21571,28091
84539/84009,10149,84539,84009
63281/66351,10142,63281,66351
46009/68111,10141,46009,68111
43161/43009,10138,43161,43009
46008/46088,10138,46008,46088
64009/64061,10132,64009,64061
44819/45009,10127,44819,45009
10349/10009,10125,10349,10009
46529/46101,10123,46529,46101
75009/75081,10106,75009,75081
44519/44539,10106,44519,44539
28009/21079,10105,28009,21079
65199/76191,10101,65199,76191
60229/52009,10088,60229,52009
92119/81189,10088,92119,81189
45369/45321,10080,45369,45321
42151/28689,10069,42151,28689
11169/11029,10060,11169,11029
64351/64381,10058,64351,64381
22009/28499,10048,22009,28499
45269/44009,10047,45269,44009
95109/59041,10044,95109,59041
84419/84009,10041,84419,84009
54009/54401,10038,54009,54401
43419/43499,10037,43419,43499
17009/17099,10036,17009,17099
28519/28009,10035,28519,28009
85099/84049,10028,85099,84049
28009/28229,10026,28009,28229
17179/16891,10020,17179,16891
52081/60261,10020,52081,60261
