BusStopCode,TIME_PER_HOUR,TOTAL_TRIPS
23489,12,160
23491,12,918
23499,12,1304
23501,12,46
23509,12,48
23519,12,66
24009,12,14996
24021,12,21
24029,12,109
24041,12,69
24049,12,754
24089,12,104
24129,12,170
24139,12,73
24149,12,33
24169,12,45
24179,12,85
24189,12,130
24199,12,17
24209,12,76
24219,12,79
24229,12,59
24239,12,172
24249,12,153
24259,12,141
24269,12,200
24279,12,215
24289,12,407
24299,12,159
24301,12,46
24331,12,67
24339,12,35
24341,12,338
24349,12,129
24351,12,76
24359,12,78
24369,12,91
24379,12,50
24381,12,203
24389,12,118
24391,12,17
24401,12,6
24411,12,31
24421,12,51
24431,12,78
24441,12,10
24451,12,191
24461,12,538
24489,12,119
24499,12,151
24511,12,104
24519,12,593
24529,12,26
24531,12,126
24539,12,59
24541,12,157
24549,12,458
24559,12,22
24571,12,218
24581,12,495
24599,12,175
24601,12,125
24609,12,99
24611,12,52
24619,12,103
24621,12,112
24629,12,230
24631,12,299
24639,12,165
24641,12,52
24651,12,171
24671,12,108
24679,12,84
24681,12,40
24689,12,33
24691,12,254
24699,12,18
24701,12,479
24709,12,1284
24711,12,96
24719,12,900
25009,12,79
25061,12,39
25069,12,36
25071,12,7
25079,12,22
25091,12,142
25099,12,123
25101,12,316
25109,12,228
25111,12,105
25119,12,61
25121,12,317
25129,12,478
25151,12,248
25161,12,109
25169,12,24
25171,12,306
25179,12,176
25181,12,156
25189,12,92
25201,12,163
25209,12,96
25219,12,116
25229,12,65
25231,12,52
25239,12,72
25269,12,200
25321,12,12
25329,12,33
25331,12,20
25339,12,44
25341,12,7
25349,12,47
25351,12,16
25359,12,43
25361,12,48
25369,12,9
25371,12,8
25379,12,45
25381,12,7
25389,12,38
25411,12,7
25421,12,978
25429,12,1292
25431,12,75
25439,12,317
25441,12,53
25449,12,23
25451,12,59
25459,12,114
25461,12,39
25469,12,47
25471,12,55
25479,12,122
25501,12,101
25509,12,10
25519,12,36
25531,12,66
25539,12,40
25541,12,141
25549,12,157
25551,12,61
25559,12,29
25571,12,170
25579,12,233
25589,12,14
25591,12,61
25599,12,34
25601,12,55
25609,12,38
25611,12,26
25621,12,20
25641,12,22
25651,12,52
25671,12,59
25681,12,203
25689,12,116
25691,12,559
25701,12,203
25709,12,138
25711,12,80
25719,12,88
25729,12,26
25741,12,33
25751,12,128
25761,12,51
25771,12,614
25781,12,363
25791,12,77
25811,12,33
25819,12,25
25821,12,188
26011,12,80
26031,12,70
26039,12,132
26041,12,43
26049,12,23
26051,12,106
26059,12,28
26061,12,168
26069,12,41
26071,12,38
26079,12,58
26081,12,17
26089,12,40
26091,12,20
26099,12,45
26109,12,33
26111,12,78
26121,12,204
26131,12,99
26141,12,21
26151,12,263
26161,12,25
26171,12,114
26201,12,14
26209,12,29
26211,12,63
26221,12,67
26241,12,90
26249,12,65
26251,12,91
26259,12,75
26261,12,548
26269,12,707
26279,12,41
26289,12,59
26299,12,159
26311,12,93
26321,12,15
26331,12,85
26349,12,356
26369,12,122
26379,12,71
26389,12,68
26399,12,145
26409,12,41
26419,12,58
26429,12,121
26441,12,33
26451,12,125
26461,12,244
27011,12,329
27021,12,420
27031,12,551
27041,12,195
27051,12,86
27061,12,686
27069,12,157
27071,12,631
27091,12,1956
27099,12,2342
27101,12,1137
27109,12,1246
27121,12,166
27129,12,156
27131,12,2587
27139,12,620
27141,12,2099
27149,12,482
27159,12,1025
27169,12,213
27171,12,507
27179,12,335
27181,12,396
27189,12,72
27199,12,1003
27209,12,317
27211,12,4192
27219,12,1554
27221,12,686
27231,12,1245
27241,12,311
27251,12,987
27261,12,619
27271,12,3374
27279,12,3410
27281,12,688
27291,12,897
27301,12,1825
27309,12,1919
27311,12,810
27321,12,968
27329,12,1107
27331,12,878
27341,12,1520
27349,12,966
27351,12,2342
27359,12,1256
27361,12,1639
27369,12,2422
27371,12,945
27379,12,1803
27381,12,2860
27389,12,4943
27391,12,857
27399,12,1482
27401,12,1494
27409,12,1273
27411,12,1784
27419,12,1193
27421,12,94
27429,12,425
27431,12,1693
27439,12,1656
27441,12,708
27449,12,556
27451,12,1598
27459,12,1786
27461,12,1114
27469,12,1919
27471,12,408
27479,12,510
27501,12,375
27509,12,277
27511,12,249
27519,12,267
27521,12,349
27529,12,239
27531,12,2150
27539,12,564
28009,12,58104
28011,12,203
28019,12,398
28021,12,457
28029,12,876
28031,12,1702
28039,12,1356
28041,12,1221
28049,12,976
28051,12,2013
28059,12,1925
28061,12,1056
28069,12,543
28071,12,615
28079,12,1359
28081,12,896
28089,12,1125
28091,12,17942
28099,12,8486
28101,12,519
28109,12,421
28119,12,16
28169,12,19
28181,12,372
28189,12,538
28201,12,224
28211,12,1030
28221,12,154
28229,12,1398
28231,12,356
28239,12,358
28241,12,2104
28249,12,3173
28251,12,813
28259,12,280
28261,12,183
28269,12,247
28271,12,177
28279,12,942
28281,12,1166
28289,12,2455
28291,12,2420
28299,12,3437
28301,12,1511
28309,12,148
28311,12,1710
28319,12,2509
28321,12,2006
28329,12,3089
28331,12,3537
28339,12,4879
28341,12,1416
28349,12,186
28351,12,222
28359,12,1025
28361,12,219
28369,12,297
28371,12,158
28379,12,393
28381,12,780
28389,12,1129
28391,12,4166
28399,12,4129
28401,12,11488
28409,12,7535
28411,12,827
28421,12,306
28431,12,3004
28439,12,2925
28441,12,1414
28449,12,1692
28451,12,2024
28459,12,3694
28461,12,7453
28469,12,6107
28471,12,505
28481,12,469
28491,12,6219
28499,12,7893
28501,12,2821
28509,12,3057
28511,12,10699
28519,12,7592
28521,12,2619
28529,12,2682
28531,12,1573
28539,12,1491
28541,12,2566
28551,12,1219
28561,12,1746
28571,12,1565
28581,12,1062
28591,12,512
28601,12,616
28611,12,331
28621,12,1851
28629,12,1397
28631,12,2783
28639,12,3006
28641,12,2639
28649,12,3024
28651,12,3804
28659,12,4661
28661,12,735
28669,12,811
28671,12,1106
28679,12,1076
28681,12,911
28689,12,1085
28691,12,859
28699,12,1059
28701,12,308
28709,12,324
29011,12,798
29019,12,439
29021,12,601
29029,12,1039
29031,12,843
29039,12,316
29041,12,99
29049,12,215
29051,12,14
29059,12,55
29069,12,59
29071,12,234
29081,12,136
29089,12,276
29091,12,279
29099,12,345
29101,12,169
29109,12,211
29111,12,141
29119,12,70
29121,12,142
29129,12,207
29139,12,396
29149,12,303
29159,12,58
30011,12,422
30019,12,247
30021,12,657
30029,12,517
30031,12,593
30039,12,747
30041,12,627
30049,12,484
30051,12,20
30059,12,28
30081,12,253
30089,12,156
30091,12,257
30099,12,199
30101,12,15
30111,12,74
30119,12,34
30121,12,564
30129,12,329
31011,12,20
31031,12,370
31039,12,434
31041,12,141
31049,12,182
31051,12,355
31059,12,291
31061,12,43
31069,12,204
31071,12,23
31079,12,24
31151,12,288
31159,12,294
31161,12,29
31179,12,20
31191,12,3
32081,12,140
32089,12,502
32101,12,13
32111,12,29
32119,12,31
33019,12,162
33021,12,10
33029,12,24
33031,12,55
33041,12,44
33049,12,105
34009,12,81
34021,12,7
34029,12,42
34031,12,32
34039,12,9
34051,12,15
34059,12,45
34101,12,49
34109,12,68
40011,12,5354
40019,12,10580
40029,12,183
40031,12,870
40039,12,614
40041,12,1471
40049,12,620
40051,12,1328
40059,12,526
40069,12,581
40071,12,697
40079,12,309
40081,12,1060
40089,12,218
40091,12,537
40099,12,364
40101,12,2735
40109,12,1129
40111,12,968
40119,12,400
40121,12,697
40129,12,772
40171,12,448
40179,12,429
40181,12,2635
40189,12,3344
40191,12,418
40199,12,240
40201,12,336
40209,12,838
40211,12,124
40219,12,289
40221,12,224
40229,12,1700
40231,12,2311
40239,12,2641
40249,12,314
40251,12,28
40271,12,706
40279,12,1885
40301,12,567
40309,12,179
40311,12,124
40321,12,550
40329,12,654
40339,12,594
40341,12,1120
40349,12,621
40351,12,193
40359,12,185
40361,12,137
40369,12,61
40371,12,39
40379,12,39
41011,12,992
41019,12,607
41021,12,3122
41029,12,2031
41031,12,916
41041,12,3307
41049,12,2164
41051,12,1872
41061,12,342
41069,12,1840
41071,12,2865
41079,12,2116
41081,12,2619
41089,12,334
41101,12,538
41109,12,459
41111,12,308
41119,12,598
41121,12,639
41129,12,846
41131,12,429
41139,12,675
41141,12,265
41151,12,68
41159,12,65
41169,12,230
42011,12,2175
42019,12,1954
42021,12,290
42029,12,709
42031,12,1572
42039,12,1334
42041,12,2381
42049,12,357
42051,12,4667
42059,12,4963
42061,12,577
42071,12,5419
42089,12,4163
42091,12,4425
42099,12,1840
42109,12,1479
42111,12,736
42119,12,810
42129,12,942
42131,12,289
42139,12,125
42141,12,546
42149,12,535
42151,12,4665
42159,12,4675
42161,12,2602
42169,12,2573
42171,12,766
42179,12,490
42181,12,779
42189,12,1503
42191,12,473
42199,12,457
42201,12,176
42209,12,177
42211,12,359
42219,12,396
42221,12,421
42229,12,404
42231,12,619
42239,12,500
42241,12,323
42249,12,307
42259,12,1172
42291,12,118
42299,12,106
42301,12,183
42309,12,273
42311,12,2572
42319,12,1983
42991,12,426
43009,12,32262
43011,12,683
43019,12,1415
43021,12,526
43029,12,506
43041,12,887
43049,12,505
43051,12,707
43059,12,838
43061,12,2454
43069,12,2623
43071,12,77
43081,12,259
43089,12,569
43091,12,274
43099,12,537
43109,12,539
43111,12,479
43119,12,790
43121,12,475
43129,12,431
43131,12,401
43139,12,261
43141,12,490
43149,12,945
43151,12,8
43159,12,4
43161,12,2105
43169,12,2528
43171,12,2037
43179,12,2302
43181,12,4068
43189,12,5700
43191,12,1574
43199,12,1175
43201,12,422
43209,12,353
43211,12,390
43219,12,532
43221,12,482
43229,12,343
43231,12,1075
43239,12,919
43241,12,1207
43249,12,810
43251,12,1185
43259,12,1553
43261,12,1160
43267,12,149
43268,12,904
43271,12,1587
43279,12,1311
43289,12,255
43291,12,382
43301,12,354
43309,12,219
43311,12,816
43319,12,771
43321,12,1422
43329,12,1255
43331,12,1441
43339,12,1082
43341,12,2356
43349,12,2477
43351,12,989
43359,12,589
43361,12,997
43369,12,671
43371,12,1540
43379,12,1635
43381,12,1232
43389,12,1191
43391,12,537
43399,12,227
43401,12,2200
43409,12,2012
43411,12,4962
43419,12,6706
43421,12,1702
43429,12,1500
43431,12,1275
43439,12,972
43441,12,1001
43449,12,1315
43452,12,24
43453,12,235
43459,12,211
43461,12,84
43469,12,104
43471,12,1059
43479,12,681
43481,12,1380
43489,12,576
43491,12,3292
43499,12,3436
43501,12,915
43509,12,1039
43511,12,935
43519,12,886
43521,12,1647
43529,12,1528
43531,12,1639
43539,12,1936
43541,12,939
43549,12,1568
43561,12,164
43569,12,71
43571,12,4200
43579,12,5666
43581,12,926
43589,12,1094
43591,12,353
43599,12,262
43601,12,140
43609,12,224
43611,12,1477
43619,12,2040
43621,12,355
43629,12,429
43631,12,89
43639,12,43
43641,12,2243
43649,12,1529
43659,12,894
43669,12,568
43671,12,206
43679,12,872
43681,12,464
43691,12,1649
43699,12,2047
43701,12,738
43709,12,1309
43719,12,77
43721,12,7
43731,12,379
43739,12,445
43741,12,203
43749,12,207
43751,12,347
43759,12,748
43761,12,111
43769,12,249
43771,12,26
43779,12,28
43781,12,143
43789,12,566
43801,12,801
43809,12,1002
43811,12,1229
43819,12,552
43821,12,625
43829,12,347
43831,12,908
43839,12,578
43841,12,1405
43891,12,77
43899,12,45
43961,12,468
43969,12,638
43991,12,166
44009,12,48680
44011,12,158
44019,12,162
44021,12,2868
44029,12,6954
44031,12,8662
44041,12,1326
44049,12,1221
44051,12,426
44059,12,616
44061,12,92
44069,12,799
44071,12,1446
44079,12,1116
44081,12,366
44089,12,862
44091,12,2154
44099,12,2204
44101,12,513
44109,12,558
44111,12,963
44119,12,1190
44121,12,1242
44129,12,1144
44131,12,1828
44139,12,1146
44141,12,3705
44149,12,1895
44151,12,976
44159,12,957
44161,12,436
44169,12,441
44171,12,60
44179,12,39
44181,12,415
44189,12,1560
44191,12,52
44199,12,61
44201,12,1478
44209,12,1088
44211,12,957
44219,12,998
44221,12,4116
44229,12,4052
44231,12,921
44239,12,1044
44241,12,2031
44249,12,1198
44251,12,6024
44259,12,6817
44261,12,6380
44269,12,5501
44271,12,1164
44279,12,979
44281,12,2091
44289,12,2480
44291,12,5899
44299,12,5247
44301,12,2665
44311,12,1642
44321,12,976
44329,12,2562
44331,12,442
44339,12,545
44341,12,635
44349,12,718
44351,12,961
44359,12,524
44361,12,101
44369,12,147
44371,12,513
44379,12,344
44381,12,784
44389,12,594
44391,12,1373
44399,12,2260
44411,12,443
44421,12,641
44439,12,693
44441,12,639
44449,12,631
44451,12,713
44459,12,1709
44461,12,974
44469,12,1329
44471,12,597
44479,12,493
44481,12,214
44489,12,236
44491,12,387
44499,12,1274
44501,12,1600
44509,12,2816
44511,12,1010
44519,12,710
44521,12,710
44529,12,639
44531,12,6969
44539,12,9671
44541,12,156
44549,12,161
44551,12,2307
44559,12,1869
44561,12,383
44569,12,1486
44571,12,836
44579,12,1714
44581,12,506
44589,12,426
44591,12,1169
44599,12,486
44601,12,384
44609,12,372
44611,12,1380
44619,12,1393
44621,12,2362
44629,12,3307
44631,12,875
44639,12,3718
44641,12,1006
44649,12,576
44651,12,605
44659,12,409
44661,12,1479
44669,12,1732
44671,12,435
44679,12,291
44689,12,3525
44691,12,2380
44699,12,2346
44701,12,773
44709,12,771
44731,12,2264
44739,12,2271
44771,12,1977
44779,12,2143
44791,12,360
44799,12,344
44801,12,958
44809,12,1600
44811,12,706
44819,12,1190
44821,12,384
44829,12,731
44859,12,2
44861,12,1345
44869,12,1473
44871,12,1156
44879,12,1346
44881,12,231
44889,12,223
44891,12,276
44899,12,190
44909,12,155
44999,12,95
45009,12,19208
45011,12,159
45019,12,101
45021,12,292
45029,12,420
45031,12,343
45039,12,200
45041,12,115
45049,12,368
45051,12,603
45059,12,1375
45061,12,1174
45069,12,1245
45071,12,483
45079,12,979
45091,12,82
45099,12,126
45101,12,32
45109,12,28
45111,12,44
45119,12,18
45121,12,191
45129,12,388
45131,12,3983
45139,12,15449
45149,12,24
45151,12,38
45159,12,21
45161,12,28
45169,12,23
45171,12,131
45179,12,45
45199,12,79
45209,12,296
45211,12,195
45221,12,42
45229,12,28
45231,12,337
45239,12,522
45241,12,149
45249,12,777
45251,12,77
45259,12,393
45261,12,1507
45269,12,1260
45271,12,710
45279,12,867
45291,12,652
45299,12,900
45301,12,1986
45309,12,2038
45311,12,1262
45319,12,1294
45321,12,10958
45329,12,7486
45339,12,246
