TOTAL_TRIPS,BusStopCode,type,Description,Latitude,Longitude
45,52329,origin,Opp Toa Payoh Stadium,1.33146817532374,103.85268688199498
10,52369,origin,Blk 237,1.34001833298065,103.85273333299853
73,52509,origin,Opp Toa Payoh Swim Cplx,1.33115712303762,103.85017633434691
1047,54009,origin,Ang Mo Kio Int,1.36968769913339,103.84856716193268
89,54101,origin,Aft Ang Mo Kio Ave 10,1.35732097800984,103.85465761724518
170,54319,origin,Opp Christ The King Ch,1.36205969144532,103.85305482306448
104,54329,origin,Blk 420,1.36449772525141,103.85247983714417
81,54339,origin,Blk 422,1.3678447007404,103.85057966582927
436,54351,origin,Nanyang Poly,1.37647777885877,103.85003474200923
168,54471,origin,Opp Blk 538,1.37613470846106,103.853296559924
966,54481,origin,Ite Coll Ctrl,1.37599497932237,103.855765341723
43,54491,origin,Aft CTE,1.37717165299187,103.86010323265269
64,54501,origin,Opp AMK Ind Pk 2,1.37787138898682,103.86266305598139
265,54651,origin,Opp Techplace 2,1.37854275740549,103.86551861831312
62,55289,origin,LP 94,1.39844339285315,103.82903916367646
404,55329,origin,Nanyang Poly,1.37901970079676,103.84722527828754
1041,55509,origin,Yio Chu Kang Int,1.38113241525166,103.8455558816965
2796,57119,origin,Blk 101,1.43130257113028,103.82688773076856
4682,57129,origin,Blk 114,1.43418656873084,103.82641445936885
1127,58301,origin,3M Bldg,1.44485650594175,103.81055057568135
634,59019,origin,Aft Sg Seletar Bridge,1.40217670308957,103.82763036053306
139,59029,origin,Aft Yishun Ave 1,1.40885843406387,103.82924769115782
1074,59039,origin,Yishun Sports Hall,1.41342871609658,103.83156300557019
11475,59049,origin,Opp Khatib Stn,1.41700998157675,103.83339984073773
4649,59059,origin,Blk 608,1.42054602879781,103.83497942324875
2028,59069,origin,Opp Blk 757,1.42657294826877,103.83536957259517
19789,59073,origin,Opp Yishun Stn,1.42868146490253,103.83546942999693
4521,59119,origin,Opp Blk 701A,1.43037444021889,103.82794865433573
3001,59149,origin,Blk 145,1.43061861098729,103.83218000002928
14,60059,origin,Bef Kallang Pl,1.31434638899368,103.86586250001177
552,60061,origin,Aft Infineon,1.32276521075674,103.87402134422791
2,60069,origin,Kallang Basin Swim Cplx,1.32335935195255,103.87256741522513
843,60071,origin,Kolam Ayer Ind Est,1.32719924782732,103.87028217319148
5,60079,origin,MOM Svcs Ctr,1.32685601711017,103.86950969695144
13,60081,origin,St. Andrew'S Village,1.32931226062177,103.8662910461625
15,60099,origin,Bef Lavender St,1.31456420794151,103.86086821464755
395,60101,origin,Kwong Wai Shiu Hosp,1.31783421341306,103.86004042483177
135,60119,origin,Opp Boon Keng Stn,1.31880431510648,103.86409707876385
2056,60121,origin,Boon Keng Stn/Blk 102,1.32008815616383,103.86179781146463
40,60139,origin,Blk 44,1.32204861560134,103.86628982237994
561,60141,origin,Opp Bendemeer Pr Sch,1.32258753768004,103.86385682733587
39,60159,origin,Blk 54,1.32409476572475,103.86764196002876
669,60161,origin,St. Michael's Pl,1.32477289725503,103.8655673081052
118,60179,origin,MOM Svcs Ctr,1.32634025655419,103.86834025123765
92,60211,origin,Aft Tai Thong Cres,1.32855071811735,103.87049674985374
83,62019,origin,Aft Rochdale Rd,1.34215709944082,103.88405276089232
55,62029,origin,Paya Lebar Gdns,1.34411328094155,103.88273473175272
17,62039,origin,Raya Gdn,1.3467680506898,103.880911959518
31,62049,origin,Aft Paya Lebar Cres,1.34904000002665,103.88022749996824
135,62059,origin,Blk 161,1.35170138896709,103.87859583297927
1,62069,origin,Bef Upp Paya Lebar Rd,1.34209858960795,103.88161305566761
2,62079,origin,AFT BARTLEY STN EXIT B,1.34296635529936,103.87976646424752
3,62089,origin,Bartley Chr Ch,1.34383983323818,103.8782509427123
7,62099,origin,Gambir Ridge,1.34412749517611,103.87562115587856
1,62109,origin,Aft Upp Serangoon Rd,1.34374111656683,103.87380734555013
14,62141,origin,Opp Blk 1,1.35149112412235,103.87515194713767
28,62149,origin,Forest Woods,1.35169173270668,103.87595332312252
59,63011,origin,Opp Upp S'Goon Shop Ctr,1.35432115760902,103.87823575937183
8,63019,origin,Aft Upp S'Goon Shop Ctr,1.35347964311763,103.87800141702434
22,63021,origin,The Helping Hand,1.3570580828827,103.88161613087621
3,63029,origin,Opp The Helping Hand,1.35727472200293,103.88218027802674
197,63031,origin,Kovan Stn Exit B,1.36050444441455,103.88535194446017
59,63039,origin,Kovan Stn Exit C,1.36026000003341,103.88538416663954
61,63041,origin,Opp Glad Tidings Ch,1.36259166703136,103.88754805602413
2,63049,origin,Glad Tidings Ch,1.36219166668854,103.88752277779692
65,63051,origin,Serangoon JC,1.36415166798646,103.8891427848695
8,63059,origin,Opp Serangoon JC,1.36437667280221,103.88984149586426
843,63069,origin,Blk 25,1.36637999879956,103.89194715850095
21,63149,origin,Serangoon Stadium,1.35489972198729,103.87452555599006
1,63241,origin,Blk 21,1.36409785233957,103.89213557756084
4637,63249,origin,Blk 1,1.36395805601148,103.89261277802149
1925,64019,origin,Blk 302,1.368308353364,103.89393838248249
1102,64119,origin,Blk 953,1.37679164872283,103.87713655364794
67,64131,origin,Bef KPE,1.3630249842487,103.9035055135566
2021,64141,origin,Aft Jln Telawi,1.36467309909964,103.90820496724626
3028,64151,origin,Aft Greenwich Dr,1.36812309444086,103.90984810962769
1486,64161,origin,Schenker,1.37190805558492,103.91142888889905
40,64171,origin,Aft Buangkok East Dr,1.37400500001195,103.91234999996988
22,64181,origin,Bef TPE,1.37652001172486,103.913361893323
3,64191,origin,Aft TPE,1.37946639129442,103.91593239926291
2866,64201,origin,Aft Hougang Ave 3,1.36172833297814,103.89420777799334
153,64211,origin,Aft Hougang Ave 7,1.36219637653141,103.89765089844938
248,64221,origin,Opp Defu Ave 2,1.36263972024077,103.90086280526522
1387,64331,origin,Blk 508,1.37143555507852,103.88805955105329
2521,64419,origin,Blk 681,1.37339164793235,103.88521854859373
1412,64471,origin,Blk 917,1.37454805598778,103.8839677779891
1452,64481,origin,Bet Blks 930/931,1.37514474329335,103.8807864140804
1753,64491,origin,Hougang 1,1.37513027801163,103.87905166700338
363,64521,origin,Blk 834,1.36983992146019,103.88956725593734
2796,64549,origin,Opp Hougang Ctrl Int,1.37139998302648,103.89170972978319
226,64559,origin,Blk 830A,1.37060388901687,103.8908113889665
232,65009,origin,Punggol Temp Int,1.40370629859822,103.90224337575333
6,65079,origin,Blk 102C,1.39893574516181,103.90474802293774
15,65159,origin,Cove Stn Exit A,1.39856872266182,103.90665292741664
50,65169,origin,Meridian Stn Exit A,1.39645725997371,103.90932129998102
42,65179,origin,Coral Edge Stn Exit A,1.39429582834351,103.91190241454986
16565,65199,origin,Aft Punggol Rd,1.39591721161169,103.90542736761212
22,65221,origin,BLK 303D,1.40402842836975,103.90480763848863
30,65239,origin,Riviera Stn Exit A,1.39410461413829,103.91603484855351
31,65261,origin,Blk 649,1.39695155432601,103.91478844205221
34,65271,origin,Opp Blk 188,1.39995544080394,103.91064287603247
22,65281,origin,Punggol Sec/Blk 601B,1.40201165055481,103.90783309940194
34,66031,origin,Cardiff Residence,1.35465640659199,103.86572364607075
51,66041,origin,Blk 230,1.3557230306281,103.8697219448858
126,66051,origin,Opp Blk 257,1.35585499445871,103.87196190877665
2,66061,origin,Aft Lynwood Gr,1.34405111099275,103.86346055601665
1,66071,origin,Opp PUB Recreation Club,1.34375516528836,103.86737312632222
1,66081,origin,Opp S'pore Power Trg Inst,1.34302188357133,103.86962821126625
23,66091,origin,Golden Hill Est,1.35454666698201,103.86145166702076
181,66351,origin,S'Goon Stn Exit B,1.35049831450162,103.87324486521683
229,66359,origin,S'Goon Stn Exit C/Blk 201,1.35080698547823,103.87328604946424
68,66371,origin,Blk 261,1.353767301605,103.87268543240587
198,66379,origin,Blk 206,1.35339155862192,103.87285801649963
174,66451,origin,Aft AMK Ind Pk 2,1.37872496881803,103.86854361874474
376,66461,origin,Bef Seagate,1.37889000002038,103.87128027800178
174,66471,origin,Bef Yio Chu Kang Rd,1.37895833299995,103.8743605559661
66,70039,origin,Aljunied Pk,1.32930256265165,103.87975573742911
129,70101,origin,Opp Gulab Bldg,1.3296996501314,103.87395296821519
72,70111,origin,Opp Cencon Bldg,1.3307766855737,103.87714812684305
71,70121,origin,Aft Jln Muhibbah,1.3319080537309,103.88114282141879
76,70131,origin,Bef Davidson Rd,1.3327616336301,103.88503448837113
48,70151,origin,Aft Jln Anggerek,1.32768374279565,103.8809633442231
42,70161,origin,OPP MATTAR STN EXIT A,1.32758635490072,103.88324806418214
285,70171,origin,Blk 77,1.32833666697134,103.88547138902759
251,70181,origin,Blk 36,1.32886177068404,103.88691723349123
134,70191,origin,OPP BLK 66,1.32722900950909,103.88793655793152
21,70259,origin,Macpherson Stn Exit B,1.32498730068675,103.89080428753108
98,70269,origin,Citipoint Ind Cplx,1.32824611112671,103.89014388885742
204,70279,origin,Opp Trinity @ Paya Lebar,1.33155751923227,103.88951499040957
85,70289,origin,Aft Tai Seng Stn Exit C,1.3350640000249,103.8886929999761
92,70299,origin,Opp Asiawide Ind Bldg,1.3374750000156,103.88758305557131
59,70309,origin,Opp Paya Lebar St,1.33965000001824,103.88639700003634
56,70371,origin,Macpherson Stn Exit A,1.32623288866609,103.88932330108935
799,71091,origin,Blk 637,1.33073374785934,103.90373154551283
64,71121,origin,UBI STN EXIT B,1.330081111,103.8994169
320,71131,origin,Automobile Megamart,1.33127510693644,103.90140378909662
133,71141,origin,Blk 3023,1.32917333299413,103.89706805602555
332,71151,origin,Blk 3021,1.32814305145316,103.8944494102938
290,71161,origin,Blk 3019,1.32732994325917,103.89209147524538
675,72021,origin,Blk 646,1.33096531210116,103.9063218660858
2098,72061,origin,Blk 122,1.33177922756641,103.9098393917043
1528,72071,origin,Blk 133,1.33219165087886,103.91184110459187
49,73021,origin,LP 223R12,1.37990824811851,103.91860651287472
1569,73031,origin,Bef Tampines Ind Ave 5,1.37606329708152,103.920020388391
7,74011,origin,Aft Tampines Ind Ave 5,1.37329165833159,103.92045032835671
109,74021,origin,Bef Tampines Ind Ave 4,1.37042803443167,103.92278161130189
366,74031,origin,Aft Jln Sam Kong Si,1.36753470077913,103.92648611289407
1642,74041,origin,Opp Golden Pagoda Tp,1.36850444400102,103.92978611099927
4475,75031,origin,Opp Springfield Sec Sch,1.35080696753697,103.92946243284943
16,75039,origin,Springfield Sec Sch,1.3506577199911,103.92956819494434
5115,75051,origin,TAMPINES WEST STN EXIT B,1.34503394154132,103.94008153173421
5,75059,origin,BEF TAMPINES WEST STN,1.34471168546511,103.9402168928283
104,75061,origin,Opp Bedok Reform Trg Ctr,1.34071391760745,103.93646836281481
6373,75071,origin,Opp Blk 819,1.34893303477474,103.93654250213598
377,75079,origin,Blk 819,1.34858249441921,103.9370121634589
17965,75081,origin,Blk 831,1.34986941891093,103.93426738811776
2471,75089,origin,Blk 827,1.34977145890473,103.93404731779178
3245,75099,origin,Blk 897,1.34810640028821,103.93423427925954
6366,75101,origin,Blk 880,1.35109968413462,103.93150144928326
3064,75109,origin,Blk 888,1.35115140327554,103.93102423699943
11107,75111,origin,Blk 874A,1.35304499998303,103.93201333297846
14487,75121,origin,Opp Darul Ghufran Mque,1.35593392058986,103.93903255460283
34,75129,origin,Darul Ghufran Mque,1.35563642049496,103.93936521711959
35465,75131,origin,Bet Blks 701/702,1.35594818346107,103.93709646027764
152,75139,origin,Blk 863,1.35563964372785,103.93612503756641
18715,75141,origin,Blk 730,1.35625000000112,103.93377888890949
8,75149,origin,Blk 867A,1.35597194444127,103.93366388890493
9372,75151,origin,Opp Blk 871A,1.35451781224143,103.93145206236657
2662,75159,origin,Blk 874,1.35405115206724,103.93146643451303
360,75161,origin,Blk 855,1.35324997143303,103.93456070784656
24764,75169,origin,Opp Blk 853,1.35327639994383,103.93440612457627
694,75201,origin,Blk 835,1.35078500992301,103.93353377368994
2894,75209,origin,Blk 882A,1.35145000000178,103.93361000002287
4616,75219,origin,Blk 889,1.34971138040971,103.9321567318492
1873,75221,origin,Opp Temasek Poly East G,1.34567355960876,103.93595044893453
211,75229,origin,Temasek Poly East G,1.34499782605889,103.93676608938834
4896,75231,origin,Opp Temasek Poly,1.34707779444929,103.93265533979496
1304,75239,origin,Temasek Poly,1.34675259898315,103.93257655832721
1540,75241,origin,Opp Temasek Poly West G,1.34844803009871,103.92980219657613
528,75249,origin,Temasek Poly West G,1.34791499671757,103.93017010145029
2002,75251,origin,Opp Tropica Condo,1.3494983330038,103.92783361101397
7700,75269,origin,Opp Blks 710/713,1.35917286418935,103.93814214622792
5,75271,origin,Blk 721,1.36024833439953,103.93601495043112
12253,75279,origin,Opp Blk 721,1.3604749400553,103.93620400344062
10,75281,origin,Blk 742A,1.36022789260467,103.93363809095122
9865,75289,origin,Opp Blks 741/742,1.36045667202312,103.93331674675824
2,75291,origin,Aft Tampines Ave 9,1.36149182194897,103.93076720725303
354,75299,origin,Bef Tampines Ave 9,1.36239101738996,103.93106617032824
2,75311,origin,Tampines Dormitory,1.36707803417357,103.93078207971784
5111,75319,origin,Opp Tampines Dormitory,1.36720805556001,103.93106194445039
694,75329,origin,Poi Ching Pr Sch,1.35775471736024,103.93627195175705
3590,75339,origin,Blk 734,1.35846309875614,103.93415212517196
1908,75341,origin,Opp The Clearwater Condo,1.33832204097015,103.933861255669
2,75349,origin,The Clearwater Condo,1.33811824869625,103.9339578151498
1256,75359,origin,Aft TPE,1.37438650022455,103.93147946559002
11,75361,origin,Bef Tampines Ind Ave 5,1.3706441545828,103.93030234430374
192,75369,origin,Opp HNS Micro Siltronic,1.37079630405212,103.93056528604264
854,75381,origin,T5@TAMPINES,1.373188889,103.9266
1900,75391,origin,OPP SILTRONIC,1.37507,103.9213
2800,75469,origin,Opp Reebonz Bldg,1.36626888891089,103.93315812393162
612,76031,origin,TAMPINES EAST STN EXIT B,1.35507956918888,103.95529781026745
34,76039,origin,TAMPINES EAST STN EXIT C,1.35506418976437,103.9555498102644
11057,76051,origin,Our Tampines Hub,1.35313809279079,103.9412639409046
40,76059,origin,Opp Our Tampines Hub,1.35296163572491,103.94165154852797
8189,76061,origin,Blk 938,1.3482019444416,103.94189805552267
13,76069,origin,Blk 147,1.34875342114003,103.94208629087403
720,76071,origin,Blk 141,1.34802638899143,103.94517805600674
3566,76079,origin,Blk 101,1.34794388891649,103.94563500000055
677,76081,origin,Opp The Holy Trinity Ch,1.34950194446778,103.94932305553937
3789,76089,origin,The Holy Trinity Ch,1.34916805553714,103.94923388889873
1159,76091,origin,Blk 206,1.35071636446812,103.95275166965992
6011,76099,origin,Blk 285,1.35026359502623,103.95249172187374
7613,76101,origin,Tampines East CC,1.35303315550855,103.95480210652737
14,76111,origin,Blk 945,1.35157455446947,103.94023387732626
2533,76119,origin,Opp Blk 945,1.35188664573357,103.94009028016603
9,76121,origin,Opp St. Hilda's Sec Sch,1.35003333718868,103.93817517168992
10030,76129,origin,St. Hilda's Sec Sch,1.34988214931301,103.93791583710507
102,76139,origin,Opp Century Sq,1.35162691843499,103.94385009279503
127,76149,origin,Opp Tampines Stn/Int,1.35370728527221,103.94636710560508
13,76151,origin,Blk 237,1.35533098906606,103.9470479110451
696,76159,origin,Opp Blk 237,1.35517831738683,103.94720149012322
503,76169,origin,Blk 248,1.3524530559991,103.9474516670289
855,76179,origin,Opp Blk 266,1.35172938925372,103.95069571840816
68,76181,origin,Blk 216,1.35384110037439,103.95308027923268
12595,76189,origin,Opp Blk 216,1.3537000000187,103.95279611102576
48,76191,origin,BLK 401,1.3569438864901,103.94477445426702
6342,76199,origin,BLK 503,1.35660016333768,103.94535428432116
3,76201,origin,Blk 423,1.35687499368341,103.9479674220669
4889,76209,origin,Blk 233,1.35660332787929,103.94766913185744
252,76211,origin,Blk 449,1.35674667237884,103.95100259167165
11560,76219,origin,Blk 230E,1.35644168689504,103.95114418566536
203,76221,origin,TAMPINES EAST STN EXIT A,1.3563896244901,103.95390226733993
7122,76229,origin,OPP TAMPINES EAST STN,1.35614001051089,103.95353851635838
182,76231,origin,Tampines JC/Opp Blk 390,1.35666908955685,103.95736200626966
6045,76239,origin,Blk 390/Opp Tampines JC,1.3564927293972,103.95754826481253
9,76241,origin,Blk 497D,1.35845802746258,103.95917058122039
9595,76249,origin,Blk 370,1.35836639849151,103.95947435534286
5765,76251,origin,Blk 487B,1.35970826873107,103.95823716945422
66,76259,origin,Opp Blk 487B,1.35967015846114,103.95842446373796
9926,76261,origin,Blk 489B,1.36164005637877,103.95740032197719
77,76269,origin,Opp Blk 489A,1.36187820405808,103.95739818627865
11457,76271,origin,Dunman Sec Sch,1.36181167182029,103.95518343875231
81,76279,origin,Blk 491C,1.3618856073242,103.95504580030337
1701,76289,origin,Opp East View Pr Sch,1.34738728491099,103.93814569319093
632,76291,origin,Angsana Pr Sch,1.3488330441336,103.95120760822915
2971,76301,origin,Blk 283,1.34907001187678,103.95354386528878
913,76311,origin,Blk 460/Opp Tampines JC,1.35791501506433,103.95535655821823
2,76319,origin,Tampines JC/Opp Blk 454,1.35765005311874,103.95558714864025
4322,76329,origin,Blk 125,1.34644501660314,103.94989623103628
4800,76339,origin,Opp Tampines Changkat Cc,1.34547166699324,103.94698416699394
5355,76341,origin,Blk 464,1.35976305104284,103.95535006454477
2,76349,origin,Dunman Sec Sch,1.3603851367314,103.95556569101933
33992,76351,origin,Blk 484,1.36213822350227,103.95309131019367
83,76359,origin,Blk 493B,1.36209168075863,103.95217875196944
22228,76361,origin,Blk 430,1.36002524992852,103.95032266084807
26,76369,origin,Blk 496F,1.36025642698418,103.95022273065783
554,76371,origin,Blk 459,1.35852839462785,103.95427534853701
11887,76391,origin,Blk 418,1.35844376751138,103.947541136035
39,76399,origin,Blk 417,1.3586225675181,103.94723337005571
14,76401,origin,Blk 230B,1.35501333299594,103.95086166698833
5603,76409,origin,Blk 259,1.35484670853897,103.9507954515594
449,76411,origin,Ngee Ann Sec Sch,1.35385001382018,103.95742752062093
3749,76419,origin,Blk 307A,1.35366243500181,103.95648530342
9582,76421,origin,Opp Blk 331,1.35384124345467,103.95987193850509
8121,76439,origin,Blk 351,1.35288166702581,103.96260527798987
6405,76449,origin,Blk 343,1.35207508249597,103.96113006140774
8685,76459,origin,Blk 323,1.35208003080961,103.95873194771903
1110,76461,origin,Eden Condo,1.35610972200156,103.95981833302024
673,76471,origin,BLK 444,1.35855302099722,103.95134500001934
13344,76511,origin,THE TAMPINES TRILLIANT,1.35940728864246,103.93942626783013
1,76519,origin,BET BLKS 524B/523D,1.35920624506603,103.93921870101352
1480,76521,origin,OPP BLK 519A,1.357468889,103.940775
4,76529,origin,BLK 519A,1.357528889,103.9405089
2212,76541,origin,Citylife@ Tampines,1.36023180021367,103.94053134805151
351,77009,origin,Pasir Ris Int,1.3737224021188,103.95021243108012
173,77019,origin,Blk 515,1.3737108000359,103.94351079998545
72,77029,origin,Blk 571,1.37274960000662,103.94597779999948
2,77031,origin,Aft Pasir Ris Ctrl,1.37116337071002,103.9483810573245
69,77039,origin,Bef Pasir Ris Ctrl,1.37159118708865,103.94834855629753
277,77049,origin,Pasir Ris Town Pk,1.36963556960047,103.95158314847573
1124,77059,origin,Blk 425,1.36936138996292,103.95506338293471
17,77061,origin,Ris Grandeur,1.37377216806532,103.94041320097696
640,77069,origin,Opp Ris Grandeur,1.37414972830656,103.94081177255107
750,77079,origin,Elias Mall,1.37728664750339,103.94145255170352
775,77161,origin,Blk 741,1.37752492323898,103.93657565115056
3,77169,origin,Meridian JC,1.37694324707892,103.9363320444146
541,77189,origin,Blk 613,1.3755564005294,103.94124910119332
43,77191,origin,Blk 500A,1.37654807606486,103.94602815996554
333,77201,origin,Aft Blk 601,1.37864001176536,103.94276350247947
87,77239,origin,Blk 643,1.37741830757924,103.93793201117523
1,77241,origin,Opp Blk 640,1.37531331487507,103.940272636011
131,77249,origin,Blk 640,1.37599439507295,103.939861116152
2722,77281,origin,Blk 740,1.37837166677052,103.93618729229594
378,77289,origin,Blk 738,1.37889759950996,103.93596534133927
1357,77301,origin,Blk 778,1.37419765728407,103.93864478052231
5,77309,origin,Opp Blk 778,1.37437639672106,103.93874482147835
2599,77311,origin,Bet Blks 771/772,1.37581953068998,103.936865329717
11,77319,origin,Opp Blks 771/772,1.37554666701554,103.93754166696733
3720,77331,origin,Blk 747A,1.3782973982979,103.93338764757789
52,77339,origin,Aft TPE,1.3780301775267,103.93278653475954
6,77379,origin,Bef Pasir Ris Dr 3,1.37468886777036,103.94801300636183
138,78049,origin,Blk 612,1.3744627816256,103.94180578126523
1,78051,origin,Blk 197,1.36625310810093,103.96118122599651
2320,78059,origin,Blk 210,1.36677606799955,103.96113744871693
2291,78069,origin,Blk 442,1.36869168470813,103.95815838787027
304,78109,origin,Downtown East,1.37533322687905,103.95388142049359
196,78119,origin,Opp Blk 479,1.37568000002841,103.95796611110238
458,78209,origin,Blk 242,1.3713650312338,103.96221418839181
317,78219,origin,Opp Blk 204,1.36725694472542,103.96327818546209
282,78221,origin,Blk 231A CP,1.37417517709229,103.96122560227602
45,80011,origin,AFT PADANG JERINGAU,1.30972720802554,103.86737828692955
107,80031,origin,Kallang Stn,1.31107705658993,103.8713149052975
138,80051,origin,Aft Lor 1 Geylang,1.31251499997324,103.87326194447365
221,80071,origin,Yi Xiu Fty Bldg,1.31380009198455,103.87655394006379
256,80091,origin,Bef Lor 23 Geylang,1.31489775184137,103.88095141640784
59,80109,origin,Opp Kallang Stn/Blk 2C,1.31324473748019,103.871430158598
