TOTAL_TRIPS,BusStopCode,type,Description,Latitude,Longitude
865,10017,origin,Aft Hosp Dr,1.27832046633393,103.83762574759974
234,10049,origin,OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772155
321,10499,origin,KAMPONG BAHRU TER,1.27585400417691,103.83401000002084
1269,14009,origin,HarbourFront Int,1.26703502614245,103.81901469907409
46,14131,origin,Caribbean at Keppel Bay,1.26740130257465,103.81675441150337
30,14151,origin,Opp Chr Community Chapel,1.26964765905364,103.8129359412343
109,14161,origin,Telok Blangah Stn,1.27075866533548,103.81009913005327
3,14171,origin,Opp Yeo's Bldg,1.27145959833005,103.80654857059398
67,15141,origin,Labrador Pk Stn,1.27275860463579,103.80095947823813
62,15151,origin,Opp Mapletree Biz City,1.27389192906939,103.79822208982421
120,15161,origin,Pasir Panjang Ctr,1.27443806198132,103.79666055940478
128,15191,origin,Pasir Panjang Stn/Fc,1.27581227029734,103.79263571257981
14,15201,origin,Aft Pasir Panjang Stn,1.27680819120105,103.78970861437152
48,15221,origin,Aft Sth Buona Vista Rd,1.27949923466491,103.78548955401584
86,16011,origin,Opp Haw Par Villa Stn,1.28277766355314,103.78186930413443
12,16021,origin,Opp Gloria Man,1.28625793147796,103.77981027693801
58,16031,origin,Opp S'pore Science Pk II,1.28800629048399,103.77846479413628
46,16041,origin,OPP LUXE VILLE,1.2893086506189,103.77660095143266
11,16051,origin,The Crystal Tabernacle Ch,1.29014861601908,103.77426036615236
85,16061,origin,Opp Heng Mui Keng Terr,1.29046257201356,103.77356171611027
10,16071,origin,Opp Pasir Panjang PO,1.29129940835907,103.77117221155989
57,16081,origin,Aft Palm Green Condo,1.29195777797363,103.76866138900287
77,16131,origin,Opp Kent Ridge Ter,1.29487639088562,103.76935201010454
30,16141,origin,Tentera Diraja Mque,1.29786833526113,103.76959523650599
108,16151,origin,The Japanese Pr Sch,1.30076138899694,103.76993555602371
6,16201,origin,Barossa Gdns,1.28130063164133,103.78410758834183
47,17059,origin,Regent Pk,1.31694333299923,103.76170111103328
128,17121,origin,Blk 610,1.30476410258543,103.76944539352431
14,17131,origin,Clementi Flyover,1.3080413890204,103.76591111102081
148,17141,origin,Clementi Stadium,1.3109950000148,103.76349999999258
131,20101,origin,Nan Hua Pr Sch,1.31993714188512,103.76221926730373
103,21361,origin,Blk 695,1.34302323304896,103.70767181671128
411,21371,origin,Blk 680C,1.34522722613512,103.70617873626036
2206,22009,origin,Boon Lay Int,1.33932334709184,103.70545701843297
116,22499,origin,Opp Blk 662C,1.33752755300605,103.70488157561539
490,27091,origin,Opp Blk 271 CP,1.34910999998031,103.70388500000492
736,27101,origin,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962
563,27121,origin,Bef Nanyang Ave,1.35682305601032,103.69521277798744
8,28011,origin,BEF TOH TUCK AVE,1.32425805601593,103.7591472219987
53,28021,origin,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596
372,28031,origin,Bef The Synergy,1.32790100001681,103.75101499996688
240,28041,origin,The Synergy,1.33008349967851,103.74828366332322
838,28201,origin,Opp The JTC Summit,1.33205706208933,103.7418504873348
427,28621,origin,Blk 241,1.34154348249683,103.74358012428006
204,28639,origin,Blk 288E,1.34045649755771,103.74395996871245
247,28649,origin,Blk 286A,1.33901303401774,103.74603439301079
1455,28659,origin,IMM Bldg,1.33446189256828,103.74767782537164
627,30011,origin,Tengah Air Base,1.37367799480239,103.71422567942253
965,30021,origin,Opp Keat Hong Camp,1.3744419562273,103.71705234322658
2337,30031,origin,Opp Army Logistics Base,1.37461935383489,103.71983865916742
2378,30041,origin,Opp Home Team Academy,1.37462014104762,103.72188815233464
