node_id,name,jurisdiction,jurisdiction_description,country_codes,countries,incorporation_date,inactivation_date,struck_off_date,closed_date,ibcRUC,status,company_type,service_provider,sourceID,valid_until,note
82000029,"Fencourt Reinsurance Company, Ltd.",BM,Bermuda,BMU,Bermuda,02-OCT-1975,,,,EC 04194,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000080,Savannah Company Limited,BM,Bermuda,BMU,Bermuda,13-NOV-1970,,,20-APR-1998,EC 02263,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000095,IUM Re-Group Ltd.,BM,Bermuda,BMU,Bermuda,24-NOV-1977,,,21-NOV-1997,EC 5373,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000159,SWIRE PACIFIC OFFSHORE LIMITED,BM,Bermuda,BMU,Bermuda,23-NOV-1977,,,,EC 06162,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000196,ASHFORD COMPANY LIMITED,BM,Bermuda,BMU,Bermuda,23-APR-1971,,,27-AUG-2009,EC 02459,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000209,"STRATFORD INSURANCE COMPANY, LTD.",BM,Bermuda,BMU,Bermuda,04-APR-1974,,,,EC 3555,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000210,Tooling & Machining Insurance Limited,BM,Bermuda,BMU,Bermuda,16-FEB-1981,,,01-SEP-2006,EC 8515,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000212,American Contractors Insurance Group Ltd.,BM,Bermuda,BMU,Bermuda,03-MAY-1978,,,,EC 06487,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000219,"EBP RE, Ltd.",BM,Bermuda,BMU,Bermuda,27-JUN-1979,,,07-AUG-2008,EC 07159,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000226,Sumitomo Marine Investment & Management (Bermuda) Ltd.,BM,Bermuda,BMU,Bermuda,20-NOV-1975,,,06-OCT-1997,EC 04248,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000190,Kane SAC Limited,BM,Bermuda,BMU,Bermuda,02-JUL-1981,,,,EC 08790,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000246,A.I.C. LIMITED,BM,Bermuda,BMU,Bermuda,13-JAN-1976,,,,EC 4340,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000247,"Dole Fresh Fruit International, Limited",BM,Bermuda,BMU;USA,Bermuda;United States,28-OCT-1975,,,,39255,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000253,STANDARD FRUIT COMPANY (BERMUDA) LTD.,BM,Bermuda,BMU;USA,Bermuda;United States,09-APR-1976,,,,EC 4460,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000266,JOHN SWIRE & SONS (BERMUDA) LTD.,BM,Bermuda,BMU,Bermuda,04-OCT-1979,,,,EC 07382,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000276,Arlington Limited,BM,Bermuda,BMU,Bermuda,20-APR-1977,,,,EC 5031,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000278,FWD Life Insurance Company (Bermuda) Limited,BM,Bermuda,BMU;CHN;HKG,Bermuda;China;Hong Kong,13-APR-1977,,,,EC 5025,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000312,Oil Basins Limited,BM,Bermuda,BMU,Bermuda,12-OCT-1971,,,,EC 02641,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82000329,SOCAP INTERNATIONAL LIMITED,BM,Bermuda,BMU;FRA,Bermuda;France,03-SEP-1979,,,,EC 7327,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001955,CITY CHAIN (BERMUDA) HOLDINGS LIMITED,BM,Bermuda,BMU,Bermuda,19-MAR-1990,,,,EC 15427,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001802,MRI INFRASTRUCTURE HOLDINGS LIMITED,BM,Bermuda,BMU,Bermuda,03-JAN-1995,,,25-APR-2011,EC 20341,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001803,Samson Paper Holdings Limited,BM,Bermuda,BMU,Bermuda,10-JUL-1995,,,,EC 20944,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001783,Powers & Dubin Asset Management International Limited,BM,Bermuda,BMU,Bermuda,07-DEC-1994,,,12-JAN-1998,EC 20239,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001784,Powers & Dubin Traders Limited,BM,Bermuda,BMU,Bermuda,07-DEC-1994,,,12-JAN-1998,EC 20238,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001786,INTERNATIONAL VOLUNTEER SERVICES,BM,Bermuda,BMU,Bermuda,06-OCT-1995,,,27-JUN-2013,EC 21222,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001787,M. Vest (Bermuda) Limited,BM,Bermuda,BMU;MYS,Bermuda;Malaysia,02-DEC-1994,,,09-APR-2008,EC 20218,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001791,Panamco Insurance Company Limited,BM,Bermuda,BMU,Bermuda,15-DEC-1994,,,,EC 20255,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001796,S&K Bermuda Ltd.,BM,Bermuda,BMU;GRC,Bermuda;Greece,20-JAN-1995,,,,EC 20425,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001799,CEF Concord Co-Generation Company Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,20-DEC-1994,,,20-OCT-1997,EC 20293,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001710,ASIA LEASING LIMITED,BM,Bermuda,BMU;SGP,Bermuda;Singapore,04-JUL-1994,,,21-FEB-2008,EC 19659,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001713,China Cathay Tyre Limited,BM,Bermuda,BMU,Bermuda,20-AUG-1993,,,22-OCT-1997,EC 18603,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001715,Indochina Investments Limited,BM,Bermuda,BMU;THA,Bermuda;Thailand,12-AUG-1994,,,11-JAN-2012,EC 19823,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001720,China Convergent Corporation Limited,BM,Bermuda,BMU,Bermuda,02-AUG-1994,,,01-DEC-1997,EC 19766,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001667,"APN PETROLEUM, LTD.",BM,Bermuda,BMU;IDN,Bermuda;Indonesia,15-MAR-1994,,,11-MAY-1998,EC 19259,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001729,Crown Hanoi Investment Company Limited,BM,Bermuda,BMU,Bermuda,27-JUL-1994,,,,EC 19769,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001741,IMC SHIPPING LIMITED,BM,Bermuda,BMU;SGP,Bermuda;Singapore,17-OCT-1994,,,19-MAR-2008,EC 20054,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001762,STELUX HOLDINGS INTERNATIONAL LIMITED,BM,Bermuda,BMU,Bermuda,26-OCT-1994,,,,EC 20081,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001772,Mycom Motors (Bermuda) Limited,BM,Bermuda,BMU;MYS,Bermuda;Malaysia,03-NOV-1994,,,09-APR-2008,EC 20105,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001394,Contractors Casualty Ltd.,BM,Bermuda,BMU,Bermuda,01-JUN-1992,,,21-JAN-1998,EC 17427,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001396,SIS INTERNATIONAL HOLDINGS LIMITED,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,08-JUL-1992,,,,EC 17506,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001397,"Four Star Insurance Company, Ltd.",BM,Bermuda,BMU,Bermuda,22-JUL-1992,,,31-DEC-2013,EC 17551,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001402,Wuling Motors Holdings Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,24-AUG-1992,,,,17625,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001404,SHANGRI-LA ASIA LIMITED,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,14-AUG-1992,,,,EC 17607,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001421,Infrontier Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,11-AUG-1992,,,29-MAY-2007,EC 17594,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001381,Goldin Financial Holdings Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,11-MAY-1992,,,,17382,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001385,BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LIMITED,BM,Bermuda,BMU;USA,Bermuda;United States,09-JUN-1992,,,,17455,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001386,INVESCO Pacific Partner Ltd.,BM,Bermuda,BMU,Bermuda,05-DEC-1983,,,,EC 10382,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001435,CIAM Group Limited,BM,Bermuda,BMU;CHN;HKG,Bermuda;China;Hong Kong,01-OCT-1992,,,,EC 17709,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001452,Beijing Enterprises Water Group Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,23-NOV-1992,,,,EC 17819,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001469,China Enterprises Limited,BM,Bermuda,BMU,Bermuda,28-JAN-1993,,,28-APR-1998,EC 17983,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001479,"VMC Indemnity Company, Ltd.",BM,Bermuda,BMU,Bermuda,29-JUN-1993,,,,EC 18456,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001503,"Griffin Insurance Co., Ltd.",BM,Bermuda,BMU,Bermuda,15-MAR-1993,,,,EC 18111,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001535,"Sizzler Franchise Development, Ltd.",BM,Bermuda,BMU,Bermuda,22-APR-1993,,,13-NOV-1997,EC 18239,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001536,21 Holdings Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,04-JAN-1994,,,,EC 18988,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001522,TeaM Energy Asia-Pacific Limited,BM,Bermuda,BMU;HKG;PHL,Bermuda;Hong Kong;Philippines,22-APR-1993,,,16-DEC-2010,EC 18241,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001542,FPMF LIMITED,BM,Bermuda,BMU,Bermuda,26-APR-1993,,,13-NOV-1997,EC 18253,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001543,CEFNA Greater China Investments Company Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,18-MAY-1993,,,11-OCT-2012,EC 18313,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001557,Guoman Hotels Limited,BM,Bermuda,BMU,Bermuda,26-MAY-1993,,,11-SEP-2009,18354,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001558,GREAT ASIA INDUSTRIAL DEVELOPMENT CO. LTD.,BM,Bermuda,BMU,Bermuda,22-SEP-1993,,,,EC 18693,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001597,The Maurice and Vivienne Wohl Charity,BM,Bermuda,BMU,Bermuda,09-MAR-1994,,,03-JUN-1998,EC 19237,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001599,GuoLine Overseas Limited,BM,Bermuda,BMU,Bermuda,16-SEP-1993,,,,18677,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001607,CHINA BREWERY HOLDINGS LIMITED,BM,Bermuda,BMU,Bermuda,12-OCT-1993,,,28-APR-1998,EC 18761,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001629,GuocoLand (China) Limited,BM,Bermuda,BMU;SGP,Bermuda;Singapore,02-DEC-1993,,,,18928,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001643,Mycom Setdco Ltd.,BM,Bermuda,BMU;MYS,Bermuda;Malaysia,26-JAN-1994,,,09-APR-2008,EC 19063,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001672,WAFRA FUND MANAGEMENT LTD.,BM,Bermuda,BMU;USA,Bermuda;United States,06-MAY-1994,,,08-JAN-2014,19442,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001676,Freepoint Towage Company (Bahamas) Ltd.,BM,Bermuda,BMU,Bermuda,19-MAY-1994,,,24-JUN-1997,EC 19481,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001679,BOLTON GROUP (INTERNATIONAL) LIMITED,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,09-MAY-1994,,,06-AUG-2007,EC 19443,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001680,Trans Ocean Distribution Limited,BM,Bermuda,BMU,Bermuda,19-MAY-1994,,,20-SEP-2007,EC 19480,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001682,CHINA-HONGKONG PHOTO PRODUCTS HOLDINGS LIMITED,BM,Bermuda,BMU,Bermuda,06-JUL-1994,,,,EC 19683,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001684,PACIFIC PLYWOOD HOLDINGS LIMITED,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,09-MAY-1994,,,,EC 19444,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82001687,"Dole Packaged Foods Asia, Ltd.",BM,Bermuda,BMU,Bermuda,10-AUG-1994,,,,EC 19800,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002643,Builders Re Ltd.,BM,Bermuda,BMU,Bermuda,24-FEB-1997,,,07-OCT-1997,EC 23000,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002648,"Thermo Re, Ltd.",BM,Bermuda,BMU,Bermuda,18-DEC-1996,,,,EC 22748,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002523,Pacific Andes Resources Development Limited,BM,Bermuda,BMU;SGP,Bermuda;Singapore,09-JUL-1996,,,,22137,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002539,SFH Trading & Brokerage Ltd.,BM,Bermuda,BMU;CHE,Bermuda;Switzerland,25-JUN-1996,,,02-JUL-2010,EC 22068,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002546,Aqueous Resources (Bermuda) Ltd.,BM,Bermuda,BMU,Bermuda,09-AUG-1996,,,17-OCT-1997,EC 22227,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002640,Sime Darby Hong Kong Group Company Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,09-DEC-1996,,,,EC 22690,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002553,GA Rate Distribution Limited,BM,Bermuda,BMU,Bermuda,03-SEP-1996,,,,EC 22295,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002561,Red Earth Limited,BM,Bermuda,BMU,Bermuda,06-SEP-1996,,,07-JAN-1998,EC 22314,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002574,AQUEOUS FUELS (BERMUDA) LTD.,BM,Bermuda,BMU,Bermuda,06-SEP-1996,,,16-JUL-2007,EC 22315,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002581,"Hartford Insurance, Ltd.",BM,Bermuda,BMU,Bermuda,19-SEP-1996,,,,EC 22359,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002587,Pacific Leasing Limited,BM,Bermuda,BMU,Bermuda,14-OCT-1996,,,06-NOV-2009,EC 22468,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002589,PRIME TOLLWAYS COMPANY LIMITED,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,30-SEP-1996,,,,EC 22407,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002601,Alcan Nikkei Asia Company Ltd,BM,Bermuda,BMU;JPN;MYS,Bermuda;Japan;Malaysia,28-OCT-1996,,,10-JUN-1997,EC 22532,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002622,CoLine Holdings Limited,BM,Bermuda,BMU,Bermuda,13-DEC-1996,,,28-OCT-1997,EC 22719,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002626,SPHI Ltd.,BM,Bermuda,BMU,Bermuda,02-JAN-1997,,,,EC 22807,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002359,INVESCO PACIFIC HOLDINGS LIMITED,BM,Bermuda,BMU,Bermuda,19-DEC-1995,,,17-JUN-2014,EC 21465,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002367,WORLDSEC LIMITED,BM,Bermuda,BMU;HKG;JEY,Bermuda;Hong Kong;Jersey,19-DEC-1995,,,,EC 21466,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002279,Global Investors Insurance Ltd.,BM,Bermuda,BMU,Bermuda,02-JAN-1996,,,30-APR-1998,EC 21530,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002406,COLUMBIA LABORATORIES (BERMUDA) LTD.,BM,Bermuda,BMU;USA,Bermuda;United States,20-SEP-1993,,,,18683,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002416,"Conti Energy, Limited",BM,Bermuda,BMU,Bermuda,04-OCT-1994,,,01-JUL-1997,EC 19999,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002421,MING WAH UNIVERSAL (BERMUDA) CO. LTD.,BM,Bermuda,BMU;CHN;HKG,Bermuda;China;Hong Kong,22-FEB-1996,,,10-APR-2008,EC 21674,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002423,Excel FSC Ltd.,BM,Bermuda,BMU,Bermuda,01-MAR-1996,,,12-OCT-2012,EC 21697,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002401,CHINA TELECOM LIMITED,BM,Bermuda,BMU,Bermuda,31-JAN-1996,,,28-APR-1998,EC 21607,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002430,Rex Re Insurance Ltd.,BM,Bermuda,BMU,Bermuda,21-MAR-1996,,,01-DEC-1997,EC 21758,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002431,Paiton Holdings Limited,BM,Bermuda,BMU,Bermuda,26-MAR-1996,,,,EC 21775,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002474,ASIA SATELLITE TELECOMMUNICATIONS HOLDINGS LIMITED,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,10-MAY-1996,,,,EC 21927,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002491,Asia Pacific Wire & Cable Corporation Limited,BM,Bermuda,BMU;SGP;TWN,Bermuda;Singapore;Taiwan,19-SEP-1996,,,,22363,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002492,PIOGlobal Insurance Company Ltd.,BM,Bermuda,BMU,Bermuda,23-MAY-1996,,,18-DEC-1997,EC 21965,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002505,WORLDCARE LIMITED,BM,Bermuda,BMU;FRA;USA,Bermuda;France;United States,27-JUN-1996,,,,EC 22096,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002513,"Hartford Management, Ltd.",BM,Bermuda,BMU,Bermuda,24-JUN-1996,,,,EC 22066,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002176,Chance Limited,BM,Bermuda,BMU,Bermuda,05-DEC-1995,,,04-NOV-1997,EC 21397,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002181,Wawasan Investments Limited,BM,Bermuda,BMU;SGP,Bermuda;Singapore,21-FEB-1995,,,,EC 20521,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002182,WTP Limited,BM,Bermuda,BMU,Bermuda,13-FEB-1995,,,29-DEC-2010,EC 20506,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002198,INVESCO Global Asset Management (Bermuda) Ltd.,BM,Bermuda,BMU;IRL,Bermuda;Ireland,02-MAY-1995,,,,EC 20772,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002254,"Dole New Zealand, Ltd.",BM,Bermuda,BMU,Bermuda,10-JUL-1995,,,,EC 20945,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002261,Asia Pacific Investment Company Limited,BM,Bermuda,BMU,Bermuda,11-SEP-1995,,,24-AUG-2010,EC 21130,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002264,SAMBL Limited,BM,Bermuda,BMU,Bermuda,28-JUL-1995,,,31-DEC-2007,EC 20994,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002274,MYCOM (BERMUDA) LTD.,BM,Bermuda,BMU;MYS,Bermuda;Malaysia,31-JUL-1995,,,29-JUN-2011,21031,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002284,Citco (Bermuda) Limited,BM,Bermuda,BMU,Bermuda,08-APR-1992,,,11-OCT-2012,EC 17307,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002286,Citco Holdings (Bermuda) Limited,BM,Bermuda,BMU,Bermuda,08-APR-1992,,,11-OCT-2012,EC 17306,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002322,Wah Shing International Holdings Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,24-OCT-1995,,,31-DEC-2007,EC 21269,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002147,AUSTRALIA CHINA HOLDINGS LIMITED 澳華控股有限公司,BM,Bermuda,AUS;BMU;HKG,Australia;Bermuda;Hong Kong,03-JAN-1995,,,13-MAY-2014,20388,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002150,"China Consolidated Foods, Limited",BM,Bermuda,,,28-APR-1995,,,21-JAN-2013,EC 20749,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002156,China Agri-Products Exchange Limited,BM,Bermuda,BMU;HKG;GBR,Bermuda;Hong Kong;United Kingdom,25-JAN-1995,,,31-JUL-2009,EC 20414,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003068,Southern Cross Cables Limited,BM,Bermuda,BMU;NZL,Bermuda;New Zealand,04-FEB-1998,,,,24483,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003073,London & Edinburgh (Bermuda) Ltd.,BM,Bermuda,BMU,Bermuda,04-MAY-1998,,,02-JUL-1998,EC 24879,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003120,Consolidated Resources Insurance Group Ltd.,BM,Bermuda,BMU,Bermuda,27-MAY-1998,,,16-OCT-1998,EC 24975,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003121,Deacons Singapore Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,17-MAR-1998,,,,24638,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003125,Global Crossing Ltd.,BM,Bermuda,BMU,Bermuda,18-MAR-1998,,,11-OCT-2012,EC 24644,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003139,"The Renewable Energy and Energy Efficiency Fund for Emerging Markets, Ltd.",BM,Bermuda,BMU,Bermuda,01-APR-1998,,,29-JAN-1999,EC 24727,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003148,"REEF Management, Ltd.",BM,Bermuda,BMU,Bermuda,01-APR-1998,,,29-JAN-1999,EC 24730,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003155,"GCT Pacific Holdings, Ltd.",BM,Bermuda,BMU,Bermuda,01-APR-1998,,,20-OCT-2006,EC 24728,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003161,Deacons Shanghai Limited,BM,Bermuda,BMU,Bermuda,28-MAY-1998,,,08-AUG-2011,24976,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003171,Plane Sailing Ltd.,BM,Bermuda,BMU,Bermuda,20-APR-1998,,,,EC 24806,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003174,Mid-Atlantic Crossing Ltd.,BM,Bermuda,BMU,Bermuda,21-APR-1998,,,06-MAY-2011,EC 24812,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003177,Southern Cross Cables Holdings Limited,BM,Bermuda,BMU,Bermuda,28-APR-1998,,,,24842,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003027,STAMFORD LEASING LIMITED,BM,Bermuda,BMU,Bermuda,02-DEC-1997,,,10-FEB-2014,EC 24183,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003033,Avon International (Bermuda) Ltd.,BM,Bermuda,BMU,Bermuda,17-DEC-1997,,,,24252,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003038,"Toy Traders International, Ltd.",BM,Bermuda,BMU,Bermuda,02-JAN-1998,,,10-FEB-1998,EC 24311,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003042,GEG Protection Ltd.,BM,Bermuda,BMU,Bermuda,24-DEC-1997,,,11-MAR-1998,EC 24286,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003046,Deacons Holdings Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,01-JAN-1998,,,,24307,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003054,Mid-Atlantic Crossing Holdings Ltd.,BM,Bermuda,BMU,Bermuda,18-MAR-1998,,,11-OCT-2012,EC 24643,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003055,Pacific Crossing Holdings Ltd.,BM,Bermuda,BMU,Bermuda,18-MAR-1998,,,11-OCT-2012,EC 24646,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003088,CAVENDISH TRUSTEE (PRIVATE) LTD.,BM,Bermuda,BMU,Bermuda,13-FEB-1998,,,13-FEB-2013,EC 24525,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003092,Cypress Jade Agricultural Holdings Limited,BM,Bermuda,BMU;HKG,Bermuda;Hong Kong,19-MAR-1998,,,29-JUL-2011,24653,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003105,Global Reach Services Ltd.,BM,Bermuda,BMU,Bermuda,13-MAR-1998,,,14-APR-1998,EC 24618,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82003111,Global Crossing Development Holdings Ltd.,BM,Bermuda,BMU,Bermuda,18-MAR-1998,,,11-OCT-2012,EC 24645,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
82002950,Pegasus Shipping (Hellas) Ltd.,BM,Bermuda,BMU,Bermuda,28-OCT-1997,,,10-FEB-1998,EC 24036,,,Appleby,Paradise Papers - Appleby,Appleby data is current through 2014,
