Country,Player,Star_Player,Start_Year,End_Year,Club_Name_1,Club_Name_2,Description
Serbia,Nikola Malbaša,,2007,2007,Shandong,Luneng,
Serbia,Branko Baković,,2007,2007,Shandong,Luneng,
Serbia,Miodrag Anđelković,,2007,2007,Dalian,Shide,
Serbia,Darko Drinić,,2007,2007,Dalian,Shide,
Serbia,Vidak Bratić,,2007,2007,Tianjin,Teda,
Serbia,Milan Nikolić,,2008,2008,Changsha,Ginde,
Serbia,Dragan Vukmir,,2008,2008,Dalian,Shide,
Serbia,Marko Zorić,,2009,2009,Shenzhen,FC,
Serbia,Aleksandar Živković,,2010,2010,Shenzhen,FC,
Serbia,Miloš Bajalica,,2010,2010,Henan,Jianye,
Serbia,Goran Gavrančić,,2010,2010,Henan,Jianye,
Serbia,Siniša Radanović,,2010,2010,Shandong,Luneng,
Serbia,Borko Veselinović,,2010,2010,Dalian,Shide,
Serbia,Ivan Vukomanović,,2010,2010,Qingdao,Jonoon,
Serbia,Dušan Đokić,,2010,2010,Chongqing,Lifan,
Serbia,Miloš Mihajlov,,2010,2010,Changchun,Yatai,
Serbia,Radomir Koković,,2011,2011,Changchun,Yatai,
Serbia,Vladimir Bogdanović,,2011,2011,Liaoning,Whowin,
Serbia,Miljan Mrdaković,,2012,2012,Jiangsu,Suning,
Serbia,Andrija Kaluđerović,,2012,2012,Beijing,Guoan,
Serbia,Marko Ljubinković,,2012,2012,Changchun,Yatai,
Serbia,Novak Martinović,,2013,2013,Wuhan,Zall,
Serbia,Miloš Stojanović,,2013,2013,Wuhan,Zall,
Serbia,Aleksandar Jevtić,,2014,2014,Liaoning,Whowin,
Serbia,Miloš Bosančić,,2015,2015,Hangzhou,Greentown,
Serbia,Ognjen Ožegović,,2016,2016,Changchun,Yatai,
Serbia,Nemanja Gudelj,,2017,2017,Tianjin,Teda,
Serbia,Nemanja Gudelj,,2018,2018,Guangzhou,Evergrande,
Serbia,Marko Perović,,2018,2018,Guangzhou,RF,
Serbia,Nemanja Pejčinović,,2018,2018,Changchun,Yatai,
Serbia,Branko Jelić,,2004,2005,Beijing,Guoan,
Serbia,Miodrag Pantelić,,2005,2006,Dalian,Shide,
Serbia,Marko Zorić,,2005,2006,Tianjin,Teda,
Serbia,Branko Jelić,,2006,2007,Xiamen,Lanshi,
Serbia,Aleksandar Živković,,2006,2009,Shandong,Luneng,
Serbia,Miljan Mrdaković,,2008,2009,Shandong,Luneng,
Serbia,Dragan Stančić,,2008,2009,Qingdao,Jonoon,
Serbia,Marko Sočanac,,2008,2009,Qingdao,Jonoon,
Serbia,Marko Zorić,,2010,2011,Tianjin,Teda,
Serbia,Miloš Bajalica,,2010,2011,Shaanxi,Chanba,
Serbia,Aleksandar Jevtić,,2011,2013,Jiangsu,Suning,
Serbia,Vladimir Jovančić,,2012,2013,Tianjin,Teda,
Serbia,Miloš Trifunović,,2012,2013,Liaoning,Whowin,
Serbia,Nikola Petković,,2016,2017,Yanbian,Funde,
Serbia,Duško Tošić,,2018,2019,Guangzhou,RF,
South Korea,Lee Kyung-Soo,,2004,2004,Sichuan,Guancheng,
South Korea,Jeon Woo-Keun,,2009,2009,Dalian,Shide,
South Korea,Lee Tae-Young,,2009,2009,Qingdao,Jonoon,
South Korea,Sim Jae-Won,,2009,2009,Changsha,Ginde,
South Korea,Kim Eun-Jung,,2009,2009,Changsha,Ginde,
South Korea,Lee Sang-Il,,2009,2009,Changsha,Ginde,
South Korea,Lee Se-In,,2010,2010,Changchun,Yatai,
South Korea,Park Jae-hong,,2010,2010,Jiangsu,Suning,
South Korea,Lee Jon-Ming,,2010,2010,Qingdao,Jonoon,
South Korea,Woo Choo-Young,,2010,2010,Changsha,Ginde,
South Korea,Cho Se-Kwon,,2010,2010,Chongqing,Lifan,
South Korea,Lee Yoon-Sup,,2010,2010,Qingdao,Jonoon,
South Korea,Jeon Kwang-Jin,,2011,2011,Dalian,Shide,
South Korea,Kim Jin-Kyu,,2011,2011,Dalian,Shide,
South Korea,Lee Joon-Yeop,,2011,2011,Henan,Jianye,
South Korea,Ko Jae-Sung,,2011,2011,Nanchang,Hengyuan,
South Korea,Kwon Jip,,2011,2011,Tianjin,Teda,
South Korea,Song Chong-Gug,,2011,2011,Tianjin,Teda,
South Korea,Park Dong-Hyuk,,2012,2012,Dalian,Shide,
South Korea,Jeong Dong-Ho,,2012,2012,Hangzhou,Greentown,
South Korea,Son Seung-Joon,,2012,2012,Henan,Jianye,
South Korea,Cho Won-Hee,,2013,2013,Wuhan,Zall,
South Korea,Son Dae-Ho,,2014,2014,Hangzhou,Greentown,
South Korea,Lee Ji-Nam,,2014,2014,Henan,Jianye,
South Korea,Yoon Sin-Young,,2014,2014,Jiangsu,Suning,
South Korea,Cho Byung-Kuk,,2014,2014,Shanghai,Shenhua,
South Korea,Noh Hyung-Goo,,2014,2014,Harbin,Yiteng,
South Korea,Choi Hyun-Yeon,,2014,2014,Harbin,Yiteng,
South Korea,Kim Yoo-Jin,,2015,2015,Liaoning,Whowin,
South Korea,Park Ju-Sung,,2015,2015,Guizhou,HFZC,
South Korea,Jung In-Whan,,2015,2015,Henan,Jianye,
South Korea,Ha Tae-Goon,,2016,2016,Yanbian,Funde,
South Korea,Oh Beom-Seok,,2016,2016,Hangzhou,Greentown,
South Korea,Kim Ju-Young,,2017,2017,Hebei,China Fortune,
South Korea,Kim Hyung-il,,2017,2017,Guangzhou,Evergrande,
South Korea,Hwang Seok-Ho,,2017,2017,Tianjin,Teda,
South Korea,Hwang Il-Su,,2017,2017,Yanbian,Funde,
South Korea,Song Tae-Lim,,2009,2010,Henan,Jianye,
South Korea,Ahn Jung-Hwan,,2009,2011,Dalian,Shide,
South Korea,Cho Won-Hee,,2011,2012,Guangzhou,Evergrande,
South Korea,Kim Yoo-Jin,,2011,2012,Liaoning,Whowin,
South Korea,Kim Dong-Jin,,2012,2013,Hangzhou,Greentown,
South Korea,Kim Young-Gwon,,2012,2018,Guangzhou,Evergrande,
South Korea,Ha Dae-Sung,,2014,2015,Beijing,Guoan,
South Korea,Park Jong-Woo,,2014,2015,Guangzhou,RF,
South Korea,Lim You-Hwan,,2014,2015,Shanghai,Shenxin,
South Korea,Jang Hyun-Soo,,2014,2017,Guangzhou,RF,
South Korea,Kim Ju-Young,,2015,2016,Shanghai,SIPG,
South Korea,Cho Yong-Hyung,,2015,2016,Shijiazhuang,Ever Bright,
South Korea,Yoon Bit-Garam,,2016,2017,Yanbian,Funde,
South Korea,Kim Seung-Dae,,2016,2017,Yanbian,Funde,
South Korea,Jung Woo-Young,,2016,2017,Chongqing,Lifan,
South Korea,Kim Kee-Hee,,2016,2017,Shanghai,Shenhua,
South Korea,Hong Jeong-Ho,,2016,2017,Jiangsu,Suning,
South Korea,Kwon Kyung-Won,,2017,2019,Tianjin,Tianhai,
South Korea,Kim Min-jae,,2019,2019,Beijing,Guoan,
South Korea,Park Ji-soo,,2019,2019,Guangzhou,Evergrande,
Spain,Rubén Suárez,,2012,2012,Guizhou,HFZC,
Spain,Miguel Alfonso Herrero,,2015,2015,Guangzhou,RF,
Spain,Rubén Castro,,2017,2017,Guizhou,HFZC,
Spain,Juan Cala,,2018,2018,Henan,Jianye,
Spain,Nano,,2012,2013,Guizhou,HFZC,
Spain,Rafa Jordà,,2012,2013,Guizhou,HFZC,
Spain,Ibán Cuadrado,,2013,2014,Shanghai,East Asia,
Spain,Jonathan Soriano,,2017,2018,Beijing,Guoan,
Spain,Mario Suárez,,2017,2018,Guizhou,HFZC,
Spain,Jonathan Viera,,2018,2019,Beijing,Guoan,
Sweden,Daniel Nannskog,,2004,2004,Sichuan,Guancheng,
Sweden,Niklas Backman,,2014,2014,Dalian,Yifang,
Sweden,Imad Khalili,,2014,2014,Shanghai,SIPG,
Sweden,Magnus Eriksson,,2015,2015,Guizhou,HFZC,
Sweden,Gustav Svensson,,2016,2016,Guangzhou,RF,
Sweden,Osman Sow,,2016,2016,Henan,Jianye,
Sweden,Tobias Hysén,,2014,2015,Shanghai,SIPG,
Tunisia,Imed Ben Younes,,2007,2007,Henan,Jianye,
Tunisia,Enis Hajri,,2012,2012,Henan,Jianye,
Tunisia,Bassem Boulaabi,,2015,2015,Hangzhou,Greentown,
Tunisia,Imed Louati,,2015,2015,Hangzhou,Greentown,
Uruguay,Peter Vera,,2004,2004,Shanghai,Shenhua,
Uruguay,Fernando Correa,,2007,2007,Shanghai,Shenhua,
Uruguay,Diego Alonso,,2007,2007,Shanghai,Shenhua,
Uruguay,Sergio Blanco,,2007,2007,Shanghai,Shenhua,
Uruguay,Juan Manuel Olivera,,2007,2007,Shaanxi,Chanba,
Uruguay,Pablo Munhoz,,2008,2008,Wuhan,Guanggu,
Uruguay,Edgar Martínez,,2009,2009,Chongqing,Lifan,
Uruguay,Matías Masiero,,2011,2011,Hangzhou,Greentown,
Uruguay,Paulo Pezzolano,,2011,2011,Hangzhou,Greentown,
Uruguay,Sebastián Vázquez,,2011,2011,Hangzhou,Greentown,
Uruguay,Jonathan Ramis,,2011,2011,Nanchang,Hengyuan,
Uruguay,Diego Vera,,2011,2011,Nanchang,Hengyuan,
