id,driverRef,season,roundId,raceName,lap,time,position
1310,kvyat,2016,2,Bahrain Grand Prix,16,106.047,8
1311,vandoorne,2016,2,Bahrain Grand Prix,16,99.649,9
1312,bottas,2016,2,Bahrain Grand Prix,16,99.707,10
1313,nasr,2016,2,Bahrain Grand Prix,16,99.667,11
1314,ericsson,2016,2,Bahrain Grand Prix,16,98.429,12
1315,wehrlein,2016,2,Bahrain Grand Prix,16,99.852,13
1316,kevin_magnussen,2016,2,Bahrain Grand Prix,16,99.104,14
1317,hulkenberg,2016,2,Bahrain Grand Prix,16,105.531,15
1318,haryanto,2016,2,Bahrain Grand Prix,16,99.167,16
1319,perez,2016,2,Bahrain Grand Prix,16,97.415,17
1320,sainz,2016,2,Bahrain Grand Prix,16,101.498,18
1321,rosberg,2016,2,Bahrain Grand Prix,17,97.099,1
1322,raikkonen,2016,2,Bahrain Grand Prix,17,97.496,2
1323,hamilton,2016,2,Bahrain Grand Prix,17,97.076,3
1324,ricciardo,2016,2,Bahrain Grand Prix,17,99.994,4
1325,grosjean,2016,2,Bahrain Grand Prix,17,99.368,5
1326,massa,2016,2,Bahrain Grand Prix,17,100.854,6
1327,max_verstappen,2016,2,Bahrain Grand Prix,17,98.771,7
1328,vandoorne,2016,2,Bahrain Grand Prix,17,99.435,8
1329,bottas,2016,2,Bahrain Grand Prix,17,99.571,9
1330,nasr,2016,2,Bahrain Grand Prix,17,99.73,10
1331,ericsson,2016,2,Bahrain Grand Prix,17,99.434,11
1332,wehrlein,2016,2,Bahrain Grand Prix,17,99.143,12
1333,kevin_magnussen,2016,2,Bahrain Grand Prix,17,99.655,13
1334,kvyat,2016,2,Bahrain Grand Prix,17,119.381,14
1335,haryanto,2016,2,Bahrain Grand Prix,17,99.347,15
1336,perez,2016,2,Bahrain Grand Prix,17,97.719,16
1337,hulkenberg,2016,2,Bahrain Grand Prix,17,119.418,17
1338,sainz,2016,2,Bahrain Grand Prix,17,101.846,18
1339,rosberg,2016,2,Bahrain Grand Prix,18,97.195,1
1340,raikkonen,2016,2,Bahrain Grand Prix,18,97.313,2
1341,hamilton,2016,2,Bahrain Grand Prix,18,97.681,3
1342,ricciardo,2016,2,Bahrain Grand Prix,18,99.78,4
1343,grosjean,2016,2,Bahrain Grand Prix,18,98.672,5
1344,massa,2016,2,Bahrain Grand Prix,18,99.985,6
1345,max_verstappen,2016,2,Bahrain Grand Prix,18,99.219,7
1346,vandoorne,2016,2,Bahrain Grand Prix,18,99.346,8
1347,bottas,2016,2,Bahrain Grand Prix,18,99.373,9
1348,nasr,2016,2,Bahrain Grand Prix,18,100.054,10
1349,ericsson,2016,2,Bahrain Grand Prix,18,99.6,11
1350,wehrlein,2016,2,Bahrain Grand Prix,18,99.746,12
1351,kvyat,2016,2,Bahrain Grand Prix,18,98.094,13
1352,kevin_magnussen,2016,2,Bahrain Grand Prix,18,100.613,14
1353,haryanto,2016,2,Bahrain Grand Prix,18,99.466,15
1354,perez,2016,2,Bahrain Grand Prix,18,98.143,16
1355,hulkenberg,2016,2,Bahrain Grand Prix,18,98.298,17
1356,sainz,2016,2,Bahrain Grand Prix,18,102.366,18
1357,rosberg,2016,2,Bahrain Grand Prix,19,97.023,1
1358,raikkonen,2016,2,Bahrain Grand Prix,19,97.661,2
1359,hamilton,2016,2,Bahrain Grand Prix,19,97.428,3
1360,ricciardo,2016,2,Bahrain Grand Prix,19,99.722,4
1361,grosjean,2016,2,Bahrain Grand Prix,19,98.971,5
1362,massa,2016,2,Bahrain Grand Prix,19,100.348,6
1363,max_verstappen,2016,2,Bahrain Grand Prix,19,100.112,7
1364,vandoorne,2016,2,Bahrain Grand Prix,19,99.897,8
1365,bottas,2016,2,Bahrain Grand Prix,19,99.477,9
1366,ericsson,2016,2,Bahrain Grand Prix,19,99.689,10
1367,nasr,2016,2,Bahrain Grand Prix,19,100.881,11
1368,kvyat,2016,2,Bahrain Grand Prix,19,99.294,12
1369,wehrlein,2016,2,Bahrain Grand Prix,19,101.412,13
1370,kevin_magnussen,2016,2,Bahrain Grand Prix,19,99.692,14
1371,haryanto,2016,2,Bahrain Grand Prix,19,99.838,15
1372,perez,2016,2,Bahrain Grand Prix,19,98.462,16
1373,hulkenberg,2016,2,Bahrain Grand Prix,19,98.368,17
1374,sainz,2016,2,Bahrain Grand Prix,19,103.73,18
1375,rosberg,2016,2,Bahrain Grand Prix,20,97.762,1
1376,raikkonen,2016,2,Bahrain Grand Prix,20,97.732,2
1377,hamilton,2016,2,Bahrain Grand Prix,20,97.647,3
1378,ricciardo,2016,2,Bahrain Grand Prix,20,99.759,4
1379,grosjean,2016,2,Bahrain Grand Prix,20,99.368,5
1380,max_verstappen,2016,2,Bahrain Grand Prix,20,99.348,6
1381,massa,2016,2,Bahrain Grand Prix,20,101.475,7
1382,vandoorne,2016,2,Bahrain Grand Prix,20,100.025,8
1383,bottas,2016,2,Bahrain Grand Prix,20,99.308,9
1384,ericsson,2016,2,Bahrain Grand Prix,20,99.647,10
1385,kvyat,2016,2,Bahrain Grand Prix,20,98.632,11
1386,nasr,2016,2,Bahrain Grand Prix,20,100.87,12
1387,wehrlein,2016,2,Bahrain Grand Prix,20,100.076,13
1388,kevin_magnussen,2016,2,Bahrain Grand Prix,20,99.992,14
1389,haryanto,2016,2,Bahrain Grand Prix,20,99.704,15
1390,perez,2016,2,Bahrain Grand Prix,20,98.773,16
1391,hulkenberg,2016,2,Bahrain Grand Prix,20,98.538,17
1392,sainz,2016,2,Bahrain Grand Prix,20,105.472,18
1393,rosberg,2016,2,Bahrain Grand Prix,21,97.692,1
1394,raikkonen,2016,2,Bahrain Grand Prix,21,98.096,2
1395,hamilton,2016,2,Bahrain Grand Prix,21,97.782,3
1396,ricciardo,2016,2,Bahrain Grand Prix,21,99.8,4
1397,grosjean,2016,2,Bahrain Grand Prix,21,99.374,5
1398,max_verstappen,2016,2,Bahrain Grand Prix,21,99.619,6
1399,massa,2016,2,Bahrain Grand Prix,21,100.383,7
1400,vandoorne,2016,2,Bahrain Grand Prix,21,100.293,8
1401,bottas,2016,2,Bahrain Grand Prix,21,99.584,9
1402,kvyat,2016,2,Bahrain Grand Prix,21,98.868,10
1403,ericsson,2016,2,Bahrain Grand Prix,21,100.798,11
1404,nasr,2016,2,Bahrain Grand Prix,21,100.366,12
1405,wehrlein,2016,2,Bahrain Grand Prix,21,100.326,13
1406,kevin_magnussen,2016,2,Bahrain Grand Prix,21,99.792,14
1407,haryanto,2016,2,Bahrain Grand Prix,21,99.786,15
1408,perez,2016,2,Bahrain Grand Prix,21,99.286,16
1409,hulkenberg,2016,2,Bahrain Grand Prix,21,98.789,17
1410,sainz,2016,2,Bahrain Grand Prix,21,130.076,18
1411,rosberg,2016,2,Bahrain Grand Prix,22,97.47,1
1412,raikkonen,2016,2,Bahrain Grand Prix,22,98.04,2
1413,hamilton,2016,2,Bahrain Grand Prix,22,97.844,3
1414,ricciardo,2016,2,Bahrain Grand Prix,22,100.245,4
1415,grosjean,2016,2,Bahrain Grand Prix,22,99.265,5
1416,max_verstappen,2016,2,Bahrain Grand Prix,22,99.624,6
1417,massa,2016,2,Bahrain Grand Prix,22,101.095,7
1418,vandoorne,2016,2,Bahrain Grand Prix,22,100.669,8
1419,bottas,2016,2,Bahrain Grand Prix,22,99.557,9
1420,kvyat,2016,2,Bahrain Grand Prix,22,98.671,10
1421,ericsson,2016,2,Bahrain Grand Prix,22,99.712,11
1422,nasr,2016,2,Bahrain Grand Prix,22,100.405,12
1423,wehrlein,2016,2,Bahrain Grand Prix,22,100.387,13
1424,kevin_magnussen,2016,2,Bahrain Grand Prix,22,100.414,14
1425,perez,2016,2,Bahrain Grand Prix,22,98.612,15
1426,haryanto,2016,2,Bahrain Grand Prix,22,101.22,16
1427,hulkenberg,2016,2,Bahrain Grand Prix,22,98.853,17
1428,sainz,2016,2,Bahrain Grand Prix,22,98.408,18
1429,rosberg,2016,2,Bahrain Grand Prix,23,97.488,1
1430,raikkonen,2016,2,Bahrain Grand Prix,23,97.816,2
1431,hamilton,2016,2,Bahrain Grand Prix,23,97.892,3
1432,ricciardo,2016,2,Bahrain Grand Prix,23,100.328,4
1433,grosjean,2016,2,Bahrain Grand Prix,23,100.081,5
1434,max_verstappen,2016,2,Bahrain Grand Prix,23,99.635,6
1435,massa,2016,2,Bahrain Grand Prix,23,100.701,7
1436,vandoorne,2016,2,Bahrain Grand Prix,23,100.216,8
1437,bottas,2016,2,Bahrain Grand Prix,23,99.88,9
1438,kvyat,2016,2,Bahrain Grand Prix,23,99.101,10
1439,ericsson,2016,2,Bahrain Grand Prix,23,99.924,11
1440,nasr,2016,2,Bahrain Grand Prix,23,100.592,12
1441,wehrlein,2016,2,Bahrain Grand Prix,23,101.095,13
1442,kevin_magnussen,2016,2,Bahrain Grand Prix,23,101.247,14
1443,perez,2016,2,Bahrain Grand Prix,23,99.369,15
1444,haryanto,2016,2,Bahrain Grand Prix,23,100.357,16
1445,hulkenberg,2016,2,Bahrain Grand Prix,23,99.043,17
1446,sainz,2016,2,Bahrain Grand Prix,23,99.271,18
1447,rosberg,2016,2,Bahrain Grand Prix,24,97.449,1
1448,raikkonen,2016,2,Bahrain Grand Prix,24,98.02,2
1449,hamilton,2016,2,Bahrain Grand Prix,24,97.906,3
1450,grosjean,2016,2,Bahrain Grand Prix,24,100.148,4
1451,ricciardo,2016,2,Bahrain Grand Prix,24,104.743,5
1452,max_verstappen,2016,2,Bahrain Grand Prix,24,99.938,6
1453,massa,2016,2,Bahrain Grand Prix,24,100.564,7
1454,vandoorne,2016,2,Bahrain Grand Prix,24,100.267,8
1455,kvyat,2016,2,Bahrain Grand Prix,24,99.417,9
1456,bottas,2016,2,Bahrain Grand Prix,24,101.301,10
1457,ericsson,2016,2,Bahrain Grand Prix,24,99.861,11
1458,nasr,2016,2,Bahrain Grand Prix,24,100.977,12
1459,wehrlein,2016,2,Bahrain Grand Prix,24,100.931,13
1460,perez,2016,2,Bahrain Grand Prix,24,99.443,14
1461,kevin_magnussen,2016,2,Bahrain Grand Prix,24,103.504,15
1462,haryanto,2016,2,Bahrain Grand Prix,24,100.749,16
1463,hulkenberg,2016,2,Bahrain Grand Prix,24,99.106,17
1464,sainz,2016,2,Bahrain Grand Prix,24,100.406,18
1465,rosberg,2016,2,Bahrain Grand Prix,25,97.488,1
1466,raikkonen,2016,2,Bahrain Grand Prix,25,98.348,2
1467,hamilton,2016,2,Bahrain Grand Prix,25,98.293,3
1468,grosjean,2016,2,Bahrain Grand Prix,25,101.048,4
1469,max_verstappen,2016,2,Bahrain Grand Prix,25,100.126,5
1470,massa,2016,2,Bahrain Grand Prix,25,100.691,6
1471,vandoorne,2016,2,Bahrain Grand Prix,25,104.232,7
1472,kvyat,2016,2,Bahrain Grand Prix,25,98.964,8
1473,bottas,2016,2,Bahrain Grand Prix,25,100.418,9
1474,ricciardo,2016,2,Bahrain Grand Prix,25,119.84,10
1475,ericsson,2016,2,Bahrain Grand Prix,25,100.714,11
1476,nasr,2016,2,Bahrain Grand Prix,25,100.809,12
1477,wehrlein,2016,2,Bahrain Grand Prix,25,101.327,13
1478,perez,2016,2,Bahrain Grand Prix,25,99.568,14
1479,haryanto,2016,2,Bahrain Grand Prix,25,100.619,15
1480,hulkenberg,2016,2,Bahrain Grand Prix,25,99.292,16
1481,kevin_magnussen,2016,2,Bahrain Grand Prix,25,116.968,17
1482,sainz,2016,2,Bahrain Grand Prix,25,100.604,18
1483,rosberg,2016,2,Bahrain Grand Prix,26,97.876,1
1484,raikkonen,2016,2,Bahrain Grand Prix,26,98.294,2
1485,hamilton,2016,2,Bahrain Grand Prix,26,98.407,3
1486,grosjean,2016,2,Bahrain Grand Prix,26,99.613,4
1487,max_verstappen,2016,2,Bahrain Grand Prix,26,102.743,5
1488,massa,2016,2,Bahrain Grand Prix,26,101.271,6
1489,kvyat,2016,2,Bahrain Grand Prix,26,98.763,7
1490,ricciardo,2016,2,Bahrain Grand Prix,26,97.244,8
1491,bottas,2016,2,Bahrain Grand Prix,26,100.938,9
1492,ericsson,2016,2,Bahrain Grand Prix,26,100.403,10
1493,nasr,2016,2,Bahrain Grand Prix,26,100.276,11
1494,wehrlein,2016,2,Bahrain Grand Prix,26,101.343,12
1495,perez,2016,2,Bahrain Grand Prix,26,100.256,13
1496,vandoorne,2016,2,Bahrain Grand Prix,26,118.428,14
1497,haryanto,2016,2,Bahrain Grand Prix,26,101.469,15
1498,hulkenberg,2016,2,Bahrain Grand Prix,26,99.729,16
1499,kevin_magnussen,2016,2,Bahrain Grand Prix,26,97.106,17
1500,sainz,2016,2,Bahrain Grand Prix,26,99.468,18
1501,rosberg,2016,2,Bahrain Grand Prix,27,97.949,1
1502,raikkonen,2016,2,Bahrain Grand Prix,27,98.345,2
1503,hamilton,2016,2,Bahrain Grand Prix,27,98.283,3
1504,grosjean,2016,2,Bahrain Grand Prix,27,102.909,4
1505,massa,2016,2,Bahrain Grand Prix,27,101.166,5
1506,kvyat,2016,2,Bahrain Grand Prix,27,98.887,6
1507,ricciardo,2016,2,Bahrain Grand Prix,27,97.13,7
1508,bottas,2016,2,Bahrain Grand Prix,27,100.314,8
1509,ericsson,2016,2,Bahrain Grand Prix,27,100.416,9
1510,max_verstappen,2016,2,Bahrain Grand Prix,27,119.928,10
1511,nasr,2016,2,Bahrain Grand Prix,27,101.121,11
1512,perez,2016,2,Bahrain Grand Prix,27,99.888,12
1513,wehrlein,2016,2,Bahrain Grand Prix,27,102.206,13
1514,vandoorne,2016,2,Bahrain Grand Prix,27,97.3,14
1515,haryanto,2016,2,Bahrain Grand Prix,27,100.857,15
1516,hulkenberg,2016,2,Bahrain Grand Prix,27,99.445,16
1517,kevin_magnussen,2016,2,Bahrain Grand Prix,27,97.442,17
1518,sainz,2016,2,Bahrain Grand Prix,27,99.475,18
1519,rosberg,2016,2,Bahrain Grand Prix,28,98.024,1
1520,raikkonen,2016,2,Bahrain Grand Prix,28,98.464,2
1521,hamilton,2016,2,Bahrain Grand Prix,28,101.221,3
1522,massa,2016,2,Bahrain Grand Prix,28,100.719,4
1523,ricciardo,2016,2,Bahrain Grand Prix,28,96.51,5
1524,kvyat,2016,2,Bahrain Grand Prix,28,99.404,6
1525,bottas,2016,2,Bahrain Grand Prix,28,100.158,7
1526,grosjean,2016,2,Bahrain Grand Prix,28,120.946,8
1527,max_verstappen,2016,2,Bahrain Grand Prix,28,98.046,9
1528,ericsson,2016,2,Bahrain Grand Prix,28,101.67,10
1529,nasr,2016,2,Bahrain Grand Prix,28,101.199,11
1530,vandoorne,2016,2,Bahrain Grand Prix,28,98.529,12
1531,perez,2016,2,Bahrain Grand Prix,28,100.709,13
1532,wehrlein,2016,2,Bahrain Grand Prix,28,101.765,14
1533,haryanto,2016,2,Bahrain Grand Prix,28,101.36,15
1534,hulkenberg,2016,2,Bahrain Grand Prix,28,99.615,16
1535,kevin_magnussen,2016,2,Bahrain Grand Prix,28,98.484,17
1536,sainz,2016,2,Bahrain Grand Prix,28,99.74,18
1537,rosberg,2016,2,Bahrain Grand Prix,29,98.261,1
1538,raikkonen,2016,2,Bahrain Grand Prix,29,101.332,2
1539,hamilton,2016,2,Bahrain Grand Prix,29,116.898,3
1540,ricciardo,2016,2,Bahrain Grand Prix,29,98.171,4
1541,kvyat,2016,2,Bahrain Grand Prix,29,99.385,5
1542,massa,2016,2,Bahrain Grand Prix,29,104.024,6
1543,grosjean,2016,2,Bahrain Grand Prix,29,97.762,7
1544,max_verstappen,2016,2,Bahrain Grand Prix,29,98.386,8
1545,bottas,2016,2,Bahrain Grand Prix,29,101.4,9
1546,ericsson,2016,2,Bahrain Grand Prix,29,103.678,10
1547,vandoorne,2016,2,Bahrain Grand Prix,29,98.95,11
1548,nasr,2016,2,Bahrain Grand Prix,29,101.751,12
1549,perez,2016,2,Bahrain Grand Prix,29,101.487,13
1550,wehrlein,2016,2,Bahrain Grand Prix,29,105.044,14
1551,hulkenberg,2016,2,Bahrain Grand Prix,29,100.841,15
1552,kevin_magnussen,2016,2,Bahrain Grand Prix,29,101.008,16
1553,haryanto,2016,2,Bahrain Grand Prix,29,104.007,17
1554,sainz,2016,2,Bahrain Grand Prix,29,103.641,18
1555,rosberg,2016,2,Bahrain Grand Prix,30,101.624,1
1556,raikkonen,2016,2,Bahrain Grand Prix,30,117.499,2
1557,hamilton,2016,2,Bahrain Grand Prix,30,94.721,3
1558,ricciardo,2016,2,Bahrain Grand Prix,30,97.44,4
1559,kvyat,2016,2,Bahrain Grand Prix,30,99.175,5
1560,grosjean,2016,2,Bahrain Grand Prix,30,97.391,6
1561,max_verstappen,2016,2,Bahrain Grand Prix,30,98.206,7
1562,bottas,2016,2,Bahrain Grand Prix,30,100.345,8
1563,vandoorne,2016,2,Bahrain Grand Prix,30,98.584,9
1564,massa,2016,2,Bahrain Grand Prix,30,118.124,10
1565,perez,2016,2,Bahrain Grand Prix,30,101.951,11
1566,nasr,2016,2,Bahrain Grand Prix,30,106.785,12
1567,hulkenberg,2016,2,Bahrain Grand Prix,30,100.126,13
1568,kevin_magnussen,2016,2,Bahrain Grand Prix,30,99.852,14
1569,haryanto,2016,2,Bahrain Grand Prix,30,102.164,15
1570,ericsson,2016,2,Bahrain Grand Prix,30,120.515,16
1571,wehrlein,2016,2,Bahrain Grand Prix,30,119.305,17
1572,rosberg,2016,2,Bahrain Grand Prix,31,121.331,1
1573,raikkonen,2016,2,Bahrain Grand Prix,31,95.539,2
1574,hamilton,2016,2,Bahrain Grand Prix,31,95.232,3
1575,ricciardo,2016,2,Bahrain Grand Prix,31,97.701,4
1576,kvyat,2016,2,Bahrain Grand Prix,31,99.561,5
1577,grosjean,2016,2,Bahrain Grand Prix,31,97.6,6
1578,max_verstappen,2016,2,Bahrain Grand Prix,31,98.372,7
1579,bottas,2016,2,Bahrain Grand Prix,31,100.492,8
1580,vandoorne,2016,2,Bahrain Grand Prix,31,99.032,9
1581,massa,2016,2,Bahrain Grand Prix,31,97.56,10
1582,perez,2016,2,Bahrain Grand Prix,31,101.346,11
1583,kevin_magnussen,2016,2,Bahrain Grand Prix,31,98.502,12
1584,hulkenberg,2016,2,Bahrain Grand Prix,31,100.715,13
1585,ericsson,2016,2,Bahrain Grand Prix,31,98.816,14
1586,haryanto,2016,2,Bahrain Grand Prix,31,105.317,15
1587,wehrlein,2016,2,Bahrain Grand Prix,31,96.902,16
1588,nasr,2016,2,Bahrain Grand Prix,31,120.756,17
1589,rosberg,2016,2,Bahrain Grand Prix,32,95.91,1
1590,raikkonen,2016,2,Bahrain Grand Prix,32,95.564,2
1591,hamilton,2016,2,Bahrain Grand Prix,32,95.562,3
1592,ricciardo,2016,2,Bahrain Grand Prix,32,97.449,4
1593,kvyat,2016,2,Bahrain Grand Prix,32,99.514,5
1594,grosjean,2016,2,Bahrain Grand Prix,32,98.025,6
1595,max_verstappen,2016,2,Bahrain Grand Prix,32,98.358,7
1596,bottas,2016,2,Bahrain Grand Prix,32,100.434,8
1597,vandoorne,2016,2,Bahrain Grand Prix,32,99.229,9
1598,massa,2016,2,Bahrain Grand Prix,32,97.799,10
1599,perez,2016,2,Bahrain Grand Prix,32,101.379,11
1600,kevin_magnussen,2016,2,Bahrain Grand Prix,32,98.861,12
1601,hulkenberg,2016,2,Bahrain Grand Prix,32,100.055,13
1602,ericsson,2016,2,Bahrain Grand Prix,32,98.003,14
1603,wehrlein,2016,2,Bahrain Grand Prix,32,97.098,15
1604,nasr,2016,2,Bahrain Grand Prix,32,97.854,16
1605,haryanto,2016,2,Bahrain Grand Prix,32,124.563,17
1606,rosberg,2016,2,Bahrain Grand Prix,33,95.787,1
1607,raikkonen,2016,2,Bahrain Grand Prix,33,95.383,2
1608,hamilton,2016,2,Bahrain Grand Prix,33,95.797,3
1609,ricciardo,2016,2,Bahrain Grand Prix,33,97.682,4
1610,grosjean,2016,2,Bahrain Grand Prix,33,97.758,5
1611,kvyat,2016,2,Bahrain Grand Prix,33,101.33,6
1612,max_verstappen,2016,2,Bahrain Grand Prix,33,98.74,7
1613,bottas,2016,2,Bahrain Grand Prix,33,100.924,8
1614,vandoorne,2016,2,Bahrain Grand Prix,33,99.2,9
1615,massa,2016,2,Bahrain Grand Prix,33,98.675,10
1616,perez,2016,2,Bahrain Grand Prix,33,101.836,11
1617,kevin_magnussen,2016,2,Bahrain Grand Prix,33,100.085,12
1618,hulkenberg,2016,2,Bahrain Grand Prix,33,99.858,13
1619,ericsson,2016,2,Bahrain Grand Prix,33,98.319,14
1620,wehrlein,2016,2,Bahrain Grand Prix,33,97.23,15
1621,nasr,2016,2,Bahrain Grand Prix,33,98.457,16
1622,haryanto,2016,2,Bahrain Grand Prix,33,97.75,17
1623,rosberg,2016,2,Bahrain Grand Prix,34,95.652,1
1624,raikkonen,2016,2,Bahrain Grand Prix,34,95.936,2
1625,hamilton,2016,2,Bahrain Grand Prix,34,96.111,3
1626,ricciardo,2016,2,Bahrain Grand Prix,34,97.667,4
1627,grosjean,2016,2,Bahrain Grand Prix,34,97.598,5
1628,max_verstappen,2016,2,Bahrain Grand Prix,34,98.743,6
1629,kvyat,2016,2,Bahrain Grand Prix,34,105.167,7
1630,vandoorne,2016,2,Bahrain Grand Prix,34,100.768,8
1631,massa,2016,2,Bahrain Grand Prix,34,100.122,9
1632,bottas,2016,2,Bahrain Grand Prix,34,104.629,10
1633,kevin_magnussen,2016,2,Bahrain Grand Prix,34,99.174,11
1634,perez,2016,2,Bahrain Grand Prix,34,102.934,12
1635,hulkenberg,2016,2,Bahrain Grand Prix,34,100.755,13
1636,ericsson,2016,2,Bahrain Grand Prix,34,98.886,14
1637,wehrlein,2016,2,Bahrain Grand Prix,34,97.926,15
1638,nasr,2016,2,Bahrain Grand Prix,34,99.331,16
1639,haryanto,2016,2,Bahrain Grand Prix,34,98.652,17
1640,rosberg,2016,2,Bahrain Grand Prix,35,95.461,1
1641,raikkonen,2016,2,Bahrain Grand Prix,35,96.283,2
1642,hamilton,2016,2,Bahrain Grand Prix,35,96.824,3
1643,ricciardo,2016,2,Bahrain Grand Prix,35,97.813,4
1644,grosjean,2016,2,Bahrain Grand Prix,35,97.725,5
1645,max_verstappen,2016,2,Bahrain Grand Prix,35,98.527,6
1646,massa,2016,2,Bahrain Grand Prix,35,97.806,7
1647,vandoorne,2016,2,Bahrain Grand Prix,35,99.312,8
1648,kvyat,2016,2,Bahrain Grand Prix,35,117.89,9
1649,kevin_magnussen,2016,2,Bahrain Grand Prix,35,100.214,10
1650,ericsson,2016,2,Bahrain Grand Prix,35,100.579,11
1651,hulkenberg,2016,2,Bahrain Grand Prix,35,103.522,12
1652,perez,2016,2,Bahrain Grand Prix,35,104.299,13
1653,wehrlein,2016,2,Bahrain Grand Prix,35,98.691,14
1654,bottas,2016,2,Bahrain Grand Prix,35,120.245,15
1655,nasr,2016,2,Bahrain Grand Prix,35,98.585,16
1656,haryanto,2016,2,Bahrain Grand Prix,35,98.717,17
1657,rosberg,2016,2,Bahrain Grand Prix,36,96.232,1
1658,raikkonen,2016,2,Bahrain Grand Prix,36,96.467,2
1659,hamilton,2016,2,Bahrain Grand Prix,36,96.784,3
1660,ricciardo,2016,2,Bahrain Grand Prix,36,98.114,4
1661,grosjean,2016,2,Bahrain Grand Prix,36,97.758,5
1662,max_verstappen,2016,2,Bahrain Grand Prix,36,98.405,6
1663,massa,2016,2,Bahrain Grand Prix,36,98.001,7
1664,vandoorne,2016,2,Bahrain Grand Prix,36,99.682,8
1665,kvyat,2016,2,Bahrain Grand Prix,36,95.678,9
1666,kevin_magnussen,2016,2,Bahrain Grand Prix,36,99.305,10
1667,ericsson,2016,2,Bahrain Grand Prix,36,98.412,11
1668,wehrlein,2016,2,Bahrain Grand Prix,36,99.836,12
1669,bottas,2016,2,Bahrain Grand Prix,36,97.356,13
1670,perez,2016,2,Bahrain Grand Prix,36,104.582,14
1671,nasr,2016,2,Bahrain Grand Prix,36,98.878,15
1672,hulkenberg,2016,2,Bahrain Grand Prix,36,119.002,16
1673,haryanto,2016,2,Bahrain Grand Prix,36,98.909,17
1674,rosberg,2016,2,Bahrain Grand Prix,37,97.034,1
1675,raikkonen,2016,2,Bahrain Grand Prix,37,99.476,2
1676,hamilton,2016,2,Bahrain Grand Prix,37,97.04,3
1677,ricciardo,2016,2,Bahrain Grand Prix,37,98.339,4
1678,grosjean,2016,2,Bahrain Grand Prix,37,98.331,5
1679,max_verstappen,2016,2,Bahrain Grand Prix,37,98.62,6
1680,massa,2016,2,Bahrain Grand Prix,37,98.03,7
1681,vandoorne,2016,2,Bahrain Grand Prix,37,99.638,8
1682,kvyat,2016,2,Bahrain Grand Prix,37,96.969,9
1683,kevin_magnussen,2016,2,Bahrain Grand Prix,37,99.095,10
1684,ericsson,2016,2,Bahrain Grand Prix,37,99.78,11
1685,bottas,2016,2,Bahrain Grand Prix,37,97.077,12
1686,wehrlein,2016,2,Bahrain Grand Prix,37,99.063,13
1687,nasr,2016,2,Bahrain Grand Prix,37,99.882,14
1688,perez,2016,2,Bahrain Grand Prix,37,107.409,15
1689,hulkenberg,2016,2,Bahrain Grand Prix,37,98.604,16
1690,haryanto,2016,2,Bahrain Grand Prix,37,99.008,17
1691,rosberg,2016,2,Bahrain Grand Prix,38,97.012,1
1692,hamilton,2016,2,Bahrain Grand Prix,38,97.483,2
1693,raikkonen,2016,2,Bahrain Grand Prix,38,116.268,3
1694,ricciardo,2016,2,Bahrain Grand Prix,38,98.342,4
1695,grosjean,2016,2,Bahrain Grand Prix,38,97.645,5
1696,max_verstappen,2016,2,Bahrain Grand Prix,38,98.395,6
1697,massa,2016,2,Bahrain Grand Prix,38,97.988,7
1698,vandoorne,2016,2,Bahrain Grand Prix,38,99.517,8
1699,kvyat,2016,2,Bahrain Grand Prix,38,97.239,9
1700,kevin_magnussen,2016,2,Bahrain Grand Prix,38,101.776,10
1701,ericsson,2016,2,Bahrain Grand Prix,38,98.986,11
1702,bottas,2016,2,Bahrain Grand Prix,38,97.47,12
1703,wehrlein,2016,2,Bahrain Grand Prix,38,98.384,13
1704,nasr,2016,2,Bahrain Grand Prix,38,98.525,14
1705,hulkenberg,2016,2,Bahrain Grand Prix,38,98.186,15
1706,haryanto,2016,2,Bahrain Grand Prix,38,99.175,16
1707,perez,2016,2,Bahrain Grand Prix,38,116.561,17
1708,rosberg,2016,2,Bahrain Grand Prix,39,99.07,1
1709,hamilton,2016,2,Bahrain Grand Prix,39,97.856,2
1710,raikkonen,2016,2,Bahrain Grand Prix,39,95.158,3
1711,ricciardo,2016,2,Bahrain Grand Prix,39,98.723,4
1712,grosjean,2016,2,Bahrain Grand Prix,39,98.017,5
1713,max_verstappen,2016,2,Bahrain Grand Prix,39,98.658,6
1714,massa,2016,2,Bahrain Grand Prix,39,98.157,7
1715,kvyat,2016,2,Bahrain Grand Prix,39,97.541,8
1716,vandoorne,2016,2,Bahrain Grand Prix,39,100.243,9
1717,bottas,2016,2,Bahrain Grand Prix,39,97.313,10
1718,ericsson,2016,2,Bahrain Grand Prix,39,99.981,11
1719,wehrlein,2016,2,Bahrain Grand Prix,39,98.642,12
1720,nasr,2016,2,Bahrain Grand Prix,39,98.883,13
1721,kevin_magnussen,2016,2,Bahrain Grand Prix,39,117.02,14
1722,hulkenberg,2016,2,Bahrain Grand Prix,39,98.921,15
1723,haryanto,2016,2,Bahrain Grand Prix,39,101.313,16
1724,perez,2016,2,Bahrain Grand Prix,39,96.067,17
1725,hamilton,2016,2,Bahrain Grand Prix,40,98.176,1
1726,rosberg,2016,2,Bahrain Grand Prix,40,118.955,2
1727,raikkonen,2016,2,Bahrain Grand Prix,40,95.315,3
1728,ricciardo,2016,2,Bahrain Grand Prix,40,98.755,4
