country,datetime,value,date
Estonia,2008-01-01,0,Jan 2008
Estonia,2009-01-01,0,Jan 2009
Estonia,2010-01-01,0,Jan 2010
Estonia,2011-01-01,0,Jan 2011
Estonia,2011-07-01,0,Jul 2011
Estonia,2012-01-01,0,Jan 2012
Estonia,2012-07-01,0,Jul 2012
Estonia,2013-01-01,0,Jan 2013
Estonia,2014-01-01,0,Jan 2014
Estonia,2015-01-01,0,Jan 2015
Estonia,2016-01-01,1,Jan 2016
Estonia,2016-07-01,1,Jul 2016
Estonia,2017-01-01,1,Jan 2017
Estonia,2017-12-01,1,Dec 2017
Estonia,2018-06-01,1,Jun 2018
Estonia,2018-12-01,1,Dec 2018
Estonia,2019-06-01,1,Jun 2019
Europe,1979-01-01,0,Jan 1979
Europe,1984-01-01,0,Jan 1984
Europe,1989-01-01,0,Jan 1989
Europe,1990-01-01,0,Jan 1990
Europe,1991-01-01,0,Jan 1991
Europe,1992-01-01,0,Jan 1992
Europe,1994-01-01,0,Jan 1994
Europe,1995-01-01,0,Jan 1995
Europe,1999-01-01,0,Jan 1999
Europe,2000-01-01,0,Jan 2000
Europe,2001-01-01,0,Jan 2001
Europe,2002-01-01,0,Jan 2002
Europe,2003-01-01,0,Jan 2003
Europe,2004-01-01,0,Jan 2004
Europe,2005-01-01,0,Jan 2005
Europe,2006-01-01,0,Jan 2006
Europe,2007-01-01,0,Jan 2007
Europe,2008-01-01,0,Jan 2008
Europe,2009-01-01,0,Jan 2009
Europe,2010-01-01,0,Jan 2010
Europe,2011-01-01,0,Jan 2011
Europe,2011-07-01,0,Jul 2011
Europe,2012-01-01,0,Jan 2012
Europe,2012-07-01,0,Jul 2012
Europe,2013-01-01,0,Jan 2013
Europe,2014-01-01,0,Jan 2014
Europe,2015-01-01,1,Jan 2015
Europe,2016-01-01,1,Jan 2016
Europe,2016-07-01,1,Jul 2016
Europe,2017-01-01,1,Jan 2017
Europe,2017-12-01,1,Dec 2017
Europe,2018-06-01,1,Jun 2018
Europe,2018-12-01,1,Dec 2018
Europe,2019-06-01,1,Jun 2019
Finland,1979-01-01,0,Jan 1979
Finland,1984-01-01,0,Jan 1984
Finland,1989-01-01,0,Jan 1989
Finland,1990-01-01,0,Jan 1990
Finland,1991-01-01,0,Jan 1991
Finland,1992-01-01,0,Jan 1992
Finland,1994-01-01,0,Jan 1994
Finland,1995-01-01,0,Jan 1995
Finland,1999-01-01,0,Jan 1999
Finland,2000-01-01,0,Jan 2000
Finland,2001-01-01,0,Jan 2001
Finland,2002-01-01,0,Jan 2002
Finland,2003-01-01,0,Jan 2003
Finland,2004-01-01,0,Jan 2004
Finland,2005-01-01,0,Jan 2005
Finland,2006-01-01,0,Jan 2006
Finland,2007-01-01,0,Jan 2007
Finland,2008-01-01,0,Jan 2008
Finland,2009-01-01,2,Jan 2009
Finland,2010-01-01,2,Jan 2010
Finland,2011-01-01,2,Jan 2011
Finland,2011-07-01,2,Jul 2011
Finland,2012-01-01,3,Jan 2012
Finland,2012-07-01,3,Jul 2012
Finland,2013-01-01,4,Jan 2013
Finland,2014-01-01,5,Jan 2014
Finland,2015-01-01,6,Jan 2015
Finland,2016-01-01,7,Jan 2016
Finland,2016-07-01,7,Jul 2016
Finland,2017-01-01,7,Jan 2017
Finland,2017-12-01,7,Dec 2017
Finland,2018-06-01,8,Jun 2018
Finland,2018-12-01,8,Dec 2018
Finland,2019-06-01,9,Jun 2019
France,1979-01-01,0,Jan 1979
France,1984-01-01,0,Jan 1984
France,1989-01-01,0,Jan 1989
France,1990-01-01,0,Jan 1990
France,1991-01-01,0,Jan 1991
France,1992-01-01,0,Jan 1992
France,1994-01-01,0,Jan 1994
France,1995-01-01,0,Jan 1995
France,1999-01-01,0,Jan 1999
France,2000-01-01,0,Jan 2000
France,2001-01-01,0,Jan 2001
France,2002-01-01,0,Jan 2002
France,2003-01-01,0,Jan 2003
France,2004-01-01,1,Jan 2004
France,2005-01-01,1,Jan 2005
France,2006-01-01,1,Jan 2006
France,2007-01-01,1,Jan 2007
France,2008-01-01,1,Jan 2008
France,2009-01-01,3,Jan 2009
France,2010-01-01,3,Jan 2010
France,2011-01-01,3,Jan 2011
France,2011-07-01,3,Jul 2011
France,2012-01-01,3,Jan 2012
France,2012-07-01,3,Jul 2012
France,2013-01-01,6,Jan 2013
France,2014-01-01,8,Jan 2014
France,2015-01-01,13,Jan 2015
France,2016-01-01,18,Jan 2016
France,2016-07-01,18,Jul 2016
France,2017-01-01,19,Jan 2017
France,2017-12-01,20,Dec 2017
France,2018-06-01,24,Jun 2018
France,2018-12-01,24,Dec 2018
France,2019-06-01,25,Jun 2019
Georgia,1979-01-01,0,Jan 1979
Georgia,1984-01-01,0,Jan 1984
Georgia,1989-01-01,0,Jan 1989
Georgia,1990-01-01,0,Jan 1990
Georgia,1991-01-01,0,Jan 1991
Georgia,1992-01-01,0,Jan 1992
Georgia,1994-01-01,0,Jan 1994
Georgia,1995-01-01,0,Jan 1995
Georgia,1999-01-01,0,Jan 1999
Georgia,2000-01-01,0,Jan 2000
Georgia,2001-01-01,0,Jan 2001
Georgia,2002-01-01,0,Jan 2002
Georgia,2003-01-01,0,Jan 2003
Georgia,2004-01-01,0,Jan 2004
Georgia,2005-01-01,0,Jan 2005
Georgia,2006-01-01,0,Jan 2006
Georgia,2007-01-01,0,Jan 2007
Georgia,2008-01-01,0,Jan 2008
Georgia,2009-01-01,0,Jan 2009
Georgia,2010-01-01,0,Jan 2010
Georgia,2011-01-01,0,Jan 2011
Georgia,2011-07-01,0,Jul 2011
Georgia,2012-01-01,0,Jan 2012
Georgia,2012-07-01,0,Jul 2012
Georgia,2013-01-01,0,Jan 2013
Georgia,2014-01-01,0,Jan 2014
Georgia,2015-01-01,0,Jan 2015
Georgia,2016-01-01,1,Jan 2016
Georgia,2016-07-01,1,Jul 2016
Georgia,2017-01-01,1,Jan 2017
Georgia,2017-12-01,1,Dec 2017
Georgia,2018-06-01,1,Jun 2018
Georgia,2018-12-01,1,Dec 2018
Georgia,2019-06-01,1,Jun 2019
Germany,1979-01-01,0,Jan 1979
Germany,1984-01-01,0,Jan 1984
Germany,1989-01-01,0,Jan 1989
Germany,1990-01-01,0,Jan 1990
Germany,1991-01-01,0,Jan 1991
Germany,1992-01-01,0,Jan 1992
Germany,1994-01-01,0,Jan 1994
Germany,1995-01-01,0,Jan 1995
Germany,1999-01-01,0,Jan 1999
Germany,2000-01-01,1,Jan 2000
Germany,2001-01-01,1,Jan 2001
Germany,2002-01-01,1,Jan 2002
Germany,2003-01-01,1,Jan 2003
Germany,2004-01-01,3,Jan 2004
Germany,2005-01-01,3,Jan 2005
Germany,2006-01-01,3,Jan 2006
Germany,2007-01-01,3,Jan 2007
Germany,2008-01-01,4,Jan 2008
Germany,2009-01-01,6,Jan 2009
Germany,2010-01-01,6,Jan 2010
Germany,2011-01-01,7,Jan 2011
Germany,2011-07-01,8,Jul 2011
Germany,2012-01-01,10,Jan 2012
Germany,2012-07-01,10,Jul 2012
Germany,2013-01-01,11,Jan 2013
Germany,2014-01-01,13,Jan 2014
Germany,2015-01-01,15,Jan 2015
Germany,2016-01-01,18,Jan 2016
Germany,2016-07-01,19,Jul 2016
Germany,2017-01-01,25,Jan 2017
Germany,2017-12-01,27,Dec 2017
Germany,2018-06-01,32,Jun 2018
Germany,2018-12-01,34,Dec 2018
Germany,2019-06-01,36,Jun 2019
Greece,1979-01-01,0,Jan 1979
Greece,1984-01-01,0,Jan 1984
Greece,1989-01-01,0,Jan 1989
Greece,1990-01-01,0,Jan 1990
Greece,1991-01-01,0,Jan 1991
Greece,1992-01-01,0,Jan 1992
Greece,1994-01-01,1,Jan 1994
Greece,1995-01-01,1,Jan 1995
Greece,1999-01-01,1,Jan 1999
Greece,2000-01-01,1,Jan 2000
Greece,2001-01-01,1,Jan 2001
Greece,2002-01-01,1,Jan 2002
Greece,2003-01-01,1,Jan 2003
Greece,2004-01-01,1,Jan 2004
Greece,2005-01-01,1,Jan 2005
Greece,2006-01-01,1,Jan 2006
Greece,2007-01-01,1,Jan 2007
Greece,2008-01-01,1,Jan 2008
Greece,2009-01-01,1,Jan 2009
Greece,2010-01-01,1,Jan 2010
Greece,2011-01-01,1,Jan 2011
Greece,2011-07-01,1,Jul 2011
Greece,2012-01-01,1,Jan 2012
Greece,2012-07-01,1,Jul 2012
Greece,2013-01-01,1,Jan 2013
Greece,2014-01-01,1,Jan 2014
Greece,2015-01-01,1,Jan 2015
Greece,2016-01-01,1,Jan 2016
Greece,2016-07-01,1,Jul 2016
Greece,2017-01-01,1,Jan 2017
Greece,2017-12-01,1,Dec 2017
Greece,2018-06-01,1,Jun 2018
Greece,2018-12-01,1,Dec 2018
Greece,2019-06-01,1,Jun 2019
Hong Kong,1979-01-01,0,Jan 1979
Hong Kong,1984-01-01,0,Jan 1984
Hong Kong,1989-01-01,0,Jan 1989
Hong Kong,1990-01-01,0,Jan 1990
Hong Kong,1991-01-01,0,Jan 1991
Hong Kong,1992-01-01,0,Jan 1992
Hong Kong,1994-01-01,0,Jan 1994
Hong Kong,1995-01-01,0,Jan 1995
Hong Kong,1999-01-01,0,Jan 1999
Hong Kong,2000-01-01,0,Jan 2000
Hong Kong,2001-01-01,0,Jan 2001
Hong Kong,2002-01-01,0,Jan 2002
Hong Kong,2003-01-01,0,Jan 2003
Hong Kong,2004-01-01,0,Jan 2004
Hong Kong,2005-01-01,0,Jan 2005
Hong Kong,2006-01-01,0,Jan 2006
Hong Kong,2007-01-01,0,Jan 2007
Hong Kong,2008-01-01,0,Jan 2008
Hong Kong,2009-01-01,0,Jan 2009
Hong Kong,2010-01-01,0,Jan 2010
Hong Kong,2011-01-01,1,Jan 2011
Hong Kong,2011-07-01,1,Jul 2011
Hong Kong,2012-01-01,1,Jan 2012
Hong Kong,2012-07-01,1,Jul 2012
Hong Kong,2013-01-01,1,Jan 2013
Hong Kong,2014-01-01,1,Jan 2014
Hong Kong,2015-01-01,1,Jan 2015
Hong Kong,2016-01-01,2,Jan 2016
Hong Kong,2016-07-01,2,Jul 2016
Hong Kong,2017-01-01,2,Jan 2017
Hong Kong,2017-12-01,2,Dec 2017
Hong Kong,2018-06-01,2,Jun 2018
Hong Kong,2018-12-01,2,Dec 2018
Hong Kong,2019-06-01,2,Jun 2019
Hong Kong ,1979-01-01,0,Jan 1979
Hong Kong ,1984-01-01,0,Jan 1984
Hong Kong ,1989-01-01,0,Jan 1989
Hong Kong ,1990-01-01,0,Jan 1990
Hong Kong ,1991-01-01,0,Jan 1991
Hong Kong ,1992-01-01,0,Jan 1992
Hong Kong ,1994-01-01,0,Jan 1994
Hong Kong ,1995-01-01,0,Jan 1995
Hong Kong ,1999-01-01,0,Jan 1999
Hong Kong ,2000-01-01,0,Jan 2000
Hong Kong ,2001-01-01,0,Jan 2001
Hong Kong ,2002-01-01,0,Jan 2002
Hong Kong ,2003-01-01,0,Jan 2003
Hong Kong ,2004-01-01,0,Jan 2004
Hong Kong ,2005-01-01,0,Jan 2005
Hong Kong ,2006-01-01,0,Jan 2006
Hong Kong ,2007-01-01,0,Jan 2007
Hong Kong ,2008-01-01,0,Jan 2008
Hong Kong ,2009-01-01,0,Jan 2009
Hong Kong ,2010-01-01,0,Jan 2010
Hong Kong ,2011-01-01,0,Jan 2011
Hong Kong ,2011-07-01,0,Jul 2011
Hong Kong ,2012-01-01,0,Jan 2012
Hong Kong ,2012-07-01,0,Jul 2012
Hong Kong ,2013-01-01,0,Jan 2013
Hong Kong ,2014-01-01,1,Jan 2014
Hong Kong ,2015-01-01,1,Jan 2015
Hong Kong ,2016-01-01,1,Jan 2016
Hong Kong ,2016-07-01,1,Jul 2016
Hong Kong ,2017-01-01,1,Jan 2017
Hong Kong ,2017-12-01,1,Dec 2017
Hong Kong ,2018-06-01,1,Jun 2018
Hong Kong ,2018-12-01,1,Dec 2018
Hong Kong ,2019-06-01,1,Jun 2019
Hungary,1979-01-01,0,Jan 1979
Hungary,1984-01-01,0,Jan 1984
Hungary,1989-01-01,0,Jan 1989
Hungary,1990-01-01,0,Jan 1990
Hungary,1991-01-01,0,Jan 1991
Hungary,1992-01-01,0,Jan 1992
Hungary,1994-01-01,0,Jan 1994
Hungary,1995-01-01,0,Jan 1995
Hungary,1999-01-01,0,Jan 1999
Hungary,2000-01-01,0,Jan 2000
Hungary,2001-01-01,0,Jan 2001
Hungary,2002-01-01,0,Jan 2002
Hungary,2003-01-01,0,Jan 2003
Hungary,2004-01-01,0,Jan 2004
Hungary,2005-01-01,0,Jan 2005
Hungary,2006-01-01,0,Jan 2006
Hungary,2007-01-01,0,Jan 2007
Hungary,2008-01-01,0,Jan 2008
Hungary,2009-01-01,0,Jan 2009
Hungary,2010-01-01,0,Jan 2010
Hungary,2011-01-01,0,Jan 2011
Hungary,2011-07-01,0,Jul 2011
Hungary,2012-01-01,0,Jan 2012
Hungary,2012-07-01,0,Jul 2012
Hungary,2013-01-01,0,Jan 2013
Hungary,2014-01-01,0,Jan 2014
Hungary,2015-01-01,1,Jan 2015
Hungary,2016-01-01,2,Jan 2016
Hungary,2016-07-01,2,Jul 2016
Hungary,2017-01-01,4,Jan 2017
Hungary,2017-12-01,4,Dec 2017
Hungary,2018-06-01,4,Jun 2018
Hungary,2018-12-01,4,Dec 2018
Hungary,2019-06-01,4,Jun 2019
Iceland,1979-01-01,0,Jan 1979
Iceland,1984-01-01,0,Jan 1984
Iceland,1989-01-01,0,Jan 1989
Iceland,1990-01-01,0,Jan 1990
Iceland,1991-01-01,0,Jan 1991
Iceland,1992-01-01,0,Jan 1992
Iceland,1994-01-01,0,Jan 1994
Iceland,1995-01-01,0,Jan 1995
Iceland,1999-01-01,0,Jan 1999
Iceland,2000-01-01,0,Jan 2000
Iceland,2001-01-01,0,Jan 2001
Iceland,2002-01-01,0,Jan 2002
Iceland,2003-01-01,0,Jan 2003
Iceland,2004-01-01,0,Jan 2004
Iceland,2005-01-01,0,Jan 2005
Iceland,2006-01-01,0,Jan 2006
Iceland,2007-01-01,0,Jan 2007
Iceland,2008-01-01,0,Jan 2008
Iceland,2009-01-01,0,Jan 2009
Iceland,2010-01-01,0,Jan 2010
Iceland,2011-01-01,0,Jan 2011
Iceland,2011-07-01,0,Jul 2011
Iceland,2012-01-01,0,Jan 2012
Iceland,2012-07-01,0,Jul 2012
Iceland,2013-01-01,0,Jan 2013
Iceland,2014-01-01,1,Jan 2014
Iceland,2015-01-01,1,Jan 2015
Iceland,2016-01-01,1,Jan 2016
Iceland,2016-07-01,1,Jul 2016
Iceland,2017-01-01,1,Jan 2017
Iceland,2017-12-01,1,Dec 2017
Iceland,2018-06-01,1,Jun 2018
Iceland,2018-12-01,1,Dec 2018
Iceland,2019-06-01,1,Jun 2019
India,1979-01-01,0,Jan 1979
India,1984-01-01,0,Jan 1984
India,1989-01-01,0,Jan 1989
India,1990-01-01,0,Jan 1990
India,1991-01-01,0,Jan 1991
India,1992-01-01,0,Jan 1992
India,1994-01-01,0,Jan 1994
India,1995-01-01,0,Jan 1995
India,1999-01-01,0,Jan 1999
India,2000-01-01,0,Jan 2000
India,2001-01-01,0,Jan 2001
India,2002-01-01,0,Jan 2002
India,2003-01-01,0,Jan 2003
India,2004-01-01,0,Jan 2004
India,2005-01-01,0,Jan 2005
India,2006-01-01,1,Jan 2006
India,2007-01-01,2,Jan 2007
India,2008-01-01,2,Jan 2008
India,2009-01-01,5,Jan 2009
India,2010-01-01,6,Jan 2010
India,2011-01-01,6,Jan 2011
India,2011-07-01,6,Jul 2011
India,2012-01-01,8,Jan 2012
India,2012-07-01,8,Jul 2012
India,2013-01-01,8,Jan 2013
India,2014-01-01,16,Jan 2014
India,2015-01-01,19,Jan 2015
India,2016-01-01,23,Jan 2016
India,2016-07-01,24,Jul 2016
India,2017-01-01,28,Jan 2017
India,2017-12-01,28,Dec 2017
India,2018-06-01,36,Jun 2018
India,2018-12-01,38,Dec 2018
India,2019-06-01,39,Jun 2019
Indonesia,1979-01-01,0,Jan 1979
Indonesia,1984-01-01,0,Jan 1984
Indonesia,1989-01-01,0,Jan 1989
Indonesia,1990-01-01,0,Jan 1990
Indonesia,1991-01-01,0,Jan 1991
Indonesia,1992-01-01,0,Jan 1992
Indonesia,1994-01-01,0,Jan 1994
Indonesia,1995-01-01,0,Jan 1995
Indonesia,1999-01-01,0,Jan 1999
Indonesia,2000-01-01,0,Jan 2000
Indonesia,2001-01-01,0,Jan 2001
Indonesia,2002-01-01,0,Jan 2002
Indonesia,2003-01-01,0,Jan 2003
Indonesia,2004-01-01,0,Jan 2004
Indonesia,2005-01-01,0,Jan 2005
Indonesia,2006-01-01,0,Jan 2006
Indonesia,2007-01-01,0,Jan 2007
Indonesia,2008-01-01,0,Jan 2008
Indonesia,2009-01-01,0,Jan 2009
Indonesia,2010-01-01,0,Jan 2010
Indonesia,2011-01-01,0,Jan 2011
Indonesia,2011-07-01,0,Jul 2011
Indonesia,2012-01-01,0,Jan 2012
Indonesia,2012-07-01,0,Jul 2012
Indonesia,2013-01-01,0,Jan 2013
Indonesia,2014-01-01,1,Jan 2014
Indonesia,2015-01-01,1,Jan 2015
Indonesia,2016-01-01,1,Jan 2016
Indonesia,2016-07-01,1,Jul 2016
Indonesia,2017-01-01,2,Jan 2017
Indonesia,2017-12-01,2,Dec 2017
Indonesia,2018-06-01,3,Jun 2018
Indonesia,2018-12-01,3,Dec 2018
Indonesia,2019-06-01,3,Jun 2019
Ireland,1979-01-01,0,Jan 1979
Ireland,1984-01-01,0,Jan 1984
Ireland,1989-01-01,0,Jan 1989
Ireland,1990-01-01,0,Jan 1990
Ireland,1991-01-01,0,Jan 1991
Ireland,1992-01-01,0,Jan 1992
Ireland,1994-01-01,0,Jan 1994
Ireland,1995-01-01,0,Jan 1995
Ireland,1999-01-01,0,Jan 1999
Ireland,2000-01-01,0,Jan 2000
Ireland,2001-01-01,0,Jan 2001
Ireland,2002-01-01,0,Jan 2002
Ireland,2003-01-01,0,Jan 2003
Ireland,2004-01-01,0,Jan 2004
Ireland,2005-01-01,0,Jan 2005
Ireland,2006-01-01,0,Jan 2006
Ireland,2007-01-01,0,Jan 2007
Ireland,2008-01-01,0,Jan 2008
Ireland,2009-01-01,0,Jan 2009
Ireland,2010-01-01,0,Jan 2010
Ireland,2011-01-01,0,Jan 2011
Ireland,2011-07-01,0,Jul 2011
Ireland,2012-01-01,0,Jan 2012
Ireland,2012-07-01,0,Jul 2012
Ireland,2013-01-01,1,Jan 2013
Ireland,2014-01-01,2,Jan 2014
Ireland,2015-01-01,2,Jan 2015
Ireland,2016-01-01,4,Jan 2016
Ireland,2016-07-01,4,Jul 2016
Ireland,2017-01-01,4,Jan 2017
Ireland,2017-12-01,4,Dec 2017
Ireland,2018-06-01,6,Jun 2018
Ireland,2018-12-01,6,Dec 2018
Ireland,2019-06-01,6,Jun 2019
Israel,1979-01-01,0,Jan 1979
Israel,1984-01-01,0,Jan 1984
Israel,1989-01-01,0,Jan 1989
Israel,1990-01-01,0,Jan 1990
Israel,1991-01-01,0,Jan 1991
Israel,1992-01-01,0,Jan 1992
Israel,1994-01-01,0,Jan 1994
Israel,1995-01-01,0,Jan 1995
Israel,1999-01-01,0,Jan 1999
Israel,2000-01-01,0,Jan 2000
Israel,2001-01-01,0,Jan 2001
Israel,2002-01-01,0,Jan 2002
Israel,2003-01-01,0,Jan 2003
Israel,2004-01-01,0,Jan 2004
Israel,2005-01-01,0,Jan 2005
Israel,2006-01-01,0,Jan 2006
Israel,2007-01-01,0,Jan 2007
Israel,2008-01-01,0,Jan 2008
Israel,2009-01-01,0,Jan 2009
Israel,2010-01-01,0,Jan 2010
Israel,2011-01-01,1,Jan 2011
Israel,2011-07-01,1,Jul 2011
Israel,2012-01-01,1,Jan 2012
Israel,2012-07-01,1,Jul 2012
Israel,2013-01-01,1,Jan 2013
Israel,2014-01-01,2,Jan 2014
Israel,2015-01-01,2,Jan 2015
Israel,2016-01-01,2,Jan 2016
Israel,2016-07-01,2,Jul 2016
Israel,2017-01-01,2,Jan 2017
Israel,2017-12-01,2,Dec 2017
Israel,2018-06-01,3,Jun 2018
Israel,2018-12-01,3,Dec 2018
Israel,2019-06-01,3,Jun 2019
Italy,1979-01-01,0,Jan 1979
Italy,1984-01-01,0,Jan 1984
Italy,1989-01-01,0,Jan 1989
Italy,1990-01-01,0,Jan 1990
Italy,1991-01-01,0,Jan 1991
Italy,1992-01-01,0,Jan 1992
Italy,1994-01-01,0,Jan 1994
Italy,1995-01-01,0,Jan 1995
Italy,1999-01-01,0,Jan 1999
Italy,2000-01-01,0,Jan 2000
Italy,2001-01-01,0,Jan 2001
Italy,2002-01-01,0,Jan 2002
Italy,2003-01-01,0,Jan 2003
Italy,2004-01-01,0,Jan 2004
Italy,2005-01-01,0,Jan 2005
Italy,2006-01-01,0,Jan 2006
Italy,2007-01-01,0,Jan 2007
Italy,2008-01-01,0,Jan 2008
Italy,2009-01-01,2,Jan 2009
Italy,2010-01-01,2,Jan 2010
Italy,2011-01-01,2,Jan 2011
Italy,2011-07-01,2,Jul 2011
Italy,2012-01-01,4,Jan 2012
Italy,2012-07-01,4,Jul 2012
Italy,2013-01-01,6,Jan 2013
Italy,2014-01-01,8,Jan 2014
Italy,2015-01-01,9,Jan 2015
Italy,2016-01-01,9,Jan 2016
Italy,2016-07-01,9,Jul 2016
Italy,2017-01-01,13,Jan 2017
Italy,2017-12-01,13,Dec 2017
Italy,2018-06-01,14,Jun 2018
Italy,2018-12-01,14,Dec 2018
Italy,2019-06-01,15,Jun 2019
Japan,1979-01-01,0,Jan 1979
Japan,1984-01-01,0,Jan 1984
Japan,1989-01-01,0,Jan 1989
Japan,1990-01-01,0,Jan 1990
Japan,1991-01-01,0,Jan 1991
Japan,1992-01-01,0,Jan 1992
Japan,1994-01-01,0,Jan 1994
Japan,1995-01-01,0,Jan 1995
Japan,1999-01-01,0,Jan 1999
Japan,2000-01-01,0,Jan 2000
Japan,2001-01-01,0,Jan 2001
Japan,2002-01-01,0,Jan 2002
Japan,2003-01-01,0,Jan 2003
Japan,2004-01-01,0,Jan 2004
Japan,2005-01-01,0,Jan 2005
Japan,2006-01-01,0,Jan 2006
Japan,2007-01-01,0,Jan 2007
Japan,2008-01-01,0,Jan 2008
Japan,2009-01-01,0,Jan 2009
Japan,2010-01-01,0,Jan 2010
Japan,2011-01-01,0,Jan 2011
Japan,2011-07-01,0,Jul 2011
Japan,2012-01-01,0,Jan 2012
Japan,2012-07-01,1,Jul 2012
Japan,2013-01-01,1,Jan 2013
Japan,2014-01-01,2,Jan 2014
Japan,2015-01-01,3,Jan 2015
Japan,2016-01-01,5,Jan 2016
Japan,2016-07-01,5,Jul 2016
Japan,2017-01-01,5,Jan 2017
Japan,2017-12-01,5,Dec 2017
Japan,2018-06-01,6,Jun 2018
Japan,2018-12-01,6,Dec 2018
Japan,2019-06-01,6,Jun 2019
Kenya,1979-01-01,0,Jan 1979
Kenya,1984-01-01,0,Jan 1984
Kenya,1989-01-01,0,Jan 1989
Kenya,1990-01-01,0,Jan 1990
Kenya,1991-01-01,0,Jan 1991
Kenya,1992-01-01,0,Jan 1992
Kenya,1994-01-01,0,Jan 1994
Kenya,1995-01-01,0,Jan 1995
Kenya,1999-01-01,0,Jan 1999
Kenya,2000-01-01,0,Jan 2000
Kenya,2001-01-01,0,Jan 2001
Kenya,2002-01-01,1,Jan 2002
Kenya,2003-01-01,1,Jan 2003
Kenya,2004-01-01,1,Jan 2004
Kenya,2005-01-01,1,Jan 2005
Kenya,2006-01-01,1,Jan 2006
Kenya,2007-01-01,1,Jan 2007
Kenya,2008-01-01,1,Jan 2008
Kenya,2009-01-01,1,Jan 2009
Kenya,2010-01-01,1,Jan 2010
Kenya,2011-01-01,1,Jan 2011
Kenya,2011-07-01,1,Jul 2011
Kenya,2012-01-01,1,Jan 2012
Kenya,2012-07-01,1,Jul 2012
Kenya,2013-01-01,2,Jan 2013
Kenya,2014-01-01,2,Jan 2014
Kenya,2015-01-01,2,Jan 2015
Kenya,2016-01-01,3,Jan 2016
Kenya,2016-07-01,3,Jul 2016
Kenya,2017-01-01,4,Jan 2017
Kenya,2017-12-01,4,Dec 2017
Kenya,2018-06-01,4,Jun 2018
Kenya,2018-12-01,4,Dec 2018
Kenya,2019-06-01,5,Jun 2019
Kuwait,1979-01-01,0,Jan 1979
Kuwait,1984-01-01,0,Jan 1984
Kuwait,1989-01-01,0,Jan 1989
Kuwait,1990-01-01,0,Jan 1990
Kuwait,1991-01-01,0,Jan 1991
Kuwait,1992-01-01,0,Jan 1992
Kuwait,1994-01-01,0,Jan 1994
Kuwait,1995-01-01,0,Jan 1995
Kuwait,1999-01-01,0,Jan 1999
Kuwait,2000-01-01,0,Jan 2000
Kuwait,2001-01-01,0,Jan 2001
Kuwait,2002-01-01,0,Jan 2002
Kuwait,2003-01-01,0,Jan 2003
Kuwait,2004-01-01,0,Jan 2004
Kuwait,2005-01-01,0,Jan 2005
Kuwait,2006-01-01,0,Jan 2006
Kuwait,2007-01-01,0,Jan 2007
Kuwait,2008-01-01,0,Jan 2008
Kuwait,2009-01-01,0,Jan 2009
Kuwait,2010-01-01,0,Jan 2010
Kuwait,2011-01-01,0,Jan 2011
Kuwait,2011-07-01,0,Jul 2011
Kuwait,2012-01-01,0,Jan 2012
Kuwait,2012-07-01,0,Jul 2012
Kuwait,2013-01-01,1,Jan 2013
Kuwait,2014-01-01,1,Jan 2014
Kuwait,2015-01-01,1,Jan 2015
Kuwait,2016-01-01,1,Jan 2016
Kuwait,2016-07-01,1,Jul 2016
Kuwait,2017-01-01,1,Jan 2017
Kuwait,2017-12-01,1,Dec 2017
Kuwait,2018-06-01,1,Jun 2018
Kuwait,2018-12-01,1,Dec 2018
Kuwait,2019-06-01,1,Jun 2019
Lebanon,1979-01-01,0,Jan 1979
Lebanon,1984-01-01,0,Jan 1984
Lebanon,1989-01-01,0,Jan 1989
Lebanon,1990-01-01,0,Jan 1990
Lebanon,1991-01-01,0,Jan 1991
Lebanon,1992-01-01,0,Jan 1992
Lebanon,1994-01-01,0,Jan 1994
Lebanon,1995-01-01,0,Jan 1995
Lebanon,1999-01-01,0,Jan 1999
Lebanon,2000-01-01,0,Jan 2000
Lebanon,2001-01-01,0,Jan 2001
Lebanon,2002-01-01,0,Jan 2002
Lebanon,2003-01-01,0,Jan 2003
Lebanon,2004-01-01,0,Jan 2004
Lebanon,2005-01-01,0,Jan 2005
Lebanon,2006-01-01,0,Jan 2006
Lebanon,2007-01-01,0,Jan 2007
Lebanon,2008-01-01,0,Jan 2008
Lebanon,2009-01-01,0,Jan 2009
Lebanon,2010-01-01,0,Jan 2010
Lebanon,2011-01-01,0,Jan 2011
Lebanon,2011-07-01,0,Jul 2011
Lebanon,2012-01-01,1,Jan 2012
Lebanon,2012-07-01,1,Jul 2012
Lebanon,2013-01-01,1,Jan 2013
Lebanon,2014-01-01,1,Jan 2014
Lebanon,2015-01-01,1,Jan 2015
Lebanon,2016-01-01,1,Jan 2016
Lebanon,2016-07-01,1,Jul 2016
Lebanon,2017-01-01,1,Jan 2017
Lebanon,2017-12-01,1,Dec 2017
Lebanon,2018-06-01,1,Jun 2018
Lebanon,2018-12-01,1,Dec 2018
Lebanon,2019-06-01,1,Jun 2019
Luxembourg,1979-01-01,0,Jan 1979
Luxembourg,1984-01-01,0,Jan 1984
Luxembourg,1989-01-01,0,Jan 1989
Luxembourg,1990-01-01,0,Jan 1990
Luxembourg,1991-01-01,0,Jan 1991
Luxembourg,1992-01-01,0,Jan 1992
Luxembourg,1994-01-01,0,Jan 1994
Luxembourg,1995-01-01,0,Jan 1995
Luxembourg,1999-01-01,0,Jan 1999
Luxembourg,2000-01-01,0,Jan 2000
