country,datetime,value,date
Luxembourg,2001-01-01,0,Jan 2001
Luxembourg,2002-01-01,0,Jan 2002
Luxembourg,2003-01-01,0,Jan 2003
Luxembourg,2004-01-01,1,Jan 2004
Luxembourg,2005-01-01,1,Jan 2005
Luxembourg,2006-01-01,1,Jan 2006
Luxembourg,2007-01-01,1,Jan 2007
Luxembourg,2008-01-01,1,Jan 2008
Luxembourg,2009-01-01,1,Jan 2009
Luxembourg,2010-01-01,1,Jan 2010
Luxembourg,2011-01-01,1,Jan 2011
Luxembourg,2011-07-01,1,Jul 2011
Luxembourg,2012-01-01,1,Jan 2012
Luxembourg,2012-07-01,1,Jul 2012
Luxembourg,2013-01-01,1,Jan 2013
Luxembourg,2014-01-01,1,Jan 2014
Luxembourg,2015-01-01,3,Jan 2015
Luxembourg,2016-01-01,3,Jan 2016
Luxembourg,2016-07-01,3,Jul 2016
Luxembourg,2017-01-01,3,Jan 2017
Luxembourg,2017-12-01,3,Dec 2017
Luxembourg,2018-06-01,3,Jun 2018
Luxembourg,2018-12-01,3,Dec 2018
Luxembourg,2019-06-01,3,Jun 2019
Madagascar,1979-01-01,0,Jan 1979
Madagascar,1984-01-01,0,Jan 1984
Madagascar,1989-01-01,0,Jan 1989
Madagascar,1990-01-01,0,Jan 1990
Madagascar,1991-01-01,0,Jan 1991
Madagascar,1992-01-01,0,Jan 1992
Madagascar,1994-01-01,0,Jan 1994
Madagascar,1995-01-01,0,Jan 1995
Madagascar,1999-01-01,0,Jan 1999
Madagascar,2000-01-01,0,Jan 2000
Madagascar,2001-01-01,0,Jan 2001
Madagascar,2002-01-01,0,Jan 2002
Madagascar,2003-01-01,0,Jan 2003
Madagascar,2004-01-01,0,Jan 2004
Madagascar,2005-01-01,0,Jan 2005
Madagascar,2006-01-01,0,Jan 2006
Madagascar,2007-01-01,0,Jan 2007
Madagascar,2008-01-01,0,Jan 2008
Madagascar,2009-01-01,0,Jan 2009
Madagascar,2010-01-01,0,Jan 2010
Madagascar,2011-01-01,0,Jan 2011
Madagascar,2011-07-01,0,Jul 2011
Madagascar,2012-01-01,0,Jan 2012
Madagascar,2012-07-01,0,Jul 2012
Madagascar,2013-01-01,0,Jan 2013
Madagascar,2014-01-01,0,Jan 2014
Madagascar,2015-01-01,0,Jan 2015
Madagascar,2016-01-01,1,Jan 2016
Madagascar,2016-07-01,1,Jul 2016
Madagascar,2017-01-01,1,Jan 2017
Madagascar,2017-12-01,1,Dec 2017
Madagascar,2018-06-01,1,Jun 2018
Madagascar,2018-12-01,1,Dec 2018
Madagascar,2019-06-01,1,Jun 2019
Malaysia,1979-01-01,0,Jan 1979
Malaysia,1984-01-01,0,Jan 1984
Malaysia,1989-01-01,0,Jan 1989
Malaysia,1990-01-01,0,Jan 1990
Malaysia,1991-01-01,0,Jan 1991
Malaysia,1992-01-01,0,Jan 1992
Malaysia,1994-01-01,0,Jan 1994
Malaysia,1995-01-01,0,Jan 1995
Malaysia,1999-01-01,0,Jan 1999
Malaysia,2000-01-01,0,Jan 2000
Malaysia,2001-01-01,0,Jan 2001
Malaysia,2002-01-01,0,Jan 2002
Malaysia,2003-01-01,0,Jan 2003
Malaysia,2004-01-01,0,Jan 2004
Malaysia,2005-01-01,0,Jan 2005
Malaysia,2006-01-01,0,Jan 2006
Malaysia,2007-01-01,0,Jan 2007
Malaysia,2008-01-01,0,Jan 2008
Malaysia,2009-01-01,0,Jan 2009
Malaysia,2010-01-01,0,Jan 2010
Malaysia,2011-01-01,0,Jan 2011
Malaysia,2011-07-01,0,Jul 2011
Malaysia,2012-01-01,0,Jan 2012
Malaysia,2012-07-01,0,Jul 2012
Malaysia,2013-01-01,0,Jan 2013
Malaysia,2014-01-01,0,Jan 2014
Malaysia,2015-01-01,1,Jan 2015
Malaysia,2016-01-01,1,Jan 2016
Malaysia,2016-07-01,1,Jul 2016
Malaysia,2017-01-01,2,Jan 2017
Malaysia,2017-12-01,2,Dec 2017
Malaysia,2018-06-01,2,Jun 2018
Malaysia,2018-12-01,2,Dec 2018
Malaysia,2019-06-01,2,Jun 2019
Mexico,1979-01-01,0,Jan 1979
Mexico,1984-01-01,0,Jan 1984
Mexico,1989-01-01,0,Jan 1989
Mexico,1990-01-01,0,Jan 1990
Mexico,1991-01-01,0,Jan 1991
Mexico,1992-01-01,0,Jan 1992
Mexico,1994-01-01,0,Jan 1994
Mexico,1995-01-01,0,Jan 1995
Mexico,1999-01-01,0,Jan 1999
Mexico,2000-01-01,0,Jan 2000
Mexico,2001-01-01,0,Jan 2001
Mexico,2002-01-01,0,Jan 2002
Mexico,2003-01-01,0,Jan 2003
Mexico,2004-01-01,1,Jan 2004
Mexico,2005-01-01,1,Jan 2005
Mexico,2006-01-01,2,Jan 2006
Mexico,2007-01-01,2,Jan 2007
Mexico,2008-01-01,2,Jan 2008
Mexico,2009-01-01,3,Jan 2009
Mexico,2010-01-01,3,Jan 2010
Mexico,2011-01-01,4,Jan 2011
Mexico,2011-07-01,4,Jul 2011
Mexico,2012-01-01,5,Jan 2012
Mexico,2012-07-01,5,Jul 2012
Mexico,2013-01-01,6,Jan 2013
Mexico,2014-01-01,9,Jan 2014
Mexico,2015-01-01,12,Jan 2015
Mexico,2016-01-01,13,Jan 2016
Mexico,2016-07-01,13,Jul 2016
Mexico,2017-01-01,23,Jan 2017
Mexico,2017-12-01,23,Dec 2017
Mexico,2018-06-01,26,Jun 2018
Mexico,2018-12-01,26,Dec 2018
Mexico,2019-06-01,28,Jun 2019
Netherlands,1979-01-01,0,Jan 1979
Netherlands,1984-01-01,0,Jan 1984
Netherlands,1989-01-01,0,Jan 1989
Netherlands,1990-01-01,0,Jan 1990
Netherlands,1991-01-01,0,Jan 1991
Netherlands,1992-01-01,0,Jan 1992
Netherlands,1994-01-01,0,Jan 1994
Netherlands,1995-01-01,0,Jan 1995
Netherlands,1999-01-01,0,Jan 1999
Netherlands,2000-01-01,0,Jan 2000
Netherlands,2001-01-01,0,Jan 2001
Netherlands,2002-01-01,0,Jan 2002
Netherlands,2003-01-01,0,Jan 2003
Netherlands,2004-01-01,1,Jan 2004
Netherlands,2005-01-01,1,Jan 2005
Netherlands,2006-01-01,1,Jan 2006
Netherlands,2007-01-01,1,Jan 2007
Netherlands,2008-01-01,1,Jan 2008
Netherlands,2009-01-01,1,Jan 2009
Netherlands,2010-01-01,1,Jan 2010
Netherlands,2011-01-01,1,Jan 2011
Netherlands,2011-07-01,1,Jul 2011
Netherlands,2012-01-01,2,Jan 2012
Netherlands,2012-07-01,2,Jul 2012
Netherlands,2013-01-01,3,Jan 2013
Netherlands,2014-01-01,5,Jan 2014
Netherlands,2015-01-01,7,Jan 2015
Netherlands,2016-01-01,8,Jan 2016
Netherlands,2016-07-01,8,Jul 2016
Netherlands,2017-01-01,11,Jan 2017
Netherlands,2017-12-01,11,Dec 2017
Netherlands,2018-06-01,12,Jun 2018
Netherlands,2018-12-01,12,Dec 2018
Netherlands,2019-06-01,12,Jun 2019
New Zealand,1979-01-01,0,Jan 1979
New Zealand,1984-01-01,0,Jan 1984
New Zealand,1989-01-01,0,Jan 1989
New Zealand,1990-01-01,0,Jan 1990
New Zealand,1991-01-01,0,Jan 1991
New Zealand,1992-01-01,0,Jan 1992
New Zealand,1994-01-01,0,Jan 1994
New Zealand,1995-01-01,0,Jan 1995
New Zealand,1999-01-01,0,Jan 1999
New Zealand,2000-01-01,0,Jan 2000
New Zealand,2001-01-01,0,Jan 2001
New Zealand,2002-01-01,0,Jan 2002
New Zealand,2003-01-01,0,Jan 2003
New Zealand,2004-01-01,0,Jan 2004
New Zealand,2005-01-01,1,Jan 2005
New Zealand,2006-01-01,1,Jan 2006
New Zealand,2007-01-01,1,Jan 2007
New Zealand,2008-01-01,1,Jan 2008
New Zealand,2009-01-01,2,Jan 2009
New Zealand,2010-01-01,2,Jan 2010
New Zealand,2011-01-01,2,Jan 2011
New Zealand,2011-07-01,2,Jul 2011
New Zealand,2012-01-01,2,Jan 2012
New Zealand,2012-07-01,2,Jul 2012
New Zealand,2013-01-01,2,Jan 2013
New Zealand,2014-01-01,4,Jan 2014
New Zealand,2015-01-01,5,Jan 2015
New Zealand,2016-01-01,6,Jan 2016
New Zealand,2016-07-01,6,Jul 2016
New Zealand,2017-01-01,6,Jan 2017
New Zealand,2017-12-01,6,Dec 2017
New Zealand,2018-06-01,6,Jun 2018
New Zealand,2018-12-01,6,Dec 2018
New Zealand,2019-06-01,6,Jun 2019
Nigeria,1979-01-01,0,Jan 1979
Nigeria,1984-01-01,0,Jan 1984
Nigeria,1989-01-01,0,Jan 1989
Nigeria,1990-01-01,0,Jan 1990
Nigeria,1991-01-01,0,Jan 1991
Nigeria,1992-01-01,0,Jan 1992
Nigeria,1994-01-01,0,Jan 1994
Nigeria,1995-01-01,0,Jan 1995
Nigeria,1999-01-01,0,Jan 1999
Nigeria,2000-01-01,0,Jan 2000
Nigeria,2001-01-01,0,Jan 2001
Nigeria,2002-01-01,0,Jan 2002
Nigeria,2003-01-01,0,Jan 2003
Nigeria,2004-01-01,0,Jan 2004
Nigeria,2005-01-01,0,Jan 2005
Nigeria,2006-01-01,0,Jan 2006
Nigeria,2007-01-01,0,Jan 2007
Nigeria,2008-01-01,0,Jan 2008
Nigeria,2009-01-01,0,Jan 2009
Nigeria,2010-01-01,1,Jan 2010
Nigeria,2011-01-01,1,Jan 2011
Nigeria,2011-07-01,1,Jul 2011
Nigeria,2012-01-01,1,Jan 2012
Nigeria,2012-07-01,1,Jul 2012
Nigeria,2013-01-01,1,Jan 2013
Nigeria,2014-01-01,1,Jan 2014
Nigeria,2015-01-01,1,Jan 2015
Nigeria,2016-01-01,2,Jan 2016
Nigeria,2016-07-01,2,Jul 2016
Nigeria,2017-01-01,2,Jan 2017
Nigeria,2017-12-01,2,Dec 2017
Nigeria,2018-06-01,2,Jun 2018
Nigeria,2018-12-01,2,Dec 2018
Nigeria,2019-06-01,2,Jun 2019
Norway,1979-01-01,0,Jan 1979
Norway,1984-01-01,0,Jan 1984
Norway,1989-01-01,0,Jan 1989
Norway,1990-01-01,0,Jan 1990
Norway,1991-01-01,0,Jan 1991
Norway,1992-01-01,0,Jan 1992
Norway,1994-01-01,0,Jan 1994
Norway,1995-01-01,0,Jan 1995
Norway,1999-01-01,0,Jan 1999
Norway,2000-01-01,0,Jan 2000
Norway,2001-01-01,0,Jan 2001
Norway,2002-01-01,0,Jan 2002
Norway,2003-01-01,0,Jan 2003
Norway,2004-01-01,0,Jan 2004
Norway,2005-01-01,0,Jan 2005
Norway,2006-01-01,0,Jan 2006
Norway,2007-01-01,0,Jan 2007
Norway,2008-01-01,0,Jan 2008
Norway,2009-01-01,0,Jan 2009
Norway,2010-01-01,0,Jan 2010
Norway,2011-01-01,0,Jan 2011
Norway,2011-07-01,0,Jul 2011
Norway,2012-01-01,0,Jan 2012
Norway,2012-07-01,0,Jul 2012
Norway,2013-01-01,2,Jan 2013
Norway,2014-01-01,3,Jan 2014
Norway,2015-01-01,4,Jan 2015
Norway,2016-01-01,4,Jan 2016
Norway,2016-07-01,4,Jul 2016
Norway,2017-01-01,4,Jan 2017
Norway,2017-12-01,4,Dec 2017
Norway,2018-06-01,5,Jun 2018
Norway,2018-12-01,6,Dec 2018
Norway,2019-06-01,6,Jun 2019
Not specified,1979-01-01,0,Jan 1979
Not specified,1984-01-01,0,Jan 1984
Not specified,1989-01-01,0,Jan 1989
Not specified,1990-01-01,0,Jan 1990
Not specified,1991-01-01,0,Jan 1991
Not specified,1992-01-01,0,Jan 1992
Not specified,1994-01-01,1,Jan 1994
Not specified,1995-01-01,1,Jan 1995
Not specified,1999-01-01,3,Jan 1999
Not specified,2000-01-01,3,Jan 2000
Not specified,2001-01-01,3,Jan 2001
Not specified,2002-01-01,3,Jan 2002
Not specified,2003-01-01,3,Jan 2003
Not specified,2004-01-01,4,Jan 2004
Not specified,2005-01-01,6,Jan 2005
Not specified,2006-01-01,6,Jan 2006
Not specified,2007-01-01,6,Jan 2007
Not specified,2008-01-01,6,Jan 2008
Not specified,2009-01-01,9,Jan 2009
Not specified,2010-01-01,10,Jan 2010
Not specified,2011-01-01,11,Jan 2011
Not specified,2011-07-01,11,Jul 2011
Not specified,2012-01-01,13,Jan 2012
Not specified,2012-07-01,13,Jul 2012
Not specified,2013-01-01,15,Jan 2013
Not specified,2014-01-01,17,Jan 2014
Not specified,2015-01-01,21,Jan 2015
Not specified,2016-01-01,27,Jan 2016
Not specified,2016-07-01,27,Jul 2016
Not specified,2017-01-01,35,Jan 2017
Not specified,2017-12-01,36,Dec 2017
Not specified,2018-06-01,39,Jun 2018
Not specified,2018-12-01,39,Dec 2018
Not specified,2019-06-01,41,Jun 2019
Pakistan,1979-01-01,0,Jan 1979
Pakistan,1984-01-01,0,Jan 1984
Pakistan,1989-01-01,0,Jan 1989
Pakistan,1990-01-01,0,Jan 1990
Pakistan,1991-01-01,0,Jan 1991
Pakistan,1992-01-01,0,Jan 1992
Pakistan,1994-01-01,0,Jan 1994
Pakistan,1995-01-01,0,Jan 1995
Pakistan,1999-01-01,0,Jan 1999
Pakistan,2000-01-01,0,Jan 2000
Pakistan,2001-01-01,0,Jan 2001
Pakistan,2002-01-01,0,Jan 2002
Pakistan,2003-01-01,0,Jan 2003
Pakistan,2004-01-01,0,Jan 2004
Pakistan,2005-01-01,0,Jan 2005
Pakistan,2006-01-01,0,Jan 2006
Pakistan,2007-01-01,0,Jan 2007
Pakistan,2008-01-01,0,Jan 2008
Pakistan,2009-01-01,0,Jan 2009
Pakistan,2010-01-01,0,Jan 2010
Pakistan,2011-01-01,0,Jan 2011
Pakistan,2011-07-01,0,Jul 2011
Pakistan,2012-01-01,0,Jan 2012
Pakistan,2012-07-01,0,Jul 2012
Pakistan,2013-01-01,0,Jan 2013
Pakistan,2014-01-01,0,Jan 2014
Pakistan,2015-01-01,0,Jan 2015
Pakistan,2016-01-01,0,Jan 2016
Pakistan,2016-07-01,0,Jul 2016
Pakistan,2017-01-01,0,Jan 2017
Pakistan,2017-12-01,0,Dec 2017
Pakistan,2018-06-01,1,Jun 2018
Pakistan,2018-12-01,1,Dec 2018
Pakistan,2019-06-01,1,Jun 2019
Panama,1979-01-01,0,Jan 1979
Panama,1984-01-01,0,Jan 1984
Panama,1989-01-01,0,Jan 1989
Panama,1990-01-01,0,Jan 1990
Panama,1991-01-01,0,Jan 1991
Panama,1992-01-01,0,Jan 1992
Panama,1994-01-01,0,Jan 1994
Panama,1995-01-01,0,Jan 1995
Panama,1999-01-01,1,Jan 1999
Panama,2000-01-01,1,Jan 2000
Panama,2001-01-01,1,Jan 2001
Panama,2002-01-01,1,Jan 2002
Panama,2003-01-01,1,Jan 2003
Panama,2004-01-01,1,Jan 2004
Panama,2005-01-01,1,Jan 2005
Panama,2006-01-01,1,Jan 2006
Panama,2007-01-01,1,Jan 2007
Panama,2008-01-01,1,Jan 2008
Panama,2009-01-01,1,Jan 2009
Panama,2010-01-01,1,Jan 2010
Panama,2011-01-01,1,Jan 2011
Panama,2011-07-01,1,Jul 2011
Panama,2012-01-01,1,Jan 2012
Panama,2012-07-01,1,Jul 2012
Panama,2013-01-01,1,Jan 2013
Panama,2014-01-01,1,Jan 2014
Panama,2015-01-01,1,Jan 2015
Panama,2016-01-01,1,Jan 2016
Panama,2016-07-01,1,Jul 2016
Panama,2017-01-01,1,Jan 2017
Panama,2017-12-01,1,Dec 2017
Panama,2018-06-01,1,Jun 2018
Panama,2018-12-01,1,Dec 2018
Panama,2019-06-01,1,Jun 2019
Peru,1979-01-01,0,Jan 1979
Peru,1984-01-01,0,Jan 1984
Peru,1989-01-01,0,Jan 1989
Peru,1990-01-01,0,Jan 1990
Peru,1991-01-01,0,Jan 1991
Peru,1992-01-01,0,Jan 1992
Peru,1994-01-01,0,Jan 1994
Peru,1995-01-01,0,Jan 1995
Peru,1999-01-01,0,Jan 1999
Peru,2000-01-01,0,Jan 2000
Peru,2001-01-01,0,Jan 2001
Peru,2002-01-01,0,Jan 2002
Peru,2003-01-01,0,Jan 2003
Peru,2004-01-01,0,Jan 2004
Peru,2005-01-01,0,Jan 2005
Peru,2006-01-01,0,Jan 2006
Peru,2007-01-01,0,Jan 2007
Peru,2008-01-01,0,Jan 2008
Peru,2009-01-01,0,Jan 2009
Peru,2010-01-01,0,Jan 2010
Peru,2011-01-01,0,Jan 2011
Peru,2011-07-01,0,Jul 2011
Peru,2012-01-01,0,Jan 2012
Peru,2012-07-01,0,Jul 2012
Peru,2013-01-01,0,Jan 2013
Peru,2014-01-01,0,Jan 2014
Peru,2015-01-01,0,Jan 2015
Peru,2016-01-01,1,Jan 2016
Peru,2016-07-01,1,Jul 2016
Peru,2017-01-01,1,Jan 2017
Peru,2017-12-01,1,Dec 2017
Peru,2018-06-01,1,Jun 2018
Peru,2018-12-01,1,Dec 2018
Peru,2019-06-01,1,Jun 2019
Philippines,1979-01-01,0,Jan 1979
Philippines,1984-01-01,0,Jan 1984
Philippines,1989-01-01,0,Jan 1989
Philippines,1990-01-01,0,Jan 1990
Philippines,1991-01-01,0,Jan 1991
Philippines,1992-01-01,0,Jan 1992
Philippines,1994-01-01,0,Jan 1994
Philippines,1995-01-01,0,Jan 1995
Philippines,1999-01-01,0,Jan 1999
Philippines,2000-01-01,0,Jan 2000
Philippines,2001-01-01,0,Jan 2001
Philippines,2002-01-01,0,Jan 2002
Philippines,2003-01-01,0,Jan 2003
Philippines,2004-01-01,0,Jan 2004
Philippines,2005-01-01,0,Jan 2005
Philippines,2006-01-01,0,Jan 2006
Philippines,2007-01-01,0,Jan 2007
Philippines,2008-01-01,0,Jan 2008
Philippines,2009-01-01,0,Jan 2009
Philippines,2010-01-01,0,Jan 2010
Philippines,2011-01-01,0,Jan 2011
Philippines,2011-07-01,0,Jul 2011
Philippines,2012-01-01,0,Jan 2012
Philippines,2012-07-01,0,Jul 2012
Philippines,2013-01-01,0,Jan 2013
Philippines,2014-01-01,0,Jan 2014
Philippines,2015-01-01,0,Jan 2015
Philippines,2016-01-01,0,Jan 2016
Philippines,2016-07-01,0,Jul 2016
Philippines,2017-01-01,0,Jan 2017
Philippines,2017-12-01,0,Dec 2017
Philippines,2018-06-01,0,Jun 2018
Philippines,2018-12-01,1,Dec 2018
Philippines,2019-06-01,1,Jun 2019
Poland,1979-01-01,0,Jan 1979
Poland,1984-01-01,0,Jan 1984
Poland,1989-01-01,0,Jan 1989
Poland,1990-01-01,0,Jan 1990
Poland,1991-01-01,0,Jan 1991
Poland,1992-01-01,0,Jan 1992
Poland,1994-01-01,0,Jan 1994
Poland,1995-01-01,0,Jan 1995
Poland,1999-01-01,0,Jan 1999
Poland,2000-01-01,0,Jan 2000
Poland,2001-01-01,0,Jan 2001
Poland,2002-01-01,0,Jan 2002
Poland,2003-01-01,0,Jan 2003
Poland,2004-01-01,0,Jan 2004
Poland,2005-01-01,0,Jan 2005
Poland,2006-01-01,0,Jan 2006
Poland,2007-01-01,0,Jan 2007
Poland,2008-01-01,0,Jan 2008
Poland,2009-01-01,0,Jan 2009
Poland,2010-01-01,0,Jan 2010
Poland,2011-01-01,1,Jan 2011
Poland,2011-07-01,1,Jul 2011
Poland,2012-01-01,1,Jan 2012
Poland,2012-07-01,1,Jul 2012
Poland,2013-01-01,1,Jan 2013
Poland,2014-01-01,2,Jan 2014
Poland,2015-01-01,2,Jan 2015
Poland,2016-01-01,2,Jan 2016
Poland,2016-07-01,2,Jul 2016
Poland,2017-01-01,3,Jan 2017
Poland,2017-12-01,3,Dec 2017
Poland,2018-06-01,4,Jun 2018
Poland,2018-12-01,4,Dec 2018
Poland,2019-06-01,5,Jun 2019
Portugal,1979-01-01,0,Jan 1979
Portugal,1984-01-01,0,Jan 1984
Portugal,1989-01-01,0,Jan 1989
Portugal,1990-01-01,0,Jan 1990
Portugal,1991-01-01,0,Jan 1991
Portugal,1992-01-01,0,Jan 1992
Portugal,1994-01-01,0,Jan 1994
Portugal,1995-01-01,0,Jan 1995
Portugal,1999-01-01,0,Jan 1999
Portugal,2000-01-01,0,Jan 2000
Portugal,2001-01-01,0,Jan 2001
Portugal,2002-01-01,0,Jan 2002
Portugal,2003-01-01,0,Jan 2003
Portugal,2004-01-01,0,Jan 2004
Portugal,2005-01-01,0,Jan 2005
Portugal,2006-01-01,0,Jan 2006
Portugal,2007-01-01,0,Jan 2007
Portugal,2008-01-01,0,Jan 2008
Portugal,2009-01-01,0,Jan 2009
Portugal,2010-01-01,0,Jan 2010
Portugal,2011-01-01,0,Jan 2011
Portugal,2011-07-01,0,Jul 2011
Portugal,2012-01-01,0,Jan 2012
Portugal,2012-07-01,0,Jul 2012
Portugal,2013-01-01,0,Jan 2013
Portugal,2014-01-01,0,Jan 2014
Portugal,2015-01-01,0,Jan 2015
Portugal,2016-01-01,2,Jan 2016
Portugal,2016-07-01,2,Jul 2016
Portugal,2017-01-01,4,Jan 2017
Portugal,2017-12-01,4,Dec 2017
Portugal,2018-06-01,4,Jun 2018
Portugal,2018-12-01,4,Dec 2018
Portugal,2019-06-01,4,Jun 2019
Qatar,1979-01-01,0,Jan 1979
Qatar,1984-01-01,0,Jan 1984
Qatar,1989-01-01,0,Jan 1989
Qatar,1990-01-01,0,Jan 1990
Qatar,1991-01-01,0,Jan 1991
Qatar,1992-01-01,0,Jan 1992
Qatar,1994-01-01,0,Jan 1994
Qatar,1995-01-01,0,Jan 1995
Qatar,1999-01-01,0,Jan 1999
Qatar,2000-01-01,0,Jan 2000
Qatar,2001-01-01,0,Jan 2001
Qatar,2002-01-01,0,Jan 2002
Qatar,2003-01-01,0,Jan 2003
Qatar,2004-01-01,0,Jan 2004
Qatar,2005-01-01,0,Jan 2005
Qatar,2006-01-01,0,Jan 2006
Qatar,2007-01-01,0,Jan 2007
Qatar,2008-01-01,0,Jan 2008
Qatar,2009-01-01,0,Jan 2009
Qatar,2010-01-01,0,Jan 2010
Qatar,2011-01-01,0,Jan 2011
Qatar,2011-07-01,0,Jul 2011
Qatar,2012-01-01,0,Jan 2012
Qatar,2012-07-01,0,Jul 2012
Qatar,2013-01-01,0,Jan 2013
Qatar,2014-01-01,0,Jan 2014
Qatar,2015-01-01,1,Jan 2015
Qatar,2016-01-01,1,Jan 2016
Qatar,2016-07-01,1,Jul 2016
Qatar,2017-01-01,1,Jan 2017
Qatar,2017-12-01,1,Dec 2017
Qatar,2018-06-01,1,Jun 2018
Qatar,2018-12-01,1,Dec 2018
Qatar,2019-06-01,1,Jun 2019
Romania,1979-01-01,0,Jan 1979
Romania,1984-01-01,0,Jan 1984
Romania,1989-01-01,0,Jan 1989
Romania,1990-01-01,0,Jan 1990
Romania,1991-01-01,0,Jan 1991
Romania,1992-01-01,0,Jan 1992
Romania,1994-01-01,0,Jan 1994
Romania,1995-01-01,0,Jan 1995
Romania,1999-01-01,0,Jan 1999
Romania,2000-01-01,0,Jan 2000
Romania,2001-01-01,0,Jan 2001
Romania,2002-01-01,0,Jan 2002
Romania,2003-01-01,0,Jan 2003
Romania,2004-01-01,0,Jan 2004
Romania,2005-01-01,0,Jan 2005
Romania,2006-01-01,0,Jan 2006
Romania,2007-01-01,0,Jan 2007
Romania,2008-01-01,0,Jan 2008
Romania,2009-01-01,0,Jan 2009
Romania,2010-01-01,0,Jan 2010
Romania,2011-01-01,0,Jan 2011
Romania,2011-07-01,0,Jul 2011
Romania,2012-01-01,0,Jan 2012
Romania,2012-07-01,0,Jul 2012
Romania,2013-01-01,0,Jan 2013
Romania,2014-01-01,1,Jan 2014
Romania,2015-01-01,1,Jan 2015
Romania,2016-01-01,1,Jan 2016
Romania,2016-07-01,1,Jul 2016
Romania,2017-01-01,1,Jan 2017
Romania,2017-12-01,1,Dec 2017
Romania,2018-06-01,1,Jun 2018
Romania,2018-12-01,1,Dec 2018
Romania,2019-06-01,1,Jun 2019
Russia,1979-01-01,0,Jan 1979
Russia,1984-01-01,0,Jan 1984
Russia,1989-01-01,0,Jan 1989
Russia,1990-01-01,0,Jan 1990
Russia,1991-01-01,0,Jan 1991
Russia,1992-01-01,0,Jan 1992
Russia,1994-01-01,0,Jan 1994
Russia,1995-01-01,0,Jan 1995
Russia,1999-01-01,0,Jan 1999
Russia,2000-01-01,0,Jan 2000
Russia,2001-01-01,0,Jan 2001
Russia,2002-01-01,0,Jan 2002
Russia,2003-01-01,0,Jan 2003
Russia,2004-01-01,0,Jan 2004
Russia,2005-01-01,0,Jan 2005
Russia,2006-01-01,0,Jan 2006
Russia,2007-01-01,0,Jan 2007
Russia,2008-01-01,0,Jan 2008
Russia,2009-01-01,0,Jan 2009
Russia,2010-01-01,0,Jan 2010
Russia,2011-01-01,0,Jan 2011
Russia,2011-07-01,0,Jul 2011
Russia,2012-01-01,0,Jan 2012
Russia,2012-07-01,0,Jul 2012
Russia,2013-01-01,0,Jan 2013
Russia,2014-01-01,1,Jan 2014
Russia,2015-01-01,1,Jan 2015
Russia,2016-01-01,1,Jan 2016
Russia,2016-07-01,1,Jul 2016
Russia,2017-01-01,1,Jan 2017
Russia,2017-12-01,1,Dec 2017
Russia,2018-06-01,3,Jun 2018
Russia,2018-12-01,4,Dec 2018
Russia,2019-06-01,5,Jun 2019
Saudi Arabia,1979-01-01,0,Jan 1979
Saudi Arabia,1984-01-01,0,Jan 1984
Saudi Arabia,1989-01-01,0,Jan 1989
Saudi Arabia,1990-01-01,0,Jan 1990
Saudi Arabia,1991-01-01,0,Jan 1991
Saudi Arabia,1992-01-01,0,Jan 1992
Saudi Arabia,1994-01-01,0,Jan 1994
Saudi Arabia,1995-01-01,0,Jan 1995
Saudi Arabia,1999-01-01,0,Jan 1999
Saudi Arabia,2000-01-01,0,Jan 2000
Saudi Arabia,2001-01-01,0,Jan 2001
Saudi Arabia,2002-01-01,0,Jan 2002
Saudi Arabia,2003-01-01,0,Jan 2003
Saudi Arabia,2004-01-01,0,Jan 2004
Saudi Arabia,2005-01-01,0,Jan 2005
Saudi Arabia,2006-01-01,0,Jan 2006
Saudi Arabia,2007-01-01,0,Jan 2007
Saudi Arabia,2008-01-01,0,Jan 2008
Saudi Arabia,2009-01-01,2,Jan 2009
Saudi Arabia,2010-01-01,2,Jan 2010
Saudi Arabia,2011-01-01,2,Jan 2011
Saudi Arabia,2011-07-01,2,Jul 2011
Saudi Arabia,2012-01-01,2,Jan 2012
Saudi Arabia,2012-07-01,2,Jul 2012
Saudi Arabia,2013-01-01,2,Jan 2013
Saudi Arabia,2014-01-01,2,Jan 2014
Saudi Arabia,2015-01-01,2,Jan 2015
Saudi Arabia,2016-01-01,2,Jan 2016
Saudi Arabia,2016-07-01,2,Jul 2016
Saudi Arabia,2017-01-01,2,Jan 2017
Saudi Arabia,2017-12-01,2,Dec 2017
Saudi Arabia,2018-06-01,2,Jun 2018
Saudi Arabia,2018-12-01,2,Dec 2018
Saudi Arabia,2019-06-01,2,Jun 2019
Scotland,1979-01-01,0,Jan 1979
Scotland,1984-01-01,0,Jan 1984
Scotland,1989-01-01,0,Jan 1989
Scotland,1990-01-01,0,Jan 1990
Scotland,1991-01-01,0,Jan 1991
Scotland,1992-01-01,0,Jan 1992
Scotland,1994-01-01,0,Jan 1994
Scotland,1995-01-01,0,Jan 1995
Scotland,1999-01-01,0,Jan 1999
Scotland,2000-01-01,0,Jan 2000
Scotland,2001-01-01,0,Jan 2001
Scotland,2002-01-01,0,Jan 2002
Scotland,2003-01-01,0,Jan 2003
Scotland,2004-01-01,0,Jan 2004
Scotland,2005-01-01,0,Jan 2005
Scotland,2006-01-01,0,Jan 2006
Scotland,2007-01-01,1,Jan 2007
Scotland,2008-01-01,1,Jan 2008
Scotland,2009-01-01,1,Jan 2009
Scotland,2010-01-01,1,Jan 2010
Scotland,2011-01-01,1,Jan 2011
