country,mode,values
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
New Zealand,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
New Zealand,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Russia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Hungary,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Sweden,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Russia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Finland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Turkey,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Denmark,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
South Africa,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Netherlands,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Estonia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Russia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Switzerland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Ireland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Italy,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Colombia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Italy,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Netherlands,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Hungary,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Kenya,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Tunisia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Italy,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Belgium,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Chile,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Netherlands,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Japan,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Kuwait,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Australia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Kenya,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Australia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Sweden,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Italy,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Netherlands,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Colombia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Slovenia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Switzerland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Argentina,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Hungary,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Australia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Uganda,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Dominican Republic,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Ireland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Indonesia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
France,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Serbia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Scotland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Hong Kong,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Hungary,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Indonesia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Switzerland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Belgium,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Japan,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Denmark,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Australia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Switzerland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Argentina,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Australia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Finland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Belgium,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Finland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Ecuador,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Costa Rica,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Scotland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Iceland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Luxembourg,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Brazil,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Sweden,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Belgium,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
New Zealand,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Singapore,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Russia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Spain,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Mexico,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Saudi Arabia,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Norway,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Netherlands,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Germany,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Canada,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Not specified,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
United Kingdom,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
Ireland,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
India,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
Hong Kong,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",1.0
USA,"Completely custom (matplotlib, ggplot2, processing, d3, custom code)",0.0
