country,mode,values
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
Hong Kong,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
New Zealand,Interactive Notebooks,0.0
Italy,Interactive Notebooks,1.0
Uganda,Interactive Notebooks,0.0
Poland,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Austria,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
New Zealand,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Germany,Interactive Notebooks,1.0
Austria,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Japan,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Argentina,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Italy,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Luxembourg,Interactive Notebooks,1.0
Australia,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
Germany,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Finland,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
Germany,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Costa Rica,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Switzerland,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Netherlands,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Canada,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Colombia,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Norway,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,1.0
Norway,Interactive Notebooks,0.0
India,Interactive Notebooks,1.0
Japan,Interactive Notebooks,1.0
Germany,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,1.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Colombia,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Cuba,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
Brazil,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Lebanon,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
New Zealand,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,1.0
Colombia,Interactive Notebooks,1.0
Germany,Interactive Notebooks,0.0
Indonesia,Interactive Notebooks,0.0
Spain,Interactive Notebooks,1.0
Germany,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
Portugal,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
South Africa,Interactive Notebooks,1.0
Sweden,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
Turkey,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Mexico,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
France,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Argentina,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Croatia,Interactive Notebooks,0.0
Malaysia,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Finland,Interactive Notebooks,0.0
Brazil,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Belgium,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Belarus,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Colombia,Interactive Notebooks,0.0
Georgia,Interactive Notebooks,1.0
Germany,Interactive Notebooks,0.0
Netherlands,Interactive Notebooks,0.0
France,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,0.0
Chile,Interactive Notebooks,0.0
Colombia,Interactive Notebooks,0.0
Belarus,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Netherlands,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Belgium,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Bermuda,Interactive Notebooks,0.0
Colombia,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
Canada,Interactive Notebooks,1.0
Kenya,Interactive Notebooks,0.0
Poland,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Romania,Interactive Notebooks,0.0
Denmark,Interactive Notebooks,0.0
Finland,Interactive Notebooks,0.0
Turkey,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Norway,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Portugal,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
South Africa,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
Uruguay,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Brazil,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
India,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
Nigeria,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Colombia,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Colombia,Interactive Notebooks,1.0
Argentina,Interactive Notebooks,0.0
Saudi Arabia,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Switzerland,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
Kenya,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Panama,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Brazil,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,1.0
India,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Italy,Interactive Notebooks,0.0
Israel,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Australia,Interactive Notebooks,1.0
Spain,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Scotland,Interactive Notebooks,0.0
Nigeria,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Netherlands,Interactive Notebooks,0.0
China,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Tanzania,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Mexico,Interactive Notebooks,1.0
Spain,Interactive Notebooks,1.0
Mexico,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Sweden,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Finland,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
Germany,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Singapore,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,0.0
Canada,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Scotland,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,0.0
Taiwan,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
Canada,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Poland,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Serbia,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Netherlands,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Argentina,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Ireland,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
France,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Turkey,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Kenya,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Japan,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,0.0
Thailand,Interactive Notebooks,0.0
Germany,Interactive Notebooks,1.0
Netherlands,Interactive Notebooks,1.0
Japan,Interactive Notebooks,1.0
Italy,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Scotland,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
Australia,Interactive Notebooks,1.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
France,Interactive Notebooks,0.0
Italy,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Portugal,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
France,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Scotland,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
India,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
Australia,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Sweden,Interactive Notebooks,0.0
Italy,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Russia,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Brazil,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Italy,Interactive Notebooks,0.0
Russia,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Argentina,Interactive Notebooks,1.0
Mexico,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Norway,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Ireland,Interactive Notebooks,1.0
Germany,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Israel,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Turkey,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Norway,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Spain,Interactive Notebooks,0.0
Madagascar,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
Portugal,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Singapore,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Poland,Interactive Notebooks,0.0
Argentina,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Norway,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Qatar,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Australia,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Austria,Interactive Notebooks,0.0
Russia,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
South Africa,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Australia,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
Philippines,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
Australia,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Switzerland,Interactive Notebooks,0.0
South Africa,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
India,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Pakistan,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Poland,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Not specified,Interactive Notebooks,0.0
USA,Interactive Notebooks,1.0
Not specified,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
India,Interactive Notebooks,0.0
Italy,Interactive Notebooks,1.0
United Kingdom,Interactive Notebooks,1.0
USA,Interactive Notebooks,1.0
Netherlands,Interactive Notebooks,0.0
France,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Spain,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Finland,Interactive Notebooks,0.0
United Kingdom,Interactive Notebooks,0.0
Switzerland,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Egypt,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Canada,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Germany,Interactive Notebooks,0.0
USA,Interactive Notebooks,0.0
Belarus,Interactive Notebooks,0.0
Australia,Interactive Notebooks,1.0
USA,Interactive Notebooks,0.0
Italy,Interactive Notebooks,0.0
Austria,Interactive Notebooks,0.0
Mexico,Interactive Notebooks,0.0
